doc_id	paragraph_id	it-po
26167	9	Na tle tych wydarzeń i wojny na Ukrainie Draghi został z wielką pompą powitany w pałacu prezydenckim w Ankarze na spotkanie z prezydentem Turcji Erdoganem. Premierę Włoch poprzedziła procesja na koniach przy dźwiękach hymnów narodowych. Wraz z prezydentem Turcji Draghim szedł po niebieskim dywanie pod eskortą umundurowanej gwardii prezydenckiej do wejścia do budynku. Na Draghiego i Erdogana czekała delegacja w strojach armii 16 państw tureckich powstałych przed powstaniem republiki: krótko mówiąc, świetna okazja do pokazu naznaczonego neoosmańskimi ambicjami tureckiego przywódcy.
26167	11	Ten aparat scenograficzny, określony przez Draghiego na konferencji prasowej jako „serdeczne i wspaniałe powitanie”, z pewnością nie był przypadkowy. Posłużyło Erdoganowi do potwierdzenia swojej roli sułtana NATO przed rozmówcą, z którym miał ostre tarcia dyplomatyczne, które w ciągu ostatniego roku udało mu się załagodzić dzięki wspólnym interesom obu krajów, a przede wszystkim uległości Włochy. Oto przykład tego, jak już ustąpiliśmy tureckim żądaniom: ostatnio poprosiliśmy Ankarę o pozwolenie na korzystanie ze statków ENI z przysługującego im prawa do odwiertów w greckiej części Cypru, co oczywiście rozwścieczyło Greków. A wczoraj Erdogan nie przegapił okazji do napiętnowania „Grecji jako zagrożenia także dla Włoch”, odnosząc się także m.in. do sporu o migrantów. Oświadczenie pozostało bez odpowiedzi ze strony włoskiej.
26167	13	Wyobraźcie sobie, kiedy będziemy musieli dyskutować o wyłącznej strefie ekonomicznej wyznaczonej między Turcją a Libią przez Erdogana w 2019 roku, który następnie uratował rząd Trypolisu przed wojskami generała Khalifa Haftara u bram stolicy. Ta Libia, w której protesty, które wybuchły w ostatni „piątek gniewu”, dramatycznie postawiły na międzynarodowej szachownicy ryzyko, że kraj pogrąży się w chaosie i anarchii, podczas gdy Kaddafi ponownie się pojawią.
26167	15	I z pewnością nie jest przypadkiem, że Turcja jest zawsze w trakcie mediacji między frakcjami Trypolisu, Misraty, Benghazi i Tobruku, gdzie Włochy od jakiegoś czasu nie dotknęły piłki. Jak jesteśmy zdani na łaskę Turków w tej części Morza Śródziemnego, którą uważają za Błękitną Ojczyznę, strategiczną koncepcję, która od Morza Egejskiego, gdzie Turcy zderzają się z Grecją, chcą rozszerzyć się na Afrykę Północną i jeszcze dalej, do Zatoce Perskiej, gdzie ich wojsko stacjonowało w Katarze. Za dużo ambicji? Tak, być może, jak na kraj, który również przeżywa poważny kryzys gospodarczy, ale Erdogan również prowadzi podwójną grę w wojnie na Ukrainie, jako mediator z Putinem i zwolennik rządu Zełenskiego.
26167	17	W porównaniu z tym Włochy wydają się bardzo ulotne, nawet jeśli przyjrzymy się konkretnie temu, co podpisano w Ankarze: porozumieniom w sprawie małych i średnich przedsiębiorstw oraz wzajemnej ochronie danych przemysłowych. A jeśli jest coś strategicznego – broń, gaz i granice morskie – zostało to pozostawione w zwojach protokołów ustaleń. Prawdopodobnie w ciągu najbliższych dni będziemy mieć więcej informacji, ale jedno jest pewne: Włochy Draghiego nie robią wyrzutów sułtanowi NATO, a tytuł „dyktatora”, który zarezerwował dla niego w zeszłym roku, pozostanie jako nieistotna strona w przypisach.
26168	1	Masakra Żydów i Polaków staje się „bohaterem”
26168	3	Niemiecki dziennikarz Tilo Jung nie musiał usilnie naciskać, aby ambasador Ukrainy Andrij Melnyk przedstawił mu szczegółową wersję swoich przemyśleń na temat Stepana Bandery, nacjonalisty i pro-nazistowskiego przywódcy, który wyeliminował dziesiątki tysięcy Żydów i Polaków za pomocą swoich bojówek w Druga wojna światowa. W zeszłym tygodniu zapytany, dlaczego cały świat uznaje zbrodnie Bandery poza Ukrainą, odpowiedział:
26168	4	Melnyk odpowiedział szczerze: „Nie ma dowodów na to, że ludzie Bandery zabili setki tysięcy Żydów. Brak dowodów. Jest to narracja rozwijana przez Rosję i wspierana przez Niemcy, Polskę i Izrael. Nie wiem, skąd mają te dane, ale jestem gotów obiektywnie skonfrontować się ze społecznością żydowską, o ile tylko nie powtórzą tego, co mówiono od dziesięcioleci”.
26168	6	W tym momencie dziennikarz przypomniał mu, jak trudno nazwać mordercę Żydów i Polaków „bohaterem”. Rzeczywiście, tylko na podstawie dziecinnej formy relatywizmu można Banderę uważać za „bohatera”, a jego zwolenników za „partyzantów”. Ale Melnyk po raz kolejny odpowiedział bez wahania: „Bandera nie był mordercą Żydów i Polaków”. Wywiad, który został wyemitowany na niezwykle popularnym kanale Junga na YouTube, jak można się było spodziewać, wywołuje gwałtowne protesty daleko poza granicami Niemiec, kraju, w którym Melnyk reprezentuje Ukrainę od 2014 roku.
26168	7	Ambasada Izraela w Berlinie nazwała niefortunne słowa Melnyka „wypaczeniem faktów historycznych, sposobem na trywializację Holokaustu i obrazą zabitych przez Banderę”. Ponadto, według izraelskiej ambasady, te oświadczenia „podważają wartości, które wszyscy kochamy, a także odważną walkę, jaką musi stoczyć naród ukraiński, by żyć w pokoju”. Nawiązanie do konfrontacji z Rosją jest w tej fazie oczywiste i znaczące. Melnyk odpowiedział niemal groteskowo na notatkę. Na swoim profilu na Twitterze opublikował dwa zdjęcia, na których uśmiecha się wraz z przedstawicielami społeczności żydowskiej, z komunikatem: „Każdy, kto mnie zna, wie, że zawsze potępiałem Holokaust w najostrzejszych słowach”.
26168	9	Twardy był także polski rząd, który zwrócił się do ukraińskiego MSZ o formalne zdystansowanie się od swojego ambasadora. Realistyczny opis myśli, które przepływają przez Warszawę, przedstawił notysta Jerzy Haszczyński w polskiej gazecie Rzeczpospolita. „Po inwazji rosyjskiej staraliśmy się odłożyć na bok kwestie historyczne, które mogły zaszkodzić stosunkom z Ukrainą” – pisał Haszczyński, według którego „słów Melnyka nie można odwoływać, jakby nic się nie stało: są raną dla Ukrainy w czasie skrajnych cierpienia za swoją armię i silne naciski ze strony Zachodu, by zakończyć tę wojnę.
26168	10	Melnyk, według źródeł w prasie niemieckiej, mógł wkrótce zostać wezwany do ojczyzny. Czekało go ważne stanowisko w ministerstwie. W takich przypadkach nie jest jasne, czy jest to promocja, czy raczej system ograniczania swojego terytorium. To prawda, że ​​agresywne podejście, z jakim Melnyk prowadził stosunki w Niemczech, w szczególności w sprawie dostaw broni dla ukraińskiej armii, przyniosło mu ogromną popularność w Kijowie. Niewykluczone, że tak samo jest z najnowszymi i entuzjastycznymi wypowiedziami na temat II wojny światowej.
26168	12	Na Ukrainie kult Bandery definitywnie wyłonił się z kręgów ultranacjonalistycznych po rewolucji 2014 r. Do tego stopnia, że ​​nawet Melnyk, wyrafinowany dyplomata służący w najważniejszej europejskiej stolicy, czuje się teraz zmuszony do obrony swojego mrocznego dziedzictwa. Proces ten niewątpliwie wzmacnia inwazja militarna, którą szef Kremla Władimir Putin zarządził w lutym właśnie pod pretekstem „denazyfikacji” Ukrainy. Oczywiście głupotą byłoby sądzić, że wojna jest odpowiedzią na stanowisko wyrażone przez Melnyka i podzielane przez znaczną część ukraińskiej klasy politycznej. Ale prędzej czy później Europa będzie zmuszona ustosunkować się do tych stanowisk
26169	1	Covid, Vaia: „Nowy wariant Omicron przebija szczepionki, bezużyteczne blokowanie”
26169	3	Nowy wariant Covid-19, bardziej zaraźliwy, „jest jak nowy wirus i dziury w szczepionkach, które nie są aktualizowane”. Tak mówi dyrektor generalny Spallanzani Francesco Vaia w rozmowie z Corriere della Sera. „Codzienny biuletyn nie ma już większego sensu, a wskaźnik pozytywności wynosi 13% jednego dnia i 28% następnego – podkreśla ekspert. wojny i rosnącej inflacji, tylko osłabia system odpornościowy”. A przyczyn wzrostu liczby przypadków „nie można po prostu przypisać ani koncertowi gwiazdy rocka w Circus Maximus, ani meczowi piłki nożnej w Olimpico, do którego ludzie mają prawo. Każdy, kto mówi o nowej blokadzie, jest w błędzie, kraj musi iść dalej. I nigdy nie wracaj”.
26169	5	Według dyrektora Spallanzaniego nowy skok infekcji jest w rzeczywistości spowodowany „większą zaraźliwością nowego wariantu Omicron, który jest jak nowy wirus i który przebija szczepionki, które nie są aktualizowane. Faktem jest, że jest to podstawowe narzędzie ochrony przed poważnymi postaciami choroby”. Mimo wszystko nie panikuj, wyjaśnia Vaia: „W Spallanzani nie obserwujemy już śródmiąższowego zapalenia płuc, tak jak nie obserwujemy już młodych ludzi na oddziale”. Hospitalizowani to „ponad 70 lat z chorobami współistniejącymi. Wielu z nich nie musiałoby nawet przebywać w szpitalu”.
26169	7	Następnie Vaia wymienia podstawowe cele na jesień: „Oprócz aktualizacji szczepionek musimy również skupić się na konkretnych reakcjach włoskiego systemu: przede wszystkim mechaniczna wentylacja we wszystkich miejscach życia społecznego, począwszy od szkół i publicznych transport. Nie mogę się spodziewać, że przez kolejny rok zobaczę dzieci w klasach w kurtkach, bo okna muszą być otwarte. Dobry system wentylacji mechanicznej jest trzykrotnie skuteczniejszy niż maska, która również była podstawowym narzędziem w czasie pandemii”.
26169	9	Dyrektor Spallanzani mówi następnie, że zgadza się z radnym regionu Lazio D'Amato na rzecz obniżenia progu wiekowego dla poddania się czwartej dawce szczepionki: „musimy przewidywać wirusa, a nie gonić. Osoby słabe i starsze muszą być jak najszybciej zabezpieczone czwartą dawką ”. ADNKRONOS
26170	1	Pogotowie wodne? To też wina wegetarian
26170	3	Nauka jest wątpliwa. Pozytywna metoda naukowa wywodzi się z formułowania hipotez, które są weryfikowane na podstawie danych empirycznych. Ale często pozytywizm metodologiczny nie bierze pod uwagę „zawodności” przesłanek, istnienia nieweryfikowalnych postulatów i twierdzeń o zasadach oraz przypisuje wartość naukową teoriom, które nie są naukowymi. Z paradoksem, bardzo oświeconym, nauki, która staje się metafizyką, jeśli nie religią.
26170	5	Zmiany klimatyczne, a raczej obecny globalny trend klimatyczny, wraz ze wzrostem temperatur i związanymi z nimi zjawiskami atmosferycznymi, są widoczne dla wszystkich. Jednak przyczyny nie są tak jasne: „to wina człowieka”, grzmi międzynarodowy ekolog, od Grety po papieża Bergoglio.
26170	7	Jest wielu naukowców, którzy nadal kwestionują samych siebie, unikając wygodnego poparcia. Według Antonino Zichichi „człowiek wpływa na klimat w 5%: 95% zależy od zjawisk naturalnych związanych ze słońcem” i „należy zauważyć, że zmiany klimatyczne i zanieczyszczenie to dwie zupełnie różne rzeczy. Wiązanie ich oznacza odkładanie rozwiązania. Zanieczyszczenia można zwalczać natychmiast bez problemów, zakazując wprowadzania trucizn do powietrza. Globalne ocieplenie to coś zupełnie innego”.
26170	9	Inny słynny fizyk, Franco Prodi, wykracza poza antropiczne pochodzenie „globalnego ocieplenia”, przekonany, że „gdybyśmy przeanalizowali klimatyczną historię naszej planety, odkrylibyśmy, że składa się ona z ciągłych zmian, nawet gdy nie było uprzemysłowienia”; i znowu: „w tej chwili żadne badania naukowe nie ustalają pewnego związku między działalnością człowieka a globalnym ociepleniem. Dlatego twierdzenie, że jesteśmy odpowiedzialni za zmiany klimatu, jest naukowo bezpodstawne”.
26170	11	Abstrahując od rozważań na temat dużych systemów, obecnie na rozległych obszarach planety brakuje wody i nie posuwając się za daleko, brakuje jej także w naszych częściach. Istnieje wiele, zbyt wiele cieków wodnych wyschniętych przez przedłużający się brak opadów, a także przez nadużycia i marnotrawstwo.
26170	13	Świat rolnictwa jest również w doku. Zużycie i rozproszenie wody są wygórowane właśnie w kontekście zastosowań rolniczych, bardziej niż w przypadku cywilnych zastosowań wody pitnej. Wielu ekspertów, w tym bojownicy radykalnego ekologizmu, narzeka na rozprzestrzenianie się intensywnego rolnictwa, które również doprowadziło do niezrównoważonego marnowania wody we Włoszech.
26170	15	Fanatycy „zielonego” alterglobalizmu wyżywają się na kapitalizmie i zwykłej „logice zysku”, ale zapominają, że wolnym rynkiem rządzi bardzo prosta zasada: prawo podaży i popytu. Podaż i popyt potrzebują się nawzajem jak bliźnięta syjamskie. A jeśli szaleje rolnictwo intensywne, oznacza to, że istnieje odpowiedni popyt na produkty rolne, wśród których magna pars należy do owoców i warzyw, świętej żywności dla entuzjastów zdrowia, naturystów, a przede wszystkim wegetarian.
26170	17	Według najnowszego Raportu o stanie zielonej gospodarki włoskie rolnictwo rozwija się, szczególnie w sektorze ekologicznym, który zajmuje około 15% użytków rolnych. Jednak „intensywna” pozostaje powszechna i pomimo „krytycznej konsumpcji” wielu wegetarian również przyczynia się do utrzymywania się form rolniczej eksploatacji gleby, w której coraz częściej dominuje odwadnianie upraw.
26170	19	Krótko mówiąc, wątpimy, czy poza tymi zjawiskami atmosferycznymi, które nie zależą od ludzkich zachowań, poważny niedobór wody w dzisiejszych czasach zależy również od działaczy „Piątek dla przyszłości”, być może o bardzo „wegańskich” nawykach żywieniowych.
26170	21	Warto pamiętać, nie tylko dla nich, co napisał biolog Lierre Keith, były wegetarianin i dogłębny badacz przewrotnego związku między żywnością a równowagą środowiskową: „Jestem weganinem od prawie dwudziestu lat, kierujący się szlachetnymi pobudkami i chęć ratowania planety, jej dzikiej przyrody, zagrożonych gatunków […]. Nie chciałem, żeby jedzenie oznaczało zabijanie zwierząt. […] Teraz jednak otworzyłem oczy. I zrozumiałam, jak działa cykl życia, jakie to sprawiedliwe, ale i okrutne. Zrozumiałem, że rolnictwo nie jest rozwiązaniem, ale jest najbardziej destrukcyjną działalnością, jaką ludzie narzucili planecie i wiąże się z niszczeniem całych ekosystemów”. Krótko mówiąc, woda jest cennym dobrem dla człowieka i dla jego działalności, począwszy od rolniczej. Ale bardziej zrównoważone korzystanie z zasobów wodnych jest również możliwe poprzez otwarcie oczu na rzeczywistość i przezwyciężenie dogmatów i sprzeczności zielonej religii.
26170	23	Nauka jest wątpliwa. Pozytywna metoda naukowa wywodzi się z formułowania hipotez, które są weryfikowane na podstawie danych empirycznych. Ale często pozytywizm metodologiczny nie bierze pod uwagę „zawodności” przesłanek, istnienia nieweryfikowalnych postulatów i twierdzeń o zasadach oraz przypisuje wartość naukową teoriom, które nie są naukowymi. Z paradoksem, bardzo oświeconym, nauki, która staje się metafizyką, jeśli nie religią.
26171	1	Artykuł z 2007 roku demaskuje klimatyczne kłamstwa Grety
26171	3	Czy globalne ocieplenie naprawdę jest spowodowane przez człowieka? Ponownie proponujemy ten artykuł autorstwa Carlomanno Adinolfi
26171	5	Rzym, 7 października – Zaprzeczenie jest znane, to brzydka bestia. Ten ignorancki i populistyczny zwyczaj przeciwstawiania danych naukowych mesjańskiej wierze, która została spisana i objawiona tylko dla naszego dobra, jest naprawdę irytujący. Z drugiej strony dobrze wiadomo, że 500 naukowców, którzy piszą do ONZ po przemówieniu Grety, to tylko marionetki w rękach międzynarodowych koncernów. Nie jak Greta, której kampania jest finansowana przez One, Open Society, Billa Gatesa, Ebay i firmę piosenkarską tylko w celach filantropijnych. I spójrzmy prawdzie w oczy, 500 naukowców ma skromny program nauczania, który nie przeszedł selekcji otwartej.
26171	7	Rubbia i Zichichi potraktowani jak ofiary zarazy
26171	9	Rubbia? W parlamencie zasiada tylko jeden polityk (dożywotni senator, mianowany przez Giorgio Napolitano). Zichichi? Gdy tylko spróbował, zaczęła się kampania pokazująca, że ​​jest łajdakiem i dlatego widać wyraźnie, że przez te wszystkie lata, w których wychwalaliśmy go w mediach jako wielkiego naukowca i dumę naszego kraju, w którym promował kampanie, aby dać mu Nobla, jestem ty, to tylko wpadka. Teraz przyszła kolej nawet na niejakiego Franco Prodiego. Kim on jest? Tylko światowej sławy klimatolog i fizyk, który miał czelność tłumaczyć na łamach Huffington Post, że kampania Grety jest antynaukowa, że ​​globalne ocieplenie nie jest spowodowane przez człowieka, że ​​zmiany klimatyczne mają charakter cykliczny, istniały zawsze, że istnieje taka mnogość danych do rozważenia i że w związku z tym niemożliwe jest poczynienie pewnych prognoz długoterminowych, że najważniejszą rzeczą do rozważenia jest aktywność słoneczna, a zatem cały piątek dla ruchu przyszłości „kanałuje w złym kierunku, czyli walki z globalnym ociepleniem, co jest właściwie pilną potrzebą, czyli ochroną planety”.
26171	11	Związek między aktywnością słoneczną a globalnym ociepleniem
26171	13	Ale co fizyk atmosfery może wiedzieć więcej niż szesnastoletnia dziewczyna krzycząca na polityków, którzy ukradli jej przyszłość? Nie żartujemy, daj spokój. Słuszne jest, że każdy, kto kwestionuje dogmat, powinien być stawiany pod pręgierzem, w końcu żyjemy w XXI wieku, a nie w średniowieczu, w którym obskuranci i populiści chcą nas sprowadzić z powrotem. Byłoby błędem, można by rzec niemal wywrotowym, postąpić tak, jak Winston Smith, bohater „Roku 1984” Orwella, który dokonując przeglądu prasy przypadkowo odkrywa, w jaki sposób wiadomości z przeszłości są po prostu przepisywane lub zapominane w świetle nowej prawdy, aby rozprzestrzeniać się. W ten sposób unikasz patrzenia zbyt daleko w przeszłość. Jak na przykład artykuł z sierpnia 2007 r., znaleziony przypadkowo wędrujący po tym szambie, jakim jest internet, który wciąż nie może się cenzurować za pośrednictwem mediów społecznościowych, który opowiada o tym, jak NASA odkryła ocieplenie nie tylko planetarne, ale także globalne w Układzie Słonecznym.
26171	15	Zmiany klimatu na innych planetach
26171	17	Czy Ziemia się ociepla? Czy obserwujemy wzrosty temperatur na naszej planecie? Oczywiście nie sposób temu zaprzeczyć. Szkoda, że ​​dzieje się to również na Marsie, którego temperatura wzrosła o 0,6 stopnia Celsjusza w ciągu zaledwie 20 lat, wobec 0,7 w ciągu około 150 lat na Ziemi. I na Jowiszu, którego temperatura w ostatnich dziesięcioleciach zaczęła ponownie rosnąć po cyklu ochłodzenia, tak jak to miało miejsce w tych samych latach na naszej planecie. Ale także na Trytonie, księżycu Neptuna, którego temperatura powierzchni wzrosła o 2 stopnie. Równolegle z NASA, MIT zbierał te same dane na temat Plutona i naszego Księżyca. Przyczyna? Intensywna aktywność słoneczna, która oprócz globalnego ocieplenia ma również wpływ na wzrost opadów w Afryce Wschodniej i na inne epizody związane ze słynną „zmianą klimatu”. Dokładnie to, co mówią dziś naukowcy.
26171	19	Ale wtedy był dopiero rok 2007, Greta miała zaledwie 3 lata i nie zaczęła jeszcze zajmować się klimatem, nowa polityka transformacji energetycznej nie doszła jeszcze do skutku i dlatego nikt jeszcze nie myślał o inwestowaniu w nią, apokaliptyczny strach przed końcem świata był jeszcze w powijakach i dlatego fakt, że nowy mesjasz zbawiłby nas poprzez ujawnienie dogmatu, nie był jeszcze pomyślany. Zabawne jest to, że artykuł pochodzi z Repubblica, gazety, która jest teraz w czołówce opowiadającej się za dogmatem Grety i przeciwko próbom zaprzeczenia. I to prawdopodobnie nigdy, przenigdy nie opublikowałoby dziś takiego badania. Ale oczywiście dla naszego dobra, aby uchronić się przed zaprzeczeniem i przed tymi heretykami, którzy wciąż upierają się w poszukiwaniu niewygodnych prawd, które wyszły na jaw, kiedy jeszcze nie były niewygodne. A skoro klimat na Marsie się zmienia, to wystarczy zaprosić szesnastoletnich Marsjan, by wspólnie z nami demonstrowali przeciwko zachodniemu, a przede wszystkim europejskiemu stylowi życia. Może nawet oddając im głos za zaangażowaniem obywatelskim.
26173	1	Lekarze oskarżają: „Migranci przyjeżdżają do Włoch, by leczyć się za darmo”
26173	3	Włochy uznają preferencyjny, zarezerwowany i wyłączny pas dla „cudzoziemców przebywających nielegalnie” na terytorium kraju, w którym gwarantowane są zabiegi i usługi, o których Włosi mogą tylko pomarzyć.
26173	5	Wystarczy karta (Stp) i droga utorowana w dostępie do usług jednego z najlepszych świadczeniodawców na świecie, zwłaszcza z lekarzem „szerokimi rękawami” lub pomocą mniej lub bardziej ideologicznie zaangażowanych stowarzyszeń wolontariackich. I nie chodzi tu tylko o pilne czy ratujące życie interwencje, co byłoby zrozumiałe i zgodne z przyrzeczeniami i etyką.
26173	7	Wykracza znacznie dalej niż „pilna lub niezbędna opieka ambulatoryjna i szpitalna” – wyjaśnia lekarz, który postanawia o tym porozmawiać. Doświadczył tego bezpośrednio. I wyjaśnia, o czym mówi: „Na przykład wizyta u diabetologa w celu uzyskania cukru we krwi, prześwietlenia klatki piersiowej lub opieki dentystycznej”.
26173	9	Darmowe protezy, okulary i wszelkie pomoce medyczne, nie mówiąc już o całkowitym zwolnieniu z zakupu leków. Karta nosi nazwę Stp (obcokrajowiec tymczasowo obecny) i można ją uzyskać w dowolnym lokalnym urzędzie ds. zdrowia.
26173	11	Karta jest ważna przez 6 miesięcy, ale «odnawialna. Karta może być wydana bez podawania imienia i nazwiska. Nie chcesz zakłócać prywatności pasażera na gapę.
26173	13	A Ministerstwo Zdrowia zapewnia nielegalnych imigrantów: „Dostęp do placówek służby zdrowia nie może wiązać się z jakimkolwiek zgłaszaniem się do władz publicznych. Należy jednak pamiętać, że w niektórych przypadkach (względy związane z porządkiem publicznym lub z innych poważnych powodów) organ publiczny będzie mógł uzyskać zgłoszenie, jak to się dzieje również w przypadku obywateli włoskich”.
26173	15	Krótko mówiąc, nie martw się, drogi nielegalny imigrantu, możesz zdobyć nowe zęby kosztem Włochów. I nikt cię nigdy nie pozwie. Następnie możesz udać się do miasta namiotowego Baobabu i dokonać gwałtu.
26173	17	«Przez izbę przyjęć można uzyskać dostęp do dowolnego leczenia – wyjaśnia lekarz. Doraźny stan nagły jest gwarantowany dla wszystkich, ale tutaj mówimy o trywialnych usługach, świadczonych wyraźnie nieregularnym osobom, podczas gdy Włosi za nie płacą lub rezygnują z konieczności wyboru, czy leczyć jedną, czy drugą z kilku patologii ».
26173	19	„Ci ludzie mają wszystko – kontynuuje – i wielu się tego arogancko domaga, a lekarze na ogół dają z siebie wszystko, żeby nie być posądzonym o rasizm. Spotkania, krótkie kolejki, białe przepisy, wszystko zrozumieli i są przygotowywani przez dobrowolne stowarzyszenia”.
26173	21	I POsłuchaj opinii lekarza z Mediolanu
26173	23	Mediolan 9.30 klinika kardiologiczna. W drzwiach sali pojawiają się dwie młode zawoalowane Egipcjanki, z których jedna jest w ciąży, z prośbą o wizytę kardiologiczną.
26173	25	Wchodzą, ani słowa po włosku, starasz się być zrozumiany. «Pani, dlaczego składa pani tę wizytę?». Gestem pokazuje brzuszek i książeczkę zdrowia, a także dokument tożsamości z napisem: łączenie rodzin. Próbujesz zapytać: „Jak on się miewa? Jak długo tu jest? Czy bierzesz jakieś leki? Nic. Telefonem komórkowym dzwonią do mężczyzny, według nich męża, który łamanym włoskim mówi: „Moja żona jest tutaj, żeby urodzić”. Potwierdza, że ​​dziesięć dni po porodzie przybyli do Włoch. I kilka miesięcy przed kolejną wizytą. Tam iz powrotem z Egiptu.
26173	27	Inny przypadek: starsza Rumunka, której córka od kilku lat mieszka w Mediolanie. Odkrywają, że matka w Rumunii ma chorobę serca i zabierają ją z nami na pogotowie. Jest hospitalizowana z kolejną opinią kardiochirurgiczną potwierdzającą wskazania do operacji. Wyjaśnij bliskim, że pani musi mieć obowiązkową książeczkę zdrowia, ale oni kategorycznie odmawiają pójścia do konsulatu, bo marnują tam czas, a akta kosztują 40 euro. Pacjent jest operowany.
26173	29	Jest wiele przypadków, które coraz częściej obserwujemy w naszych szpitalach, ludzi, którzy w mniej lub bardziej spójny lub przebiegły sposób wykorzystują tzw. , musimy interweniować. A co z coraz częściej używanymi kodami STP (cudzoziemiec przebywający czasowo lub po prostu cudzoziemcy niezgodny z zezwoleniem na pobyt), których używa wielu imigrantów do usług?
26173	31	Założenie: jako lekarz i chrześcijanin jestem za solidarnością, ale nie chcę zamykać oczu na sztuczki, które stają się teraz praktyką. Ponieważ musimy zdać sobie sprawę, że nasz system opieki zdrowotnej nie jest już w stanie obsługiwać obciążenia pracą i wydatków, które coraz bardziej obciążają budżet naszej służby publicznej, a tym samym nasze kieszenie jako obywateli.
26173	33	Potrzebne są wybory, aby to wszystko uregulować i zracjonalizować, zwłaszcza w naszym regionie, ponieważ Lombardia jest bardzo atrakcyjna dla użytkowników, ale jednocześnie listy oczekujących na naszych obywateli stają się coraz dłuższe.
26173	35	Pracownicy służby zdrowia robią wszystko, co w ich mocy, bardzo często znacznie więcej, niż wynikałoby to z zakresu ich obowiązków, ale instytucje nie mogą już odmówić powstrzymania tej „turystyki porodowej” czy „turystyki operacyjnej”. Wszystko ma swoje granice.
26173	37	Stefana Carugo
26173	39	Dyrektor Oddziału Kardiologii Szpitala San Paolo w Mediolanie
26173	41	Kiedy stoisz w kolejce na izbie przyjęć, kiedy twój starszy rodzic cierpi godzinami na noszach, kiedy potrzebujesz wielu miesięcy listy oczekujących na operację: wiesz, komu musisz podziękować.
26173	43	Rekolekcje to tragedia. Zniesienie granic Schengen z krajami wciąż drugiego świata to tragedia. Zniesienie wiz z Albani to tragedia. Ponieważ sprawia, że ​​te nadużycia są zbyt proste: po co przeprowadzać operację w Timbuktu, skoro można to zrobić za darmo w Mediolanie?
26173	45	Aby powstrzymać ten krwotok środków, region Lombardii interweniował:
26173	47	W Emilii-Romanii i Toskanii Partia Demokratyczna nie chce interweniować.
26174	1	Erdogan: „Wszyscy migranci chcą przyjechać do Włoch”. Draghi się cieszy
26174	3	Potwierdzenia napływają z frontu tureckiego: po Malcie polityka migracyjna Aten również opiera się na „refoulements”. „Polityka migracyjna Grecji zaczyna być zagrożeniem dla Włoch. Nielegalni migranci chcą teraz schronić się we Włoszech”. Erdogan sprawia, że ​​rzeczywistość jest oficjalna: włoski rząd jako jedyny przyjmuje nielegalnych imigrantów. Draghi i Lamorgese zrobili z nas śmietnik Europy.
26174	5	„Zarządzanie migracją musi być humanitarne, sprawiedliwe i skuteczne. Staramy się wszelkimi sposobami ratować migrantów na naszych morzach. Nasz wysiłek jest niezwykły, jesteśmy jednymi z najbardziej otwartych krajów, ale musimy też zrozumieć, że nie możemy być otwarci bez ograniczeń, inaczej kraj przyjmujący nie wytrzyma tego dłużej. Być może jesteśmy krajem najmniej dyskryminującym i tak otwartym, jak to tylko możliwe, ale my też mamy ograniczenia i teraz tam dotarliśmy”.
26174	7	Kretyn. Szczyci się tym, że jest rządem, który pozwala obcokrajowcom gwałcić terytorium. Jesteśmy krajem o populacji najbardziej wrogo nastawionej do imigracji i najbardziej otwartym rządzie: demokracji.
26175	1	Draghi kontra Putin, Meluzzi: „Wyjaśnię relacje między Włochami a Bidenem”
26175	3	Jest to otwarte starcie Włoch z Rosją po słowach premiera Mario Draghiego o obecności Putina na kolejnym szczycie G20 w listopadzie. „Władimir Putin nie przyjedzie na zaplanowane w Indonezji spotkanie G20 15 i 16 listopada na Bali – powiedział Draghi dziennikarzom na zakończenie ubiegłotygodniowego spotkania G7 w Niemczech – prezydent Indonezji Joko Widodo, który organizuje to wydarzenie, był kategoryczny. Co może się stać, to zdalna interwencja, zobaczymy”. Z Moskwy na odpowiedź nie trzeba było długo czekać. „Decyzja nie należy do Draghiego. Pewnie zapomniał, że nie jest już prezydentem (G20)” – odpowiedział z Kremla Jurij Uszakow. 30 czerwca przebywający z wizytą w Moskwie Joko Widodo osobiście wręczył Putinowi zaproszenie, demonstrując, że nie ma zamiaru pozwolić Zachodowi dyktować jego programu. Zaproszenie skierowane również do Ukrainy. Teraz musimy zadać sobie pytanie, dlaczego Draghi w tak zjadliwy sposób obnaża się przed Rosją, jaki może mieć w tym interes? Spróbuj to wyjaśnić Alessandro Meluzzi, psychiatra, komentator, pisarz i były parlamentarzysta.
26175	5	Jak wytłumaczyć „agresywną” postawę premiera Włoch wobec prezydenta Rosji Putina, łącznie z prośbą o wykluczenie go z G20?
