doc_id	paragraph_id	ge-ru
22123	79	А левая журналистика процветает благодаря приверженности своих читателей.
22123	81	Учитывая опыт пандемии короны, мы решили сделать наши журналистские материалы постоянно бесплатными на нашем веб-сайте и, таким образом, доступными для всех, кто заинтересован.
22123	83	Как и в случае с нашими печатными и электронными изданиями, каждая опубликованная статья отражает нашу работу как автора, редактора, технического специалиста или издателя. Это делает журналистику возможной в первую очередь.
22123	85	Станьте волонтером всего в несколько кликов!
22124	1	А если пойдем ко всем чертям: главное, чтобы Россия не победила
22124	3	Лозунги «защиты свободного мира», кажется, становятся все менее и менее популярными в США, где благосостояние резко сократилось после Короны. Об этом сообщил корреспондент России в США в еженедельном обзоре новостей российского телевидения, и я еще раз перевел статью, потому что она звучит совершенно иначе, чем то, что сообщают немецкие СМИ из США.
22124	5	Начало перевода:
22124	7	Америка готова к рецессии и голоду, пока Россия не победит
22124	9	Неожиданное сообщение. Институт политики Чикагского университета опубликовал опрос, в котором почти треть населения США (28%) заявила, что очень скоро им, возможно, придется взяться за оружие против правительства. Нельзя забывать, что американцы владеют более чем 400 миллионами единиц оружия. Но это всего лишь примечание. Наш корреспондент сообщает из США.
22124	11	Американцы путешествуют. На самолете, на машине, к своим семьям на выходные, чтобы отпраздновать 4 июля, День Независимости. Для семей это будет самый дорогой отдых в истории. Есть нездоровые советы по экономии от прогрессивных экономистов. Bloomberg предлагает не лечить домашних животных, а позволить им умереть, чтобы избавиться от дополнительных затрат.
22124	13	«Биденфляция» — это термин, ставший мейнстримом в Америке. Инфляция при самом старом президенте в истории составляет 8,6 процента. Цены на бензин, цены на продукты, все растет. Рынки рушатся на глазах. Nasdaq впервые в истории упал на 30 процентов за шесть месяцев, а SP 500 упал на 20 процентов, чего не было с 1970-х годов. Аналитики JP Morgan считают, что экономика США опасно близка к рецессии.
22124	15	«Американцы уже ощущают последствия рецессии. Они считают, что это уже началось. Цены на продукты неуклонно растут. Данные ФРС Атланты подтверждают, что рецессия не близка, мы уже в ней, что бы ни говорил Белый дом», — заявил бизнесмен Эндрю Пуздер.
22124	17	Белый дом не утруждает себя объяснениями. Во всех экономических неудачах винят не просчеты администрации Байдена, а происки России.
22124	19	«Цены на топливо растут из-за России. Причина нашего продовольственного кризиса в России. Россия блокирует экспорт украинского зерна. Я понимаю, что американцы возмущены инфляцией, но инфляция высока почти во всех странах. Цены на заправках высокие почти во всех странах. Но мы находимся в гораздо лучшем положении, чем другие», — утверждает Байден.
22124	21	В США самый низкий уровень инфляции среди стран G7. Обвинения в адрес России также неубедительны. Лишь каждый десятый американец верит в мифы о том, что Кремль взвинчивает цены на заправках в США. Цены на бензин растут не только с 24 февраля, но и с первых дней президентства Байдена. При нем цены на топливо выросли на 125 процентов.
22124	23	«До каких пор американские автомобилисты и автомобилисты всего мира будут платить эту цену за войну в Украине?» — спросил один журналист.
22124	25	«Пока идет война. Россия не должна победить Украину и выйти за пределы Украины. Это критическая ситуация для всего мира», — сказал Байден.
22124	27	Этот вопрос не был задан спонтанно на пресс-конференции. Байден дал слово после заранее составленного списка. Видимо, его советники хотели еще раз напомнить американцам тезис президента: свобода имеет свою цену. Тем самым Байден обосновал цену антироссийских санкций на мировом и внутреннем рынках. Его экономический курс подтолкнул цены на нефть с 70 до 120 долларов за баррель, и они могут пойти еще выше, в космос.
22124	29	Как сообщает CNN, правительство работает над сценариями поведения при цене на нефть в 200 долларов за баррель. К этой отметке он мог подойти уже осенью.
22124	31	«Что вы скажете семьям, которые говорят: «Мы не можем платить 4,5 доллара за галлон месяцами или даже годами?»
22124	33	«Президент ясно дал понять, о чем идет речь. Речь идет о будущем свободного мира. Мы должны стоять на своем», — заявил старший экономический советник администрации президента США Брайан Дис.
22124	35	У лидера свободного мира, как нескромно окрестили Байдена в Белом доме, свой взгляд на мир. Он назвал Саудовскую Аравию страной-изгоем и сейчас, как ни в чем не бывало, направляется к наследному принцу, чтобы поговорить об увеличении добычи нефти. До недавнего времени Вашингтон считал Украину одной из самых коррумпированных стран; теперь его наводняют деньгами и оружием. Есть еще один пакет оружия стоимостью 820 миллионов долларов. Только за эти несколько месяцев Вашингтон выплатил только Украине около 50 миллиардов долларов. Союзники также играют свою роль.
22124	37	«Все, что от вас хотят в Киеве, — это поддержка в виде денег и оружия. Однако вы должны понимать, что, как мы предупреждали вас с самого начала, пополнение запасов последних, а также наемники из ваших штатов были и остаются для нас законными целями. И объекты, где размещается или хранится это оружие и наемники, также становятся законными военными целями. Их хранят в городах и жилых районах, подвергая их опасности. Вы используете мирных жителей в качестве живого щита и, поддерживая их, предаете те самые ценности, которые, как утверждаете, продвигаете», — заявил заместитель постпреда России при ООН Дмитрий Полянский.
22124	39	Это было на очередном заседании Совета безопасности, где президент Зеленский, вопреки традиции, вновь имел возможность выступить по видеосвязи. Он носил футболку цвета хаки и много просил. Исключить Россию из ООН, поставлять Украине больше оружия. Сегодня любой может требовать от среднего американца столько, сколько хочет.
22124	41	Это телешоу в прайм-тайм в поддержку Украины. Селенскому разрешают выступать вживую, звезды поют и собирают деньги. На что пойдут средства, собранные со зрителей, не сообщается. Пентагон предлагает контролировать госсредства, поступающие в Украину. Неоднократно заявлялось, что поставки в Киев исчезают в черной дыре. Американское оружие могло попасть не в те руки.
22124	43	«Если западное вооружение не изменит ситуацию на поле боя, ставки в этом конфликте настолько высоки, что официальные лица США допускают даже перспективу глобальной рецессии и голода. Главное, чтобы Россия не победила. Если украинская армия потерпит поражение в Донбасском котле, после унижений в Афганистане, это будет второе поражение огромной армии, финансируемой и обученной США, за два года», — пишет National Review.
22124	45	Имя Байдена навсегда будет связано с позорным бегством американцев из Афганистана, где они за 20 лет ничего не смогли добиться.
22124	47	Его имя теперь является синонимом инфляции и заоблачных цен. Его соотечественники разочаровали хозяина Белого дома в важный праздник. Более 70 процентов избирателей не хотят, чтобы Байден был избран на второй срок. Накануне Дня независимости социологические институты провели традиционный опрос. Жителей США спросили, каково им быть американцами. Опросу уже почти четверть века, и если в начале тысячелетия 70% невероятно гордились тем, что они американцы, то сейчас только 38% обладателей американских паспортов переполняются гордостью.
22125	1	Россия чувствует последствия западных санкций, но они далеко не невыносимы
22125	3	В настоящее время российская экономика испытывает беспрецедентное давление со стороны группы стран во главе с США, которые ввели более 10 000 индивидуальных санкций против страны, ее граждан и ее компаний. Никогда еще в истории такой набор санкций не применялся к стране. Даже Иран, который на протяжении многих лет был геополитическим мальчиком для битья Запада, «всего лишь» подвергается примерно 3600 индивидуальным санкциям.
22125	5	Санкционное давление на Россию неуклонно усиливалось с 2014 года, когда санкции стали вводиться в отношении ключевых секторов экономики, таких как энергетика, военно-промышленный комплекс и финансовый сектор. С тех пор граждане России научились различать мрачные прогнозы, связанные с санкциями, и ощутимые результаты их реализации. Если в 2015 году около 60% россиян считали, что санкции не повлияют на их жизнь, то в 2020 году почти 90% заявили, что не ощущают никакого воздействия. Словом, люди адаптировались и привыкли к угрозам. Безработица не увеличилась и находилась даже на исторически низком уровне. Низкая инфляция сделала многие банковские продукты, такие как потребительские кредиты и ипотечные кредиты, доступными и способствует росту жилищного бума в некоторых частях страны.
22125	7	По данным российских властей, страна потеряла в результате санкций около 50 миллиардов долларов США, но смогла их компенсировать. «Меня не беспокоят эти санкции», — сказал президент Владимир Путин в интервью российским СМИ в марте 2020 года. Это мнение разделяет российский народ. Западные санкции никак не повлияли на жизнь граждан страны или рейтинги одобрения ее руководства. Наоборот, доверие к президенту страны возросло. Западные политологи отмечают, что введение санкций в отношении России привело лишь к «собранию под флагом», при котором внешнее давление только поощряет решимость граждан страны сплотиться вокруг своего руководства.
22125	9	Однако санкции, введенные за последние четыре месяца, гораздо более строгие и всеобъемлющие. В санкционный список включены не только юридические и физические лица, но и само государство как институт в лице его президента, премьер-министра и министров.
22125	11	Тем временем давление со стороны господствующей на Западе «культуры девальвации» вытеснило с российского рынка иностранные компании в массовом порядке, начиная от нефтяных и финансовых фирм и заканчивая сетевыми розничными сетями и агентствами по найму. Были также предприняты масштабные меры, направленные на то, чтобы стереть все следы России из мирового спорта, культуры и даже истории. Россияне чувствуют, что Запад пытается причинить им максимальную боль, стирая их прошлое, усложняя настоящее и затемняя будущее.
22125	13	Официальное объяснение этой политики состоит в том, что были приняты меры по изменению внешней политики России. В то время как западные политики регулярно подчеркивают, что санкции не направлены против самих россиян, большинство обывателей считают эту лицемерную риторику бредом.
22125	15	Олег, студент московского вуза, замечает: «Если реальная цель санкций — отбросить экономическое развитие России на десятилетия назад, значит, пострадает и благосостояние простых россиян». Западные страны делают все возможное, чтобы ослабить рубль, увеличить инфляцию, нарушить цепочки поставок и создать дефицит потребительских товаров, чтобы создать дискомфорт для жителей России и создать социальную напряженность.
22125	17	Введенные санкции носят уже всеобъемлющий характер и затрагивают не только отдельные отрасли, но и всю экономику страны, поэтому неудивительно, что число пострадавших увеличилось. В марте Всероссийский центр общественного мнения исследовал влияние санкций на повседневную жизнь россиян и пришел к выводу, что половина населения покупает или планирует покупать более дешевые товары вместо дорогих, а каждый пятый респондент участвует в таких проектах, как дом ремонт, переезд или образовательные проекты. В результате большинство россиян — около 60 процентов — заявили, что санкции так или иначе повлияли на их жизнь.
22125	19	Сторонний наблюдатель, незнакомый с тем, как обстоят дела у нас в стране, может предположить, что эта цифра свидетельствует не только о влиянии санкций, но и о росте политических рисков и вероятности протестов. Но даже по оценкам финансируемых Западом исследовательских центров, доля россиян, считающих, что страна определенно «движется в правильном направлении», в последние месяцы оставалась стабильной на уровне 65–70 процентов. Это очень сильные показатели.
22125	21	Руководители многих «успешных демократий» на Западе, показавшие положительный экономический рост, хотя и потерявший импульс после кризиса COVID-19, могут только позавидовать российскому руководству такому уровню уверенности. Рейтинг одобрения президента США Джо Байдена, например, составляет всего 36 процентов, а тенденция падает, и дно еще далеко не достигнуто.
22125	23	Надеясь с помощью санкций и исхода западных компаний выманить на улицы рядовых россиян, Запад, во-первых, просто не понимает структуру экономики страны, а во-вторых, не понимает и того, что россияне называют причинами недавней События в Украине видит или кого она в них винит.
22125	25	Более 60 миллионов человек, более половины взрослого населения страны, включая пенсионеров, в той или иной мере экономически зависят от государства. Почти никто из государственных служащих, сотрудников правоохранительных органов, военнослужащих, врачей или учителей, которые «работают на государство», не готовы прислушиваться к призывам Запада уйти с государственных постов в знак протеста против событий на Украине.
22125	27	Роман, государственный банкир, который пришел в эту сферу чуть менее 20 лет назад, говорит, что его доход неуклонно рос до февраля этого года. Конечно, финансовые возможности уменьшились с 2014 года, когда был запущен первый раунд западных санкций и стоимость рубля резко упала после воссоединения с Крымом, но стабильность осталась.
22125	29	Никто не станет спорить, что ситуация проста, поскольку банк, в котором я работаю, попал под санкции. Но об увольнении вновь принятых сотрудников или тех, кто проработал в компании много лет, речи не идет. То же самое относится и к заработной плате. Надежды на повышение заработной платы в ближайшем будущем, вероятно, мало, но пока не ждите сокращения ежемесячной заработной платы и премий, говорит Роман.
22125	31	В такой ситуации очевидно, что работа в государственных компаниях обеспечивает гораздо большую стабильность, чем работа в европейских или американских компаниях, многие из которых оставляют сотрудников в полном неведении относительно своего будущего.
22125	33	Последний раз я был в офисе 4 марта. Сейчас я работаю из дома уже почти три месяца, хотя это сложно назвать работой, — говорит Анна, сотрудница крупного европейского производителя товаров для дома.
22125	35	Что ж, моя зарплата продолжает выплачиваться, хотя и не в полном объеме, и работы почти нет, кроме как отправлять документы, проводить встречи в Zoom с коллегами и так далее. Но больше всего я боюсь неизвестности. Всем известно, что однажды персонал может быть уволен раз и навсегда, и все потеряют работу. Стыдно строить карьеру за столько лет, пройдя путь от простого продавца до начальника отдела, только для того, чтобы понять, что, вероятно, вам придется либо начинать с нуля, либо сталкиваться с жесткой конкуренцией, когда вас выгонят из рынок труда.
22125	37	По мнению аналитиков, даже самые крупные компании не могут позволить себе держать персонал намного дольше трех месяцев. Многие компании уже начали продавать свои филиалы в России, понимая, что больше не могут позволить себе оставаться в подвешенном состоянии. Некоторые крупные западные компании финансового сектора предложили своим сотрудникам трехмесячный курс переподготовки с дальнейшим трудоустройством за границей. Но, учитывая отношение к русским на западном рынке труда, многие не видят в этом жизнеспособного варианта.
22125	39	"Они пообещали полностью выплатить мне зарплату в течение следующих шести месяцев и отправили нас в Дубай на неоплачиваемую стажировку. В конце концов, те, кто наберет лучшие баллы, будут рекомендованы для перевода в офисы компании по всему миру, пояснила другая женщина по имени Анна, сотрудница американской финансовой компании, которая закрыла операции в России. ""Но что мне делать? Надо попробовать. Новую работу в финансовом секторе в России найти сложно. Банки людей не увольняют, но и не берут на работу. У них, как мои друзья-рекрутеры скажем, введен мораторий на прием на работу. Мужу пришлось бросить работу, чтобы он мог сопровождать меня в Дубай. Я всегда была главным кормильцем в нашем браке. Теперь, как говорится, «бери или уходи». Либо я продолжаю работать за границей или мы вернемся, оба вернутся в Россию и оба будут безработными»."
22125	41	На самом деле санкции против России больнее всего ударили по наиболее образованным и состоятельным слоям населения страны: жителям больших городов, жизнь которых гораздо больше зависела от импортных товаров, заграничных поездок и так далее. Таким образом, это люди, которые больше всего почувствовали потерю Visa или Mastercard и уход известных розничных брендов. Но эти «потери» не критичны, и правительство делает все возможное, чтобы компенсировать неудобства, связанные с параллельным импортом.
22125	43	Менее обеспеченная часть населения, которая, по некоторым неофициальным оценкам, составляет почти четверть населения страны, меньше зависит от импорта и гораздо меньше страдает от этих санкций.
22125	45	Многие понимают, что причины нынешних экономических трудностей — как и в 2020 году — носят в первую очередь внешний характер и, во-вторых, не имеют ничего общего с негативными экономическими или рыночными силами. При этом трудности вызваны не сбоем на финансовых рынках страны или последствиями внутренних экономических циклов. В 2020 году Россия столкнулась с вынужденным прекращением деловой и общественной жизни из-за пандемии COVID-19. Сегодня страна находится под санкциями ведущих мировых экономических центров за то, что она справляется с тем, что эксперты называют «геополитическими рисками».
22125	47	Поддержка политики правительства вызвана не экономическими факторами, а пониманием того, что конфликт, который сейчас имеет место, не столько между Россией и Украиной, сколько между Россией и так называемым «коллективным Западом». Многие считают, что санкции против России были бы введены вне зависимости от ее поведения, потому что Запад «хочет ослабить Россию». Это твердое убеждение, неоднократно высказывавшееся президентом Путиным, во многом основано на недоверии к внешней политике США. Социологи отмечают такое недоверие с конца 1990-х годов, когда НАТО начало расширяться на восток.
22125	49	В начале 1990-х годов, после распада СССР, в России был большой энтузиазм по поводу укрепления связей с США. Многие россияне считали, что обе страны и их народы станут стратегическими партнерами и надежными друзьями после того, как «железный занавес» уйдет в прошлое.
22125	51	К сожалению, это партнерство и дружба так и не сложились. Надежды сменились разочарованием и подозрением, особенно после того, как НАТО незаконно бомбила Югославию, а США развязали войны на Ближнем Востоке и вышли из всех договоров о контроле над вооружениями. Негативное отношение к внешней политике США усилилось после 2014 года, когда на Украине произошел государственный переворот при явной поддержке США. Чем жестче становилось с тех пор противостояние между Россией и США, тем выше поднимался рейтинг Путина.
22125	53	Однако российское общество убеждено, что внешняя политика президента направлена ​​не на внутреннюю поддержку, а на безопасность российского государства. В этом смысле экономические трудности можно преодолеть.
22125	55	В правительстве понимают, что россияне готовы «затянуть пояса» и не боятся признать, что впереди их ждут трудности. Премьер-министр Михаил Мишустин заявил, что экономика России находится в «самой сложной ситуации за последние 30 лет». По мнению Центробанка, кризис 2022 года является одним из самых серьезных вызовов, с которыми сталкивается российская экономика с 1990-х годов.
22125	57	Страна ожидает, что ВВП упадет на 10% в 2022 году, и, по оценкам экономистов, потребуется от пяти до шести лет при ежегодном росте в 2%, чтобы экономика вернулась к уровню 2021 года. И этот рост отнюдь не гарантирован. Экономисты опасаются, что к концу этого года инфляция может достичь 15-20 процентов, а безработица достигнет пика в 8 процентов. Государственный сектор, однако, будет наиболее защищен от сокращения. Реальные располагаемые доходы россиян упадут на 7-8 процентов, прежде чем вернуться к нынешнему уровню.
22125	59	Петр, 35-летний сотрудник IT-компании, не теряет оптимизма и пытается оценивать ситуацию комплексно: «Россия проводит специальную военную операцию по обеспечению своей физической безопасности. Санкции — веская причина, экономическая безопасность «Сейчас у России есть уникальная историческая возможность для дальнейшего развития собственной промышленности и сельского хозяйства. Страна уже может обеспечить себя зерном, растительным маслом, рыбой, мясом и картофелем. Санкции в будущем только сделают страну еще сильнее».
22125	61	На самом деле сегодняшние санкции, в том числе и в отношении транспортно-логистического сектора, в большей степени сказываются на российском импорте, чем на экспорте. Импорт сокращается как в физическом, так и в денежном выражении. Принимая во внимание действующие меры валютного контроля, в том числе обязательство экспортеров продавать часть своей валютной выручки, сложившаяся рыночная ситуация, при которой экспорт превышает импорт, напрямую способствует укреплению рубля.
22125	63	9 марта курс рубля к доллару достиг минимума более 136 рублей за доллар. С тех пор национальная валюта подорожала более чем на 100 процентов. Запрет на вывоз банкнот доллара и евро в Россию привел к расхождению между безналичным и наличным обменным курсом. Наличный доллар или евро торгуются с премией от 15 до 17 процентов по сравнению с безналичным курсом. Однако важно отметить, что оба обменных курса демонстрируют один и тот же восходящий тренд с марта.
22125	65	Важную роль в снижении паники на рынках и среди населения сыграло введение валютного контроля, что повысило уверенность в запасе прочности российской экономики и даже снизило цены на некоторые импортные товары и услуги. Решение президента обязать европейские страны платить за газ в рублях также стало важным фактором поддержки спроса на рубль.
22125	67	Есть одна группа людей, которая напрямую выиграет от этого укрепления российской валюты, и это туристы. Илья, 42-летний сотрудник строительной компании, доволен сниженными ценами на любимое место отдыха за границей: «Наша семья состоит из четырех человек. Мы смотрели цены на поездку в Турцию в марте, но она было очень дорого, и мы туда не поехали. Но укрепление рубля сделало отдых на море этим летом доступным для нашей семьи».
22125	69	Конечно, стране предстоит еще много работы по адаптации к новым условиям, но в обществе есть понимание, почему сложилась такая ситуация. А в мире высокой неопределенности консенсус по фундаментальным вопросам уже является хорошей отправной точкой для запуска новых инициатив».
22127	1	Амбивалентное отношение к путинскому режиму и украинскому сопротивлению
22127	3	Русская оккупационная война против украинского населения оставляет глубокие шрамы на левом спектре, особенно в немецкоязычных странах. Части старого движения за мир, а также левые организации и журналы руководствуются геополитическим лагерным мышлением и проявляют понимание интересов безопасности российского империализма. Другие вытекают из абстрактного понимания империалистической мировой системы, согласно которой российские агрессоры и подвергшаяся нападению Украина, которая в конечном счете ведет опосредованную войну для НАТО, должны быть в равной степени ослаблены. Те, кто, исходя из всеобъемлющего антиимпериалистического понимания российского режима, не только считают законным украинское сопротивление оккупации, но и поддерживают его, составляют меньшинство.
22127	5	Позиции, воспроизведенные в этом вкладе в дебаты, принадлежат автору и не обязательно должны соответствовать позиции редакции Freiheitsliebe.
22127	7	Путаница велика. Sozialistische Zeitung (SoZ) — одна из тех, кто прославляет эту путаницу с преднамеренной амбивалентностью. На его страницах представлены наглядные интервью с украинскими левыми и отличный анализ российского империализма, а также манипулятивная и искаженная пропаганда в поддержку Путина и неоколониальные аргументы, направленные на делегитимацию украинского сопротивления. Таким образом, у редакции SoZ создается впечатление, что все эти позиции в равной степени способствуют нахождению левой позиции. В определенной степени это часть идентичности неосталинистских журналов, которые уходят своими корнями в геополитическое лагерное мышление, принимать некритически манипулятивную и реакционную пропаганду. К сожалению, дезориентация в ходе войны русских на Украине также побудила левые журналы, такие как SoZ, принять такую ​​практику. На примере SoZ я показываю в этой статье, что фундаментальная политическая и стратегическая проблема возникает из культивирования такого плюрализма[1].
22127	9	Между лагерным мышлением и социалистической дискуссией
22127	11	"В марте 2022 г. Sozialistische Zeitung приложила к публикации 50-й номер «Zeitung gegen den Krieg» («Газета против войны»). Он был озаглавлен «Почему Россия не хочет войны». Почему Запад разжигает войну. Почему движение за мир должно мобилизоваться».[2] Тем самым редакция SoZ выставила себя на посмешище. Теперь, до начала войны 24 февраля, многие наблюдатели ошибались в отношении длительной подготовки русского империализма к агрессивной войне. Но редакторы SoZ не только ошиблись, они еще и поддержали издание с приложением «Zeitung gegen den Krieg» («Газета против войны»), в каждой статье которого сквозит дух геополитического лагерного мышления. Почти все статьи так или иначе преуменьшают характер русского империализма. Авторов волнуют интересы безопасности России, а не благополучие населения Украины. Одна статья даже защищает сирийского диктатора Асада от якобы необоснованной критики. Тот, кто ожидал от редакции оправдания или хотя бы извинения за это дополнение в очередном номере СЗ, надеялся напрасно. Редакция прикрыла смущение политически бессмысленной фразой. SoZ продолжает поддерживать ""Zeitung gegen den Krieg"" своей записью в выходных данных следующего выпуска 51. Несмотря на осуждение российской агрессивной войны, этот выпуск еще раз хочет сделать российскую позицию понятной. В то же время она изображает украинское сопротивление безответственным."
