doc_id	paragraph_id	po-en
25108	87	"Journalist Andreas Henriksson, a freelancer who first wrote about the relationship between the PR guru and the activist, believes that there is nothing wrong with using PR activities. “It is a modern way of shaping public opinion. I don't understand why Greta's family and Rentzhog tried to hide their cooperation. Perhaps because it is easier to 'sell' a movement that has grown from the bottom up?"" – he wondered in an interview with SVT television."
25108	89	So does Greta Thunberg not use the help of professionals at all? Not exactly. The teenager's contacts with the media are the responsibility of Helena Iles from the three-person Iles PR agency, which previously worked with the Polaris publishing house, SVT television and provided media support for the tour of Swedish stars.
25108	91	"– There is no PR campaign behind Greta. I work for charity – Helena Iles swears in an interview with ""Press"". At demonstrations, he instructs the teenager where to approach and how to pose for photos. David Fopp, a researcher at the University of Stockholm, who works with Greta and her father, also downplays his role. ""I'm kind of like a bodyguard,"" he tells me. However, his research shows that he deals with methods of directing work with children."
25108	93	Media analyst Emanuel Karlsten proves that Greta's message is consistent and shows the work of professionals. “Because it's hard to disagree with her that there's no point in going to school when the future of her generation is at stake. This statement is provocative and food for thought. It shows that we really can't wait any longer, says Karlsten.
25108	95	"My interlocutor calls the phenomenon of Friday strikes ""an unprecedented digital movement."" “But you have to see it as a social movement. A cynical strategy alone is not enough to be successful. Protests for the climate, like the labor or sobriety movements in the past, developed because their leaders identified the problem, proposed a solution and reached out to the people, he notes."
25108	97	FOUNDATION
25108	99	Ingmar Rentzhog successfully develops the We Don't Have Time platform. Available on the Internet and in the form of a mobile application, it allows the user to run a free promotional campaign for their content after getting the first hundred positive emoticons. After parting with Greta, We Don't Have Time financed m. printing of leaflets for the needs of Maja Rossen's campaign consisting in persuading 100,000 people to submit a declaration of resignation from air travel in 2020. This action is also promoted during school strikes in front of the parliament.
25108	101	Greta is 16 years old, she is a minor. In Sweden, the Fridays For Future movement has no legal status, it is only an informal network connecting associations and individuals. Administratively, it is supported by the non-governmental organizations Klimatsverige and Klimatriksdagen, operating in the same area, but without much success.
25108	103	"What will be the future of Greta and her Friday strike movement? – We are planning to establish a foundation, but everything will be decided by my daughter – says Svante Thunberg to ""Press""."
25108	105	For now, the teenager is going to stop studying for a year. In September, he is going to New York for the UN climate meeting, and in December to the COP25 summit in Santiago, Chile. He wants to make both trips without using the plane.
25108	107	On Monday, September 23, Greta Thunberg sharply criticized world leaders at the UN Climate Summit. - I shouldn't be here. I should be at school across the ocean. And yet you come to us young people for hope. how dare you? You have stolen my dreams, my childhood with your empty words. Her speech was quoted by the largest media in the world.
25109	1	We need drastic action because the world is on fire. Greta Thunberg's appeal
25109	3	"Swedish climate activist Greta Thunberg argued at a rally in Glasgow on Friday that ""immediate and drastic"" cuts in greenhouse gas emissions are needed to stop climate change as ""the world is literally on fire""."
25109	5	On Friday in Glasgow, where the UN climate conference COP26 is taking place, a march of young people demanding more decisive action in the fight against climate change took place. The march was organized by Fridays for Future Scotland, a group founded by young people inspired by the Thunberg school strikes, and was the largest COP26 demonstration to date; according to the British media, about 10,000 people took part in it. people.
25109	7	Leaders do nothing
25109	9	"- It's no secret that COP26 is a failure. It should be obvious that we cannot solve the crisis by the same methods that got us into it before. We need immediate drastic annual emissions cuts unlike anything the world has ever seen,"" Thunberg, 18, argued on a stage erected in Glasgow's George Square, the destination of the march."
25109	11	"SEE: Greta Thunberg criticizes the way of fighting the pandemic. ""Vaccine Nationalism"""
25109	13	- People in power can still live in their bubble filled with their fantasies, such as unlimited growth on a limited planet and technological solutions that will suddenly appear out of nowhere and just erase all these crises. And all this at a time when the world is literally on fire, on fire, and when people on the front lines continue to bear the brunt of the climate crisis, she said.
25109	15	"She described the UN Climate Summit as ""a two-week festival of the usual and blah blah blah"" to ""keep things the same"" and ""create loopholes to reap the benefits for themselves"". - Leaders do nothing. It seems that their main goal is to continue fighting for the status quo. We know our emperors are naked."
25109	17	Activist speeches
25109	19	Speeches about how climate change is already affecting their homelands were also delivered by activists from several other countries. One of the performers was Vanessa Nakate from Uganda. - Historically, Africa is responsible for only 3% of global emissions, yet Africans are feeling some of the most brutal impacts of the climate crisis. But while the global south is on the front lines of the climate crisis, it is not on the front pages of the world's headlines, she said.
25109	21	SEE: Greta Thunberg statue in front of the university. Opposing students
25109	23	Friday was the day of youth and NGOs at COP26, but the climate march took place regardless of this event. Its participants and young climate activists claim that their voice is not taken into account at all; evidence indicates that Thunberg was not invited to the conference and came to Glasgow as a private person.
25109	25	On Saturday, another climate march will take place in Glasgow - a much larger one, because tens of thousands of people are to take part in it, to whom Thunberg will speak again. At the same time, climate marches will take place in London, other British cities, as well as in about 200 cities around the world.
25109	27	The COP26 climate conference, which Thunberg recognized as a failure a few days ago, will last until next Friday, November 12.
2511	1	The war in Ukraine is a human drama and a threat to the environment.
2511	3	While undoubtedly the greatest drama of the war in Ukraine is the suffering of its inhabitants, experts warn that Russian aggression also carries serious environmental risks.
2511	5	More than 1,000 experts and humanitarian organizations dealing with the environment and international law have published an open letter in which they express solidarity with the people of Ukraine. The signatories of the letter also stressed their concern about the threat posed by the conflict to the environment of both Ukraine and Europe.
2511	7	Experts have noticed that as a result of Russian aggression against Ukraine, toxic materials are released into the air, soil and water, coming from ruined buildings, exploding pipelines or damaged sanitary systems as well as fuel and chemical storage sites.
2511	9	"""In armed conflicts, human suffering is so great that it sometimes seems inappropriate to think about environmental problems,"" said Carl Bruch, director of international programs at the Institute of Environmental Law and co-author of the letter. ""But the truth is that environmental impacts can affect livelihoods and public health, and kill people by spreading diseases that would not otherwise occur,"" added Bruch."
2511	11	The letter pointed out that the environmental impact of the war would certainly be long-lasting and difficult to repair.
2511	13	"“When we talk about hazardous material releases, they are often invisible to the naked eye. So exposure to non-combatants - children and innocent civilians - could last for years, if not decades,"" said Carroll Muffet, co-author of the letter and president and CEO of the Center for International Environmental Law."
2511	15	Early in the invasion of Ukraine, Russia attacked military facilities, including airfields and fuel and ammunition depots, sparking massive fires emitting heavy metals and other toxic materials.
2511	17	According to the UK-based non-profit Conflict and Environment Observatory (CEOBS), which monitors and publishes data on the environmental dimensions of warfare, fighting in Ukraine's UNESCO-protected Black Sea Biosphere Reserve has caused fires that can be seen from space. CEOBS also confirmed that the actions of the Russians proved their lack of concern for both the civilian population and the environment.
2511	19	As the signatories of the letter underlined, an attack on a country with 15 active nuclear facilities poses an additional risk of catastrophe. Although international law prohibits attacks on nuclear power plants and similarly dangerous facilities, the Russians launched an attack on the Zaporozhye power plant, which is the largest such facility in Europe, having previously undertaken military operations also in Chernobyl.
2511	21	"Citing warnings in a recent Intergovernmental Panel on Climate Change (IPCC) report, the Russian invasion of Ukraine was described as a ""grim reminder of the vital importance and urgency of ending the world's dependence on fossil fuels."""
2511	23	"“Just as oil and gas fuel the climate crisis, the Russian invasion of Ukraine demonstrates how fossil fuels finance, incite and prolong conflicts around the world. Continued reliance on fossil fuels is as destabilizing to global peace as it is to global climate,"" said Carroll Muffet."
25110	1	In South Africa, the lights have already been turned off
25110	3	South Africa is experiencing a severe electricity crisis, and residents are being cut off from electricity. The situation repeats itself cyclically, but the problems are getting bigger and bigger. The state-owned operator has been underinvested since the dismantling of apartheid, and Eskom, under the new management, has not directed its profits either to investments or even to proper maintenance of the network.
25110	5	Now, as in 2019, power outages are multiplying across the country, several times a day. Plus, it's winter there. Each time the shutdowns last for several hours. Public company Eskom even warned that South Africans must prepare for at least ... 100 days of power outages in the coming months.
25110	7	"South Africa's energy sector is 80% dependent on coal, of which there is no shortage. However, most power plants are aging, decapitalising and have not been modernized due to ""endemic corruption"". The state-owned company has become a haven and source of funding for progressive politicians, which was especially visible during the presidency of Jacob Zuma in 2009-2018."
25110	9	In addition, the state-owned company is heavily indebted. All this means that today it is unable to meet the country's electricity needs. It also doesn't help that South Africa's energy sector has recently experienced major strikes by workers demanding wage increases and housing subsidies.
25110	11	The South African government recently got $7.7 billion in aid at the recent COP26 in Glasgow for the energy transition. There were supposed to be megawatts of wind and solar energy according to the government's plan adopted in 2015. Seven years later, these new energy sources are gone. Meanwhile, electricity demand in South Africa could triple by 2040. Socialism combined with Africanization always produces the same results.
25111	1	Jews are fleeing Russia in a hurry, fearing the Kremlin's plans
25111	3	With the war raging in Ukraine in its fifth month, and the crackdown on civil liberties in the country, Russian Jews fear they may soon be targeted by the Kremlin and are rushing to leave Russia, Politico describes, emphasizing that those who choose to remain in the country, they live in fear.
25111	5	"""We don't talk about politics in our community,"" said an anonymous Moscow rabbi. After the suppression of protests in 2011 related to Putin's re-election, the rabbi ordered that politics must stay outside his synagogue doors."
25111	7	Representatives of the Jewish community were more critical of Russia's invasion of Ukraine than, for example, the patriarch of the Russian Orthodox Church Kirill, Politico commented on Monday.
25111	9	Berel Lazar, the chief rabbi of Russia, called for peace and offered to mediate in the conflict. Moscow's chief rabbi Pinchas Goldschmidt fled the country two weeks after the start of the conflict due to pressure from Russian authorities to express support for the war. He now lives in exile in Israel and has announced that he has no plans to return to Russia.
25111	11	“According to the knowledge of researchers and interviewers, the life of Russian Jews has improved since the collapse of the USSR in 1991 (…). In the Levada Center study, 45 percent Of Russians said they had a positive attitude towards Jews in 2021, up from 22 percent in 2021. in 2010. Russians admitted that Jews are the minority with whom they feel most comfortable, but only 11 percent. said they would be willing to have a Jewish friend, an increase from 3% in 2010. in 2010.” – writes the portal.
25111	13	Ilya Yablokov, lecturer at the British University of Sheffield, a specialist in the study of disinformation and censorship, who dealt with, among others, anti-Semitism in Russia, said that anti-Jewish xenophobia could break out at any moment if the Kremlin wanted it.
25111	15	– In the 1980s and 1990s, the brutal anti-Semitism of politicians was a reaction to the social polarization of Russia. In the 21st century, there has been economic growth, so the level of anti-Semitism has decreased, Yablokov said.
25111	17	He added that the Kremlin now targets other minorities, and the West has become the number one bogeyman.
25111	19	According to estimates, approx. 165,000 Jews lived in Russia in 2019, making it the sixth largest Jewish community in the world outside of Israel at the time. In the first three months after the start of the Russian invasion on February 24, about 10,000 of them received Israeli citizenship.
25111	21	In response to the mass migration of Jews, Israel launched a special diaspora immigration program under which citizenship can be granted to people who can prove that their relatives are Jews up to the third generation. The waiting time at local consulates has been reduced from 9 months to several weeks. Tel Aviv also allowed refugees to apply for citizenship upon arrival in Israel.
25111	23	"Olga Bakushinskaya, a Russian journalist who moved to Israel in 2014 after the annexation of Crimea, opened a Facebook group to help new Russian arrivals integrate. She said the number of requests for help had ""exploded"" over the past few months, with more than 3,000 Russians (and Ukrainians) have joined the group since February."
25111	25	"While many Israelis welcomed new arrivals warmly, not everyone is friendly. Bakushinskaya said she helped Russians who had been received with distrust by older Israelis who emigrated from Russia in the 1990s and refer to the new immigrants as ""non-Jews."""
25112	1	And what would Oriana Fallaci say to all this now?
25112	3	The little Italian knew well whom she hated and spoke about it in a loud voice, which is why in those few countries where freedom of speech is still valued, her books are published in millions of copies, and in others they are completely silenced out of simple fear. The same fear that prevented the publication of a certain caricature, because there would be protests, and maybe something would blow up...
25112	5	Oriana Fallaci, who died in 2006, claimed that almost all of Europe is now ruled by a completely new religion whose god is political correctness. All those who do not recognize this god are automatically doomed to the stake. Also books. If a book by Fallaci were accidentally printed in a country ruled by fundamentalists of this religion, it should be burned immediately. Just such a modern totalitarianism in the skin of a democratic and progressive sheep... Such democracy, according to the writer, is no democracy at all.
25112	7	What kind of democracy is this that, instead of listening to citizens, silences them, turns them over to the enemy, exposes them to abuse and violence? What kind of democracy is this that favors theocracy, revives the notion of heresy, and sends its children to the stake? What kind of democracy is this where the minority counts more than the majority, and counts more than the majority and is blackmailed and greedy!? It's anti-democratic, I'm telling you. It's a lie, a lie. And what kind of freedom is this that forbids us to think, speak, go against the current, rebel, oppose those who invade us or force us to remain silent? What kind of freedom is this that makes citizens live in fear of being treated and even tried and convicted as criminals? What kind of freedom is this that wants to censor not only thoughts but also feelings, and thus indicate who I should love, whom I should hate...”
25112	9	Someone who hasn't read Fallaci's books simply doesn't know what world he lives in and probably never will. Maybe it's better for him, because he doesn't have to think for himself, he has on his plate the whole easy and accessible worldview explained by newspeak, which, contrary to Orwell's warnings, dominates today's language, although perhaps not in the way he predicted. Words such as progress, truth and democracy - in fact, a whole dictionary - do not mean the same today as they did before Orwell. Thanks to political correctness, the whole dictionary has taken on a whole new meaning...
25112	11	"Oriana Fallaci tried to describe the world using archaic, pre-orwellian, incorrect language, which causes a culture shock, and for many is completely incomprehensible or even disgusting. But, she wrote, it is now a fashion, or rather a madness, that in the name of ""justice"" abolishes normal words and calls street sweepers ""environmental workers"", janitors ""housekeepers"", school janitors ""non-teaching staff"", the blind ""visually impaired"" , the deaf ""audio-impaired"", the lame ""motor-impaired"", and homosexuality ""different"" ... Isn't that newspeak?"
25112	13	"Fallaci is criticized - by those who want to criticize her - for the lack of objectivity, for twisting the truth and spreading panic that we are dealing with the conquest of Europe, which we graciously, even masochistically, allow. The Italian writer, even if she only gave us her own, not always ""objective truth"", tried to reveal the backstage, force us to open our eyes wide and call things by their names. Once we open our eyes and recognize that she's right, we'll have to do something about it, react in some way, because acquiescence, according to her, equals collaboration. This requires some courage... She believed that there are moments in life ""when silence becomes a sin, and speaking becomes a command, a civic duty, a moral challenge, a categorical imperative from which there is no escape."""
25112	15	Left-leaning Europe is so dependent on oil supplies from the Middle East or today gas from Russia that it agrees to virtually anything. We supposedly owe this permission for expansion and all the propaganda associated with it not only to the left - fascist black, red, rainbow, but also to the Catholic Church, which with its naive ecumenism not only tolerates this situation, but also tries to build bridges between the two cultures.
25112	17	“And where, not yet satisfied with his apologies for the crusades, the pope continues to bless them. Once again, Holy Father: why don't you come to your senses? Why, in the name of the One God, don't you put your brothers inside the spacious Vatican? Provided, of course, that they don't shit in the Sistine Chapel, that they don't piss on Michelangelo's sculptures, that they don't contaminate Raphael's paintings.
25112	19	This liberal Holy Father was John Paul II.
25112	21	Of course, an anti-Muslim* trilogy written in this style must and does arouse objections, but also admiration for the courage to express one's views, so rare nowadays. The indignation of Muslims is completely understandable. They just live the way they think life should be lived. They follow, more or less, the guidelines from the Koran, and we have little influence on it, as it turns out ... Islamic fundamentalists, making noise around the world and planting bombs here and there, are harming ordinary Muslims themselves, according to the principle that each stick has two ends. One end of this stick is in Iraq today... In the West there are also political groups that want, at first, to tighten the immigration policy, limit the cultural and religious expansion of Muslims already residing in Europe, and then... Who knows? Turkey, which would like to join the European Union, is suffering from Islamic fundamentalism, but now has less and less chance. Who will dare to let a country with a majority of Muslim population into Europe, people who, thanks to a European passport, could settle anywhere in Europe and build mosques there?
25112	23	"Fallaci pointed out that Muslim communities in European countries do not intend to integrate with the societies of the countries of settlement, but want to create their own enclaves, which, in her opinion, are bridgeheads of expansion, a revenge for the Spanish Reconquista and the Battle of Vienna. When Muslims were looked at through the prism of ""Tales from a Thousand and One Nights"", through the prism of the mosque in Cordoba, through the prism of Turkish bazaars, they still had a chance to gain our sympathy. On the other hand, events such as September 11 or the Spanish and London attacks have worsened the media image of Muslims to such an extent that people are simply starting to fear them. They are increasingly regarded as incalculable fanatics rather than likeable descendants of Ali Baba. After all, the subsequent volumes of the anti-Islamic trilogy were the writer's reaction to subsequent attacks, starting from September 11 in New York. Each such event only lowers the limit of tolerance of Western societies to the idea of ​​building mosques in European capitals, to accepting more refugees from Iraq."
25112	25	"Fallaci wrote her trilogy in hysterical and not very elegant language. In fact, you don't need to write three books to express what she wanted to express. A sheet of typescript would suffice, and perhaps even one explicit curse or insult after each attack. Being a writer, and what is more, the feeling of being the conscience of Europe obliges. The result was three volumes on the same subject, which is why Muslims are disgusting and why they shouldn't be allowed into Europe. Sometimes you have to cause a scandal to be noticed, to better advertise your theses, to convince your views, a media scandal that corresponds to each attack ... The Italian simply responded with her bomb to the bombs of terrorists. Her rhetoric in some countries resulted in publishing success and hit ""under the roof"". Other countries, on the other hand, preferred not to expose themselves to the Islamic protests or even repression that affected Spain, England, France and to some extent Denmark after the publication of the Muhammad cartoons."
25112	27	Mediocrities devoid of intellect
25112	29	Muslims are one thing, and another, no less important, or maybe even more important, are the attitudes of European politicians who change their views like gloves, are, according to the writer, intellectually limited and ridiculous. But that's probably always been the case. Oriana counted on the fingers of one hand historical figures who really had something to say and influenced the course of history in a clearly positive way. The rest are contemptible people, cocks on the roof...
25112	31	One of the accusations against the author of the anti-Islamic trilogy was that, apart from verbalizing the problem, she did not propose any specific solutions on how to defend oneself. Well, that's actually a problem. The democratic and open societies of the West, bound by international agreements, must, whether they want to or not, accept refugees from regions threatened by war and political persecution. And it so happens that until recently these were mainly Muslim countries, which, if someone wanted to be malicious and took up this topic, create such a situation, such a threat to their own citizens, that it results in waves of immigrants in Europe... Democratic leaders of Europe they cannot say anything other than what the framework of political correctness envisages because they are afraid of losing votes. The question is whether correct rhetoric is just a smokescreen behind which reasonable people are hiding, trying to find a way out of the situation, or rather, as Fallaci claims, mediocrities devoid of intellect, and thus of any vision. If the advantage will be on the side of the latter, then we can pack... Only? Where are we supposed to run to?
25112	33	Is the influx of Muslims into Europe really a problem? According to Fallaci, if quantity turns into quality, then yes! We all also agree that the problem is definitely Islamic terrorism. On the other hand, blaming all Muslims for Islamic terrorism is the same mental construct as blaming all Catholics for the activities of the Inquisition. Imagining that all Arabs, Iranians or Turks are fanatical followers of Mohammed and follow the Koran literally is as simplistic as imagining that all Catholics wake up with the name of Christ on their lips and live according to the guidelines contained in the Bible. So the question is, is Islam really a threat to Europe, or does it just seem so to some people like Oriana Fallaci? And do we ourselves really mind the mosque in the city center, do we really have something against Islam, and if so, why? Have we been convinced by Fallaci, or do we prefer to continue reading One Thousand and One Nights?
25112	35	P.S
25112	37	Well, I wonder what Oriana Fallaci would have to say now? many would prefer not to hear it!
25112	39	"*""Rage and Pride"", ""The Power of Reason"" and ""Interview with Yourself. Apocalypse"""
25113	1	"""LGBT Conservatism"", or how proponents of compromise made the gender revolution possible"
25113	3	"Can a ""gay"" be a conservative? Nominally yes. This is evidenced by factions of the so-called sexual minorities operating within parties considered conservative. It was ""conservative gays"" who contributed - for example in Great Britain and the United States - to the liberalization of the law and the dissemination of anti-LGBT culture. Why was this possible and how did it happen?"
25113	5	"Generally, the term ""LGBT conservatism"" is used in relation to the so-called lesbian, gay, bisexual and transgender people with conservative political views. In the first period before Stonewall (riots in a New York gay bar caused in 1969 after police raids), the so-called LGBT conservatives adopted and promoted conservative ideas, including those critical of the homosexual subculture. They spoke out against shocking same-sex inclinations in the public space, against the depravity of the young generations, against the adoption of children by same-sex couples, not to mention equating such relationships with sacramental marriages. It was emphasized that homosexuality was rightly treated as a perversion - but harmless - and immoral behavior."
25113	7	"After the riots, the emphasis was on self-disclosure and the pursuit of affirmation of a promiscuous lifestyle in various configurations. The ""conservatism"" of homosexuals was expressed in their support for the idea of ​​a government with limited powers or for low taxes. However, the Sodomites advocated equalizing same-sex relationships with the institution of marriage, recognizing the ""homosexual family"", equality for all minorities, and positively presenting - even affirming - homosexual lifestyle confessions. More radical ""gay conservatives"" demanded the right of same-sex couples to adopt children."
25113	9	Support us now!
25113	11	First, decriminalize homosexuality
25113	13	"If you look deeper, you can see that the change of views among conservatives proceeded with the spread of the Enlightenment heresies. First, the focus was on the decriminalization of homosexual acts. For example, in France in 1791, Louis Michel le Peletier de Saint-Fargeau proposed a new penal code, indicating that only ""true crimes"" should be banned, not ""false crimes created by superstition, feudalism, the tax system and [royal] despotism"" ""."
25113	15	"Therefore, the new penal code he proposed removed crimes ""caused by superstition"". There was no question of blasphemy, heresy, sacrilege, witchcraft, incest or homosexuality. The Napoleonic Penal Code issued in 1810 did not contain provisions on religious crimes, incest or homosexuality."
25113	17	"However, it was Portugal that turned out to be even more ""progressive"" and in 1852 legalized sodomite relations. Chancellor Otto von Bismarck was prevented from approving homosexuality in 1870 only by fear of ""public opinion"", which at the time still considered homosexual relations not a ""vice"" but a crime. Hence, on May 15, 1871, paragraph 175 was passed throughout the German Empire, criminalizing homosexuality."
25113	19	The same was done in Great Britain in August 1885, under the Conservative Prime Minister Robert Gascoyne-Cecil, when the Labouchere Amendment was passed.
25113	21	However, in distant Argentina two years later, during the Conservative Republic, same-sex relations were legalized.
25113	23	Great Britain
25113	25	"In February 1954, British Prime Minister Winston Churchill announced that the Conservative Party did not intend to relax the law against ""gays"". He suggested that media coverage of homosexual convictions be limited and that the police offer treatment to any man caught in criminal acts."
25113	27	"In 2007, Brian Coleman, a former gay Conservative MP and former mayor of Barnet, wrote in the New Statesman that in the mid-1950s the London police became aware that future Prime Minister Edward Heath had committed homosexual acts in public restrooms. She warned him to stop or it would hurt his career. Coleman claimed that homosexuals had ""led"" the Conservative Party for many years and were therefore particularly protected."
25113	29	Major changes in the Tory worldview occurred after the publication in 1957 of the Wolfenden Report on the legal position of homosexuals and prostitutes. The report ultimately urged the government to decriminalize homosexual acts between consenting adult males. It called for tougher penalties against sodomites and prostitutes who commit sexual acts in public (it was enough for one person to witness obscene acts).
25113	31	In May 1965, Arthur Gore, the leader of the Conservative Party, introduced a bill to the House of Lords to decriminalize same-sex sexual relations between men of the same sex in England and Wales. The bill passed the House of Lords in July 1965 and was brought to the House of Commons by a Conservative MP Humphrey Berkeley, a known homosexual. After Labor won the 1966 election and Berkeley lost his seat, Leo Abse of the victorious Labor Party took his place as sponsor of the bill.
25113	33	In 1967, when the law abolishing penalties for homosexual acts was passed, almost all Conservative Party MPs - including future Prime Minister Margaret Thatcher - voted for the new regulation. Eight years later, Peter Walter Campbell founded the first ever so-called conservative LGBT organization, the Conservative Gay Equality Group (CGHE).
25113	35	"If Coleman, a ""gay"" and former member of the Conservative Party, is to be believed, many sodomites were to join the British Conservative Party and actively work for the so-called gay rights under Margaret Thatcher. Why?"
25113	37	"The Iron Lady was said to attract gay men with ""pure elegance, feminine perfection, the perfect way of dressing, and a determination to change society, even though her government may even have had an anti-gay aura."" According to Coleman, there was nothing in Thatcher's personal attitude to indicate ""prejudice of any kind"". The Prime Minister had no problem appointing “gay” ministers, such as the Earl of Avon (son of former Prime Minister Anthony Eden). It was her government with Norman Fowler as health secretary that tackled the AIDS problem."
25113	39	"Coleman went so far as to write that ""there are many gay Tories who would like to sleep with David Cameron, but it is Lady Thatcher's portrait that hangs above their bed!"""
25113	41	Under the Iron Lady, a bill was passed in 1980 to legalize same-sex sexual relations in Scotland.
25113	43	"In 1991, the world's first ""conservative organization"" of sexual minorities, CGHE, was transformed into the Tory Campaign for Gay Equality (TORCHE). It operated until 2004. A few years later, the LGBTory group was formed, which actively participated in sodomite parades throughout the UK. Over time, LGBTory was renamed LGBT+ Conservatives, which now works to promote marriage ""equality"" for representatives of all ""sexual orientations""."
25113	45	In addition to the Tory party, of course, there is an official group working for claims of the LGBTQ lobby - the United Kingdom Independence Party (UKIP), which is considered to be conservative. Its deputy head was the sodomite Peter Whittle.
25113	47	"In the UK, it was the ""conservatives"" who de facto led to the decriminalization of homosexual acts. It was argued that it was only about ""common sense"" regulation of the legal situation of sodomites, who had so far been imprisoned for having sex with people of the same sex. Over time, the attitude of conservatives evolved in favor of affirming a promiscuous lifestyle. Traditional marriage and family were attacked, and so the essence of conservatism was denied."
25113	49	"On October 5, 2011, Prime Minister David Cameron stated at a party conference that he supports ""gay marriage"" not ""despite his conservatism"" but ""because he is a Conservative."" Cameron changed the meaning of this term by reinterpreting traditional values."
25113	51	"The phenomenon of the changing normativity of the British Conservatives (Tories) was noticed by Martin Monahan, the author of the scholarly article entitled: ""Tory-normativity"" and gay rights advocacy in the British Conservative Party since the 1950's. 50.""]. The text was published in ""The British Journal of Politics and International Relations"" in 2019. He proclaimed that opening up to ""gays"" resulted from adopting a ""pragmatic"" attitude and discreet approach, which over time gave way to celebration and affirmation."
25113	53	"Shortly after World War II, homosexuals associated with the Conservative Party introduced the issue of defending the so-called gay rights ""in a form acceptable to the party."" They were not intrusive and initially did not demand an affirmation of a promiscuous lifestyle. They first proposed the decriminalization of homosexual acts, citing ""common sense"" arguments."
25113	55	It was not the Liberal Labor Party, but the Conservatives who proposed the bill to decriminalize homosexual acts in 1966, and it was ultimately the Tory government that passed the bill legalizing so-called homosexual acts in 2013. same-sex marriages.
25113	57	Monahan, who is affiliated with Nottingham Trent University, stresses that sodomites within the party did not question conservative ideas, but expanded and distorted their understanding.
25113	59	"Although formally the rules remained the same, they were interpreted differently and served new purposes. As Tory MP and thinker Jesse Norman (2010) explained, ""in ethics, [conservatism] is not moralizing, it is practical."""
25113	61	"In the 1950s, when more than 1,000 sodomite offenders were in British prisons for sodomy, ""conservative"" proponents of decriminalizing homosexuality pointed out that what adult men did in private - with consent - could morally be considered ""their own business"" as long as they do not commit their acts in public. If they violated ""public decency, then legal intervention could be justified."""
25113	63	A concept was adopted according to which the foundations of good public order do not result from the law, but from individual responsibility, and that society serves as a morally disciplining force.
25113	65	"The ""gays"" associated with the Tories pointed out that the moral law must remain firm and damning, although the law enacted may change to remove ""impracticality"" on a given issue."
25113	67	Appeals were made to Christian compassion and a sense of justice for minorities. During the second reading of the bill decriminalizing homosexuality, former Conservative minister Richard Wood argued that the more behavior is tried to regulate, the less room there is for individual moral responsibility.
25113	69	Another argument was that homosexuality is not the main threat to the family, but adultery. Meanwhile, unfaithful spouses are not punished as severely as sodomites. Therefore, the decriminalization of male homosexuality was postulated.
25113	71	"In the years that followed, it was argued that gay people were ""conservative by nature."" Many of them are self-employed or have successful careers in business. Many people take on the burden of mortgage payments because they want to own a home, and all homosexuals ""have a vested interest in the well-being of the country."""
25113	73	"British nominal conservatives working for the claims of homosexuals were closer to libertarians and neoliberalism than to conservatism. Anyway, in the following years, demanding ""new rights"" for sexual minorities and ultimately not only acceptance, but affirmation of a promiscuous lifestyle, they argued that this was how they were fighting the state's interference in individual freedom."
25113	75	"Although Coleman spoke of many ""gays"" flocking to the Conservative Party under Thatcher, a group within the party also attacked it for not being liberal enough in the social sphere as opposed to the economic sphere."
25113	77	"In 1988, the ""Iron Lady"" government even introduced provisions in the Local Government Act prohibiting local governments from ""deliberately promoting homosexuality or publishing material with the intent to promote homosexuality"", from promoting teaching that depicts so-called same-sex family in a positive light, etc."
25113	79	"Then, however, the image of ""gays"" began to be created as exemplary citizens who contribute to the success of the state, do not pose a threat to the family, but can even be a ""source of its support""."
25113	81	"Since 2004, when Michael Howard allowed MPs to vote on civil unions according to their conscience, a rebuilding began within the Conservative Party: on the one hand, to preserve the neoliberal legacy of Thatcherism, and on the other, to separate from social conservatism. It was at this time that the so-called modernizers emerged and pushed the Tories onto the path of a progressive agenda. The main reformer turned out to be David Cameron promoting ""an inclusive approach to ethnic minorities, women and homosexuals""."
25113	83	"After all, it was through the Conservative Party that the same-sex marriage bill was introduced and passed. And the party's 2021 pamphlet said denying ""gays"" marriage and its benefits could be seen as ""unconservative."""
25113	85	Currently, the LGBT + Conservatives faction has been strengthened with more recent demands regarding minorities.
25113	87	"Thus, starting from ""practicality"" and ""discreetness"", British conservatives initiated a social revolution and introduced far-reaching social changes. Everything was possible thanks to allowing depraved subversives to work within the party, first initiating a debate within the party, and then coming up with bills fundamentally changing the position of sexual minorities in the state."
25113	89	"Stefan Porion in an analysis titled: ""Same-sex Marriage Implementations in 2013: Modernizing Cameron's Social Agenda in the Conservative Party since 2005."" wrote that ""the breakthrough initiated by David Cameron"" was possible thanks to the support of other groups and the determination of Cameron himself, who considered the issue of legalizing the so-called gay marriage to be crucial to turning the Tories into a modern party of ""liberal conservatism""."
25113	91	To transform the party, the new boss isolated opponents of the LGBT agenda, introduced strict party discipline, and engaged some to work in prominent positions, binding them with the discipline of collective responsibility. Some were isolated to the end, like Baroness Young, who died in September 2002. Since then, Tory opposition to the claims of the LGBT lobby in the House of Lords has been declining.
25113	93	"According to Philip Lynch, ""Cameron's strategy for Conservative renewal was largely based on the strategy employed by Tony Blair when he became leader of the Labor Party in 1994."
