doc_id	paragraph_id	en-po
729348908	20	Po aresztowaniu Patela w lipcu śledczy znaleźli jego paszport „w pobliżu” pokoju motelowego, w którym mieszkał, jak wynika z dokumentów.
729348908	21	© 2018 The Virginian-Pilot (Norfolk, Wirginia)
729348908	22	Odwiedź The Virginian-Pilot na stronie pilotonline.com
729348908	23	Dystrybuowane przez Tribune Content Agency, LLC.
729368012	1	Uranium Jeden informator przerywa milczenie: Moskwa zapłaciła miliony za wywarcie wpływu na Hillary Clinton
729368012	3	Prezydent, wiceprezydent i wszyscy urzędnicy cywilni Stanów Zjednoczonych zostaną usunięci z urzędu w sprawie oskarżenia i skazania za zdradę, przekupstwo lub inne poważne przestępstwa i wykroczenia. -Artykuł 2, sekcja 4 Konstytucji Stanów Zjednoczonych
729368012	4	Od samego początku wydaje się to oczywistym przekupstwem i można by wnieść sprawę o zdradę. Jednak obecnie donosi się, że informator FBI, który był zaangażowany w transakcję Uranium One, powiedział komisjom kongresowym, że Moskwa płaciła lobbystom za wpływanie na ówczesną sekretarz stanu Hillary Clinton, pomagając organizacjom charytatywnym byłego prezydenta Billa Clintona podczas administracji Obamy.
729368012	5	The Hill's John Solomon poinformował w środę:
729368012	6	Informator, Douglas Campbell, powiedział w oświadczeniu uzyskanym przez The Hill, że został poinformowany przez rosyjskich dyrektorów ds. energii jądrowej, że Moskwa zatrudniła amerykańską firmę lobbingową APCO Worldwide właśnie dlatego, że była w stanie wpłynąć na administrację Obamy, a dokładniej na Hillary Clinton. … Campbell dodał w zeznaniu, że rosyjscy urzędnicy nuklearni „mówili mi w różnych momentach, że spodziewają się, że APCO zastosuje część rocznej opłaty lobbingowej w wysokości 3 milionów dolarów, którą otrzymywała od Rosjan, aby zapewnić wsparcie rzeczowe dla Clintons’ Global Inicjatywa.” „Umowa wymagała czterech płatności po 750 000 USD w ciągu dwunastu miesięcy. APCO miało udzielić bezpłatnej pomocy Clinton Global Initiative w ramach ich wysiłków na rzecz stworzenia sprzyjającego środowiska, które zapewni, że administracja Obamy podejmie pozytywne decyzje we wszystkim od uranu 1 po amerykańsko-rosyjską umowę o cywilnej współpracy nuklearnej”. Przedstawiciele APCO powiedzieli The Hill, że jego wsparcie dla Clinton Global Initiative i jego współpraca z Rosją nie były w żaden sposób powiązane i faktycznie obejmowały różne działy firmy. Dodali, że ich lobbowanie na rzecz Rosji nie dotyczyło Uranu One, ale raczej skupiało się na kwestiach regulacyjnych mających na celu pomóc Rosji lepiej konkurować o kontrakty na paliwo jądrowe w Stanach Zjednoczonych.
729368012	7	Jeśli nie jesteś zaznajomiony z Uranium One, jest to kanadyjska firma wydobywcza, której sprzedaż rosyjskiej firmie została zatwierdzona w 2010 roku. Sprzedaż dała Rosjanom kontrolę nad częścią amerykańskich dostaw uranu, dlatego odnoszę się do sprawy zdrada.
729368012	8	Podczas gdy Demokraci, jak można było się spodziewać, kwestionowali wiarygodność Campbella, adwokat Campbella, Victoria Toensing, powiedziała Seanowi Hannity'emu: „[Rosjanie] byli tak pewni siebie, że powiedzieli panu Campbellowi z pomocą Clintona, że ​​zdobycie CFIUS [Komitet ds. w Stanach Zjednoczonych]. Byli tego tak pewni, że nawet kazali mu otworzyć nowe biuro, ponieważ planowali rodzaj działalności, którą zamierzali prowadzić, gdy tylko CFIUS to zatwierdzi”.
729368012	9	W obszernym raporcie autorstwa wielokrotnie nagradzanej korespondentki ds. bezpieczeństwa narodowego i wojny, Sary Carter, zwróciła ona uwagę na następujące kwestie:
729368012	10	W środę podzielił się z komisją informacjami, które przekazał FBI iw przeszłości opisywał swoją frustrację z powodu niepowodzenia administracji Obamy w powstrzymaniu rosyjskiego giganta nuklearnego przed zakupem 20 procent amerykańskich aktywów wydobywczych uranu. Campbell zeznawał przed licznymi śledczymi Kongresu, że jego szeroko zakrojony kontrwywiad pracuje nad Rosją i stwierdził, że jako informator uzyskał informacje, że Rosja nadal pomaga rządowi irańskiemu. Według Campbella Rosja zapewniła zasoby niezbędne do budowy krajowych reaktorów jądrowych, pomimo obietnic, że nie będzie dzielić się taką technologią z Iranem. W podsumowaniu z dnia 16 kwietnia 2010 roku przekazanym jego byłym agentom FBI i uzyskanym przez tego reportera, podkreślił swoje głębokie zaniepokojenie Tenex, spółką całkowicie zależną od rosyjskiego państwowego ramienia nuklearnego Rosatom i jego trwającą pracą nad dostarczeniem Iranowi technologii potrzebnych do realizacji programu reaktorów jądrowych. W tym czasie Rosatom zabiegał o zgodę na zakup kanadyjskiej firmy wydobywczej Uranium One. „TENEX nadal zaopatruje Iran w paliwo za pośrednictwem swojej rosyjskiej firmy TVEL” – stwierdził Campbell w raporcie z 2010 roku przekazanym FBI. TVEL to rosyjska firma zajmująca się cyklem paliwowym z siedzibą w Moskwie. „Oni (TVEL) nadal pomagają w konsultacjach konstrukcyjnych i wytwarzają zespoły w celu dostarczenia reaktora. Gotowe zespoły wymagają zaawansowanej inżynierii i są umieszczane wewnątrz reaktora z pomocą i konsultacjami z TVEL”. Campbell poinformował FBI o bliskich związkach między TVEL i TENEX, które są częścią grupy Rosatom. Stwierdził w swoim briefingu, że podczas spędzania czasu z rosyjskimi dyrektorami zarówno z Rosatomu, jak i Tenex, każda wzmianka o „TVEL jest tematem, który jest poważny dla wszystkich, gdy jest wspomniany. Nawet nie poruszam tematu TVEL naszym przyjaciołom, ale czasami o tym mówią i zawsze z rezerwą”. W briefingu poinformował FBI, że „od czasu do czasu ktoś wspomina, że ​​był w Iranie, ale zwykle dzieje się to długo po fakcie”. A kiedy pytał Rosjan o te powiązania, stwierdził, że „od czasu do czasu mówi się o relacji, czyli sprzęcie, doradztwie. Zapytałem Vadima (Mikerin), czy uważają, że istnieje poważny problem i czy zastosują się do sankcji i opinii Zachodu. Jego odpowiedzią był uśmiech i wzruszenie ramion”. Ale Campbell dostarczył FBI dowody na istnienie siatki przestępczej i przekazał informacje FBI, które monitorowało jego pracę jako informatora i zatwierdzało przekazanie Rosjanom pieniędzy z łapówek. Te transfery, które były dokonywane masowo na sumy 50 000 USD i czasami były dostarczane w gotówce, odbywały się między wyższą kadrą kierowniczą amerykańskiej firmy transportowej a rosyjską kadrą kierowniczą powiązaną z Rosatomem. Powiedział, że przekazał FBI niezbite dowody pokazujące, w jaki sposób kontrakty uzyskane od tej samej rosyjskiej firmy energetycznej Tenex były oparte na przekupstwie kontraktowym i innych niegodziwych działaniach. Starsi członkowie FBI, Departamentu Skarbu, Departamentu Energii i Departamentu Sprawiedliwości zostali również poinformowani o informacjach Campbella i zostali poinformowani o różnych aspektach związanych z przejęciem kanadyjskiej firmy przez Rosję. W rzeczywistości Campbell został poinformowany przez swoich doradców z FBI, że jego praca co najmniej dwukrotnie znalazła się w tajnych codziennych odprawach prezydenckich prezydenta Obamy.
729368012	11	Oczywiście wiemy, co Obama zrobił ze swoimi codziennymi odprawami. Są gdzieś w systemie kanalizacyjnym Białego Domu.
729368012	12	Praca Campbella zaowocowała wymierzeniem prawdziwej sprawiedliwości. W styczniu zgłosiłem:
729368012	13	W piątek Departament Sprawiedliwości otworzył 11-punktowy akt oskarżenia dotyczący skandalu Uranium One. Niestety, nie obejmował on byłej sekretarz stanu Hillary Clinton, ale raczej byłego analityka wywiadu DoD, który został dyrektorem ds. transportu uranu, Mark Lambert z Mount Airy w stanie Maryland. 54-letni Lambert został oskarżony o jeden zarzut spisku mający na celu naruszenie ustawy o zagranicznych praktykach korupcyjnych (FCPA) i popełnienie oszustwa elektronicznego, siedem zarzutów naruszenia FCPA, dwa zarzuty oszustwa elektronicznego i jeden zarzut prania brudnych pieniędzy w ramach promocji międzynarodowej. Zarzuty wynikają z rzekomego planu przekupienia Vadima Mikerina, rosyjskiego urzędnika JSC Techsnabexport (TENEX), spółki zależnej Rosyjskiej Państwowej Korporacji Energii Atomowej oraz jedynego dostawcy i eksportera uranu i usług wzbogacania uranu w Federacji Rosyjskiej dla firm energetycznych na całym świecie, w celu zabezpieczenia kontraktów z TENEX. Według Departamentu Sprawiedliwości: Zgodnie z aktem oskarżenia, począwszy od co najmniej 2009 r. i trwając do października 2014 r., Lambert spiskował z innymi osobami w „Transportation Corporation A” w celu dokonywania skorumpowanych i oszukańczych przekupstw i płatności zwrotnych na zagraniczne konta bankowe powiązane z firmami fasadowymi , na polecenie i na rzecz rosyjskiego urzędnika, Vadima Mikerina, w celu zabezpieczenia niewłaściwych korzyści biznesowych oraz pozyskania i utrzymania współpracy z TENEX. W celu przeprowadzenia i ukrycia skorumpowanych i oszukańczych łapówek, Lambert i inni rzekomo spowodowali przygotowanie fałszywych faktur, rzekomo od TENEX dla Transportation Corporation A, opisujących usługi, które nigdy nie zostały wykonane, a następnie Lambert i inni spowodowali, że Transportation Corporation A przelać skorumpowane płatności za te rzekome usługi firmom fasadowym na Łotwie, Cyprze iw Szwajcarii. Lambert i inni rzekomo używali również słów kodowych, takich jak „szczęśliwe liczby”, „LF”, „szczęśliwe liczby” i „ciasto”, aby opisać płatności w wiadomościach e-mail wysyłanych do rosyjskiego urzędnika na jego osobiste konto e-mail. W akcie oskarżenia zarzuca się również, że Lambert i inne osoby spowodowały, że Transportation Corporation A wystawiła zbyt wysokie rachunki TENEX, wpisując koszty korupcyjnych płatności na swoich fakturach, a tym samym TENEX przepłacił za usługi Transportation Corporation A. W czerwcu 2015 roku były współprzewodniczący Lamberta, Daren Condrey, przyznał się do spisku mającego na celu naruszenie FCPA i popełnienia oszustwa elektronicznego, a Vadim Mikerin przyznał się do spisku mającego na celu pranie brudnych pieniędzy z naruszeniem FCPA. Mikerin odsiaduje obecnie wyrok 48 miesięcy więzienia, a Condrey oczekuje na wyrok. Akt oskarżenia zawiera zarzuty przeciwko Lambertowi oparte na jego roli w realizacji przestępczego planu z Condreyem, Mikerinem i innymi.
729368012	14	Wiemy również o Campbellu:
729368012	15	Tajny informator FBI, William Campbell, złożył pisemne zeznania śledczym Kongresu po tym, jak w październiku zniesiono „żelazny” nakaz kneblowania
729368012	16	Campbell był wysoko cenionym aktywem CIA i FBI głęboko osadzonym w rosyjskim przemyśle nuklearnym, podczas gdy Robert Mueller był dyrektorem FBI
729368012	17	podczas gdy Robert Mueller był dyrektorem FBI, Campbell był pod groźbą żądany przez Rosjan do prania dużych sum pieniędzy – co pozwoliło FBI odkryć potężną rosyjską „nuklearną aparaturę do prania pieniędzy”
729368012	18	"W ciągu sześciu lat zebrał ponad 5000 dokumentów i sprawozdań, z których niektóre szczegółowo opisują starania Moskwy o skierowanie pieniędzy do Fundacji Clintona
729368012 19 Campbell twierdzi, że ma dowody wideo z łapówek związanych z umową Uranium One, które są wpychane do walizek.
729368012 20 łapówek związanych z umową Uranium One wpychanych do walizek. FBI Obamy wiedziało o planie przekupstwa, ale administracja nadal zatwierdziła umowę Uranium One.
729368012 21 Aby podziękować mu za jego usługi, funkcjonariusze FBI zapłacili Campbellowi 51 000 USD podczas uroczystej kolacji w 2016 r. w Chrystal City
729368012 22 Kiedy okazało się, że Campbell ma dowody przeciwko Fundacji Clintona, w artykule Yahoo News autorstwa Michaela Isikoffa (znanego z wniosku o wydanie nakazu FISA) potępiono Campbella jako potencjalnego świadka katastrofy"
729368012	23	Wszystko to wraca następnie do rzeczy, na które wskazaliśmy farmerom w zachodnich Stanach Zjednoczonych i ich wpływu, a także do grabieży ziemi, które są niekonstytucyjnie zorganizowane przez rząd DC i Biuro Gospodarki Gruntami. Istnieje również znaczna dokumentacja odkryta w Oregonie, która odnosi się do tej umowy podczas okupacji Oregonu w 2016 roku, która nie została omówiona w mediach głównego nurtu.
729368012	24	Czy w tym wszystkim czeka nas poważny wstrząs? Czas pokaże, ale pozostaję sceptyczny, ponieważ ostatecznie wszystko, co dostajemy, to wymówki, a nie sprawiedliwość.
729410793	1	Niemiecki kardynał: liturgiczne „błogosławieństwo” dla związków homoseksualnych jest „naprawdę… świętokradcze”
729410793	3	Aktualności Kościół katolicki
729410793	4	NIEMCY, 8 lutego 2018 r. (LifeSiteNews) – Kardynał Paul Josef Cordes skrytykował sugestię innego niemieckiego kardynała Reinharda Marxa, aby księża katoliccy rozważyli liturgiczne „błogosławienie” związków osób tej samej płci.
729410793	5	Pomysł Marksa „naprawdę wydaje się świętokradztwem” i „ignoruje jasne Objawienie Boże”, napisał Cordes w odpowiedzi na kath.net. Dr Maike Hickson przetłumaczyła to w One Peter Five.
729410793	6	„Kościół jest w swojej trosce duszpasterskiej związany Pismem Świętym i jego interpretacją przez Magisterium Kościoła” – napisał Cordes. „Marks nawet nie wspomina, że ​​homoseksualizm zawsze sprzeciwia się woli Boga”, powołując się na nauczanie kościoła na przestrzeni wieków.
729410793	7	Osoby angażujące się w sodomię i pragnące jej „pobłogosławienia” przez Kościół, zamiast polegać na uzyskaniu „pomocy Bożej dla siebie”, „kierują swoją prośbą o uznanie i akceptację ich homoseksualnego stylu życia oraz jego eklezjalną waloryzację”.
729410793	8	Katechizm Kościoła Katolickiego naucza, że ​​„w żadnych okolicznościach” nie można „zatwierdzić” aktywności homoseksualnej, ponieważ jest ona „wewnętrznie nieuporządkowana”. Czyny takie są „sprzeczne z prawem naturalnym. Zamykają akt płciowy na dar życia. Nie wynikają one z prawdziwej komplementarności uczuciowej i seksualnej” (KKK 2357).
729410793	9	Jednak Marks powiedział 3 lutego, że pary homoseksualne potrzebują „bliższej opieki duszpasterskiej” i „należy również zachęcać księży i ​​pracowników duszpasterskich, aby dawali ludziom w konkretnych sytuacjach [związków homoseksualnych] zachętę. Naprawdę nie widzę tam żadnych problemów”.
729410793	10	Marks jest przewodniczącym Konferencji Episkopatu Niemiec.
729410793	11	Jak wcześniej informowało LifeSiteNews, Marks również powiedział „tak”, mógł sobie wyobrazić stworzenie rytuału błogosławienia par homoseksualnych w Kościele.
729410793	12	Ta „zachęca” ze strony księży, o którą apelował, może obejmować swego rodzaju „liturgiczne” uznanie ich związku.
729410793	13	Ale „jak można to zrobić publicznie, w formie liturgicznej” to „kolejna kwestia… w tym przypadku trzeba być powściągliwym, a także zastanowić się nad tym w dobry sposób”.
729410793	14	Po wstępnym raporcie Katolickiej Agencji Informacyjnej na temat komentarzy Marksa, jego biuro skontaktowało się z redakcją i poinformowało, że źle przetłumaczyli część jego wypowiedzi.
729410793	15	Biuro kardynała przesłało CNA „prośbę o poprawienie [swojego] tłumaczenia przedmiotowego wywiadu, wyrażając zaniepokojenie, że tłumaczenie CNA stanowi fałszywe odniesienie i nie odzwierciedla we właściwy sposób stanowiska kardynała Marksa”.
729410793	16	Kardynał utrzymuje, że zamiast powiedzieć „tak”, istnieje możliwość liturgicznego „błogosławieństwa” związków homoseksualnych, odpowiedział na pytanie w bardziej subtelny sposób, nie dając jednoznacznego „tak”. Jednak Konferencja Episkopatu Niemiec nie wydaje się zaprzeczać reszcie jego wypowiedzi o tym, jak „trzeba zachęcać księży”, aby zachęcali pary homoseksualne, co może obejmować publiczne błogosławieństwa, które przyjęłyby formę „liturgiczną”.
729410793	17	Sztab kardynała poprosił CNA o zmianę odpowiedzi o liturgicznym „błogosławieniu” związków homoseksualnych na: „Nie ma ogólnych rozwiązań i myślę, że nie byłoby to właściwe, ponieważ mówimy o duszpasterstwie indywidualnych przypadków, a to dotyczy innych obszarów” również, których nie możemy regulować, gdzie nie mamy zestawów zasad”.
729410793	18	Arcybiskup Filadelfii Charles Chaput również wypowiedział się przeciwko propozycji Marksa.
729410793	19	„Każdy taki„ obrzęd błogosławieństwa ”współpracowałby z czynem moralnie zakazanym, bez względu na to, jak szczere byłyby osoby proszące o błogosławieństwo” – napisał Chaput. Wyjaśnił, że takie „błogosławieństwo” zachęciłoby ludzi do dalszego życia w sposób, który Kościół uważa za ciężki grzech i duchowo niszczący, a zatem byłby niemiłosierny.
729410793	20	„Nie ma miłości – nie ma miłosierdzia – bez prawdy, tak jak nie ma prawdziwego miłosierdzia oddzielonego od ram sprawiedliwości opartej na prawdzie i opartej na niej” – napisał. „Stworzenie zamieszania wokół ważnych prawd naszej wiary, bez względu na to, jak pozytywna jest intencja, tylko utrudnia trudne zadanie”.
729410793	21	„Są dwie zasady, o których musimy pamiętać” – napisał Chaput. „Po pierwsze, musimy traktować wszystkich ludzi z szacunkiem i duszpasterską troską, na jaką zasługują jako dzieci Boże z wrodzoną godnością. Dotyczy to zdecydowanie osób odczuwających pociąg do osób tej samej płci. Po drugie, nie ma prawdy, prawdziwego miłosierdzia ani autentycznego współczucia w błogosławieniu postępowania, które oddala ludzi od Boga”.
729410793	22	„To w żaden sposób nie jest odrzuceniem osób szukających takiego błogosławieństwa, ale raczej odmową ignorowania tego, co wiemy, że jest prawdą o naturze małżeństwa, rodziny i godności ludzkiej seksualności” – wyjaśnił. „Jezus powiedział, że prawda nas wyzwoli. Nigdzie nie sugerował, że dzięki temu będziemy czuli się komfortowo.
729410793	23	Cordes ma długą historię obrony moralnego nauczania Kościoła.
729410793	24	Marks, jeden z dziewięciu głównych doradców papieża, powiedział w 2016 r., że związki osób tej samej płci mają „wartość”, którą Kościół musi uznać.
729549972	1	NASA wykonała najdalsze jak dotąd zdjęcie z Ziemi
729549972	3	© Informacja prasowa Historyczne zdjęcie wykonane przez sondę New Horizons. Fot: NASA
729549972	4	NASA opublikowała rekordowe zdjęcie wykonane przez sondę New Horizons, gdy znajdowała się ona 3,79 miliarda mil od Ziemi.
729549972	5	Sonda New Horizons przeleciała obok Plutona w lipcu 2015 r., robiąc zdjęcia, które ujawniły jeszcze bardziej zróżnicowany krajobraz, niż wcześniej wyobrażali sobie naukowcy.
729549972	6	Po przelocie sonda kontynuowała podróż do Pasa Kuipera – podobnego do pasa asteroid, ale dalej od Słońca i składającego się raczej z planet karłowatych i zamarzniętego lodu niż z ciał skalistych.
729549972	7	Teraz, używając swojego Long Range Reconnaissance Imager (LORRI), sonda sfotografowała kilka obiektów Pasa Kuipera (KBO) i planet karłowatych pod wyjątkowymi kątami.
729549972	8	© Inne Powiększona wersja obrazu „Pale Blue Dot”.
729549972	9	Zdjęcia w fałszywych kolorach opublikowane przez NASA są najdalszymi od Ziemi zdjęciami, jakie kiedykolwiek wykonał statek kosmiczny, a także najbliższymi jak dotąd zdjęciami obiektów Pasa Kuipera.
729549972	10	Sonda New Horizons znajdowała się jeszcze dalej od Ziemi niż sonda kosmiczna Voyager 1, kiedy skierowała się w stronę Ziemi 14 lutego 1990 r. i wykonała zdjęcie maleńkiej kropki.
729549972	11	W 1994 roku amerykański astronom Carl Sagan zastanawiał się nad znaczeniem fotografii dla publiczności na Uniwersytecie Cornell, słynnie wymyślając jej nazwę jako „Bladoniebieska kropka” i wygłaszając jedno z najczęściej publikowanych przemówień wszechczasów.
729549972	12	© Getty Carl Sagan i zdjęcie „Pale Blue Dot”.
729549972	13	Według NASA New Horizons jest dopiero piątym statkiem kosmicznym stworzonym przez człowieka, który kiedykolwiek podróżował poza planety zewnętrzne, a wiele z jego działań ustanawia rekordy odległości.
729549972	14	W grudniu z powodzeniem przeprowadził najbardziej odległy manewr korekty kursu w historii, a zespół misji skierował go w stronę bliskiego spotkania z KBO zaplanowanym na 1 stycznia 2019 r.
729549972	15	Ten noworoczny lot obok MU69 będzie najdalszym spotkaniem planetarnym w historii, mającym miejsce miliard mil poza układem Plutona – który New Horizons słynnie zbadał w lipcu 2015 r., powiedziała NASA.
729549972	16	Na szczęście statek kosmiczny jest zdrowy i działa prawidłowo, chociaż obecnie jest w stanie hibernacji.
729549972	17	Kontrolerzy misji z Johns Hopkins Applied Physics Laboratory w Laurel w stanie Maryland wybudzą sondę z elektronicznego snu w czerwcu, aby rozpocząć serię sprawdzania systemów i innych działań przygotowujących ją do kolejnego rekordowego spotkania.
729561658	1	Studentka nie zdała zadania, ponieważ jej profesor uważał, że Australia „nie jest krajem”
729561658	3	Australia to kraj. Abyśmy wszyscy mieli jasność. Shutterstock
729561658	4	Według raportu w BuzzFeed News, profesor z Southern New Hampshire University nie zaliczyła jednego ze swoich zadań studenckich, ponieważ profesor błędnie uważała, że ​​Australia „nie jest krajem”.
729561658	5	Australia jest w rzeczywistości krajem.
729561658	6	Studentka, Ashley Arnold, pracuje na uniwersytecie, aby uzyskać dyplom z socjologii online. W ramach jednego z ostatnich zadań musiała porównać normę społeczną w Stanach Zjednoczonych z innym krajem. Zdecydowała się porównać korzystanie z mediów społecznościowych w USA z tym, jak wygląda to w Australii.
729561658	7	Profesor, według BuzzFeed News, zawiódł Arnoldsa, ponieważ „Australia to kontynent, a nie kraj”, co znowu jest niepoprawne, żeby było jasne. Australia to zarówno kontynent, jak i kraj.
729561658	8	Kiedy Arnold narzekał, profesor powiedział, że ponownie przeanalizują zadanie, ale nie przyznał, że Australia to kraj.
729561658	9	Australia to kontynent; to nie jest kraj. Ten błąd prawie uniemożliwił dokładne ukończenie zarysu badań w drugim tygodniu, napisał profesor w wiadomości e-mail otrzymanej przez BuzzFeed News. „Jak wspomniałem powyżej, jeszcze raz przejrzę twoją gazetę z drugiego tygodnia i zobaczę, czy zarobiłeś więcej punktów, niż ci dałem”.
729561658	10	W innej wymianie e-maili Arnold słusznie stwierdził, że Australia jest krajem, odsyłając do sekcji „O Australii” na stronie internetowej tego kraju:
729561658	11	Australia to zarówno kraj, jak i kontynent. To jedyny kraj, który jest jednym i drugim. W pierwszym e-mailu podałem zasób, który wyjaśnia tę kwestię. Jeśli potrzebujesz dalszych wyjaśnień, google lub biblioteka SNHU Shapiro ma te informacje. Ponownie nie mam na myśli braku szacunku, ale na moją ocenę ma wpływ twoje założenie, że Australia nie jest krajem, kiedy w rzeczywistości nim jest. Dziękuję i daj mi znać, jeśli będę musiał dostarczyć dodatkowe materiały potwierdzające, że Australia jest krajem.
729561658	12	Profesor powiedział, że wezmą pod uwagę obawy Arnolda.
729561658	13	Dziękuję za ten adres internetowy, napisali. „Po przeprowadzeniu niezależnych badań na temat kontynentu/kraju przejrzę twój artykuł”.
729561658	14	Według BuzzFeed News, po okresie przeglądu profesor zmienił ocenę Arnolda na B+. Profesor nie przyznał się do ich błędu.
729561658	15	Przedstawiciel Southern New Hampshire University nie odpowiedział natychmiast na prośbę INSIDER o komentarz. W tweecie napisano, że zwrócono Arnoldowi czesne za zajęcia i „zastąpiło instruktora”.
729561658	16	Zarejestruj się tutaj, aby otrzymywać ulubione historie INSIDER prosto do swojej skrzynki odbiorczej.
729578579	1	RAPORT SPECJALNY: Domniemane tuszowanie papiestwa, papież oskarżony w międzynarodowej sprawie o wykorzystywanie seksualne
729578579	3	Hej, pamiętacie, jak pięć minut temu papież Franciszek krzyknął do reportera w Chile, że „nie ma dowodów” na poparcie skarg na jego dobrego przyjaciela biskupa Juana Barrosa? I na wszelki wypadek oskarżył oskarżających go ludzi – ofiary wykorzystywania seksualnego przez mentora Barrosa, skazanego za drapieżnika seksualnego Karadimę – o popełnienie „oszczerstwa”? [1] A pamiętacie, jak kardynał O’Malley publicznie zbeształ papieża z powodu „bólu”, jaki te oskarżenia spowodowały u ofiar wykorzystywania seksualnego? A potem pamiętajcie, jak papież przeprosił – z wyjątkiem tego, że nie do końca – ponieważ oskarżenia są mimo wszystko wciąż kłamstwami i że nadal „nie ma dowodów” przeciwko Barrosowi…?
729578579	4	Prasa, zarówno świecka, jak i katolicka, jest w tym tygodniu pełna doniesień, że papież rzeczywiście widział dowody współudziału Barrosa w wykorzystywaniu seksualnym Karadimy – nie tylko, że Barros pomógł to ukryć, ale że był obecny i bezpośrednim świadkiem w tym czasie, a zatem biernym uczestnikiem. Nicole Winfield i Associated Press zrzucili bombę, że informacja pochodzi bezpośrednio od ofiar, które Franciszek zwolnił i odmówił spotkania z nimi podczas swojej podróży, i przekazała za pośrednictwem swojej własnej Komisji ds. wykorzystywania seksualnego:
729578579	5	Papież Franciszek otrzymał w 2015 roku list ofiary, w którym szczegółowo opisano, w jaki sposób ksiądz wykorzystał go seksualnie i jak inni chilijscy duchowni to zignorowali, co jest sprzeczne z niedawnym naleganiem papieża, że ​​żadna ofiara nie zgłosiła się, by potępić tuszowanie, autor listu i członkowie Franciszka – powiedziała agencji Associated Press własna komisja ds. wykorzystywania seksualnego.
729578579	7	Fakt, że Franciszek otrzymał ośmiostronicowy list, uzyskany przez AP, podważa jego naleganie, że ma „zerową tolerancję” dla wykorzystywania seksualnego i tuszowania. Stawia to również pod znakiem zapytania jego deklarowaną empatię wobec osób, które przeżyły nadużycia, potęgując najpoważniejszy kryzys jego pięcioletniego pontyfikatu.
729578579	8	Teraz wydaje się, że Franciszek odrzucił również ostrzeżenie Kongregacji Nauki Wiary z 2015 r., że Barros nie powinien być biskupem. Włoski dziennik katolicki La Nuova Bussola Quotidiana donosi, że papież nie tylko widział list od ofiar, ale że CDF pod kierownictwem Mullera „przeprowadził już wstępne dochodzenie w sprawie Barrosa i innych biskupów bliskich Karadimie, które doprowadziło do decyzji o zwolnieniu ich z pełnionych funkcji”.
729578579	9	„Ale listem podpisanym przez papieża w styczniu 2015 r. i wysłanym do biskupów chilijskich prośba o zwolnienie zostaje zablokowana, a wkrótce potem Barros zostaje awansowany na… Osorno”.
729578579	10	Artykuł wskazuje, że chociaż Karadima został skazany przez watykański trybunał na podstawie zeznań ofiar, to jest to samo zeznanie tych samych świadków-ofiar, które Franciszek odrzuca teraz w oskarżeniach przeciwko Barrosowi. Oskarżenia skierowane przeciwko Karadimie pochodzą z tych samych źródeł, co oskarżenia przeciwko Barrosowi, który według ofiar był wtedy w pokoju i obserwował.
729578579	11	Chociaż szczegóły wciąż nie są znane, czytelnikom może to przypomnieć osobliwy incydent mniej więcej rok później, w którym papież Franciszek w trybie doraźnym nakazał odwołanie trzech księży Kongregacji Nauki Wiary, której zadaniem było dochodzenie w sprawie duchownych oskarżonych o wykorzystywanie seksualne. Witryna internetowa One Peter Five donosi za pośrednictwem Marco Tosattiego, że papież nakazał ich usunięcie, nie udzielając żadnych wyjaśnień ówczesnemu kardynałowi prefektowi Gerhardowi Mullerowi. Kiedy po kilku próbach i trzy miesiące później [2] Mullerowi udało się uzyskać audiencję u papieża, aby zapytać o przyczynę, otrzymał odpowiedź: „Jestem papieżem, nie muszę uzasadniać żadnego z moich decyzje. Zdecydowałem, że muszą odejść i muszą odejść”.
729578579	12	Marco Tosatti relacjonuje incydent CDF, ale wynika z niego dziwna historia spotkania urzędników kurialnych w celu omówienia pewnych nominacji biskupich. Bez wymieniania nazwisk (lub, co frustrujące, podawania dat[3]) Tosatti relacjonuje:
729578579	13	„To było jakiś czas temu, aby zostać biskupem, ale nie we Włoszech. Nuncjusz przygotował triadę [ternę, czyli listę trzech kandydatów]. Kardynał, szef dykasterii, być może ten sam posiadacz Kongregacji ds. Biskupów, podczas zgromadzenia zwyczajnego zabrał głos, mówiąc: „Pierwszy wskazany kandydat jest doskonały, drugi jest dobry. Ale chciałbym przestrzec przed trzecim, którego dobrze znam, bo był klerykiem, i który przedstawia problemy zarówno na poziomie doktrynalnym, jak i moralnym. Niewiele odpowiada niezbędnym kryteriom. Ale trzeci był znajomym kogoś, a inny kardynał, z kręgu obecnie sprawującego władzę, rzucił się na kolegę, zarzucając mu niestosowność. Spotkanie zakończyło się bez dalszych decyzji”.
729578579	14	Niezależnie od szczegółów tych dziwnych incydentów, w Chile jasne jest, że żadna ilość zeznań naocznych świadków nie zrobi najmniejszej różnicy. Bergoglio chciał, żeby Barros został biskupem i tyle. Nawet podczas „przepraszania” papież podwoił się, pytany o to przez dziennikarzy, mówiąc: „Wy, w dobrej woli, powiedzcie mi, że są ofiary, ale ja ich nie widziałem, bo się nie zgłosiły. ”
729578579	15	„W przypadku Barrosa to zaobserwowano, zbadano; nie ma dowodów. Najlepszą rzeczą, jaką można zrobić, jeśli ktoś uważa, że ​​tak jest, jest szybkie przedstawienie dowodów”.
