doc_id	paragraph_id	en-ge
722512241	11	Er weigert sich, diese Frage zu beantworten, trotz endloser Plattitüden, wie wichtig es sei, den Ausgegrenzten nahe zu sein und diejenigen an den Rändern der Kirche zu begleiten. Die Unterzeichner lassen sich jedoch nicht von ihrem Streben nach einer väterlichen Antwort abbringen:
722512241	12	Sie reden nicht gerne um den heißen Brei herum, und wir auch nicht, also erlauben Sie uns, offen zu sagen, dass wir Ihre Lehre über den Islam, wie wir in den Abschnitten 252 und 253 von Evangelii Gaudium lesen, nicht verstehen, weil sie dem nicht Rechnung trägt Tatsache, dass der Islam NACH Christus kam und daher ein Antichrist ist und nur sein kann (siehe 1 Joh 2.22), und einer der gefährlichsten, weil er sich als Erfüllung der Offenbarung darstellt (von der Jesus nur ein Prophet gewesen wäre). ). Wenn der Islam an sich eine gute Religion ist, wie Sie zu lehren scheinen, warum sind wir dann katholisch geworden? Stellen Ihre Worte nicht die Richtigkeit der Entscheidung in Frage, die wir unter Einsatz unseres Lebens getroffen haben? Der Islam schreibt den Tod für Abtrünnige vor (Quran 4.89, 8.7-11), wissen Sie das? Wie lässt sich islamische Gewalt mit sogenannter christlicher Gewalt vergleichen? „Was ist die Beziehung zwischen Christus und Satan? Welche Vereinigung besteht zwischen Licht und Dunkelheit? Welche Verbindung zwischen den Gläubigen und den Untreuen?“ (2 Kor 6: 14-17) In Übereinstimmung mit seiner Lehre (Lk 14:26) haben wir ihn, den Christus, unserem eigenen Leben vorgezogen. Sind wir nicht in einer guten Position, um mit Ihnen über den Islam zu sprechen?
722512241	13	Der Brief macht kurzen Prozess mit der Vorstellung, dass Islam und Christentum jemals kompatibel sein könnten oder dass der Islam als Heilsweg dienen kann:
722512241	14	In der Tat, solange der Islam will, dass wir sein Feind sind, sind wir es, und all unsere Freundschaftsbekundungen können nichts ändern. Als echter Antichrist existiert der Islam nur als Feind von allen: „Zwischen uns und dir gibt es Feindschaft und Hass für immer, bis du an Allah allein glaubst!“ (Quran 60.4) Für den Quran sind Christen „nur Unreinheit“ (Quran 9.28), „das Schlimmste der Schöpfung“ (Quran 98.6), alle zur Hölle verdammt (Quran 4.48), so Allah muss sie ausrotten (Quran 9.30). Wir dürfen uns nicht von den als tolerant erachteten Koranversen täuschen lassen, weil sie alle durch den Vers des Schwertes aufgehoben wurden (Koran 9.5). Wo das Evangelium die frohe Botschaft von Jesu Tod und Auferstehung zur Errettung aller und die Erfüllung des mit den Hebräern begonnenen Bundes verkündet, hat Allah nichts zu bieten als Krieg und Ermordung der „Ungläubigen“ im Austausch für sein Paradies: „Sie kämpfen auf dem Weg Allahs, sie töten und werden getötet.“ (Quran 9:11) Wir verwechseln den Islam nicht mit Muslimen, aber wenn „Dialog“ für Sie die Stimme des Friedens bedeutet, ist es für den Islam nur eine andere Art, Krieg zu führen. Ebenso wie angesichts des Nationalsozialismus und des Kommunismus ist Naivität gegenüber dem Islam selbstmörderisch und sehr gefährlich. Wie können Sie von Frieden sprechen und den Islam unterstützen, wie Sie es zu tun scheinen: „Um die Krankheit, die unser Leben plagt, aus unseren Herzen auszurotten (…) sollen diejenigen, die Christen sind, es mit der Bibel tun und diejenigen, die Muslime sind, es mit der Bibel tun Koran. „(Rom, 20. Januar 2014)? Dass der Papst den Koran als Heilsweg vorzuschlagen scheint, ist das kein Grund zur Sorge? Sollen wir zum Islam zurückkehren?
722512241	15	Die Autoren sagen, dass der Islam kein Verbündeter im Kampf „gegen die Mächte sein kann, die die Welt beherrschen und versklaven wollen“, weil „sie dieselbe totalitäre Logik teilen, die auf der Ablehnung des Königtums Christi basiert (Lk 4,7)“. Sie bestreiten die Idee, dass das Sprechen in einem „islamophilen Ton“ den Christen hilft, die in muslimischen Ländern verfolgt werden, und erklären, dass „abgesehen von der Tatsache, dass Jesus nie einen anderen Weg als den des Kreuzes aufgezeigt hat, so dass wir ihn finden müssen unsere Freude daran und fliehen nicht mit allen Verdammten, wir zweifeln nicht daran, dass allein die Verkündigung der Wahrheit nicht nur Heil, sondern auch Freiheit bringt (Johannes 8,32).“
722512241	16	Der Brief kontrastiert auch die Haltung islamischer Länder wie der Türkei und Saudi-Arabien, die „keine Flüchtlinge willkommen heißen“, während Papst Franziskus predigt
722512241	17	die Aufnahme von Migranten ungeachtet der Tatsache, dass sie Muslime sind, etwas, das durch das apostolische Gebot verboten ist: „Wenn jemand zu euch kommt und dieses Evangelium ablehnt, nehmt ihn nicht unter euch auf und grüßt ihn nicht. Wer ihn grüßt, nimmt teil an seinen bösen Werken.“ (2 Johannes 1.10-11); „Wer euch ein anderes Evangelium predigt, der sei verflucht!“ (Galater 1.8-9)
722512241	18	Die Unterzeichner äußern weiterhin den völligen Skandal des Versagens des Papstes, seine evangelische Mission als Stellvertreter Christi auszuführen, um die Mitglieder des islamischen Glaubens nach Hause zu rufen:
722512241	19	Die pro-islamische Rede Eurer Heiligkeit führt uns dazu, die Tatsache zu bedauern, dass Muslime nicht aufgefordert werden, den Islam zu verlassen, und dass viele Ex-Muslime, wie Magdi Allam, sogar die Kirche verlassen, angewidert von ihrer Feigheit, verletzt durch zweideutige Gesten , verwirrt durch den Mangel an Evangelisierung, empört über das Lob des Islam … So werden unwissende Seelen in die Irre geführt …
722512241	20	Sie gehen weiter und warnen auch vor der physischen Gefahr, die die Haltung des Papstes gegenüber dem Islam einlädt, und sagen, dass dies zu Christen geführt habe
722512241	21	sich nicht auf eine Konfrontation mit dem Islam vorbereiten, zu der sie Johannes Paul II. aufgerufen hat (Ecclesia in Europa, Nr. 57). Wir haben den Eindruck, dass Sie Ihren Bruder Bischof Nona Amel, chaldäisch-katholischer Erzbischof von Mossul im Exil, nicht ernst nehmen, wenn er uns sagt: „Unsere gegenwärtigen Leiden sind der Auftakt zu denen, die Sie, Europäer und westliche Christen, leiden werden in naher Zukunft leiden. Ich habe meine Diözese verloren. Der Hauptsitz meiner Erzdiözese und meines Apostolats wurde von radikalen Islamisten besetzt, die wollen, dass wir konvertieren oder sterben. (…) Sie heißen immer mehr Muslime in Ihrem Land willkommen. Auch Sie sind in Gefahr. Sie müssen starke und mutige Entscheidungen treffen (…). Du denkst, dass alle Menschen gleich sind, aber der Islam sagt nicht, dass alle Menschen gleich sind. (…) Wenn Sie das nicht sehr schnell verstehen, werden Sie Opfer des Feindes, den Sie in Ihr Haus eingeladen haben.“ (9. August 2014) “. Hier geht es um Leben und Tod, und jede Selbstgefälligkeit gegenüber dem Islam ist Verrat. Wir wollen weder, dass der Westen mit der Islamisierung fortfährt, noch dass Ihr Handeln dazu beiträgt. Wo würden wir dann hingehen, um Zuflucht zu suchen?
722512241	22	Der Plädoyer der Unterzeichner lautet, dass der Papst „schnell eine Synode über die Gefahren des Islam einberufen wird“.
723501118	1	Wir sollten eher wie Schweden sein: Die Regierung kann die Armee gegen Immigrantenbanden einsetzen
723501118	3	Progressive sagen, wir sollten mehr wie Schweden sein. Das bedeutet, unser Land in ein hoffnungsloses Höllenloch zu verwandeln, in dem die einheimische Bevölkerung von kriegführenden ausländischen Banden überfordert und terrorisiert wird. Da kommen wir auch hin.
723501118	4	Was sollen wir machen? Vielleicht sollten wir mehr wie Schweden sein?
723501118	5	Schweden wird alles tun, was nötig ist, einschließlich der Entsendung der Armee, um eine Welle von Bandengewalt zu beenden, die eine Reihe tödlicher Schießereien gesehen hat, sagte Premierminister Stefan Lofven am Mittwoch. Die Mordrate in Schweden ist im internationalen Vergleich relativ niedrig, aber die Bandengewalt hat in den letzten Jahren zugenommen, und die Schweden sind besorgt, dass die Polizei nicht in der Lage ist, damit fertig zu werden.
723501118	6	Natürlich kommen sie damit nicht zurecht. Es ist Demolition Man im wirklichen Leben, in dem Flüchtlingskriegsverbrecher und Terroristen gegen Bürokraten mit Abzeichen antreten, die daran gewöhnt sind, den Menschen zu sagen, dass sie ihre Stimme nicht erheben sollen.
723501118	7	Vier Menschen wurden in der ersten Woche dieses Jahres erschossen. Ein Mann starb, nachdem er vor einer U-Bahnstation in einem Vorort von Stockholm eine Handgranate aufgehoben hatte. Recht und Ordnung dürften bei den für September geplanten Parlamentswahlen ein wichtiges Thema sein, da die populistischen, oppositionellen Schwedendemokraten die öffentliche Besorgnis über die steigende Kriminalitätsrate mit einem starken Anstieg der Zahl der Einwanderer in Verbindung bringen. „Es wäre nicht meine erste Option, das Militär einzusetzen, aber ich bin bereit, alles Notwendige zu tun, um sicherzustellen, dass die schwere organisierte Kriminalität ausgerottet wird“, sagte Lofven der Nachrichtenagentur TT.
723501118	8	Die Einbeziehung des Militärs ist eine Option, bevor die Migration nach Schweden eingeschränkt wird. Das sagt dir alles.
723501118	9	Warum würde irgendjemand steigende Kriminalität und Einwanderung in Verbindung bringen? Vielleicht, weil es sich bei den fraglichen Banden um Einwandererbanden handelt.
723501118	10	Die Regierung hat der Polizei bis 2020 zusätzliche 7,1 Milliarden Kronen (880 Millionen US-Dollar) versprochen, die Gesetze gegen Waffenverbrechen verschärft und es der Polizei unter anderem erleichtert, private Telefongespräche und E-Mails zu überwachen.
723501118	11	Klingt bekannt? Massenrepression und Polizeibefugnisse, die die Ursache des Problems nicht wirklich angehen.
723501118	12	Inzwischen scheint die Grenade Amnesty nicht funktioniert zu haben. Und die Bandengewalt nimmt weiter zu. Aber wer sind diese Banden?
723501118	13	Die kriminelle Bande Loyal to Familia hat sich von ihrem Stützpunkt im Kopenhagener Stadtteil Nørrebro bereits über ganz Dänemark ausgebreitet und scheint nun Schweden im Visier zu haben. Die schwedische Polizei teilte der dänischen Boulevardzeitung Ekstra Bladet mit, dass die Bande versuche, sowohl in Malmö als auch in Helsingborg eine Präsenz aufzubauen. Eine Expansion nach Malmö könnte angesichts der Tatsache, dass Waffengewalt letztes Jahr in der südschwedischen Stadt 11 Menschen das Leben gekostet hat, ein Rezept für erhöhte Gewalt sein. Der Anführer der Bande, Shuaib Khan, bestätigte, dass die Gruppe die beiden schwedischen Städte im Auge behalte, bestritt jedoch, dass Loyal to Familia eine „kriminelle Bande“ sei.
723501118	14	Nur eine dieser dänischen Banden, angeführt von einem Burschen namens Khan.
723537899	1	Amerikas Einwanderungsstimme.
723537899	3	Der Krieg um die Vorherrschaft im Nahen Osten scheint nach der Zerschlagung des IS in Syrien kurz vor dem Beginn zu stehen – mit den NATO-Verbündeten Amerika und der Türkei auf gegnerischen Seiten.
723537899	4	Die Türkei verlegt Rüstungen und Truppen nach Süden in die von Kurden besetzte syrische Grenzenklave Afrin, um sie zu vertreiben, und vertreibt dann die syrischen Kurden auch weiter südlich aus Manbij.
723537899	5	Präsident Recep Tayyip Erdogan sagt: „Wir werden alle Terrornester, eines nach dem anderen, in Syrien zerstören, angefangen bei Efrîn und Manbidsch.“
723537899	6	Für Erdogan ist die kurdische YPG, der wichtigste Verbündete der USA in Syrien, ein Arm der kurdischen PKK in der Türkei, die wir und die Türken als terroristische Organisation bezeichnet haben.
723537899	7	Während die Kurden unsere effektivsten Verbündeten gegen ISIS in Syrien waren, betrachtet die Türkei sie als tödliche Gefahr und beabsichtigt, mit dieser Bedrohung fertig zu werden.
723537899	8	Wenn Erdogan es ernst meint, steht ein Zusammenstoß mit den USA bevor, da unsere kurdischen Verbündeten den größten Teil der syrischen Grenze zur Türkei besetzen.
723537899	9	Darüber hinaus haben die USA Pläne zur Schaffung einer 30.000 Mann starken Grenzsicherheitstruppe aus Kurden und Arabern angekündigt, um ISIS von Syrien fernzuhalten.
723537899	10	Erdogan hat diese BSF als „Terrorarmee“ gebrandmarkt, und der syrische Präsident Bashar Assad hat BSF-Mitglieder als „Verräter“ bezeichnet.
723537899	11	Dieser US-Plan zur Schaffung eines BSF in Syrien, erklärte Damaskus, „stellt einen eklatanten Angriff auf die Souveränität und territoriale Integrität und Einheit Syriens dar und stellt eine flagrante Verletzung des Völkerrechts dar“.
723537899	12	Hat die syrische Regierung nicht recht?
723537899	13	Nun, da ISIS aus Raqqa und Syrien vertrieben wurde, mit welcher Autorität verbleiben die US-Streitkräfte, um Truppen zu bewaffnen, um die Regierung von Damaskus daran zu hindern, ihre Autorität auf ihrem eigenen Territorium wieder durchzusetzen?
723537899	14	Außenminister Tillerson gab Syrien die Nachricht am Mittwoch.
723537899	15	Das Engagement der US-Truppen in Syrien, sagte er, sei nun unbefristet.
723537899	16	Unsere Ziele: Sicherstellen, dass Al-Qaida und ISIS nicht zurückkehren und Zufluchtsorte errichten; Umgang mit dem zunehmenden iranischen Einfluss in Damaskus; und verfolgen Sie die Beseitigung des rücksichtslosen Regimes von Bashar Assad.
723537899	17	Aber wer hat dieses strategische Engagement von unbestimmter Dauer in Syrien genehmigt, wenn fast zwei Jahrzehnte in Afghanistan es nicht geschafft haben, diese Nation vor der Rückkehr von al-Qaida und ISIS zu schützen?
723537899	18	Immer wieder hat das amerikanische Volk gesagt, es wolle nicht in den Bürgerkrieg in Syrien hineingezogen werden. Donald Trump gewann die Präsidentschaft mit dem Versprechen, keine unnötigen Kriege mehr zu führen.
723537899	19	Wurde das amerikanische Volk wieder erwischt?
723537899	20	Werden sie einen Zusammenstoß mit dem NATO-Verbündeten Türkei unterstützen, um bewaffnete Kurden an der türkischen Grenze zu halten, wenn die Türken sie als Terroristen betrachten?
723537899	21	Sind wir auf einen schießenden Krieg mit einer syrischen Armee vorbereitet, die von Russland, dem Iran, der Hisbollah und schiitischen Milizen aus dem Irak, Afghanistan und Pakistan unterstützt wird, um im Bündnis mit den Kurden ein Viertel des syrischen Territoriums zu halten?
723537899	22	Die US-Koalition in Syrien sagte diese Woche, die BSF werde „in den nächsten Jahren“ aufgebaut und „entlang der Grenzen stationiert werden … um Teile des Euphrattals und internationale Grenzen im Osten und Norden einzuschließen“.
723537899	23	Bemerkenswert: Eine von den USA geschaffene Grenzarmee wird trotz syrischer Einwände große Teile der syrischen Grenze zur Türkei und zum Irak besetzen und kontrollieren. Und das US-Militär wird hinter dem BSF stehen.
723537899	24	Sind die 2.000 US-Soldaten in Syrien dieser Aufgabe wirklich gewachsen, sollten die Türken beschließen, die syrische Grenze von Kurden zu säubern, oder sollte das syrische Regime beschließen, von den Kurden besetztes Territorium zurückzuerobern?
723537899	25	Wer hat dieses Engagement für eine neue Armee genehmigt, die, wenn Syrien und seine russischen und iranischen Verbündeten sowie die Türken nicht alle nachgeben, einen großen US-Krieg ohne Verbündete außer den Kurden riskiert?
723537899	26	Was Syriens Kurden betrifft, die sich mit den Amerikanern verbündet haben, fragt man sich: Haben sie nicht beobachtet, was passiert ist, als ihre irakischen Cousins, nachdem sie uns geholfen hatten, ISIS aus Mosul zu vertreiben, selbst von der irakischen Armee aus Kirkuk vertrieben wurden, während ihre US-Verbündeten zuschauten? ?
723537899	27	Im sechsjährigen syrischen Bürgerkrieg, der möglicherweise in eine neue Phase eintritt, sieht sich Amerika einer bekannten Situation gegenüber.
723537899	28	Während unsere „Verbündeten“ und Gegner dort lebenswichtige Interessen haben, haben wir das nicht. Die Assads sind seit der Lebenszeit der meisten Amerikaner an der Macht. Und wir Amerikaner haben nie den Wunsch gezeigt, dort zu kämpfen.
723537899	29	Assad hat ein vitales Interesse: die Erhaltung seines Familienregimes und die Wiedervereinigung seines Landes. Die Türken haben ein vitales Interesse daran, bewaffnete Kurden aus ihren Grenzregionen fernzuhalten, die an ihre eigene kurdische Minderheit angrenzen, die nach größerer Unabhängigkeit strebt.
723537899	30	Die israelischen und saudischen Königshäuser wollen, dass die USA den Iran davon abhalten, eine Landbrücke von Teheran über Damaskus in den Libanon zu sichern.
723537899	31	Die US-Kriegspartei will, dass wir den Iran zerschlagen und für immer im Nahen Osten bleiben, um die Hegemonie ihrer Günstlinge zu sichern.
723537899	32	Haben die Generäle, die uns nach Syrien bringen, dem Präsidenten gesagt, wie und wann, wenn überhaupt, sie planen, uns herauszuholen?
723537899	33	COPYRIGHT 2018 CREATORS.COM
723537899	34	Patrick J. Buchanan muss VDARE.COM-Lesern nicht vorgestellt werden; seine Bücher
723537899	35	und
723537899	36	sind bei Amazon.com erhältlich. Patrick J. Buchanan ist der Autor von
723537899	37	Sein neuestes Buch, veröffentlicht am 9. Mai, ist
723793978	1	Amerikas Einwanderungsstimme.
723793978	3	Schwedischer Ministerpräsident schließt Einsatz der Armee zur Beendigung von Bandengewalt nicht aus 17. JANUAR 2018 / 9:06 AM / VOR EINEM TAG Reuters Staff STOCKHOLM (Reuters) – Schweden wird alles tun, was nötig ist, einschließlich der Entsendung der Armee, um eine Welle zu beenden von Bandengewalt, die eine Reihe tödlicher Schießereien gesehen hat, sagte Premierminister Stefan Lofven am Mittwoch. Die Mordrate in Schweden ist im internationalen Vergleich relativ niedrig, aber die Bandengewalt hat in den letzten Jahren zugenommen, und die Schweden sind besorgt, dass die Polizei nicht in der Lage ist, damit umzugehen. … Vier Menschen wurden in der ersten Woche dieses Jahres erschossen. Ein Mann starb, nachdem er vor einer U-Bahnstation in einem Vorort von Stockholm eine Handgranate aufgehoben hatte. Recht und Ordnung dürften bei den für September geplanten Parlamentswahlen ein wichtiges Thema sein, da die populistischen, oppositionellen Schwedendemokraten die öffentliche Besorgnis über die steigende Kriminalitätsrate mit einem starken Anstieg der Zahl der Einwanderer in Verbindung bringen. … „Menschen werden in Pizzerien erschossen, Menschen werden durch Handgranaten getötet, die sie auf der Straße finden“, sagte der Vorsitzende der Schwedendemokraten, Jimmie Akesson, am Mittwoch im Parlament. „Das ist das neue Schweden; das neue, aufregende, dynamische, multikulturelle Paradies, für dessen Schaffung so viele hier in dieser Versammlung … so viele Jahre lang gekämpft haben“, sagte er sarkastisch.
723793978	4	Von Reuters: Wikipedia hat eine Seite, die der „Liste der Granatenangriffe in Schweden“ gewidmet ist, die 80 verschiedene Angriffe ab 2014 auflistet. Das ist verrückt.
723823436	1	Kongressabgeordneter: „Glaubwürdige Beweise“ für „terroristische Infiltration durch die Südgrenze“ im Zusammenhang mit Schießereien in Las Vegas
723823436	3	Wir hatten immer wieder die Behauptung des Islamischen Staates, dass sie die Massenerschießung, die am 1. Oktober 2017 in Las Vegas stattfand, anerkennen und dass Stephen Paddock erst kürzlich zum Islam konvertiert war. Jetzt sagt ein Kongressabgeordneter, es gebe „glaubwürdige Beweise“ für eine „terroristische Infiltration durch die südliche Grenze“, die mit der Schießerei in Las Vegas in Verbindung stehen.
723823436	4	Wenn Sie sich erinnern, hat der Islamische Staat nie die Verantwortung für Angriffe übernommen, an denen er nicht beteiligt war. Hier sind nur einige dieser Behauptungen.
723823436	5	In Naba 100 zeigte #ISIS eine Infografik über den #LasVegas-Angriff und wies auf den Schützen „Abu Abdul Barr al-Amriki“ hin, der vor 6 Monaten konvertiert wurde pic.twitter.com/5JhMFbU2Se – SITE Intel Group (@siteintelgroup) 5. Oktober 2017
723823436	6	Am Donnerstagabend erschien der Abgeordnete Scott Perry (R-PA) heute Abend bei Tucker Carlson und sagte, dass er Beweise dafür habe, dass der Islamische Staat möglicherweise die Wahrheit sagt und dass sie möglicherweise tatsächlich an dem tödlichen Angriff beteiligt waren.
723823436	7	Perry brachte die Tatsache zur Sprache, dass wir anscheinend keine Informationen erhalten können, wenn die Öffentlichkeit darauf aufmerksam gemacht werden muss, etwas, das Anfang dieser Woche in einem Bezirksgerichtssaal zur Sprache gebracht wurde.
723823436	8	Darüber hinaus erhielt die Familie von Stephen Paddock am Donnerstag seine eingeäscherten Überreste und sein Bruder sagte, dass die Familie noch keinen Autopsiebericht erhalten habe. Warum ist das so? Jeder, der in dieser Nacht getötet wurde, hatte Autopsien und diese wurden freigelassen. Uns wurde gesagt, dass Paddock sich in den Kopf geschossen hat, richtig? Warum sollte der Autopsiebericht etwas sein, das der Öffentlichkeit oder seiner Familie vorenthalten werden muss?
723823436	9	Kürzlich wurde ich auf meiner Meinung nach glaubwürdige Beweise für eine mögliche terroristische Infiltration durch die Südgrenze in Bezug auf diesen Vorfall aufmerksam gemacht, sagte Perry.
723823436	10	"Zweimal vor dem Angriff habe ISIS die Vereinigten Staaten gewarnt, dass sie Las Vegas angreifen würden, fügte er hinzu. ""Im Juni und August."""
723823436	11	"Und nachdem der Angriff viermal die Verantwortung übernommen hatte, fuhr Perry fort. ""Etwas passt nicht zusammen."""
723823436	12	Ich sage Ihnen nur, dass ich erhalten habe, was ich für glaubwürdige Beweise für einen möglichen terroristischen Zusammenhang halte und glaube, sagte Perry.
723823436	13	Die Ermittlungen wurden von der örtlichen und staatlichen Polizei durchgeführt, nicht von der Fed, und dennoch behaupten sie weiterhin, es gebe keine islamistische Terrorbeteiligung.
723823436	14	Doch obwohl sie behaupten, Paddock sei ein Einzelkämpfer gewesen, halten sie weiterhin ein Video von ihm in Mandalay Bay zurück, weil sie immer noch gegen andere Verdächtige ermitteln, um sie wegen der Schießerei anzuklagen.
723823436	15	Und niemand scheint zu wissen, wo sich der mutmaßliche Wachmann von Mandalay Bay, Jesus Campos, aufhält.
723823436	16	Nichts davon ist wirklich so überraschend. Wenn Sie sich erinnern, berichteten wir vor einigen Jahren über islamische Terroristen, die sich in Mexiko niederließen und die Grenze überquerten, und das kam heraus, als die berüchtigte „Gang of Eight“ an einem Einwanderungsabkommen arbeitete und den Bau des 700 Meilen langen zweistöckigen Grenzzauns abgelehnt hatte Der Kongress hat die Genehmigung erst vor sieben Jahren erteilt, wobei eine Mehrheit des Senats sagte, sie wolle die Gewährung eines legalen Status für illegale Einwanderer nicht verzögern, während der Zaun gebaut werde.
723823436	17	Drei Jahre vor diesem Bericht gab es einen Videobericht, der anscheinend einen kleinen Beweis für die Behauptung lieferte, dass Islamisten unsere Südgrenze überquerten.
723823436	18	"Und obwohl 2014 islamische Dschihadisten an unserer Grenze festgenommen wurden, winkte die Homeland Security mit der Hand und sagte: ""Es gibt keine Bedrohung."""
723823436	19	Tatsächlich hatte das DHS geleugnet, dass muslimische Terroristen die Grenze überquerten, aber ein örtlicher Ermittler erbrachte gegenteilige Beweise.
723823436	20	Berichten zufolge zahlten einige Dschihadisten bis zu 50.000 US-Dollar, um über die Grenze zu gelangen.
723823436	21	Dies ist seit mehreren Jahren dokumentiert. Es ist nicht überraschend. Überraschend ist der Grad an Geheimhaltung rund um die Schießerei in Las Vegas und die Eindämmung von Informationen mehr als drei Monate nachdem sie stattgefunden haben.
723844295	1	Gesetzgeber macht schockierende Behauptung über das Massaker von Vegas (Video)
723844295	3	Personal Liberty Poll Machen Sie von Ihrem Wahlrecht Gebrauch.
723844295	4	Die Amerikaner haben immer noch keine Ahnung, was im Oktober in Las Vegas passiert ist. Und ein Gesetzgeber deutet an, dass die Regierung eine große Geschichte über den Terrorismus vertuscht.
723844295	5	Während eines Auftritts mit Tucker Carlson bei Fox sagte Rep. Scott Perry (R-Pa.), er habe glaubwürdige Beweise dafür gesehen, dass ISIS an der verheerenden Schießerei in Las Vegas beteiligt war.
723844295	6	ISIS-Terroristen, sagte er, seien vor dem Angriff, der dem mutmaßlichen Einzeltäter Stephen Paddock angelastet wurde, über die Südgrenze in die USA eingedrungen.
723844295	7	„Kürzlich wurde ich auf meines Erachtens glaubwürdige Beweise aufmerksam gemacht, glaubwürdige Informationen über eine mögliche terroristische Infiltration durch die Südgrenze in Bezug auf diesen Vorfall“, sagte Perry.
723844295	8	Perry fügte hinzu, dass ISIS-Warnungen vor einem bevorstehenden Angriff auf Las Vegas vor der Schießerei eine Terrorverbindung noch wahrscheinlicher machen.
723844295	9	„Nun, sie könnten – seien wir ehrlich, ISIS zweimal vor dem Angriff, ISIS warnte die Vereinigten Staaten, dass sie Las Vegas im Juni und August angreifen würden, nachdem der Angriff viermal die Verantwortung übernommen hatte. In der Zwischenzeit sagen uns die Ermittlungsdienste der örtlichen Strafverfolgungsbehörden, dass es keine terroristische Verbindung gibt – ein einzelner Schütze, wieder, etwas passt nicht zusammen “, antwortete Perry.
723844295	10	Ein ungläubiger Carlson befragte seine Mitgastin Catherine Lombardo, eine Anwältin, die von der Tragödie betroffene Familien vertritt, zu den Ermittlungen der Strafverfolgungsbehörden in Bezug auf die Schießerei.
723844295	11	„Das FBI und die Polizeibehörde der Metro von Las Vegas haben die Ermittlungen durchgeführt“, sagte sie. „Wir haben keine Beweise für einen Terroranschlag gesehen, und ich werde mit allem Respekt fragen, Kongressabgeordneter, es sei denn, Sie haben konkrete Beweise, um dies zu untermauern, es scheint ein bisschen unverantwortlich, diese Behauptung aufzustellen, wenn Sie dies tun oder machen diese Behauptung, wenn Sie irgendwelche Beweise dafür haben, bitte ich Sie jetzt, sie mit uns zu teilen und uns zu sagen, was das ist. Meine Mandanten … Opfer, alle 22.000 Menschen haben auf Beweise gewartet und gewartet und gewartet.“
723844295	12	Perry bemerkte, dass allen Amerikanern immer noch alle Beweise fehlen.
723844295	13	"„Wir haben alle gewartet, und ich warte auch. Wie ich schon sagte, nichts passt zusammen, aber ich sage Ihnen nur, ich habe erhalten, was ich für glaubwürdige Beweise für einen möglichen terroristischen Zusammenhang halte und glaube, und wir müssen warten ... bis sich die Situation entwickelt, "" er sagte."
723844295	14	Der Gesetzgeber sagte, er wolle die Anti-Terror-Agenturen des Landes in die Ermittlungen einbeziehen.
723844295	15	"„Wenn ISIS vor einem Angriff warnt und dann ein Angriff stattfindet und nachträglich die Verantwortung übernimmt, scheint es mir, dass sie zumindest einen Teil der Ermittlungen haben sollten, um diese Behauptung eindeutig zu widerlegen, und dennoch ist es nicht passiert ,"" er sagte."
723883127	1	Schock! Der Papst greift jetzt offen Opfer von sexuellem Kindesmissbrauch wegen „Verleumdung“ an
723883127	3	Papst Franziskus greift nun die Glaubwürdigkeit der Opfer von sexuellem Kindesmissbrauch in einem schockierenden Schritt an, der am Ende einer Reise nach Chile unternommen wurde, bei der er gehofft hatte, die Wunden dieses Missbrauchs zu „heilen“.
723883127	4	Richtig, Papst Franziskus beendete seine Reise mit der öffentlichen Verteidigung eines Bischofs, dem die Opfer vorgeworfen haben, die weit verbreitete Pädophilie im Land vertuscht zu haben.
723883127	5	Laut einem Bericht von Associated Press machte Francis die schockierenden Kommentare in einer Diskussion über Rev. Fernando Karadima, der für schuldig befunden wurde, als Mitglied der katholischen Kirche eine Reihe von Minderjährigen sexuell missbraucht zu haben.
723883127	6	Papst Franziskus beschuldigte am Donnerstag Opfer von Chiles berüchtigtstem Pädophilen der Verleumdung, ein erstaunliches Ende eines Besuchs, der dazu beitragen sollte, die Wunden eines Skandals um sexuellen Missbrauch zu heilen, der die katholische Kirche ihre Glaubwürdigkeit im Land gekostet hat. Francis sagte, bis er Beweise dafür sehe, dass Bischof Juan Barros an der Vertuschung der Sexualverbrechen von Rev. Fernando Karadima beteiligt war, seien solche Anschuldigungen gegen Barros „alles Verleumdungen“. Die Äußerungen des Papstes lösten bei den Chilenen einen Schock aus und wurden von den Opfern und ihren Fürsprechern sofort gerügt. Sie stellten fest, dass der Vatikan die Ankläger für glaubwürdig genug hielt, dass er Karadima 2011 für seine Verbrechen zu lebenslanger „Buße und Gebet“ verurteilte gegen Karadima, weil zu viel Zeit vergangen war, es fehlte nicht an Beweisen für seine Verbrechen. […] Der Karadima-Skandal beherrschte Francis‘ Besuch in Chile, und das Gesamtproblem des sexuellen Missbrauchs und der Vertuschung durch die Kirche war wahrscheinlich ein Faktor bei seiner dreitägigen Reise nach Peru, die am späten Donnerstag begann. Karadimas Opfer berichteten den Kirchenbehörden bereits 2002, dass er sie in der von ihm geleiteten protzigen Gemeinde Santiago küssen und streicheln würde, aber die Beamten weigerten sich, ihnen zu glauben. Erst als die Opfer 2010 mit ihren Anschuldigungen an die Öffentlichkeit gingen, leitete der Vatikan eine Untersuchung ein, die dazu führte, dass Karadima aus dem Dienst entfernt wurde. Der emeritierte Erzbischof von Santiago entschuldigte sich daraufhin dafür, dass er den Opfern von Anfang an nicht glauben wollte.
