doc_id	paragraph_id	ge-fr
22127	29	Deuxième exemple, Baud écrit : « Le 24 mars 2021, Volodymyr Zelenskyi a publié un décret pour reprendre la Crimée et a commencé à déplacer ses forces vers le sud du pays. » Zelenskyi a en effet publié un décret le 24 mars 2021 pour « désoccuper » et rétablissement de la souveraineté ukrainienne sur la Crimée. La décision dénonce la violation systématique des droits de l'homme, en particulier de la population tatare traditionnelle. Il met l'accent sur une série de mesures diplomatiques, politiques, économiques, juridiques, culturelles et humanitaires pour atteindre cet objectif, en les privilégiant par rapport aux moyens militaires. Interpréter ce décret comme une préparation à l'expulsion militaire des forces d'occupation russes est une pure falsification[13].
22127	31	Une courte recherche aurait dû rendre les éditeurs de SoZ prudents. Au contraire, les éditeurs justifient leur choix dans l'introduction de l'article de Baud comme suit : « Nous ne sommes pas en mesure de vérifier l'exactitude des faits qui y sont présentés. Cependant, nous considérons sa description comme concluante en elle-même. Nous n'adoptons pas non plus chacun de ses jugements comme le nôtre. Mais quand il écrit : « En réalité, nous n'essayons pas d'aider l'Ukraine, nous essayons de combattre la Russie », cela correspond aussi à notre impression. Le texte peut donc être lu comme un morceau de contre-illumination nécessaire. En fait, cela ne permet qu'une seule conclusion : les éditeurs de SoZ disent que la résistance ukrainienne à la Russie est répréhensible.
22127	33	Cette justification, en pleine conscience de la position politique de l'auteur et dans le contexte de la guerre d'agression russe planifiée à long terme, n'est rien de moins qu'une déclaration de faillite éditoriale. En même temps, c'est une justification politique de la propagande favorable à Poutine et la place sur un pied d'égalité avec la critique socialiste de l'impérialisme russe dans d'autres articles du SoZ. En fin de compte, avec la publication de cet article, l'équipe éditoriale de SoZ a décidé de diffuser une propagande maladroite et des plus perfides pour le régime de Poutine. Incidemment, dans l'introduction de l'article de Baud, la rédaction de SoZ affirme également que la fausse fondation environnementale créée par les dirigeants du SPD dans le Mecklembourg-Poméranie occidentale pour organiser le commerce du gaz avec la Russie a été fermée au cours de la vague de propagande anti-russe qui a été déchaîné. Au lieu de reprendre les critiques justifiées du mouvement climatique sur ce commerce du gaz et son camouflage environnemental, la rédaction de SoZ présente la fermeture de la fondation comme un acte hostile à la Russie que beaucoup mentent.
22127	35	Panégyrique de Steinmeier
22127	37	"Sur la même double page, le SoZ publie un article de Roland Czada, professeur de politique et d'administration publique[14]. L'éditorial complète l'évident message politique. L'auteur se plaint que le gouvernement ukrainien n'ait pas invité le président Steinmeier et attribue cet affront diplomatique au rôle de Steinmeier dans les négociations pour la mise en œuvre des deux accords de Minsk. L'auteur dresse des rapprochements historiques incompréhensibles et discutables, par exemple avec la Paix de Westphalie et sa critique par les nazis. En dehors de cela, il sait avec certitude que les recettes de Steinmeier auraient été bonnes pour l'Ukraine. ""L'objectif d'une Ukraine neutre et structurée au niveau fédéral aurait mieux correspondu à son histoire et à sa situation conflictuelle qu'un État unitaire, d'autant plus que la grande majorité de la population vivant à l'est et au sud a longtemps rejeté l'orientation occidentale du pays."" le fait que depuis 2014 la Russie remette ouvertement en question la souveraineté, les frontières et même l'existence même de l'Ukraine. De manière néocoloniale sans détour, l'auteur écrit : « À mon avis, les accords de Minsk et la formule Steinmeier auraient pu résoudre le conflit et rétablir la frontière orientale de l'Ukraine. Les accords de Minsk ont ​​été ouvertement sapés par les nationalistes ukrainiens. L'Occident aurait dû faire pression sur l'Ukraine pour qu'elle mette en œuvre l'accord. » Cet article vise également à présenter le gouvernement ukrainien comme l'otage des extrémistes de droite, le dépeignant comme en partie responsable de la guerre d'agression russe et faisant ainsi apparaître la résistance ukrainienne comme illégitime. laisser."
22127	39	En réalité, la publication de ces articles et leur accompagnement éditorial ne permet pas d'autre conclusion que celle que la rédaction de SoZ a conçu cette double page de leur journal non pas par insouciance, mais avec une conscience politique afin de rendre compréhensibles les arguments du régime russe pour les lecteurs et de délégitimer la résistance ukrainienne. Les analyses riches et critiques des évolutions de Donetsk et de Lougansk sont abondantes (par exemple l'article de Simon Pirani sur les pseudo-républiques[15] et son analyse sur le risque d'escalade[16]). Les socialistes de Russie et d'Ukraine évaluent l'histoire de la guerre et jeter un oeil à la scène diplomatique. Il existe de nombreux articles à ce sujet. Le journal ak – analyse & kritik a méritoirement mis une petite sélection de ce riche matériel à la disposition des lecteurs germanophones. Les socialistes, féministes et anarchistes ukrainiens À l'intérieur , ils critiquent tous avec virulence le gouvernement Zelenskyi, ce qui rend d'autant plus crédible son opposition à l'impérialisme russe.
22127	41	Cependant, l'équipe éditoriale de SoZ a choisi une voie différente. Au lieu de cela, elle préfère laisser un apologiste suisse de Poutine et un éloge allemand de Steinmeier s'exprimer afin de faire passer la résistance ukrainienne pour fausse, influencée par les nazis et illégitime.
22127	43	Ambivalence consciente
22127	45	En réponse aux critiques répétées, les éditeurs de SoZ justifient leur politique de publication sur la guerre dans une note éditoriale du numéro de juin, mais sans répondre au contenu des critiques exprimées, notamment de la publication de la contribution de Jacques Baud. Elle pense qu'il est approprié que le journal montre différentes positions de la gauche sur la guerre. Cependant, le SoZ n'a pas encore organisé de débat. La rédaction de SoZ présente les excuses publiées de Poutine comme une contribution légitime à la clarification d'une position socialiste, réaffirme sa trajectoire vacillante et demande dans le numéro de juin « quels autres moyens, au-delà de la puissance de feu des armes, existent pour contrer un attaquant hautement militarisé ? résistance ? » Elle répond à cette question par un entretien avec Stephan Brües, le coprésident de la Fédération pour la défense sociale. Ses propositions se résument à ce que le peuple ukrainien accepte l'occupation russe et s'engage ensuite dans la résistance civile. Le pacifiste allemand donne des conseils bien intentionnés et irréalistes, mais finalement néo-coloniaux, sur la manière dont la population ukrainienne peut échapper à la pluie de bombes et d'obus d'artillerie.
22127	47	"Dans le numéro de juin, Leo Gabriel est également autorisé à partager son point de vue sur une discussion au Forum social mondial. En mai 2019, il a rendu hommage à la direction antisémite et antisyndicale de la pseudo République populaire de Donetsk au sein d'une délégation néostalinienne[17]. La vision géopolitique du monde de l'auteur occasionnel de SoZ, Leo Gabriel, transparaît dans son rapport. Avec désinvolture, Gabriel tisse la déclaration d'Andrei Kochetov, un syndicaliste stalinien de Luhansk au réseau international qui est bien disposé envers Poutine et Assad.[18] Il était heureux que les troupes ukrainiennes aient maintenant été repoussées de 100 kilomètres. Manipulateur, il oppose cela à la déclaration colérique et lasse de guerre de l'Ukrainienne Nina Potorska et loue les ""propositions intéressantes de politique de paix"" du pacifiste ukrainien Iouri Schéliashenko, courtisé dans le mouvement pacifiste allemand, qui prône l'objection de conscience en Ukraine. Ce Yuri Scheliashenko, auquel Stephan Brües fait également référence dans son interview précitée, ne représente que lui-même et évolue en dehors de la gauche ukrainienne. Il n'hésite pas à travailler avec des partenaires politiques au pays et à l'étranger qui argumentent en termes antisémites et complotistes.[19] Ici aussi, la question se pose de savoir pourquoi le SoZ ne vérifie même pas quelles personnes et quels courants son auteur promeut, apparemment à côté, mais de manière ciblée. Cela me rappelle qu'en février 2019, le SoZ a publié une conversation compréhensive entre Leo Gabriel et le dictateur nicaraguayen Ortega peu après qu'il eut fait fusiller plusieurs centaines de manifestants."
22127	49	Le parcours du SoZ est délibérément ambivalent et ouvert à la pensée géopolitique du camp. «Nous voyons aussi beaucoup de confusion à gauche. Mais quand les positions sont répandues au sein de la gauche, nous pensons qu'il vaut mieux vouloir les affronter et les comprendre. Le fait que paraissent parfois des articles qui ne suscitent pas l'approbation de tout le monde est dans la nature de la production de journaux. » Avec une telle nonchalance, le SoZ justifie la publication de la propagande réactionnaire de Poutine et d'un éloge paternaliste de l'ancien ministre des Affaires étrangères et actuel président fédéral.
22127	51	"Maintenant, bien sûr, un journal socialiste peut poursuivre un concept éditorial pluraliste. Cela a généralement du sens aussi. Cependant, il semble y avoir eu ici une décision politique d'ouvrir délibérément des lignes d'argumentation pour le journal qui peuvent être qualifiées de ""campistes"" - c'est-à-dire ancrées dans la pensée géopolitique du camp. Cette pensée de camp est répandue dans la gauche allemande, mais très éloignée d'une perspective socialiste émancipatrice d'en bas. Elle conduit à des conclusions réactionnaires et à d'étranges alliances."
22127	53	Cependant, une partie de cette ambivalence tient également au fait que la Sozialistische Zeitung est membre du réseau européen de solidarité avec l'Ukraine[20]. Cependant, cela n'empêche pas les éditeurs de contredire cette déclaration politique avec leur orientation journalistique. La justification éditoriale de l'orientation jusque-là pratiquée du journal dans le numéro de juin et l'éditorial non contraignant d'Angela Klein sur la guerre dans le même numéro[21] suggèrent que l'équipe éditoriale a l'intention de poursuivre sur sa lancée. Ce faisant, elle dévalorise son journal.
22127	55	Cependant, il est tout simplement trop tragique que le SoZ n'ait aucune chance de prendre pied dans le mouvement climatique avec ce cours. Politiquement, c'est déjà plus avancé. Elle appelle la Russie à éliminer progressivement les combustibles fossiles et considère cela comme une étape importante pour sortir de l'économie des combustibles fossiles.
22128	1	Industrie fossile, armement, renseignement
22128	2	Sur le néo-impérialisme russe*
22128	4	Un tel embarras des positions de gauche était rare : avec la guerre d'agression de la Russie contre l'Ukraine indépendante, l'évaluation faite peu de temps auparavant par de nombreux gauchistes éminents selon laquelle, malgré les coups de sabre militaires aux frontières de l'Ukraine, la Russie ne représentait aucune menace de guerre, était réduite à l'absurde.
22128	6	Les acteurs les plus importants du mouvement pacifiste allemand ont publiquement reconnu leur erreur, de sorte qu'une discussion équitable avec eux est possible. Mais les raisons de cette erreur de jugement fondamentale n'ont guère été discutées à ce jour.
22128	8	L'une des raisons les plus importantes de cette erreur de jugement est le manque de préoccupation pour le caractère agressif du capitalisme russe contemporain. Cependant, cette activité n'est pas seulement nécessaire en raison de la guerre actuelle contre l'Ukraine et du danger d'une guerre nucléaire qui est redevenu apparent. Parce que le précédent écrasement de l'opposition politique en Russie et la répression croissante du régime de Poutine pendant la guerre recèlent le danger que le régime passe de l'ancien régime présidentiel autoritaire à un régime fasciste ouvertement totalitaire, comme l'a récemment déterminé le sociologue russe Greg Yudin .2 Dans le déluge de rapports de guerre, par exemple, le fait que les forces de sécurité ont occupé les locaux de l'organisation de défense des droits de l'homme Memorial à Moscou, qui a été interdite fin 2021, pendant des heures peu après le début de la guerre et ont confisqué de nombreux documents et ordinateurs a été presque complètement perdu. Au vu de la guerre en Ukraine et des nombreux crimes contre la société civile russe, ce processus semble presque anodin. Mais ce processus, comme l'interdiction de Memorial lui-même, montre clairement qu'ici une attaque a lieu contre toutes les conditions préalables à l'auto-organisation sociale : contre la discussion de récits historiques et sociaux indépendants en faveur d'une idéologie totalitaire de domination.
22128	10	Dans le même temps, cependant, la situation économique quasi désespérée dans laquelle l'attaque contre l'Ukraine a plongé le capitalisme russe représente un danger considérable, et pas seulement pour l'opposition russe : une radicalisation et une violence croissante du régime de Poutine à l'intérieur et à l'extérieur sont à craindre. Dans le même temps, les objectifs de politique étrangère précédemment annoncés par la Russie sont suffisamment menaçants pour ses voisins et pour l'Europe dans son ensemble.
22128	12	Miniatures du capitalisme du Far East russe
22128	14	Aujourd'hui, le régime de Poutine n'incarne pas seulement ouvertement l'idéologie archi-réactionnaire de la nouvelle droite mondiale dans la politique culturelle et intérieure, aujourd'hui la réalité brutale d'un capitalisme autoritaire-répressif et néolibéral du Far East avec toute sa laideur est clairement devant les yeux de tous. La constitution interne de la Russie devrait empêcher de se tromper sur la nature de la politique étrangère russe. Si ce n'était pas pour le fait que de nombreux gauchistes regardent ailleurs.
22128	16	La gauche allemande ne discute guère du caractère du capitalisme du Far East russe, dont la brutalité diffère peu de celle du capitalisme du Far West, par exemple dans les pays émergents du Sud. Le niveau de vie des salariés est bien inférieur à celui de l'Occident et montre que la Russie est toujours un pays du deuxième monde. C'est aussi un pays avec un contraste extrême entre la pauvreté et la richesse, avec cette petite couche d'un pour cent des super-riches contrastant avec un vaste monde de pauvres. La soi-disant classe moyenne, d'autre part, comprend un maximum de dix pour cent de la population. L'une des premières mesures après l'entrée en fonction de Poutine à la présidence a été l'introduction d'un impôt forfaitaire néolibéral de seulement 13 % sur les revenus et la mise en œuvre de diverses mesures de déréglementation et de privatisation.
22128	18	"La pression sur les syndicats militants de la phalange de l'État et du capital fait partie de la lutte quotidienne pour l'existence dans les grandes villes avec leurs masses d'emplois précaires, qui, comme les chantiers du pays, sont occupés par des travailleurs migrants bon marché : à l'intérieur du Arrière-cour russe en Asie centrale. Jusqu'à présent, les gauchistes se sont montrés peu intéressés par cette situation dramatique des classes populaires en Russie, qui est similaire à la situation dans d'autres pays émergents ; tout autant pour l'accaparement des terres et la surexploitation de la nature à grande échelle, qui s'accompagnent d'actes de violence et de menaces de mort contre les éco-activistes et les petits agriculteurs résistants. Avec ""l'Alternative"", il y a même un petit syndicat dont le but est la libération des gens de l'esclavage privé."
22128	20	Le marais de corruption du pouvoir politique, de la police, de la justice et du capital dans l'exploitation des personnes et la surexploitation de la nature ne met pas seulement en évidence le caractère kleptocratique du lien entre l'appareil d'État autoritaire et le véritable capitalisme du Far East. Il explique également les nombreux meurtres de journalistes d'investigation. Les lois étatiques de protection des personnes et de la nature, si elles existent, ne sont généralement que des accessoires bon marché pour l'application souvent directement violente des intérêts du capital.
22128	22	L'exemple de VW et la lutte des classes d'en haut
22128	24	"Les multinationales occidentales telles que Coca Cola et VW ne se comportent pas différemment en Russie qu'elles ne le font au Mexique, par exemple. En 2019, par exemple, la direction de VW a présenté un accord salarial inférieur au taux d'inflation lors de négociations avec deux syndicats d'entreprise. Lorsque l'un des deux syndicats, le MPRA, qui fait partie de la Confédération indépendante du travail (KTR)3 et représente 38 % de la main-d'œuvre au sein du comité de négociation collective, a commencé à recueillir des signatures de la main-d'œuvre pour recueillir leurs opinions, cela a été approuvé par la direction de VW dans les locaux de l'usine interdite. Alors que la collecte de signatures se poursuivait devant la porte de l'usine, VW a accusé les syndicalistes de ""terrorisme"" et a appelé la police. Le ministère régional du Travail, en consultation avec le gouverneur, a alors interdit la campagne de signatures contre les droits légaux existants des syndicats4. Nous connaissons depuis longtemps cette pratique de copinage du fleuron allemand avec les régimes autoritaires ; L'Afrique en sont des exemples."
22128	26	"Cet incident est devenu une sorte de prélude à une attaque à grande échelle de l'État russe et du capital derrière lui contre les droits à l'autodétermination des employés et des syndicats l'année suivante. Le 23 mai 2020, la Douma d'État a décidé d'abolir l'ancien Code du travail. Cela a ancré la négociation autonome des relations industrielles par les entreprises et les syndicats. A sa place est venue une ""loi unique au monde"", comme l'a écrit Oleg Shein, vice-président de la KTR. Dans cette révision, les relations de travail sont désormais « régies par la réglementation gouvernementale » et en cas de « conflit entre le Code du travail et les décisions gouvernementales », la « décision gouvernementale prévaut désormais »5."
22128	28	"Les syndicalistes militants actifs dans la solidarité internationaliste sont également de plus en plus menacés par la loi sur les ""agents étrangers"", qui a également été utilisée contre Memorial et d'autres groupes de défense des droits de l'homme.6"
22128	30	Capitalisme de nomenklatura
22128	32	"Afin de comprendre les actions du régime de Poutine, il est important de visualiser la genèse du capitalisme russe d'aujourd'hui et de rappeler son émergence de la nomenklatura ""communiste"" despotique, autrefois au pouvoir. Après l'échec du putsch de l'appareil de sécurité soviétique en août 1991, le président Boris Eltsine a lancé une stratégie de choc consistant à libéraliser et à privatiser à la hâte la propriété de l'État soviétique. L'objectif affiché était la création rapide d'une « classe de la propriété » privée pour assurer l'irréversibilité de la voie capitaliste en Russie. La conséquence de cette politique a été une aggravation dramatique de la crise sociale et économique déjà existante avec des conséquences catastrophiques pour la vie de la plupart des citoyens russes. L'espérance de vie moyenne des hommes est tombée à 63,7 ans, à Moscou les retraités fouillaient dans les poubelles pour trouver quelque chose à manger, les sans-abri du fait de la privatisation campaient sur la Place Rouge, les salaires n'étaient pas payés depuis des mois et les mineurs se mettaient en grève pendant une pain de savon."
22128	34	"La privatisation des biens de l'État s'est déroulée en grande partie par des moyens criminels. Par ruse, escroquerie, corruption et violence, les entreprises et les banques se sont très vite ""mises dans la poche"" des anciens ""directeurs rouges"" et autres membres de la nomenklatura ""communiste"". En très peu de temps, des milliards de fortunes se sont créées en ces « années fondatrices » du pouvoir oligarchique. Les mafiosi ont aidé avec autant de diligence que les membres licenciés du KGB, de l'armée et de la police. C'est ainsi qu'un réseau corrompu et criminel d'anciens directeurs, gardes de sécurité et mafiosi s'est développé, qui a utilisé des méthodes sanglantes pour redistribuer davantage les anciens biens de l'État dans les années 1990. Les années 1990 en Russie ressemblaient aux affrontements mafieux de Chicago dans les années 1930, comme en témoignent de nombreux exemples, par exemple dans les livres de la journaliste assassinée Anna Politkovskaïa. Le terme approprié pour le système qui en résulta fut rapidement trouvé : « capitalisme de nomenklatura », un capitalisme qui avait émergé de la division de la propriété d'État antérieure entre les anciennes nomenklatura « communistes »7."
22128	36	Tsars, Staline, Poutine
22128	38	"C'est incroyable quand certains à gauche voient Vladimir Poutine, admiré par l'extrême droite mondiale, comme une pauvre victime de l'Occident, le Poutine qui, selon Steve Bannon et ses comparses américains d'extrême droite, n'est pas ""réveillé"" et "" a les couilles"" lui-même pour jouer avec l'ouest décadent. Apparemment, les gauchistes qui défendent Poutine sont prisonniers de leur propre symbolisme, car le régime de Poutine utilise des symboles soviétiques de victoire sur l'Allemagne hitlérienne ou de dénazification, surtout maintenant dans la guerre contre l'Ukraine. Cela semble correspondre à la vision du monde de gauche. Mais on oublie que les drapeaux de la marine soviétique aiment aussi flotter sur les mâts des yachts des milliardaires russes et que le régime de Poutine utilise non seulement les symboles soviétiques mais aussi ceux du tsarisme. Si vous jetez un coup d'œil sobre, vous pouvez voir que le régime de Poutine nomenklatura-capitaliste et autoritaire-nationaliste utilise tous les symboles qui racontent la « grandeur de la Russie ». L'Union soviétique est ouvertement et inconditionnellement considérée comme ce qu'elle était devenue sous Staline : une variante spécifique du Grand Empire russe. C'est pourquoi Poutine hait si résolument Lénine, qui ne voyait pas l'Union soviétique comme une continuation de l'Empire russe, mais plutôt comme une union de républiques soviétiques fondée sur le droit des peuples à l'autodétermination."
22128	40	Mais comment l'utilisation du symbolisme soviétique s'articule-t-elle avec la pratique nationaliste réactionnaire du présent ? Depuis 2012, et surtout depuis le 100e anniversaire de la Révolution d'Octobre en 2017, le régime a réussi à créer une idéologie de l'histoire centrée sur le récit de la nature positive d'un État autoritaire de la Grande Russie. Dans celui-ci, un développement des tsars via Staline à Poutine est construit. Lénine est en grande partie effacé de la mémoire, à moins qu'il ne soit tenu pour responsable de la chute de l'État russe soviétique en 1989-1991. Les temps de la Grande Révolution russe sont considérés comme des temps de troubles, lorsque les rouges et les blancs voulaient ce qu'il y avait de mieux pour la Russie, et qui ont finalement produit la montée de l'État stalinien fort qui a succédé à l'Empire tsariste. Ici, la Russie avait atteint sa plus grande étendue et son statut de puissance mondiale. De cette manière nationaliste, les symboles traditionnels et les cultes de l'État soviétique, tels que ceux de la victoire dans la Grande Guerre patriotique, peuvent être mélangés avec des symboles du tsarisme dans un mélange réactionnaire de la taille de la Russie. La fête du 9 mai n'est donc pas tant un symbole du souvenir des victimes russes de la victoire sur l'Allemagne hitlérienne et d'un « plus jamais la guerre ! », mais de la force actuelle de la Russie et de la possibilité d'une marche vers Berlin dans le lutter contre pour pouvoir répéter l'Occident.
22128	42	"Il n'est donc pas étonnant que les autorités de censure elles-mêmes aient reconnu et interdit la chanson d'Evtushenkov ""Pensez-vous que les Russes veulent la guerre?"" comme un propulseur qui met l'État en danger"
22128	44	"Par considération pour le conservatisme des masses - contrairement à certaines revendications réactionnaires - grâce à Poutine, même les statues du ""prêtre meurtrier"" Lénine sont autorisées à rester debout pour le moment. S'inspirant des idées de l'Eurasie russe et d'autres courants archi-réactionnaires, cette idéologie est ""anti-occidentale anti-libérale"" et éthiquement conservatrice. Elle veut juste dire ""Russie, mais normal"" pour modifier un slogan électoral de l'AfD. Mais extérieurement, cette idéologie est associée à une croyance dans la mission anti-décadence de la Russie et au désir de vengeance pour la chute de l'ancienne puissance mondiale russe appelée l'Union soviétique. Le visage de Poutine, déformé par la colère lorsqu'il parlait des toxicomanes dans le gouvernement ukrainien, était une expression aussi authentique de cette idéologie que la proclamation du patriarche de Moscou Cyrille selon laquelle la lutte de la Russie en Ukraine est juste, car il est contre le juge homosexuel existant règne là-bas."
22128	46	Le début révélateur de la carrière politique de Poutine
22128	48	Cette idéologie réactionnaire ne peut que surprendre quiconque ignore le tournant criminel-capitaliste de la nomenklatura autoritaire « communiste », qui a déjà produit des traits dictatoriaux au début de la recapitalisation de la propriété d'État ex-soviétique.
22128	50	Lorsque, à la fin de 1993, la voie russe vers le capitalisme est apparue politiquement sûre grâce à l'utilisation de chars par Eltsine contre le Congrès des députés du peuple démocratiquement élu en Russie, une délégation de dirigeants allemands s'est rendue en Russie pour sonder les conditions d'investissement. Lors d'une rencontre avec le vice-maire de Saint-Pétersbourg, Vladimir Poutine, qui était chargé de s'occuper des investisseurs étrangers, une conversation remarquable a eu lieu, qui non seulement sur les dirigeants de l'époque en Russie, sur la façon de penser de Poutine au début de son carrière politique, mais aussi sur dit quelque chose de caractéristique sur les managers allemands. Lorsque la caméra présente à la réunion a été éteinte, un directeur général allemand a demandé à M. Poutine si une dictature militaire basée sur le modèle chilien en Russie n'était pas seulement envisagée dans les milieux militaires. M. Poutine a répondu très clairement : « Si vous demandez... je suis favorable à une dictature de Pinochet en Russie ».
22128	52	"Fin 1993, le journal Neues Deutschland, s'appuyant sur un documentaire WDR diffusé quelques jours plus tard, ajoute ceci aux propos de l'adjoint au maire : « Poutine a fait une distinction entre la violence ""nécessaire"" et la violence ""criminelle"". La violence politique est criminelle si elle vise à éliminer les conditions du marché libre, « nécessaire » si elle promeut ou protège les investissements de capitaux privés. Compte tenu de la difficile voie du secteur privé, lui, Poutine, approuve expressément toute préparation d'Eltsine et de l'armée pour instaurer une dictature basée sur le modèle de Pinochet. Les propos de Poutine ont été accueillis par des applaudissements amicaux tant par les représentants des entreprises allemandes que par le Consul général adjoint d'Allemagne présent. la chimie et bien d'autres."
22128	54	Poutine et l'oligarchie
22128	56	"En tant qu'adjoint au maire, Poutine a organisé avec succès des accords basés sur la corruption entre d'anciens chefs d'entreprise, des managers occidentaux ou des mafiosi avec des politiciens, de sorte qu'un déjeuner ""réussi"" avec le maire Sobtchak pourrait coûter plus de 100 000 dollars américains. En tout cas, la situation économique de la ville de Saint-Pétersbourg était bien meilleure que dans le reste du pays, c'est pourquoi Poutine a été amené à Moscou par l'état-major d'Eltsine et, après un intermède à la tête du FSB, est rapidement devenu le chef de la Russie. premier ministre."
22128	58	"Les oligarques, dont la campagne électorale a valu à Eltsine sa réélection et un second mandat en 1996, ont déterminé sans vergogne la politique du Kremlin. Pour sécuriser leur pouvoir et leurs atouts, ils ont également organisé le successeur d'Eltsine à la présidence s'il devait se retirer en 2000 après deux mandats. Avant la fin de la législature, Eltsine a cédé son poste à Poutine, considéré comme un « réformateur » et un homme des oligarques. Immédiatement a commencé la mise en scène systématique de Poutine en tant que super-héros chevauchant un ours et tuant des dragons. Poutine a utilisé une attaque terroriste à Moscou - vraisemblablement organisée par les services secrets - pour déclencher la deuxième guerre tchétchène. Ce faisant, il a démontré une force renouvelée et la restauration de ""l'honneur"" de la Russie qui lui a valu un large soutien lors de l'élection présidentielle de 2000."
22128	60	Il a reçu tout autant de soutien de la part de la population lorsque Poutine a affronté ceux qui l'avaient porté au pouvoir, les oligarques. Il leur a garanti la fortune qu'ils avaient volée, mais seulement s'ils ne s'impliquaient pas dans la politique. Cela a été illustré par la déresponsabilisation et la punition de l'homme alors le plus riche de Russie, Mikhail Khodorkovsky. Après avoir affronté le président devant les caméras de télévision à cause de la corruption dans l'appareil d'État et s'être opposé au président, il a été arrêté en 2003 et condamné à huit ans de prison en 2005. L'accusation était une grave fraude et évasion fiscale avec une perte de plus d'un milliard de dollars américains pour l'État russe. Sa compagnie pétrolière Ioukos était divisée entre des entreprises publiques.
22128	62	Mais à l'arrière-plan de ce différend, il y avait aussi un conflit économico-politique, car Poutine avait l'intention de ramener l'industrie pétrolière et gazière dans la propriété de l'État, en tant que branche économiquement et politiquement stratégiquement importante pour la Russie.
22128	64	En plus de l'oligarchie enracinée dans la privatisation criminelle des années 1990, la règle du système présidentiel autoritaire a produit un autre phénomène. Avec Poutine, les cadres de l'ancien KGB ont pris le contrôle de l'oligarchie et ont créé leurs propres oligarques à partir de leurs rangs. Ce sont souvent d'anciens amis et confidents du président qui lui doivent leur nouvelle fortune. De cette manière, Poutine a effectivement créé une nouvelle « oligarchie d'État » à côté et au-dessus de « l'oligarchie privée » d'Eltsine. Il occupe les centres de contrôle les plus importants de l'appareil d'État, des entreprises d'État et du contrôle économique et forme ainsi un réseau étroit de secteurs politiques et économiques stratégiquement importants. Dans le même temps, leurs proches ont la possibilité de subvenir à leurs besoins grâce à leurs fonctions. A cet égard, il reste encore plus attaché à la loyauté envers « le système Poutine ».
22128	66	La modernisation de l'économie échoue à cause du régime de Poutine
22128	68	La manière dont la politique et les affaires sont étroitement liées a des conséquences pour la Russie non seulement sur le développement de la démocratie, mais aussi sur le développement économique à long terme. Le problème est l'hégémonie politique de deux blocs économiques dominants dans un bloc de pouvoir politique commun dominé par les services secrets avec le président au centre. D'une part, il y a l'industrie pétrolière et gazière, qui dépasse tous les autres secteurs économiques civils en termes de taille et de degré élevé de monopole, mais aussi l'industrie d'exploitation et d'exportation du charbon. De plus, il y a le Complexe militaro-industriel (MIK). La force du capital monopolistique des deux blocs de puissance économique signifie presque toujours que les entreprises innovantes qui émergent à leurs côtés sont soit rachetées, soit évincées du marché. La classification et la subordination du grand potentiel intellectuel de la Russie, par exemple dans le secteur informatique, aux besoins de l'armée et des services secrets est un exemple éloquent de l'affaiblissement à long terme des secteurs civils qui en résulte et donc de la présence universelle du pays géant sur le marché mondial.
22128	70	La modernisation de l'industrie fossile et du MIC au détriment de la duplication et de la modernisation du reste de la structure économique civile est le pied boiteux lié à la structure du pouvoir de tout le développement économique en Russie. La structure du pouvoir économique kleptocratique, basée sur le pétrole et le gaz, consommatrice de rente, du régime de Poutine est donc elle-même la meilleure garantie du retard à long terme de la Russie sur ses concurrents impérialistes. Toujours extrêmement dépendante du prix du pétrole et du gaz sur le marché mondial, elle incarne aussi des intérêts extrêmement réactionnaires en politique intérieure et extérieure à l'heure du réchauffement climatique.
22128	72	Seules les sanctions économiques occidentales depuis 2014 ont conduit à une modernisation limitée d'autres branches comme l'industrie alimentaire. En outre, la Russie est désormais l'un des plus grands exportateurs de blé au monde avec une part de 20 %, ce qui ne change rien au fait que la structure des exportations de la Russie correspond largement au statut semi-colonial d'un pays exportateur de matières premières et de produits semi-finis. . Depuis l'effondrement des prix du pétrole et du gaz à partir de 2008, les revenus des salariés stagnent. Avec de nouvelles attaques néolibérales contre les salariés et les retraités, des tentatives ont été faites pour promouvoir la compétitivité des entreprises et la restructuration du budget. Cependant, grâce à l'augmentation des prix du pétrole au cours des trois dernières années, la pandémie de corona a été socialement amortie et le trésor de guerre a été rempli.
22128	74	La violence au lieu de la modernisation
22128	76	La contradiction entre la Russie en tant que superpuissance nucléaire et son statut économique au niveau du Brésil, que Vladimir Poutine et son entourage ont reconnu comme un problème, a conduit à l'objectif déclaré du président de faire de la Russie l'une des cinq plus grandes puissances économiques du monde. d'ici 2035. Cependant, cet objectif a dû être tacitement suspendu. Les prévisions récentes avant l'attaque contre l'Ukraine indiquent que l'économie russe stagnera à long terme et qu'en 2035 elle sera à peu près au même niveau qu'aujourd'hui. Mais d'ici là, la consommation de combustibles fossiles dans les principaux pays acheteurs sûrs d'Europe aura chuté de manière drastique.
