doc_id	paragraph_id	fr-en
23117	11	Controversial Colloquium
23117	13	"On Marie-France Lorho's blog, CheckNews found the presentation of the January 17, 2018 event, entitled ""the third day for life"", with the theme ""Confronting transhumanism"". “This day is part of a political struggle for the preservation of life from its beginning to its natural end”, then detailed the MP."
23117	15	"His predecessor Jacques Bompard had launched this day, organized on the eve of ""The march for life"", which takes place in Paris every year in January, since 2005, and where the associations opposed to the right to abortion parade. “To the demagogue postures of elected officials affirming that the “sanctuarisation of contraception and the non-questioning of abortion” must be defended, to the militant vindictiveness of deputies affirming that it cannot be given life to conceived children “ outside the parental project"", must be remembered that it is not the responsibility of the officers of the Palais-Bourbon as party flatterers to interfere in family homes"", he advanced on his website in January 2017, in promotion of the event. It should also be noted that a first edition of the ""parliamentary day for life"", in 2016, was filmed and broadcast on the social network Périscope, in particular a round table on the theme ""abortion: State of emergency"" ."
23117	17	Among the subjects on the program in 2018: “What is a man?” “What is transhumanism?” or even “Surviving transhumanism”. To discuss it, representatives of associations such as Choosing Life, Catholic Riposte or Action Française, with clearly anti-abortion positions. But also political figures, such as Jean-Frédéric Poisson, former deputy of the Christian Democratic Party, and others from the extreme Catholic right, such as Guillaume de Prémare, first president of the Manif pour tous, or Guillaume de Thieulloy, director of the traditionalist Catholic blog “le Salon beige”.
23117	19	Authorized practice
23117	21	"The holding of this symposium had caused reactions, even to the President of the National Assembly, in the person, at the time, of François de Rugy. The latter had urged the far-right MP to remove the institution's logo from the invitation card, reported France Info. ""The use of the logo of the National Assembly to promote militant colloquia organized by deputies has created confusion"", he also said on Twitter, adding that ""the institution cannot be committed by these initiatives"". François de Rugy then asked for a clarification of the rules concerning the use of the logo."
23117	23	Associations such as Inter-LGBT, Family Planning or SOS Homophobia had also demonstrated in front of the gates of the institution on the day of the conference, judging “very shocking” its holding in the premises of the Assembly.
23117	25	"Colloquia on various subjects are regularly organized at the National Assembly by elected officials. The entourage of the President of the Palais-Bourbon also specified to France Info, at the time of the controversy, that ""as long as we remain within the framework fixed by law"", the Assembly ""has no right of scrutiny"" on the meetings fixed by the deputies. The following year, in June 2019, Marie-France Lorho thus renewed the organization of the “parliamentary day for life”, with the theme “GPA-Transhumanism-Eugenism”, on the eve of the “revision of bioethical laws “, we find on his Twitter account. And with, again, the logo of the National Assembly. More recently, she also opposed the extension from 12 to 14 weeks of the period for recourse to abortion, a flagship measure of the law of March 2, 2022, aimed at strengthening the right to abortion."
23118	1	Vladimir Putin forced to appeal to an autocrat bigger than him
23118	3	Can you imagine Tsar Peter the Great asking for help in his war against the King of Sweden? Can you imagine Emperor Alexander I begging for arms from the Turks to be able to enter Paris? Did Stalin need China's endorsement to defeat Hitler? Vladimir Putin is decidedly poor compared to the three figures of Russian history that he had adopted as models. According to estimates by international credit agencies, Russia could declare bankruptcy in mid-April, like a vulgar banana republic that has run out of bananas.
23118	5	And if the President of the Russian Federation is not above financial maneuvers to deny the obvious, such as contesting the bill, recalculating his debts, confiscating the assets of Westerners who did not sell their branches in time in Moscow and others, he will not be able to push back the deadline by more than two, three weeks. There is therefore still time to appeal to another autocrat, much more powerful and wealthy than him: Xi Jinping, the Chinese president.
23118	7	But the People's Republic of China did not become the second largest economy in the world by taking part in a war that does not concern it, or any other for that matter. Beijing has no interest in abandoning the ambiguity and facade of neutrality that have served it so well, and it is unlikely that Jinping will agree to provide military or even logistical support to its cumbersome Russian ally. And Moscow's plight can only find a partial answer in indirect financial support from Beijing, such as increased wheat and energy purchases.
23118	9	"Can this be enough, and for how long? One of Putin's closest oligarchs, Vladimir Potanin, said on Monday he feared ""a return to the past 100 years, to 1917"". 1917, the year of the terrible collapse of the Russian economy in the face of civil war, now hovers above Moscow."
23120	1	Refugees: France regains its sense of welcome, permanent reversal or mirage?
23120	3	"It took a war and thousands of civilian deaths at the gates of Europe for that. Why ? So that Robert Ménard expresses remorse after the abject headlines of the Béziers newspaper and the displays of his city, for years, about the Syrians. ""There are not two kinds of victims: there are not Christian Europeans who should be defended and then people in the Middle East who are Muslims and who we would have been right not to accept in our country. “, declared the support of Marine Le Pen. Since the invasion of Ukraine by Russia, he is a humanist."
23120	5	It was therefore necessary for more than 2.5 million people to leave their country at war in order for the remarks of right-wing and far-right candidates to disappear from the presidential campaign, giving the impression that France is a country ruined by uncontrolled migratory flows. . Exit the “there are too many immigrants in France” by Valérie Pécresse. Now refugees and solidarity have replaced migrants and hatred in all minds, even the most narrow. Only Eric Zemmour seems to persist in his crass stupidity.
23120	7	There is no reason to rejoice in a war. Really none, let's insist on that. But Robert Ménard is not the only convert. The challenge is broader than that. There is something comforting in seeing Europe regain a sense of welcome. Calais find accommodation places for those waiting to reach England. To see the French mobilize. To make donations. Going so far as to rent empty Airbnbs in Kyiv (kyiv) so that the money goes to the families. Create citizen convoys to bring and welcome Ukrainians home. Until now, With open arms was a bad fiction with Christian Clavier. Now it's a little more than that. Let's hope this change is lasting and unconditional. Let more humanity be expressed to all refugees.
23121	1	Peace and climate, the same fight
23121	3	For fifty years, the environmental movement has affirmed that the climate issue is intimately linked to geopolitical issues, and therefore to peace and its stability. As Russia has invaded Ukraine and the IPCC has just published an alarming new report, it has never been clearer: scientists find that the impacts of climate change are faster, more violent and claim more victims provided that. Half of humanity now finds itself in a situation of extreme vulnerability to climate change. Not only do climatic disasters (droughts, floods, storms, fires) upset global balances and cause tensions at all levels (forced displacements, increased competition for resources, armed conflicts), but also our absolute dependence on fossil fuels and to the States which supply them in the globalized economy provokes and aggravates this infernal spiral.
23121	5	Since we live in societies closely dependent on fossil fuels, these are constantly liable to descend into conflict. The war in Ukraine also foreshadows what a world of plus 2°C and beyond could look like, if we do not begin this transition now. Breaking free from this dependence on fossil resources means moving towards a more stable and peaceful world.
23121	7	Gold in the hands of Putin
23121	9	In the case of the Russian-Ukrainian conflict, nothing could be more flagrant. The capital funding Russia's military attack is directly tied to the profits accrued for years by the Kremlin and its oil and gas industry. Indeed, the Russian economy is largely based on the export of oil and gas, since 40% of the federal budget comes from this industry. French multinationals like TotalEnergies and Crédit Agricole are directly concerned: these names are still closely associated with the Russian fossil industry. This is how these companies have put gold (and therefore weapons) into Putin's hands for far too long.
23121	11	The European Union is now Russia's largest customer, spending 100 billion euros a year on Russian oil and gas combined. Gas represents a quarter of the energy consumed in Europe and 40% of this gas is imported from Russia. Whether Putin decides to cut the floodgates to the European Union, or whether the latter takes short-term measures on its own to limit its supply of Russian hydrocarbons (as the United States has done), it is more than likely that our access to these resources will be impacted. The consequences are already being felt on the price of energy for households, in a phase where the price of fuel has already exceeded 2 euros per liter at the pump and where gas could suffer yet another increase (17% of gas consumed in France comes from Russia). It is therefore this dependence that makes the outcome of the conflict even more complex: it also weakens the balance of power and fuels the social crisis.
23121	13	Threat of nuclear weapon
23121	15	In such a configuration, it is difficult to envisage any scenario of lasting peace in Europe, while global warming is accelerating, fossil resources are dwindling and consumption is increasing. To ward off war, we must get out of fossil fuels and false solutions like nuclear power. We refuse, moreover, any desire to take advantage of the current crisis to argue in favor of this extremely costly and dangerous energy, even though the threat of the use of nuclear weapons is increasingly real and the maneuvers of the Russian troops are raising concerns about the safety of nuclear power plants, particularly at Chernobyl and Zaporizhia, the largest in Europe.
23121	17	Today, in solidarity with the people of Ukraine, peace protesters in Russia, and all the victims of this war, we call for a general ceasefire and a peaceful resolution to the conflict. Likewise, we call for refugees to be welcomed into the European Union, without exception or discrimination.
23121	19	We must, more than ever, prepare the necessary break towards sobriety and energy autonomy for European countries, in the hands of communities and citizens.
23121	21	For the climate and for peace, let's march on Saturday March 12 everywhere in France.
23122	1	"Donald Trump to Eric Zemmour: ""Macron is a nice guy"""
23122	3	Donald Trump spoke by telephone with far-right candidate Eric Zemmour. The former president refused to formally support him.
23122	5	Monday, February 14, Donald Trump spoke by telephone with Eric Zemmour. As reported by BFMTV, the far-right candidate of the Reconquest party! will have benefited from a call, but not from his support. The former president of the United States has not formally called to vote for him.
23122	7	"According to a witness to the telephone interview, D. Trump told his interlocutor that ""Macron is a nice guy"" (""Macron is a nice guy""), according to comments reported by the newspaper Le Parisien, and confirmed by the channel on Tuesday."
23122	9	Eric Zemmour's spokesperson, Guillaume Peltier, spoke about this telephone interview during his appearance on France 2 on Monday.
23122	11	"According to him, the former American president would have given advice to the far-right candidate during this exchange of about forty minutes. ""To win, never change your line. Don't give in,"" Trump told him. The latter also recommended that he never change if he wants to win. ""The media will find you brutal. Never change if you want to win. Keep your authenticity and your courage,"" he advised."
23122	13	"Buitoni scandal: mea culpa of the CEO of Nestlé France, creation of a ""victim support fund"""
23122	15	"Bees in distress: ""We demand an end to the destruction of bees"""
23122	17	Sri Lanka: President Gotabaya Rajapaksa stranded at Colombo airport
23122	19	Couple: discover the signs showing that work has a love-killing effect on love life
23122	21	New Caledonia: detection of a first case of monkey pox
23123	1	Hand of the state everywhere, justice and reality nowhere
23123	3	I'm going back to what I was saying a few articles ago about inflation, which we see briskly rising again today: if it were only a purely cyclical setback, resulting solely from the bottlenecks of chokeholds that have formed in the supply chain as a result of the sudden restart of activities after the covid pandemic and now because of the Russian war in Ukraine and the confinements in China, central banks would not need any s worry about it.
23123	5	However, they have been concerned about this (for several months, well before the start of the war in Ukraine) and some have even begun to act by ceasing their asset purchases – the famous quantitative easings – and by raising their key rates quite significantly. Typical behavior of central banks beginning to find that the volume of money in circulation has reached an excessively dangerous point relative to the volume of the real economy in the sense that the value of money is now eroding in runaway inflation. So it's time for them to put an end to easy money.
23123	7	The problem, the only problem basically, is that this excessive monetary volume is itself the result of monetary policies decided previously by the same experts. At one time, it was necessary to help growth, both by keeping interest rates low in order to facilitate investments and both by buying back assets in order to lighten the banks' balance sheets and allow them to lend without impediments to states and businesses.
23123	9	"Has growth found its way there? It is enough to look at France to understand that this kind of unbridled policy plays against prosperity and employment. This did not prevent our government, admirably led by Bruno Le Maire, from increasing the public debt by 89 billion euros in the first quarter of 2022, bringing it to 2,900 billion or 114.5% of GDP. The ""whatever it takes"" continues to be more beautiful. It relieves at the time, while fueling the inflation that we want to eradicate."
23123	11	In other words, our executive and monetary authorities are no more and no less trying to correct the failures of their previous decisions. And it is more than likely that by tightening the investment conditions, the new decisions will ultimately have a perfectly negative effect on economic activity and that it will again be necessary to rectify the situation. Vicious circle.
23123	13	Economic activity is not a long calm river. Even without talking about covid or war, a thousand and one small or large external shocks disrupt, sometimes severely, the cruising speed – technological developments, spring fashion, more or less favorable weather, new societal situation, new regulations, etc. But historical observation tends to show that state interventionism, often demanded by the citizens and granted by the authorities in the name of social justice to correct what is wrong with the free play of the market, in reality has the effect of prolong crises, if not aggravate them.
23123	15	Typical example given by Jacques Rueff: when there is a temporary surplus of wheat, which lowers prices and should encourage farmers to adjust their wheat production downwards (“natural” exit from the crisis by the price mechanism), the public authorities generally hasten to come to their rescue by fixing a minimum price which can certainly give the illusion that their incomes are safeguarded, but which on the contrary maintains production at its surplus level and postpones the end of the crisis.
23123	17	Concrete example experienced by France: at the start of 2020, it entered the Covid-19 pandemic without fully recovering from the 2008 crisis. Despite public spending and top-notch redistribution, its unemployment remained curiously higher than among its neighbors the best performers, its more deteriorated public accounts and its still sluggish growth.
23123	19	The inability of the hand of the state to bring about a better world is not limited to the economic field and monetary inflation. There are other inflations, just as illusory, just as unjust and just as much driven by a state desire to redress the disturbing realities of the world. Emblematic example: the almost perpetual increase in the marks of the Bac and the dizzying inflation of the mentions.
23123	21	"We know the stages of the terrifying descent into hell of our education system. At the start, as often, a good intention: in 1985, Jean-Pierre Chevènement gave France the objective of bringing ""80% of an age group to baccalaureate level by 2000"" - a rate largely exceeded today."
23123	23	In the minister's mind, it was most certainly about improving the system, not killing it. But very concretely, it very quickly turned out that it was impossible to achieve the goal from above. Helping pedagogical ideology, it was necessary on the contrary to permanently lower the requirements. As a result, France's place is steadily declining in international rankings, while the Bac pass rate continues to increase and is now around 95%.
23123	25	"The school discontinuity of the covid period and the consequent promises of ""benevolent"" grading have passed by, but the ""harmonization"" of grades, always on the rise, has long been one of the most effective ingredients for giving the illusion of an academic excellence which evaporates more and more."
23123	27	This system has become so institutionalized – to understand: has moved so far from reality – that this year, a year in principle “normal”, without covid, the teachers correcting the copies of the Bac specialty exams had the surprise to note that the harmonization had been done directly in the grade transmission software, in a purely statistical way, without anyone bothering to re-read the actual work of the candidates to verify the legitimacy of raising the average of batches integers of copies of two points or more.
23123	29	In other words, France has reached a point where the marks of the Bac are the exclusive discretionary competence of the State and where the results of the Bac have become a given of pure political propaganda without any relation to the (very different) reality of the level. educative. It is difficult not to see in this system the typical behavior of a failed socialist regime: arranging reality by fiddling with figures and “benevolence” in speech rather than by a change – difficult certainly, but radical and essential. – heading.
23123	31	For students, nothing could be more misleading. Because beyond high school, higher education (at least some of them) and then the job market will be responsible for selecting young people based on their real knowledge and skills. For some, the return to real life is likely to be absolutely terrible.
23123	33	"Nothing is more unfair too. Because even if the collapse of the educational level affects everyone, the good and the excellent students have not completely disappeared. But the delights of ""harmonization"" combined with criteria for access to high schools which favor the student's social coefficient (college of origin, scholarship, etc.) and which aim to ""smooth"" the results no longer allow the best to distinguish themselves."
23123	35	The teachers of the Lycées Louis-Le-Grand and Henri-IV recently echoed sorry about this system which distributes the Bac and the mentions in spades, but which is in fact designed to crush true excellence - a sad way of the sickly egalitarian spirit of France to consider equality. In the Affelnet software for assigning students to second class, software that their establishment is asked to join without flinching at the start of the next school year at the expense of specific recruitment on file, student by student:
23123	37	The student's marks are modified, so as to introduce a 'simplified mark'. For example, a student with between 15 and 20 will have a simplified mark equal to 16 (we cannot therefore notice exceptional qualities).
23123	39	After more than 75 years of welfare state, after more than 75 years of dogmatic and satisfied speeches on the moral superiority of the collective and planned management of everything, France should be in every way a paradise on Earth.
23123	41	And yet, there is nothing. France, on the contrary, has become the country of all erosions built on illusion; the erosion-illusions of its currency – it is not the only one concerned, but it is the most ill-prepared and the least determined to change course – the educational and cultural erosion-illusion, as we have just seen, to which we can easily add the erosion-illusion of its health and pension systems as well as that of the security of goods and people.
23123	43	Isn't it time to give the famous kick to the bottom of the pool?
23124	1	The plague of corruption: This rampant corruption is here to hide scientific truths from the public
23124	3	“This rampant corruption is there to hide scientific truths from the public” (Pr. Luc Montagnier, Nobel Prize, about this book).
23124	5	"Dr. Judy Mikovits, virologist, graduate in molecular biology (University of Virginia and George Washington University), has been fighting for years against multinational pharmaceutical companies. In this book which became an instant success in the United States, she denounces the collusion of doctors, laboratories and governments which she accuses of cheating to better sell their vaccines and drugs as expensive as possible, even when they are ineffective. . The world of large laboratories turned against Judy Mikovits when she began to denounce the use of animal tissues in drug research that ended up triggering new waves of chronic diseases, such as autism or chronic fatigue syndrome. She recounts here all the cheating and corruption she has observed during her 35-year career with Dr. Ruscetti (one of the founders of the field of human retrovirology), and what she has seen in private laboratories and public. This is a devastating chronology which is illustrated for example by the war that the media and the doctors (paid by the big laboratories) are waging against Professor Didier Raoult and his medicine which not only cures the vast majority of patients with Covid19, but especially for a few small euros. Which is not to the taste of these same big pharmaceutical companies. At the time of the pandemic which obliges the world population to wear masks for a virus coming from a laboratory, the reading of this book is vital, as recommended by the Professor Luc Montagnier, because it allows the reader to become aware of what is happening behind the curtains of these large laboratories. “”This book reveals the corruption of a part of the scientific world which goes against the economic interests of multinationals”” Dr. Luc Montagnier, Nobel Prize winner “”Bill Gates, Big Pharma and the Minister of Health do not want not that you read this book. Grab it now and find out the truth about public health and everything the pharmaceutical complex has been hiding about vaccinations”” Michelle Malkin, Journalist “”Mikovits & Heckenlively are the new duo fighting corruption in science” » Ben Garrison, radio journalist « »Fascinating revelations about the world of retroviruses and certain diseases such as autism » » Dr. Stephanie Seneff, Senior Research Scientist, MIT Computer Science and AI Laboratory « »This book, which reveals the methods Insidious Actors Who Corrupt Science, Leaves You Speechless"""" J.B. Handley, Autism Specialist """"This book is an excursion into the deceitful world of Big Money, Big Government & Big Pharma. God bless Dr. Mikovits for his courage in sharing this story”” Max Swafford, writer"
23125	1	Trump/Clinton 2016, Le Pen/Macron 2022, similarities, dissimilarities
23125	3	At first glance, the parallels between the 2016 American presidential election and the one taking place this April in France are striking:
23125	5	- In both countries, the presidential function is placed at the center of debates and institutions.
23125	7	- If the USA is among the major world powers, France is at the heart of the EU, one of the six founding States, capable of making it evolve positively or negatively.
23125	9	- The two elections therefore present major global challenges.
23125	11	"- In both cases, candidates perceived as representatives of the ""elite"" of the capital (Hillary Clinton, Emmanuel Macron) clashed and clashed with challengers presenting themselves as spokespersons for populations excluded from the feast of the rich (Donald Trump, Marine Le Pen)."
23125	13	"- In both cases, the former thought they would win because they had the right reason for them, and in both cases the challengers succeeded in bringing together a good part of the ""excluded"" under a sovereigntist and preferably national banner."
23125	15	- In both cases, Putin's Russia made its preferences clear and intervened directly.
23125	17	“Before it was better”
23125	19	"In both cases, finally, we note, after years of media bombardment, particularly on so-called social networks, a clear shift of the electoral cursor to the right. The populist candidate recovering the fears of the working class of being in competition with people poorer than them and of no longer recognizing their country as it was ""before"" (before the arrival of large numbers of migrants, before the dissolution of mores and insecurity in the neighbourhoods, etc.), fears resulting from the seizure of the social ladder and signs of loss of confidence in “progress”. The “elite” candidate is therefore also more to the right, especially in economic matters. And if Trump solicited the crowds with his Make America Great Again, the Lepenist speech does not say anything else, by recycling the image of the sweet France of the prosperous villages of yesteryear, grouped around the school, the town hall and the bell tower – who had Mitterrand elected 40 years ago."
23125	21	The risk ? That demagogy, versatility, insults, excesses and permanent walkabouts take over a discourse of responsibility, as Trump, Salvini or Orban have sadly illustrated throughout their mandates. But above all, and this explains all of Putin's solicitude for the European sovereigntist extreme right, that of a notable weakening of the EU.
23125	23	A key issue: consolidating or destabilizing the EU?
23125	25	The war waged by Putin against Ukraine has clearly underlined the vital importance for the peoples of Europe that the EU be solid and united, if they value their sovereignty and their freedom. Because sovereignty can now only be exercised together, if we want to influence the world. We must therefore be able to count on each other in Europe, and, whoever the next American president is, he must above all take care of the Pacific much more than the Atlantic. Indeed, sooner or later China will take action against Taiwan, which demonstrates on a daily basis what is intolerable for Xi Jinping, namely that democracy is perfectly compatible with the Chinese mentality – and then it will be the moment of truth. for America.
23125	27	The French presidential election – like those of 2016 and 2020 in America – therefore has a geopolitical dimension of the first order. This is where we measure the extent to which, in his self-assurance and his superb, Macron has neglected to arouse the support of the French. He unflinchingly assumed the deleterious label of president of the rich, limiting wealth tax to land and wanting to increase the retirement age, ignored the state of social dilapidation of his country, concealed the tragedies of the territories which become deserted and the suburbs – factories of exclusion and extremism left to their own devices. He was unable to seize the crisis of the yellow vests to decentralize power and introduce elements of direct democracy, nor the proposals of the citizens' convention for the climate, betraying in passing his promise to take them up in full.
23125	29	Neglecting the link with the population is costly
23125	31	He thus seriously weakened his position. But beyond all the parallels between Trump and Marine Le Pen, there is a major difference between the two methods of election: that in France is simple and direct; the candidate with the most votes is elected. In the United States, the electoral system meant that Hillary had 3 million more votes than Trump, but still lost. It took Biden a differential of 8 million votes in his favor to win. We therefore wish France and Europe that Macron achieves a positive result, and hope that the memory of the cannonball will remind him of the need to cultivate the ecological, social and governance dimensions, so that France can finally be at peace. with herself.
23126	1	Greece. Illegal immigration: Athens will triple the length of its fence on the Turkish border
23126	3	While the pressure of illegal flows on its borders is again very strong, Greece has decided to triple the length of its fence along the Turkish border. But will probably have to do without help from Brussels to finance the project.
23126	5	Greece: 80 km of additional fence against Turkey
23126	7	Faced with the pressure of illegal immigration from outside Europe, erecting walls and fences seems more effective than long speeches. This is essentially the policy of Greece, which now plans to triple the length of the fence on its border with Turkey due to a sudden increase in the number of illegal immigrants trying to enter the country.
23126	9	If the announcement of these constructions had been made on May 29 by the Greek authorities, the project has been even more topical in recent days while the influx of migrants at the Greek borders is more and more worrying.
23126	11	Thus, Athens plans, according to the Greek Minister of Immigration and Asylum Notis Mitarachi, to add an additional 80 kilometers of barbed wire and steel to its 40 kilometer fence to reach 120 kilometers. “There is a clear attempt by Turkey to instrumentalize migrants to create a crisis with Greece,” Mitarachi said. “The numbers speak for themselves,” he added.
23126	13	It should be remembered that the issue of immigration is one of the many sensitive issues at the heart of the degraded diplomatic relations between Turkey and Greece. Athens frequently accuses Ankara of weaponizing asylum-seeking migrants at its borders with Greece, saying it is obliged to prevent migrants from entering Greece illegally under an EU-Turkey deal representing billions of euros.
23126	15	Last year, the Greek government completed a 26-kilometre extension of a steel border wall, which increased the length of the barrier to 40 kilometres. For its part, Turkey accuses Greece of pushing back migrants in the Aegean Sea.
23126	17	Reinforcement of staff and migratory pressure
23126	19	Compared to 2021, the number of migrants trying to illegally cross the border between Turkey and Greece is said to have increased by 20% this year. Since January 2022, nearly 3,000 people have attempted to cross illegally to Greece from Turkey, in a total of 82 attempts, according to figures from the Greek Immigration Ministry.
23126	21	In this context, Greece has also deployed hundreds of additional border guards to reinforce patrols along the border with Turkey in the Evros region in recent weeks. In total, about 1,000 Greek soldiers ensure the protection of some 500 km of river border.
23126	23	As part of the Europe agreement signed in 2016, Turkey agreed to curb the flow of migrants to the EU via Greece in exchange for 6 billion euros to support refugee-related services.
23126	25	In addition, Athens has also asked Brussels to obtain financial assistance to carry out this work to extend the fence. For the moment, no details on the amount of the project have been communicated but it is a safe bet that the European Union will not give its agreement: already last year, 12 States (including Greece) were denied funding for the construction of border walls by the European Commission.
23126	27	Thus, on October 22, 2021, Ursula von der Leyen declared that the EU will not finance “barbed wire and walls” at its borders to protect itself from the flow of illegal immigrants. However, the President of the Commission has not proposed a more effective alternative solution allowing Europe to no longer be a migratory strainer...
23128	1	Ecstasy and nuclear weapons: the Belgian military base of NATO housed a drug laboratory -
23128	3	"According to information provided by the Belgian Defense and reported by the Huffington Post, the laboratory was so close that the Defense initially believed that it was in the base. A first press release from the public prosecutor's office of the Belgian province of Limburg (north) had underlined in the afternoon that the clandestine laboratory, discovered last week, was located ""on the military domain""."
23128	5	"“On Wednesday June 22, 2022, the local police in the Campine discovered a synthetic drug laboratory, located on the military domain (NATO) in Peer” and “used for the production of MDMA” (or ecstasy), could we read in this press release. The laboratory ""was dismantled by the specialized services of the federal police, in collaboration with the National Institute of Criminology (NICC) and Civil Protection"", then specified the text. It seems that ""a neighboring house"" is involved in the creation of this clandestine laboratory."
23128	7	In the evening, the Belgian Defense rectified the information of the prosecution to AFP. According to the Belgian authorities, this infrastructure is located “on former military land, near the base”, but not on the airbase itself.
23128	9	Comment: Is this really the case or are we still seeing damage control!
23128	11	"According to the same source, two people were arrested on the spot when the installation was discovered. These two suspects, released after being questioned by investigators, ""are not Defense employees"", she said."
23128	13	A base long kept secret
23128	15	Belgium, a member of the politico-military organization which is in fact led by the United States, has long chosen to keep secret the presence of nuclear weapons on the base of Kleine-Brogel, where a contingent of the US army. A secret that hasn't been since the end of the 1980s; a Belgian minister had then recognized the presence of these armaments. However, their exact number has never been disclosed. The surroundings of the site - a large perimeter of approximately 4 km by 3 km, according to a spokesperson for the Defense - have repeatedly been the subject of demonstrations which denounce this lack of transparency.
23128	17	"In 2019, Belgian MP Samuel Cogolati estimated that ""10 to 20"" nuclear warheads were stored under American control on this base."
23129	1	ALPHA MALES versus BETA FEMALES
23129	3	Trump, Putin, Xi Jinping, Erdoğan, Bolsonaro... and many more... against... Biden, Trudeau, Macron, von der Leyen. What separates them? What brings them together?
23129	5	To identify the general contours of Alpha and Beta, it is easier to compare the results of France and Russia.
23129	7	GDP per capita is a relatively reliable measure of a country's development. That of France is much lower than that of the USA but it is 1.56 times higher than that of Russia. The state will be able to take part of the GDP to meet its needs. The rate of compulsory levies is around 45.0% of GDP for France and has been constantly increasing since the 1960s, it is among the world champions in the field. Russia makes slightly more modest levies (36.2%).
23129	9	The struggle for dominance, whether relatively peaceful or extremely belligerent, is a universal constant of any organized society. Alphas will inevitably fight Betas simply because they are different.
23129	11	Russian military spending is relatively twice as high as that of France as a proportion of GDP but remains comparable in absolute terms. Military service was abolished in France in 1997, it is compulsory in Russia for young people aged 18 to 27 and lasts two years.
23129	13	But what most distinguishes France and Russia is the public debt. Each French person 'owes' around $40,000 to the rest of the world, the Russians 20 times less.
23129	15	After a brief but representative inventory, what are the weapons of each of the fighters?
23129	17	Every leader strives to be as powerful as possible and to do this is concerned with bringing behind him the greatest possible part of the living forces of the people he is supposed to lead. The Alphas will use coercion, the Betas seduction.
23129	19	Russia's head of state is a president elected by direct universal suffrage for a six-year term. The legislative power is represented by the Duma formed by 450 deputies elected by direct universal suffrage. Numerous electoral frauds have been denounced, the emergence of opposition forces is hazardous to say the least, certain notable activists have been assassinated, others have suffered assassination attempts, the Kremlin has a certain hold on the channels of television or private newspapers. At the beginning of his presidential term, Vladimir Putin announced his objective of establishing the “dictatorship of law” and fighting against the mafia of the oligarchs. His presidency followed an era of laissez-faire under Boris Yeltsin. Russia finally recovered economically and economic and financial legislation made substantial progress without, however, developing the rule of law.
23129	21	France, for its part, relies on feminism and the rights of minorities, quite substantially homosexual minorities, to establish coherence in the visible part of society, that of intellectuals, academics and the media, by relegating the working classes to the obscurity accused of racism, homophobia or even, if need be, of conspiracy or anti-Semitism. The character thought of as summary of the popular impulses makes it possible to argue these accusations. Of course the real decisions, those relating to the economy, are not left in the hands of 'those-who-are-nothing', learned people loaded with theories take them out of sight.
23129	23	The Beta borrow a divisive strategy to divide the possible forces of protest by flattering what some call the elites and scorning the others, the Alpha want to dominate the whole of the people by removing if necessary those they consider dangerous.
23129	25	The Beta are for the moment very largely victorious in Europe, to be convinced of this it is enough to consider the desire of almost all Nations to join their community. It is undeniable that the installation of hierarchies and micro-chiefdoms helps the socio-economic development of a country. But the macro-economic system is also a huge help. The world of finance creates virtual wealth out of nothing, that is to say speculation, and the monetary mountains thus created can allow states to get into heavy debt: Betas live heavily on credit, not Alphas.
23129	27	So brute force or seduction as a weapon of war?
23129	29	If the people are often attracted by the attractions of the Beta, their leaders, who want to be concerned about their differences with others, are more divided. Following the opinions of the people, even if they in fact only reflect their desires for immediate enjoyment, removes their reason for being from the powerful or at least from those who think they are, which may explain their reluctance.
23129	31	The war between Russia and Ukraine makes it possible to see more clearly between the allies of the Alphas and those of the Betas. Essentially, the Beta groups together the USA and the Europeans as a hard core. South America, Australia and half of the African states do not approve of the invasion but have not (yet) applied sanctions. More or less explicitly, the Alpha group under the banner of Russia, China, India, part of the Maghreb countries, Iraq, Iran. If wealth predominates for the Beta, the populations and areas of the countries concerned are more balanced between the two camps.
23129	33	The analysis, necessarily summary and inevitably biased despite certain efforts to avoid it, does not take into account the humanist or ideological values ​​agitated by some as by the others because they only intervene marginally when they suit one or the other side.
2313	1	Russian state TV reassures its viewers about nuclear war: “We are all going to die one day”
2313	3	"On Tuesday, Russian state television hosts raised the possibility of a war that would spread beyond Ukraine, and Margarita Simonyan, a journalist and head of RT, told viewers that a nuclear war would be acceptable because ""we are all going to die one day. »"
2313	5	Russian television has repeatedly raised the idea of ​​a war that would extend beyond Ukraine alone, promoting the idea of ​​an “inevitable” war against “Europe and the world. Major Russian channels are notorious for the vitriolic rhetoric they broadcast to justify Russia's invasion of Ukraine.
2313	7	On Tuesday night's program, The Evening With Vladimir Solovyov, host Vladimir Solovyov, accompanied by Simonyan, said that to prevent other countries from intervening in Russia's war with Ukraine, consideration should be given to a nuclear war.
2313	9	"""Personally, I think the most realistic path is World War III, based on knowing us and knowing our leader, Vladimir Vladimirovich Putin,"" Simonyan said according to the Daily Beast, ""knowing how everything works here, it's impossible – there's no way – that we'll give up. »"
2313	11	Simonyan went on to say, “Everything will end with a nuclear strike is more likely than the other outcome. It is to my horror, on the one hand, but on the other hand, with the understanding that it is what it is. »
2313	13	Vladimir Solovyov added: “But we will go to heaven, while they will simply cross paths. »
2313	15	“We are all going to die one day,” Simonyan told the audience.
