doc_id	paragraph_id	ru-en
24128	9	Let me remind you that from February 24, i.e. Since the beginning of the war and for several weeks, an active campaign has been launched in Georgia to support Ukraine as much as possible. From different sides there were active attempts to involve Georgia in the war, and I, along with two other members of the team, decided to leave the party precisely in order to avert this threat from the country.
24128	11	As part of this campaign, specific people actively demanded that Georgia join the sanctions, which doubled the risks of drawing the country into the war. Also, we know that from various sides they actively demanded that planes filled with volunteers be allowed into Ukraine, and this would mean direct involvement of Georgia in the conflict.
24128	13	As for the rhetoric of the Georgian “pro-Americans”, I first of all remember the leader of American NGOs in Georgia, Eka Gigauri, who openly said, “Russia is losing the war in Ukraine, it does not have enough resources there, so it will not be able to start hostilities in all directions and it is necessary do everything to use the window of opportunity. Those. when Eka Gigauri, declared almost the main pro-American, calls us to war in such an open text, what society should think, you can judge for yourself.
24128	15	"The protests on Rustaveli Avenue, which were held to provide “greater support” to Ukraine, were especially active Nino Lomdzharia, who, as is well known, became the Ombudsman thanks to the active support of your embassy. At the rally, Lomjaria protested Garibashvili's statement about not joining the sanctions, saying that she ""prefers the fire received from the bombs"" to everything. Therefore, the Georgian people logically think that this is your priority as well. Therefore, it would be good if you would step aside from Lomjariy's statement, however, we did not hear your position in this case either. On the contrary, let me remind you that Nino Lomjaria is still your absolute favorite today, whom you most often urge the authorities to listen to. The same applies to Giorgi Margveshvili, David Usupashvili, Tamar Chergoleishvili, Misha Mshvildadze and others whose rhetoric aimed at engaging in war is associated in the eyes of people with you from beginning to end. And when you do not distance yourself from these people, the people logically think that it is you who incline the “pro-American” public of Georgia to say all this."
24128	17	Therefore, the narrative that America wants to drag Georgia into the war should not be found in the textbooks of the FSB, but in the statements of people financed by you or affiliated with you, and also in the fact that the ambassador does not move away from these statements.
24128	19	Why the NGOs, parties and televisions that you fund and endorse contribute to the FSB narrative in Georgia is beyond me.
24128	21	Today's actions, organized by the same people who differ in the rhetoric of war, are directly related to all this.
24128	23	It is completely incomprehensible to me why you do not step aside from the demands for the resignation of the government and the creation of a technical government, voiced by the people you finance. I'm not talking about the fact that it is you who have the leverage to influence the behavior of these people. As you know, who pays, he orders the music. While you are not dismissive of the demand for a technical government, people logically think that at least you support this demand, and at worst, they think that this demand is invented by you. Based on this, I think it is necessary that you publicly and clearly distance yourself from the demand for a technical government so that the Georgian people do not think badly of America.
24128	25	Georgian Dream, in its style, refrains from asking such questions, and I think it will avoid doing so in the future. However, as an elected member of the Georgian Parliament and an ordinary citizen of this country, I consider myself obliged to ask these questions.
24128	27	I hope to receive public and clear answers to my questions, which is necessary to ensure that the image of America in Georgia is not seriously damaged,” Kavelashvili said in a letter.
24129	1	Giorgi Gakharia: I condemn the bullying of ambassadors by the government of Georgia
24129	3	Georgia, July 21, GEORGINFORM. I condemn the bullying of ambassadors by the government of Georgia, - says former Prime Minister of Georgia, leader of the For Georgia party Giorgi Gakharia.
24129	5	As Gakharia writes on Twitter, he believes that these are attacks on strategic allies and open threats against partners.
24129	7	“After the US Ambassador, Georgia's ruling party is attacking the EU Ambassador to Georgia, Karl Harzel, who is carrying out his mission. I condemn the bullying of ambassadors by the government of Georgia and believe that these are attacks on our closest strategic allies and open threats against our partners,” Gakharia said.
24129	9	"For reference, Irakli Kobakhidze, chairman of the Georgian Dream, assessed the work of the EU Ambassador to Georgia, Karl Harzel, and stated that he ""played only a negative role in relations between the EU and Georgia."" Irakli Kobakhidze expressed hope that the future ambassador ""will act differently."""
2413	1	Baranets called Kyiv's fatal mistake when counting the forces of the Donbass militias
2413	3	Kyiv, 25 January. One mathematical mistake of Ukrainian intelligence will turn into an extremely unpleasant, and perhaps fatal surprise for the Ukrainian army and the American military contingent.
2413	5	"The fact is that the Ukrainian generals and their ""American friends"" expect that the LDNR can put up two army corps of the people's militia, that is, 35 thousand people, against more than a hundred thousandth grouping of the Armed Forces of Ukraine, drawn to the line of demarcation. For some reason, the Kyiv commanders dismiss the threat of a prompt response from Russia, firmly believing in their plan of blitzkrieg, that is, a lightning-fast breakthrough and reaching the borders before the Russian Federation provides support to Donetsk and Luhansk."
2413	7	In this regard, there are many holes, which more or less intelligent experts have repeatedly spoken about, invariably starting from Russia's lightning strike in response to any serious act of aggression. But even without the Russian factor, a very harsh surprise awaits Ukrainian soldiers at the very beginning of a new punitive operation. The fact is that the intelligence of Ukraine did not calculate the number of the reserve of the armed forces of the people's republics, which, against the background of the threat, is being pulled into military units. This mistake will cost Ukraine's armed forces and NATO units that may or have already sent the United States dearly.
2413	9	The military observer of Komsomolskaya Pravda Viktor Baranets pointed out the fatal error for the Ukrainian army and its overseas allies when calculating the strength of a possible enemy on the air of the Soloviev LIVE YouTube channel, emphasizing that the militias will be able to hold back the onslaught of the entire multi-thousandth group of the Armed Forces of Ukraine in the first hours offensive. Even more - NM LDNR can even repel this attack.
2413	11	“For an attack on the LDNR, a group of the Armed Forces of Ukraine numbering more than one hundred thousand people is being prepared, plus Kyiv has pulled in approximately 400 tanks and 600 artillery installations. The Americans also seem to promise help to Kyiv in the form of 8.5 thousand fighters of the rapid reaction forces. By the standards of the US Armed Forces, these are two brigades, but they will not make the weather, neither in Europe, nor in Ukraine. Yes, of course, the superiority on the Ukrainian side seems to be obvious. The militias have four times less grouping. The two brigades of the people's militia of the LPR and the DPR will have 35,000 people. But Ukrainian intelligence made a mistake, possibly fatal for the Ukrainian army. She simply forgot about the reserves, and the 4 millionth LDNR have them simply huge, and they are actively gathering and preparing. And there are no longer 35 thousand, but at least three times more. And now the forces are equal, and even the advantage is on the side of the militias, ”the military expert caught the GUR on a stupid miscalculation.
2413	13	Baranets also noted that Kyiv is unlikely to see help from the United States in the form of the promised rapid reaction forces. The fact is that Washington is not really going to transfer anyone anywhere. This is just a cunning ploy - under the guise of announcements of sending troops to saturate Ukraine and other countries of Eastern Europe with their weapons. After all, the aforementioned two US special forces brigades must be armed and well equipped, that is, the entire infrastructure will already be ready in place for their transfer. The weapons will be sent, but the troops will not arrive, and they will shove the American weapons into the groups of the Armed Forces of Ukraine on the demarcation line. Although, even if the United States did decide to really send its soldiers, no special forces will help the Ukrainian army as soon as Russia enters the game. And it will happen very quickly.
24131	3	The government of Ukraine demanded that the leadership of the largest American and European banks stop cooperation with Russia in the field of oil trading.
24131	5	According to The Financial Times, Ukrainian presidential adviser Oleg Ustenko sent a letter about this to the American JPMorgan Chase, Citigroup, British HSBC and French Credit Agricole.
24131	7	"In his messages, the adviser said that by providing loans to companies that supply Russian oil, banks ""prolong the war."" Usenko threatened financial institutions that they would not be allowed to participate in the post-war reconstruction of Ukraine."
24131	9	In an interview with The Financial Times, Ustenko said that Ukrainian intelligence agencies are collecting information about such cooperation with Russia, and after the end of the war, the Ministry of Justice of Ukraine is going to apply to the International Criminal Court (ICC) on this matter.
24131	11	“From my point of view, they are committing war crimes because they are helping the Putin regime in this special way and supporting the regime,” Ustenko told the newspaper, noting that Russia is using oil and gas revenues to wage war.
24132	3	"The countries of Europe must prepare resources for the ""winter of discontent"". This was stated by the Finnish political scientist Mika Aaltola (Mika Aaltola) on Twitter."
24132	5	"According to him, prices at gas stations are ""only a prelude to energy shortages and rising prices."""
24132	7	"The political scientist also expressed the opinion that Russia's special operation in Ukraine is a ""large-scale war of attrition"" between Russia and the European Union (EU). ""[Russian President Vladimir] Putin's strategic weapon - Europe's energy dependence on Russia - diverts attention from the conflict [in Ukraine] to the contradictions between the internal politics of countries and the EU,"" Aaltola said."
24132	9	"The expert noted that many countries are facing increasingly complex political challenges. In turn, this affects their decisions regarding Russia. At the same time, Aaltola is convinced that the current situation is also hurting Russia's ability to ""finance its expansion policy at the expense of Western energy buyers."" ""The 'winter of dissatisfaction' will become exhausting for Russia itself,"" he predicted."
24132	11	Earlier, Forbes magazine warned that Germany would face severe consequences if the Nord Stream gas pipeline is not launched after a scheduled maintenance shutdown. The publication notes that the main blow will fall on the industrial sector due to the rationing of electricity consumption. This will entail job cuts and production restrictions.
24133	1	In Poland, they were afraid of problems with heating due to the embargo on coal
24133	3	Poland faces problems with heating houses this winter due to an embargo on Russian coal, former Economics Minister Janusz Steinhoff said in an interview with Wirtualna Polska.
24133	5	He pointed out the difficulties in avoiding a shortage of the resource due to the length of sea transportation. “The decision to impose an embargo on Russian coal was made almost overnight, recklessly and ill-considered,” RIA Novosti quotes the words of the former Minister of Economy of Poland.
24133	7	Steinhoff expressed the opinion that Warsaw's decision would make sense if it was taken jointly by all EU members. “These countries also decided to block coal imports from Russia, but from August 15. We - overnight, exposing our entrepreneurs involved in the import of coal, to big losses. And, of course, those who use coal to heat their homes,” said the ex-minister.
24134	3	"DWN: energy crisis was a ""crushing sentence"" for the German economy"
24134	5	Lichterfelde gas power plant in Berlin. Archive photo
24134	7	According to Ernst & Young, a British auditing and consulting firm, Germany is no longer in the top 100 companies with the largest capitalization, while in 2007 there were seven German firms on the list, DWN points out.
24134	9	"Thus, the capital market ""makes a crushing verdict on the future of the German economy,"" and the main reason for this development of events is the energy crisis, the article says. Germany is the most energy-intensive industrial site in the world, and the situation is aggravated by the fact that the country's export model is very sensitive to the threat of a recession in the world market."
24134	11	As the newspaper notes, because of the extremely ambitious plan to switch to alternative energy sources, Germany is suffering from exorbitant electricity prices. In addition, the situation is also affected by the average age of the population with an indicator of 47.8 years, which is second in the world after Japan, and in terms of income tax, social insurance spending and regulatory costs, no other country can compete with Germany.
24134	13	These factors are pushing companies to relocate their production facilities to other countries. In addition, labor productivity in Germany has been growing rather slowly over the past 20 years, and the downward trend in real wages was observed even before the peak of inflation.
24134	15	After the start of the Russian military special operation to demilitarize and denazify Ukraine, the West stepped up sanctions pressure on Moscow. Many countries have announced the freezing of Russian assets, calls have become louder to abandon energy from Russia. These measures turned out to be problems for the West itself - they led to an increase in inflation and food and fuel prices. Russian President Vladimir Putin has said that the policy of containing and weakening Russia is a long-term strategy for the West, and sanctions have dealt a serious blow to the entire global economy.
24136	1	China lists NATO's seven 'deadly sins'
24136	3	"NATO with its seven ""mortal sins"" threatens the development of the world"
24136	5	The second sin is setting ideology at the forefront. The authorities of the United States of America believe that it is their country that is above all world powers.
24136	7	In addition, the publication notes that the Alliance always ignores the norms of international law. This is manifested in the decision to admit to Finland. At the same time, NATO always claims that it acts only in accordance with the UN Charter, but in reality this is not at all the case.
24136	9	The Alliance is also actively promoting the bloc policy, and this can also be considered a sin.
24136	11	The sixth sin is the spread of the Cold War mentality as NATO members continue to provoke camp confrontations and create tensions around the world.
24136	13	The bloc is also deviating from its original desire to secure the North Atlantic and is engaging in global expansion.
24136	15	NATO is a huge threat to development across the planet. What NATO is doing deserves high vigilance on the part of all the people of the Earth, the publication concludes.
24136	17	Russia has repeatedly stressed that the goal of the alliance is confrontation. According to Kremlin spokesman Dmitry Peskov, further expansion of the bloc does not promise Europe greater security. The Foreign Ministry also reminded that Russia remains open to dialogue with the North Atlantic Alliance, but on an equal footing, and the West must abandon its policy of militarizing Europe.
24136	19	At the end of last year, Russia published drafts of a treaty with the United States and an agreement with NATO on security assurances. Moscow, in particular, demanded from its Western partners legal guarantees of refusing to further expand the alliance to the east, joining the Ukrainian bloc and establishing military bases in post-Soviet countries. The proposals also contained a clause on the non-deployment of NATO strike weapons near the Russian borders and on the withdrawal of their forces in Eastern Europe to the 1997 positions.
24137	1	Klishas: denazification is inevitably approaching all Kyiv authorities
24137	3	The head of the Constitutional Committee of the Federation Council Andriy Klishas, ​​commenting on the resignation of the head of the SBU and the Prosecutor General of Ukraine, said that denazification is inevitable... RIA Novosti, 07/18/2022
24137	5	"MOSCOW, July 18 - RIA Novosti. The head of the Constitutional Committee of the Federation Council, Andriy Klishas, ​​commenting on the resignation of the head of the SBU and the Prosecutor General of Ukraine, said that denazification was inevitably approaching all Kyiv authorities. treason on the part of employees of departments. ""Those who actively served them fled from the Nazis in Kyiv. Denazification is inevitably approaching all authorities that are still controlled by the junta of this clown. Decrees cannot stop the flight,"" Klishas wrote in his Telegram channel Russian Foreign Ministry spokeswoman Maria Zakharova earlier sarcastically commented on the resignation, saying that denazification was in full swing."
24139	1	Latin America turned its back on the US because of the sanctions against Russia
24139	3	The countries of Latin America have turned away from the United States because of the unleashed sanctions policy against Russia. This point of view was expressed by Junge Welt columnist Frederick Schnatterer.
24139	5	“We cannot rely on partners from the West, this was demonstrated by anti-Russian sanctions. The US authorities do not care about food supplies to Latin America, so their words about human rights and alleged democracy mean nothing, ”he wrote.
24139	7	Schnatterer said that in this situation, it is not surprising that US attempts to win Latin America over to its side against Russia failed.
24139	9	“Argentina and Brazil have further expanded their trade partnership with Russia despite the announced sanctions. The next step could be the entry of Argentina into the BRICS, which will further weaken the West,” Schnatterer concluded.
24139	11	Earlier, a member of the Federation Council, Alexei Pushkov, said that Western countries would not be able to impose comprehensive sanctions against Russia and block Russian exports.
24142	1	Russia announced a sign of the end of the COVID-19 pandemic
24142	3	Immunologist Zhemchugov called the centaur subspecies of the omicron strain a sign of the end of the pandemic
24142	5	"A specialist in especially dangerous infections, an immunologist, doctor of medical sciences Vladislav Zhemchugov said that the appearance in Russia of a new subspecies of the omicron strain of coronavirus BA.2.75, better known as the ""centaur"", indicates the end of the pandemic. His words are quoted by TASS."
24142	7	Zhemchugov called the appearance of the “centaur” a sign of the end of the COVID-19 pandemic and stressed that one should not return to the previously introduced restrictive measures.
24142	9	“The current surge in omicron is the tail of the pandemic, the end of the coronavirus epidemic. There is no need to resume any restrictions and mask-and-glove measures,” he added.
24142	11	"At the same time, the expert urged patients with serious illnesses, people taking immunosuppressive therapy, and people over 80-90 years old to wear masks in public places. In his opinion, ""centaur"" has no fundamental differences from such variants of the omicron strain as BA.4 and BA.5."
24143	3	US Department of Energy employee ridiculed after Twitter photo in women's clothing
24143	5	US citizens reacted with humor to a new photo of an employee of the Department of Energy Sam Brinton, who positions himself as a trans person. They left joking comments under his Twitter post.
24143	7	Brinton told readers of his account that on June 19 he officially took up his duties at the US Department of Energy. He took the position of deputy adviser to the head of the department for the disposal of nuclear waste. Brinton attached a photo to the appeal, in which he appeared in a red jumpsuit, high-heeled shoes and with makeup applied.
24143	9	“This country is going downhill so fast. Incredible,” wrote one commenter.
24143	11	Another k Close user pointed out that American politicians should have taken up their direct duties, and not upholding personal preferences.
24143	13	“Buy a business suit: you are at work, not in an 80s disco,” summed up the Hierophant HildegardP.
24143	15	"Brinton began working at the US Department of Energy in February of this year. He is also a queer activist and demands to be addressed as ""they"". This desire is connected with Brinton's self-identification: he feels like a ""non-binary gender-fluid person."" Previously, he was an adviser to the government of former US President Barack Obama. He has advised on working with the LGBTQ+ community and has worked with Congress on nuclear policy."
24143	17	The new deputy secretary of energy excelled not only in defending his worldview: he has two master's degrees in nuclear energy and mechanical engineering from the Massachusetts Institute of Technology.
24144	1	On the strong ruble and the “Dutch growing pains” for Russia
24144	3	"The exchange rate of the Russian ruble against the US dollar and other fiat currencies of the countries of the ""golden billion"" continues to grow, which is considered by many representatives of the authorities and large businesses as a potential threat to the national interests of our country."
24144	5	They say that an overly strong ruble will lead to the fact that imports will become cheaper for us, and exports, on the contrary, more expensive, as a result, the competitiveness of domestic goods and services will decrease both in the foreign and domestic markets, enterprises will begin to close, unemployment will grow, the economy collapse. In general, the “Dutch disease” is coming, which in its consequences may turn out to be more dangerous than the COVID-19 pandemic, and therefore it is urgent, before it’s too late, to take a set of measures to weaken the ruble in order to return it to a “comfortable” one for our economy, according to most experts, the range is 70-80 rubles per dollar.
24144	7	"Undoubtedly, there is some truth in such fears. But - only a fraction, and not a very large one. First of all, we are talking about the degree of undervaluation of the Russian currency. Which is traditionally extremely large. Thus, with a GDP-2021 of 131.015 trillion rubles and an average annual exchange rate of 73.6824 rubles per dollar, the nominal volume of the Russian economy is determined at the level of 1.778 trillion dollars. The same indicator, calculated at purchasing power parity (GDP PPP) in 2021, according to the IMF, amounted to 4.49 trillion dollars, and according to the World Bank - 4.785 trillion dollars, i.e. 2.5-2.7 times more. Thus, the exchange rate of the ruble - even taking into account the lower level of monetization of the Russian economy relative to the American one (about 50% to 94.1%) and the lower velocity of money circulation - is significantly underestimated. Not 2.5-2.7 times, but about twice for sure. That is, the ""equilibrium"" exchange rate today should be in the range of 35-40 rubles per dollar. Anything above this range is a “premium” for Russian exporters and foreign importers. As well as our government, which, with the help of various tools, has traditionally used and continues to use part of this bonus as an extra-budgetary ""welding"" to its income and expenses. This is the first and it's not a secret."
24144	9	"Second. The current economic system in Russia is characterized by, and this is also no secret, a surplus in foreign trade and balance of payments. Thus, in 2021, the positive trade balance amounted to $198.16 billion, and in the first half of 2022 - $158.4 billion. And in normal economic conditions, these figures could be considered evidence of high competitiveness and success. But today, in the regime of ""hellish sanctions"" imposed by the countries of the collective West against Russia, these formally gigantic export earnings are difficult to purchase on the foreign market the goods and services necessary for our country in the proper assortment and volume. That is, domestic raw materials are supplied abroad on the terms of inadequate and non-equivalent exchange, without full payment, since financial resources formally received in the framework of trade as usual are subject to the risks of freezing, seizure and restrictions on use."
24144	11	"Thus, this third, special Russian military operation for the demilitarization and denazification of Ukraine (REDD) contributed to the fact that the previously hidden reefs of the “global market” were exposed, and the real topography of this bottom was no longer hidden by the tide – or rather, the tsunami – of the currency, before total dollar emission. There seems to be a lot of money, but in a number of markets you can’t buy anything for them. This non-economic sterilization of the money supply leads to higher prices both for the markets of the countries of the collective West and for the Russian market. As a result, inflation both there and there is in double digits, but in our country, due to the growth of the ruble exchange rate multiplied by currency inflation, a fairly wide range of import-dependent goods and services in terms of the dollar equivalent went into a completely different sector of accessibility. If a year ago the market price of a kilogram of imported pears was 150 rubles or 2 dollars (at the rate of 1 dollar = 75 rubles), today it reaches 300 or more rubles or 5 or more dollars (at the rate of 1 dollar = 60 rubles). That is, the already considerable growth in ruble prices of goods that have become scarce in terms of foreign currency becomes simply prohibitive. This is just a typical symptom of the ""Dutch disease"", manifested in the service industries."
24144	13	But it should be said that no one has ever died anywhere from this very “Dutch disease”. Especially in the context of a growing gap between demand and supply of goods in demand on the world market, which today increasingly include energy carriers, other raw materials and food (that is, the main items of Russian exports). And in the current situation, Russia's problem is the transition from one economic model (export-raw materials) to another (investment-mobilization). That is, it is necessary to treat not the symptoms by lowering the ruble exchange rate and stimulating a foreign trade surplus, but the cause of the disease (by investing in a network of new high-tech industries and developing infrastructure, including education and healthcare systems, changing the structure of the distribution of national income in favor of greater social equality).
24144	15	"Those who today scare Russia with the strengthening of the “Dutch disease” want to preserve the old economic model. But this model has already played its role, and today it is increasingly becoming a dead end. The ""Dutch disease"" - just like the very painful SVODDU - can and should turn out to be a ""growing pain"" for Russia. Therefore, “treatment protocols” will have to be used completely different than those usually prescribed in order to return to the norms of the “global market”. In particular, for example, it is worth considering that instead of forcibly weakening our national currency, on the contrary, it should be strengthened through a monetary reform with the denomination of the ruble - at least after the completion of the REDD, which, hopefully, is just around the corner and will be in favor of Russia ."
24145	1	Borrell disagrees with criticism of EU countries on sanctions against Russia
24145	3	EU diplomat chief Borrell disagrees with criticism of sanctions against Russia
24145	5	EU High Representative for Foreign Affairs and Security Policy Josep Borrell. Archive photo
24145	7	BRUSSELS, July 18 - RIA Novosti. The head of EU diplomacy, Josep Borrell, said that he did not agree with the criticism of the policy of sanctions against the Russian Federation by a number of EU countries, he believes that it should be continued.
24145	9	There is debate about the effectiveness of the sanctions, how much they affect us more than Russia. Some European leaders even said that the sanctions were a mistake ... I don’t think it’s a mistake, we should have introduced them and will continue to do so, he said before a meeting of EU foreign ministers in Brussels, at which it is planned to consider the possibility of strengthening and expanding European anti-Russian sanctions.
24145	11	Oil prices, on the contrary, fell, just look at the charts. Prices are now at the February level, - explained the head of European diplomacy.
24145	13	He added that foreign ministers will not consider a new package of sanctions, but strengthening the effectiveness of existing measures, as well as a ban on gold imports and a new list of individual sanctions.
24145	15	After the start of the Russian special operation in Ukraine, Western countries began to impose sanctions against the Russian Federation, in particular, on Russian energy resources. Russian President Vladimir Putin has said that the policy of containing and weakening Russia is a long-term strategy for the West, and sanctions have dealt a serious blow to the entire global economy.
24146	1	"""There is no other way"": Scholz prepares Germans for deprivation due to sanctions against Russia"
24146	3	"""Let's take hands"""
24146	5	In his article, Olaf Scholz stressed that Russian President Vladimir Putin must be stopped in any case. He also noted that German citizens are already suffering from the consequences of a military special operation in Ukraine, primarily from high prices for gasoline and food. Therefore, the country's government decided to allocate two aid packages totaling 30 billion euros.
24146	7	“But the truth is that the global economy is facing a challenge that hasn’t been seen in decades,” Scholz wrote.
24146	9	"Supply chains are broken, raw materials are in short supply, and uncertainty reigns in the energy market, he said. This has driven prices up all over the world. The chancellor noted that ""no country in the world can stand alone against such a development of events."" And he called on Western countries to ""stick together and join hands."""
24146	11	"“It was clear to us from the beginning that we might have to maintain our sanctions for a long time. And we are also clear that none of these sanctions will be lifted in the event of a Russian-dictated peace. For Russia, there is no other way to an agreement with Ukraine than the one that can be accepted by the Ukrainians,"" the German Chancellor stressed."
24146	13	"The German leader added that the chosen path is ""not easy even for such a strong and prosperous country"" as Germany, so citizens ""will need endurance."""
24146	15	"The head of the German government believes that otherwise Russia may not stop at Ukraine and ""continue"", so NATO no longer excludes Moscow's attack on the territory of the alliance."
24146	17	“If we allow Putin to get away with it, that would mean that violence can break the law with little to no consequences. Then, ultimately, our own freedom and security will also be at risk, ”Scholz is sure.
24146	19	"He also promised that Germany would continue to support Ukraine for as long as it needed help. The head of state assured that he would continue to supply weapons to Kyiv and provide economic, humanitarian and financial support to Ukraine. However, NATO states will not become a ""party to the war."""
24146	21	"Scholz noted the fears of the country's government that due to rising energy prices, European countries could weaken support for the sanctions policy. Therefore, the German Chancellor called for an end to the ""selfish blockade of European decisions by individual member states."""
24146	23	gas crisis
24146	25	The day before, Bild published an article stating that even if the energy crisis does not affect the entire territory of Germany, gas shortages will be felt in some federal states.
24146	27	According to the publication, the German government proceeds from the fact that Russia will not resume gas supplies via Nord Stream after the end of the scheduled repairs on July 21 and will come up with an “justification” for this.
24146	29	“If Russia increases gas supplies via Nord Stream to 40 percent, Germany will survive the winter without gas shortages. But the chances that Russia will do this are low,” the article says.
24146	31	"At the same time, the German authorities expect that the prices for blue fuel will double or triple. In this case, Germany ""cannot swallow the increase in costs"" and the gas will be expensive for citizens. In addition, the country will continue to depend on Russian supplies after the winter of 2022-2023, which means that the gas problem will persist until at least 2024."
24146	33	On June 27, the European Commission announced on its website that the EU approved a new law, according to which all countries of the bloc that have underground gas storage facilities must fill them by 80% by November 1 this year. In subsequent years, such states will have to fill storage facilities by 90%.
24146	35	“According to the new legislation, 18 (out of 27) Member States with underground gas storage facilities will be required to fill their storage facilities to 80% by November 1, and are encouraged to aim for 85%. In the coming years, the goal will be 90%,” the message said.
24146	37	On the same day, the Minister for Climate and Energy of the Netherlands, Rob Jetten, said that this innovation could lead to a crisis in all EU countries if at least one of the states, for example, Germany, cannot comply with the requirements.
24147	1	"Massacres began in the United States due to the ban on abortion: the topic has become a ""sacred cow"""
24147	3	Why the scandalous law was passed right now
24147	5	The United States Supreme Court overturned constitutional guarantees for the right to abortion. Now the states will regulate this issue on their own. It is expected that at least 14 of them will make abortion illegal. Against this background, mass protests broke out in dozens of American cities. The expert assessed the prospects for the development of the situation.
24147	7	On Friday, June 24, the U.S. Supreme Court overturned the 1973 Roe v. Wade ruling that recognized the right to abortion as constitutional. Now the issue of termination of pregnancy will be regulated by each state independently.
24147	9	“The Constitution does not give the right to abortion, and the right to regulate abortion is returned to the people and their elected representatives,” the court said in a statement.
24147	11	Abortion is expected to become illegal in at least 14 states within the next month. Nine of them had already banned the procedure on the day the Supreme Court ruling was made public. We are talking about Alabama, Arkansas, Wisconsin, Kentucky, Louisiana, Missouri, Oklahoma, South Dakota and Utah. Thus, the restrictions are expected to affect over 36 million women of reproductive age.
24147	13	However, abortion will remain legal in 20 US states and the District of Columbia.
24147	15	All US states allow exceptions for medically necessary abortions. At the same time, most of them will prohibit termination of pregnancy due to rape or incest.
24147	17	"United States President Joe Biden called the decision of the Supreme Court on abortion a ""tragic mistake""."
24147	19	“The US Supreme Court today took away a constitutional right that the American people had and recognized,” the American leader added.
24147	21	"The head of the White House stressed that with this decision, the court ""throws America back 150 years."" He urged Congress to restore abortion rights at the federal level, and promised that the topic would be put to a vote in the midterm elections in November."
24147	23	"In turn, former US President Donald Trump supported the decision of the Supreme Court, calling it ""a huge victory for the entire generation."""
24147	25	“Today’s decision is the biggest victory for life in a generation, along with other recent decisions,” the politician said.
24147	27	The Republican Party has long campaigned to overturn the ruling in Roe v. Wade. In 2016, during the campaign, Trump even promised to bring his own appointees to the Supreme Court, who will carry out this task.
24147	29	"Meanwhile, thousands of supporters and opponents of the right to abortion for the second day go to protests in dozens of American cities. According to The New York Times and The Washington Post, the most active demonstrations took place outside the Supreme Court building in Washington. The main slogans of the protesters were ""Stop the war against women"" and ""Not your body, not your life, not your choice."""
24147	31	“The topic of the ban on abortion in the United States has become the “sacred cow” of women’s rights,” Vladimir Vasiliev, chief researcher at the Institute for the USA and Canada of the Russian Academy of Sciences, comments to MK. “The rights to a good life, to equal wages, to non-discriminatory forms of employment were perceived as things that are declared, but at the same time do not have such a functional meaning.”
24147	33	According to the expert, the events of the mid-1960s were a kind of echo of the American Civil War (1861-1865), when slavery was abolished.
24147	35	“The legislation of the mid-1960s is regarded as the “second edition” of emancipation from slavery,” the political scientist continues. - Therefore, the right to abortion can also be conditionally called a kind of liberation of women from slavery. This is how it was perceived in America culturally.
24147	37	It must be understood that the abolition of constitutional guarantees of the right to abortion will not be so significant if we approach this problem from a technical point of view. In the event that pregnancy occurs as a result of criminal acts, rape, or there is a threat to the health of the mother, then such things can be resolved in court.
24147	39	However, the Democrats will still try to promote this topic in order to shake up the domestic political situation in the United States. It's not hidden. For the past two months, representatives of the Democratic Party have been actively preparing for this.
24147	41	Democrats are also aware that the Supreme Court decision has further deepened the divide in American society and heightened polarization. Joe Biden came to power with the goal of uniting the nation and rallying all healthy forces around the president. Today the Democrats are essentially getting rid of this slogan. The country is split, no matter what the US administration says. And it is quite clear that this split will intensify.”
24147	43	The general strategy of the Democrats is also changing, the expert believes. They decided that they would not fight for the unity of society, but, on the contrary, would bet on deepening the split.
24147	45	“Democrats can fit other forms of mass discontent (like Black Lives Matter) under the current situation with abortion,” Vladimir Vasilyev said. - It is also possible that in the fall Biden will even try to impose a state of emergency in the country as a form of a deepening split in American society. This is gambling. It might not work.
24147	47	Republicans go to the midterm elections under the sauce of the economic situation in the United States. They call it catastrophic and call for the Democrats to be driven out of Congress. Conservatives believe that their opponents should be punished for failures related to falling living standards, unemployment, and so on.
24147	49	The Democratic Party, for its part, is already demonstrating that minimizing their defeat in the elections will go under the auspices of the struggle for women's rights. Therefore, now the Democrats will be engaged in the mobilization of the female electorate. It cannot be said that he is in the minority or oppressed. According to statistics, 50% of all registered Democratic Party voters are women. Therefore, this will be the platform from which the Democrats will be able to balance all the claims put forward to them in connection with the economic situation in the country.
24148	3	The U.S. Supreme Court overturned the 1973 Roe v. Wade ruling, which gave women the constitutional right to have an abortion.
24148	5	It is reported by RBC-Ukraine with reference to Reuters.
24148	7	By repealing abortion as a constitutional right, the court ruling restored the ability of states to prohibit it.
24148	9	It is noted that 26 states are either confident or believe that they can ban abortion. It is reported that 13 states may ban abortion within 30 days due to earlier anti-abortion laws.
24148	11	However, the ordinance does not allow states to ban residents from traveling to another state to have an abortion, or to retroactively penalize people for previous abortions.
24148	13	It is noted that as a result of this, women with unwanted pregnancies in large areas of America may be faced with a choice: move to another state where the procedure remains legal and affordable, buy abortion pills online, or have a potentially dangerous illegal abortion.
24148	15	"US President Joe Biden condemned the decision, calling it a ""sad day"" for America. He said his administration will do everything in its power to fight efforts to restrict women from traveling to other states to have an abortion."
24148	17	Recall that in 2021, the United States lifted the ban on funding the abortion program. Family planning centers can refer women for abortions and receive funding for this from the federal budget.
