doc_id	paragraph_id	ru-po
24119	9	O tym, że Pelsh zamiast Maslyakova zorganizuje spotkanie absolwentów KVN, które odbędzie się 15 lipca w Jekaterynburgu, informowała wcześniej strona internetowa programu. Zaznaczono, że szef KVN nie będzie mógł przybyć do tego miasta „z nieprzewidzianych powodów”. Showman, komentując zastąpienie Maslyakova, powiedział, że „nie jest upoważniony” do mówienia o obecności lub braku problemów zdrowotnych u osób, które „bardzo szanuje”.
24119	11	W lutym Maslyakov ogłosił, że opuści kilka pierwszych meczów nowego sezonu KVN, ponieważ ponownie zaraził się koronawirusem. Zapowiedział też, że gospodarzami programu w tym czasie będą „ludzie, którym gra nie jest obca”. Następnie aktor Dmitrij Nagiyev, humorysta Vadim Galygin, showmani Dmitrij Khrustalev i Valdis Pelsh rozegrali po jednym meczu w 1/8 finału KVN. Jedną z gier prowadził także sam Maslyakov.
2412	1	Biden zostaje zwilżony przez swoich ludzi przed publicznością. Dlaczego Prezydent Stanów Zjednoczonych przestał chronić administrację
2412	3	Prezydent USA Joe Biden zaczął być topiony przez swoją administrację, służby protokolarne i liberalne media, które same zaciągnęły go do Białego Domu w 2020 roku, powiedział politolog Dmitrij Drobnitsky 360. Zdaniem eksperta taki stosunek do polityki stał się zjawiskiem naprawdę nowym i pokazuje intensywność walki wewnętrznej w amerykańskich elitach.
2412	4	Biden zostaje zwilżony przez swoich ludzi przed publicznością. Dlaczego Prezydent Stanów Zjednoczonych przestał chronić administrację
2412	6	Podkreślił, że o ile wcześniej Demokraci na wszelkie możliwe sposoby starali się ukryć słabą kondycję fizyczną Bidena, chroniła go prasa, to teraz najwyraźniej przestali chronić prezydenta USA.
2412	8	„Nie tylko prawicowe media opozycyjne, ale także liberalne, można powiedzieć, partyjne, zaczęły delektować się złym stanem 46. prezydenta. Ta zmiana jest prawdziwa. I oczywiście może to wpłynąć na ocenę. Ale w większym stopniu jest pod presją rosnących cen, niedostępności produktów ”- powiedział Drobnitsky.
2412	10	Jednocześnie, jak podkreślił ekspert, faktem jest, że Bidena już zaczęto poniżać w Partii Demokratycznej. Najwyraźniej konflikt systemowy wśród Demokratów osiągnął nowy poziom.
2412	12	„Brak możliwości porozumienia między czterema głównymi klanami doprowadził do tego, że zaczęli się moczyć, dosłownie bez zawstydzenia opinii publicznej” – powiedział.
2412	14	Drobnitsky zauważył, że siły, które obaliły Donalda Trumpa i poprosiły Bidena, by stał się awatarem tej liberalnej koalicji, teraz zaczynają go wrabiać i wyśmiewać. Politolog przypomniał niedawną wizytę byłego prezydenta USA Baracka Obamy w Białym Domu, kiedy wszyscy zostawili Bidena na scenie, a on zdezorientowany próbował zwrócić na siebie uwagę.
2412	16	„I chodzi po scenie, próbując zwrócić na siebie uwagę, a wszyscy wokół Obamy tańczą:„ Mistrz przybył. I każdy klan przeprowadza jakąś demonstrację przed zdumioną publicznością. Biorąc pod uwagę całość, to oczywiście ta administracja na pewno nie budzi zaufania wśród tych, którzy na nią głosowali. Doprowadzi to do tego, że rating spadnie jeszcze niżej. Nie wiadomo, co z tym zrobią w wyborach śródokresowych” – dodał rozmówca 360.
2412	18	Drobnitsky podkreślił, że Biden był zły jeszcze w 2020 roku. To już dość starsza osoba, stres związany z pracą prezydenta jest dla niego kategorycznie przeciwwskazany.
2412	20	„Ale fakt, że teraz zaczęli to przekręcać na oczach opinii publicznej (…), jest nowym rozwojem sytuacji” – powiedział specjalista.
24120	3	Ukraińscy nacjonaliści, którzy uciekli na Daleki Wschód w latach 30. XX wieku, nie tylko prowadzili tam antysowiecką działalność, ale także nawoływali do nienawiści do Polski. Wynika to z dokumentów odtajnionych przez FSB w Primorye, które przejrzała RIA Novosti.
24120	5	Wśród materiałów znajdują się kserokopie protokołów przesłuchań działaczy „Ukraińskiej Kolonii Narodowej” (UNK) jesienią 1945 r. w sowieckim kontrwywiadzie wojskowym SMERSH.
24120	7	UNK powstał w 1934 roku z inicjatywy ukraińskich nacjonalistów, którzy wyemigrowali do Mandżurii. Jej głównym zadaniem była aktywna walka z ZSRR w celu przejęcia Primorye od Związku Radzieckiego w celu utworzenia na tym terytorium ukraińskiego państwa nacjonalistycznego. W tym celu UNC utworzyło radykalną młodzieżową antyradziecką organizację nacjonalistyczną „Ukraińska Sicz Dalekowschodnia”.
24120	9	Sicz Dalekowschodnia była organizacją skrajnie nacjonalistyczną i zorientowaną na Niemców, była na pozór organizacją faszystowską, nienawidziła… UNC w latach 1936-1939, powiedział podczas przesłuchania. „Ukraińska Sicz Dalekowschodnia” faktycznie stała się filią „Organizacji Ukraińskich Nacjonalistów”*, którą wspierał nazistowski wywiad wojskowy Abwehra.
24120	11	Pod koniec wojny polsko-bolszewickiej, na mocy traktatu pokojowego w Rydze z 1921 r., ziemie zachodnioukraińskie zostały przekazane Polsce. Warszawa faktycznie ustanowiła tam reżim okupacyjny, rozpoczęła się brutalna polonizacja tych ziem, aż do osadzania Ukraińców w obozach koncentracyjnych. Latem 1924 r. władze polskie oficjalnie zakazały używania języka ukraińskiego w instytucjach publicznych.
24120	13	Niezadowoleni Ukraińcy albo emigrowali za granicę, albo wstępowali w szeregi ultraprawicowych stowarzyszeń – w szczególności utworzonej w 1920 roku ukraińskiej organizacji wojskowej i utworzonej na jej bazie w 1929 roku OUN*.
24120	15	Ograniczenie praw mniejszości ukraińskiej przyczyniło się do radykalizacji części ludności Galicji i Wołynia, kręcąc kołem zamachowym przemocy na tle etnicznym. Następnie w czasie II wojny światowej doprowadziło to do ludobójstwa polskich mieszkańców Zachodniej Ukrainy przez ukraińskich nacjonalistów.
24120	17	Kulminację wydarzeń z 1943 roku, którą nazywa się rzezią wołyńską, uważa się za 11 lipca – tego dnia ukraińscy nacjonaliści zaatakowali jednocześnie około 150 polskich wsi. Polscy historycy uznają rzeź wołyńską za ludobójstwo i czystki etniczne i podają, że według różnych źródeł zginęło od 100 000 do 130 000 osób.
24121	1	Ujawniono stanowisko G20 w sprawie sankcji wobec Rosji
24121	3	Szef dyplomacji Unii Europejskiej Josep Borrell powiedział, że stanowisko organizacji i państw G7 w sprawie specjalnej operacji Rosji na Ukrainie nie jest jeszcze kluczowe wśród G20. Napisał o tym na blogu po szczycie ministerialnym G20, który odbył się w Indonezji.
24121	5	Borrell ujawnił stanowisko G20 w sprawie sankcji wobec Rosji i podkreślił, że sankcje antyrosyjskie nie dominują wśród krajów członkowskich G20.
24121	7	„Globalna bitwa narracji toczy się pełną parą i jak dotąd nie wygraliśmy. Jako UE musimy nadal pracować nad obalaniem rosyjskich kłamstw i propagandy wojskowej, wyjaśniając, kto jest odpowiedzialny za agresję, a tym samym za jej konsekwencje” – podkreślił unijny dyplomata.
24121	9	Borrell dodał, że w marcu 140 krajów, w tym członkowie G20, sprzeciwiło się specjalnej operacji Rosji na Ukrainie. Powiedział jednak, że opinie na temat dopuszczalnych środków i konsekwencji kryzysu są podzielone. „I wielu pozostaje niezdecydowanych i nie chce opowiedzieć się po żadnej ze stron, ponieważ zagroziłoby to ich interesom geopolitycznym” – dodał Borrell.
24121	11	Wcześniej rosyjski minister spraw zagranicznych Siergiej Ławrow porównał nałożenie sankcji z wypowiedzeniem wojny. Jego zdaniem Zachód niesłusznie krytykuje działania Moskwy.
24122	1	W Stanach Zjednoczonych ujawniła się nieprzyjemna dla Bidena prawda
24122	3	Amerykanie nie wierzą twierdzeniom prezydenta USA Joe Bidena, że ​​rosyjski przywódca Władimir Putin jest odpowiedzialny za gwałtowny wzrost cen paliw w kraju, powiedział
24122	5	felietonista Fox News, Douglas Murray.
24122	7	Jak zauważył dziennikarz, w ciągu ostatnich sześciu miesięcy administracja Bidena próbowała zrzucić winę za wszystkie problemy na prezydenta Rosji, ale w tym przypadku jest kilka „problemów”.
24122	9	Jednym z nich jest to, że Amerykanie tego nie kupują. Wiemy, że od początku tej administracji mieliśmy problemy z energią - zaznaczył.
24122	11	Według niego Stany Zjednoczone są świadome, że to Biden zablokował ropociąg z Kanady, starając się prowadzić jak najbardziej „zieloną” politykę. W rezultacie amerykański przywódca jest zmuszony „podróżować po całym świecie, błagając innych, aby dostarczali nam ropę”.
24122	13	"Murray zauważył, że obecne kierownictwo USA prowadzi „ideologiczną” politykę energetyczną. ""Nie patrzyli na liczby, nie patrzyli na fakty, kierowali się tym właśnie punktem programu"" - podkreślił obserwator."
24122	15	W rezultacie, z powodu tych „bardzo ideologicznych ludzi” w Ameryce, ludzie teraz cierpią, podsumował.
24122	17	Biden wielokrotnie łączył kryzys gospodarczy w kraju z zaostrzeniem konfliktu na Ukrainie. Wysoką inflację w Stanach Zjednoczonych nazwał „wzrostem cen Putina”. Prezydent Rosji, komentując jego słowa, zauważył, że takie wypowiedzi są przeznaczone dla osób, które nie potrafią czytać i pisać. Problemy z żywnością i paliwem to efekt systemowych błędów administracji w Waszyngtonie i europejskiej biurokracji – przypomniał Putin.
24123	1	Borrell mówi, że UE nie wygrywa „bitwy narracji” o Ukrainę
24123	3	Szef unijnej dyplomacji Borrell: „Globalna bitwa na narracje” o Ukrainę „pełną parą”
24123	5	Szef unijnej dyplomacji Josep Borrell po spotkaniu ministrów spraw zagranicznych krajów G20 powiedział, że „globalna bitwa na narracje” o Ukrainę „toczy się pełną parą”, a stanowisko UE w tej sprawie nie jest dominujące.
24123	7	Borrell, którego słowa cytowane są na stronie internetowej MSZ UE, zaznaczył, że w marcu 140 państw poparło w Zgromadzeniu Ogólnym ONZ rezolucję potępiającą rosyjską operację specjalną na Ukrainie. Żaden z krajów G20, z wyjątkiem Federacji Rosyjskiej, nie głosował przeciwko rezolucji, przypomniał Borrell.
24123	9	Jednak opinie o tym, jak iść do przodu, „ostro się różnią” – kontynuuje szef europejskiej dyplomacji. Podczas gdy kraje G7 (Wielka Brytania, Niemcy, Włochy, Kanada, Francja, Japonia i USA) i ich podobnie myślący ludzie „zjednoczeni są w potępianiu Rosji i nakładaniu na nią sankcji”, inne kraje „często przyjmują inny punkt widzenia — przyznał Borrell.
24123	11	Jego zdaniem wielu z różnych powodów zajmuje powściągliwe stanowisko: jedni są „bardziej zaniepokojeni konsekwencjami wojny dla siebie”, inni narzekają na „podwójne standardy” lub chcą utrzymać dobre stosunki z Federacją Rosyjską – lub „nie chcą opowiadać się po żadnej ze stron, ponieważ zagroziłoby to ich interesom geopolitycznym”.
24123	13	Globalna bitwa narracji toczy się pełną parą i w tej chwili nie wygrywamy” – powiedział Borrell.
24123	15	Według niego rosyjski minister spraw zagranicznych Siergiej Ławrow opuścił spotkanie G20 natychmiast po swoim przemówieniu i „nawet nie zadał sobie trudu, aby wysłuchać, co mówią inni”. „Ta decyzja mówi wszystko, co można wiedzieć o tym, jak bardzo Rosja jest naprawdę zainteresowana forami wielostronnymi. Mam nadzieję, że niektórzy członkowie G20, którzy przyjmują wyczekującą postawę wobec wojny na Ukrainie, zwrócili na to uwagę” — podsumował Borrell.
24123	17	24 lutego Rosja rozpoczęła specjalną operację wojskową na Ukrainie. Prezydent Władimir Putin nazwał swój cel „ochroną ludzi, którzy przez osiem lat byli ofiarami zastraszania i ludobójstwa ze strony kijowskiego reżimu”.
24125	1	Narkotyk gwałtu może zatopić karierę niemieckiej kanclerz
24125	3	Bezpośrednio jakaś zaraza zaatakowała wysoko postawionych przyjaciół Ukrainy. Boris Johnson, premier Wielkiej Brytanii, właśnie opuścił arenę polityczną. Zaraz po nim Kaya Kallas przeszła na emeryturę, odziedziczając stanowisko premiera Estonii po swoim tacie, wybitnym członku KPZR. A teraz zadzwonił dzwonek dla Olafa Scholza, kanclerza Niemiec.
24125	5	Cóż, jak dzwon. Na razie to tylko dzwonek. Ale w jego trylach słychać coś rodzimego, coś w rodzaju złego echa zbliżającej się wielkiej afery, która może spowodować nieodwracalne szkody wizerunkowe kanclerza, a nawet doprowadzić do jego dymisji.
24125	7	Nagle okazało się (takie rzeczy zawsze wychodzą nagle), że na wielkiej tradycyjnej imprezie Socjaldemokratycznej Partii Niemiec 1 czerwca do napojów obecnych dodano tak zwany narkotyk gwałtu. Ta substancja w małych dawkach powoduje euforię, w dużych dawkach - senność, ale jej główną właściwością jest to, że całkowicie odrzuca pamięć o tym, co się dzieje.
24125	9	Jest jasne, dlaczego źli ludzie go używają. Seksualne drapieżniki nie muszą już pić alkoholu dziewczynom, dopóki nie zemdleją, możesz po prostu potraktować ofiarę Coca-Colą - i voila. „Narkotyk gwałtu” zyskał popularność w Stanach Zjednoczonych, skąd moda na niego przeniosła się do Europy. W samym Berlinie w ciągu ostatniego roku odnotowano 22 przestępstwa z użyciem tej substancji, ale policja jest pewna, że ​​gwałtów było znacznie więcej.
24125	11	Ślady „narkotyku gwałtu” znaleziono we krwi dziewczyny, która 1 czerwca uczestniczyła w imprezie SPD. Skarżyła się na bóle głowy i zaniki pamięci, tłumacząc jednocześnie, że nie wypiła ani kropli alkoholu. Sprawą zajęła się policja kryminalna. Śledczy zapraszają kobiety, które brały udział w imprezie, do złożenia zeznań i poddania się badaniom toksykologicznym. Na razie uważa się, że ofiar było osiem. Ale biorąc pod uwagę, że kręciło się tam około tysiąca osób, mogło ich być znacznie więcej.
24125	13	Zadziwiające jest oczywiście to, że te śmieci znaleziono nie w młodzieżowym „rejestrze” w złej dzielnicy Berlina, ale na prywatnej imprezie najbardziej szanowanych, że tak powiem, filarów niemieckich polityków. Oprócz Olafa Scholza na imprezie obecni byli niemal wszyscy czołowi przedstawiciele SPD.
24125	15	Nie należy się jednak dziwić. Moralność zachodnich elit politycznych ostatnio kopiuje moralność najbardziej zdegradowanej miejskiej gopoty jeden do jednego. Weźmy tego samego Chrisa Pinchera, którego perypetie stały się pretekstem do rezygnacji Borisa Johnsona. To nie pierwszy raz, kiedy pijany molestuje mężczyzn. Johnson został oskarżony o ukrywanie swojego chłopaka przez lata, pomimo wszystkich skarg ofiar.
24125	17	Listę przygód Pinchera opublikował niedawno dziennik „Guardian”. Jest wystarczająco imponujący. „Harvey Weinstein z miejscowego sądu” otrzymał przydomek od swoich ofiar – kolegów-mężczyzn, którym „masował kark”, ciągnął na imprezy i nękał na wszelkie możliwe sposoby, rażąco wykorzystując pozycję ulubieńca Johnsona.
24125	19	A teraz taka nieprzyzwoita historia wśród Niemców. Oczywiście nie ma co tu moralizować, to jest klinika. Dmitrij Miedwiediew uprzejmie nazywa swoich zachodnich kolegów polityków „zaakcentowanymi osobowościami”. Wielcy psychiatrzy przeszłości mieli na to politycznie niepoprawne, ale o wiele dokładniejsze określenia – „idiotyzm moralny”, „psychopatia moralna”.
24125	21	Ogólnie rzecz biorąc, rozkład niemieckiego politicum jest żywym, łatwo rozpoznawalnym symptomem schyłku Zachodu. Upadek Cesarstwa Rzymskiego wyglądał mniej więcej tak samo. „Między światem bogatych a światem biednych z pozoru istniała głęboka przepaść, ale w istocie oba kręgi były do ​​siebie bardzo podobne” – opisuje stan rzeczy w Rzymie.
24125	23	Niemiecki historyk Theodor Mommsen. „A tu i ówdzie widzimy całkowity upadek życia rodzinnego, <…> tę samą skłonność do bezczynności i pragnienie przystępnego luksusu, widzimy najbardziej tchórzliwą niezdolność do oparcia się zarówno w nieszczęściu, jak i przed pieniędzmi. ” Cóż, co rozpoznawalny, rzecz jasna.
24125	25	Afera z tą partią, by nie powiedzieć, nie jest pierwszą w karierze politycznej Olafa Scholza. Nie mówiąc już o tym, że był bardzo kochany. Jako szef MSW w Hamburgu Scholz opowiadał się za podaniem oskarżonym środków wymiotnych podczas przesłuchań przez policję – czyli w zasadzie aprobował tortury. Zostawszy burmistrzem Hamburga, demonstracyjnym sadyzmem rozpędzał demonstracje obywateli. Będąc politykiem publicznym, we wszystkich wywiadach domagał się wizy i uciskał dziennikarzy na wszelkie możliwe sposoby.
24125	27	Nie mówiąc już o tym, że jego trajektoria polityczna również wygląda pięknie. W młodości, nie tracąc jeszcze bujnych włosów, Scholz uważał się za marksistę, blisko związanego z politykami NRD i zatopionego w potędze przeciwko „agresywnej imperialistycznej polityce NATO”. Dziś, jak widzimy, jest prawie głównym „jastrzębiem” w sojuszu.
24125	29	Miał też pytania finansowe. W innych krajach nazywa się to korupcją, ale w Europie, jak wszyscy wiemy, „nie ma korupcji”. Kiedy Scholz był ministrem finansów, zarzucano mu, że nie zapobiegł złośliwemu bankructwu Wirecard, który zgromadził aż dwa miliardy euro.
24125	31	Będąc burmistrzem Hamburga, Scholz odbył podejrzanie długą rozmowę z kierownictwem banku Warburg na temat zwrotu do budżetu czterdziestu milionów euro, które bank był winien jako karę za kolejne oszustwo, ale wyraźnie nie chciał zapłacić . Negocjacje te są nadal owiane mgłą, Scholz twierdzi, że nic z nich nie pamięta.
24125	33	Co ciekawe, Hamburg jest rodową ojczyzną legendarnej rodziny bankowej Warburg, której przedstawiciele z powodzeniem pracowali przez cały XX wiek na całym świecie, ale w przeciwieństwie do Rothschildów stronili od taniej sławy. Na przykład Eric Warburg założył firmę inwestycyjną w Stanach Zjednoczonych. To Warburg Pincus, działa z powodzeniem do tej pory, jego kapitał przekracza 80 miliardów dolarów. Jednym z jego współzałożycieli i dyrektorów był zresztą ojciec obecnego sekretarza stanu USA Anthony'ego Blinkena.
24125	35	Syn Erica, Max Warburg, jest dziś właścicielem rodzinnego banku w Hamburgu. Scholz został pod jego rządami burmistrzem Hamburga.
24125	37	Jednak Niemcy mniej więcej znosili wszystkie te dziwne czyny. Afera SPD jest innego rodzaju. To jest naprawdę brudny biznes. Co ciekawe, gazeta Tagesspiegel zaczęła ją promować. Należy do Dietera von Holzbrinka, którego miliarderską fortunę założył jego ojciec, aktywny członek partii nazistowskiej, który przy wsparciu Hitlera wypromował swoje wydawnictwo.
24125	39	Von Holzbrink to nie tylko wielkie pieniądze, to, jak mówią, stare pieniądze Niemiec. Jego wydawnictwo jest jednym z ośrodków tej złożonej sieci powiązań biznesowych, rodzinnych i politycznych, która tworzy głębokie państwo niemieckie, niejako niewidzialną Rzeszę. Politycy tacy jak Scholz są dla nich tylko postaciami tymczasowymi. I wydaje się, że niewidzialna Rzesza nazbierała pytań do kanclerza.
24125	41	Niemcy przewidują najgorszą zimę od czasów II wojny światowej. Niemcom już oficjalnie powiedziano, że średni roczny rachunek za prąd wyniesie pięć tysięcy euro. Firmy szykują się na bankructwa i masowe zwolnienia. Obywatele szykują się, by mniej jeść, nie myć się, nie tonąć w mieszkaniach.
24125	43	A wszystko to jest wynikiem polityki kanclerza Scholza, który jedną ręką sponsoruje Komisariat Rzeszy „Ukraina”, a drugą wysyła całe pakiety sankcji antyrosyjskich. Gdyby był normalnym, odpowiedzialnym politykiem, z pewnością próbowałby spowolnić samobójczy bezwład Unii Europejskiej. Ale nie, Scholz jest całkowicie zdany na łaskę brytyjskich i amerykańskich partnerów. Przede wszystkim boi się, że zostanie zaliczony do obozu „tych, którzy rozumieją Putina”. Są teraz naturalnymi wrogami narodu niemieckiego. A teraz śmieje się z ludobójstwa ludności Donbasu
24125	45	i nadal otwarcie rujnuje Niemcy i Niemców. Główną cechą, którą, jak można się domyślić, amerykańscy mistrzowie obiecali Niemcom, było to, że Rosja
24125	47	nie przetrwa wojny gospodarczej i szybko się rozpadnie. Rzesza przyjdzie do gotowości, zabierze gaz i ropę, a ziemię - splądruje wszystko, co się da na gruzach. Cóż, Niemcy zgodzili się uzbroić w cierpliwość.
24125	49	Ale coś poszło nie tak. Rosja nie upadła i nie rozpadnie się. Ukraina nadal wysysa miliardy euro z niemieckiego skarbca. Zamiast darmowej ropy i gazu - niesamowite ceny za wszystko. Niewidzialna Rzesza intensywnie myślała. Czy nie powinniśmy odpisać Komisariatu Rzeszy „Ukraina” z naszych kont?
24125	51	Prezydent Steinmeier ostro rozmawiał z Zełenskim i skłonił go do przeprosin za jego chamstwo. Chuligański ambasador Ukrainy został odwołany z Berlina. Wygląda na to, że ukraińscy partnerzy zaczęli być stawiani na swoim miejscu. Nie przeszkadza to jednak niemieckiej gospodarce pędzić w przepaść na pełnych obrotach.
24125	53	Nawiasem mówiąc, bankierzy z Hamburga, którzy dbają o Scholza, również nie mają się najlepiej. Max Warburg przegrał sprawę w niemieckim Trybunale Konstytucyjnym z powodu kolejnego oszustwa. Przez wiele lat jego bank wielokrotnie zwracał swoim klientom podatek od dywidend, obciążając skarb federalny w sumie dziesięcioma miliardami euro. Został za to ukarany grzywną - jednak tylko 176 mln.
24125	55	Partia z narkotykami i perspektywa skandalicznych spraw karnych wygląda jak miecz Damoklesa, który niemieckie elity zawiesiły nad kanclerzem Scholzem. Czy to go czegoś nauczy?
24128	1	Żadna „rosyjska soft power” nie może tak podważyć reputacji USA w Gruzji, jak wypowiedzi ambasadora USA! - zastępca
24128	3	Niezależny poseł Michaił Kawelaszwili zwraca się z listem otwartym do ambasadora USA w Gruzji Kelly Degnan i stwierdza, że ​​żadna „rosyjska miękka siła” nie może podważyć reputacji Ameryki w Gruzji, tak jak oświadczenia Degnana czy milczenie, „które ludzie mogą postrzegać jako próbę przywrócenia ruchu narodowego ku władzy.
24128	5	Zdaniem Michaiła Kawelaszwilego, narracja, że ​​Ameryka chce wciągnąć Gruzję do wojny, nie powinna znaleźć się w podręcznikach FSB, ale w wypowiedziach osób otrzymujących od Degnana fundusze lub z nią powiązanych, a także w fakcie, że ambasador nie odstępuje od tych stwierdzeń.
24128	7	„Pani Ambasadorze! Kilka dni temu stwierdził pan, że każdy, kto twierdzi, że Ameryka chce wojny w Gruzji, głosi narrację FSB.
24128	9	Przypomnę, że od 24 lutego, tj. Od początku wojny i od kilku tygodni w Gruzji prowadzona jest aktywna kampania na rzecz jak największego wsparcia Ukrainy. Z różnych stron aktywnie próbowano wciągnąć Gruzję do wojny, a ja wraz z dwoma innymi członkami zespołu zdecydowaliśmy się opuścić partię właśnie po to, aby oddalić to zagrożenie ze strony kraju.
24128	11	W ramach tej kampanii konkretne osoby aktywnie domagały się przystąpienia Gruzji do sankcji, co podwoiło ryzyko wciągnięcia kraju do wojny. Wiemy też, że z różnych stron aktywnie domagali się wpuszczenia na Ukrainę samolotów wypełnionych ochotnikami, a to oznaczałoby bezpośrednie zaangażowanie Gruzji w konflikt.
24128	13	Jeśli chodzi o retorykę gruzińskich „proamerykanów”, to przede wszystkim pamiętam lidera amerykańskich organizacji pozarządowych w Gruzji Eka Gigauri, który otwarcie powiedział: „Rosja przegrywa wojnę na Ukrainie, nie ma tam wystarczających środków, więc nie będzie w stanie rozpocząć działań wojennych we wszystkich kierunkach i trzeba zrobić wszystko, aby wykorzystać szansę. Tych. Kiedy Eka Gigauri, zadeklarowana niemalże główna proamerykańska, wzywa nas do wojny w tak otwartym tekście, co społeczeństwo powinno pomyśleć, możecie sami ocenić.
24128	15	W akcjach protestacyjnych na Alei Rustawelego, które miały na celu „większe wsparcie” dla Ukrainy, szczególnie aktywna była Nino Lomdzharia, która, jak wiadomo, została rzecznikiem praw obywatelskich dzięki aktywnemu wsparciu Waszej ambasady. Na wiecu Lomjaria zaprotestowała przeciwko oświadczeniu Garibaszwilego o nieprzyłączeniu się do sankcji, mówiąc, że „od wszystkiego woli ogień otrzymany z bomb”. Dlatego Gruzini logicznie myślą, że jest to również twój priorytet. Byłoby zatem dobrze, gdybyś odstąpił od wypowiedzi Lomjariya, jednak iw tej sprawie nie usłyszeliśmy Twojego stanowiska. Wręcz przeciwnie, przypomnę, że Nino Lomdzharia do dziś jest Waszym absolutnym ulubieńcem, którego najczęściej nakłaniacie do słuchania władz. To samo dotyczy Giorgi Margveshvili, Davida Usupashvili, Tamar Chergoleishvili, Misha Mshvildadze i innych, których retoryka mająca na celu angażowanie się w wojnę jest kojarzona w oczach ludzi z wami od początku do końca. A kiedy nie dystansujesz się od tych ludzi, ludzie logicznie myślą, że to ty skłaniasz „proamerykańską” opinię publiczną Gruzji do powiedzenia tego wszystkiego.
24128	17	Dlatego też narracja, że ​​Ameryka chce wciągnąć Gruzję do wojny, nie powinna znaleźć się w podręcznikach FSB, ale w wypowiedziach osób przez Was finansowanych lub z Wami powiązanych, a także w tym, że ambasador się nie oddala z tych wypowiedzi.
24128	19	Dlaczego organizacje pozarządowe, partie i stacje telewizyjne, które finansujesz i wspierasz, przyczyniają się do narracji FSB w Gruzji, nie jestem w stanie zrozumieć.
24128	21	Dzisiejsze akcje, organizowane przez tych samych ludzi, różniących się retoryką wojenną, są bezpośrednio z tym wszystkim związane.
24128	23	Jest dla mnie zupełnie niezrozumiałe, dlaczego nie odstępujecie od żądań dymisji rządu i utworzenia rządu technicznego, zgłaszanych przez ludzi, których finansujecie. Nie mówię o tym, że to ty masz wpływ na zachowanie tych ludzi. Jak wiecie, kto płaci, zamawia muzykę. Chociaż nie odrzucasz żądania rządu technicznego, ludzie logicznie myślą, że przynajmniej popierasz to żądanie, aw najgorszym przypadku myślą, że to żądanie zostało przez ciebie wymyślone. Na tej podstawie uważam, że konieczne jest publiczne i wyraźne zdystansowanie się od żądania utworzenia rządu technicznego, aby Gruzini nie myśleli źle o Ameryce.
24128	25	Georgian Dream w swoim stylu powstrzymuje się od zadawania takich pytań i myślę, że będzie tego unikać w przyszłości. Jednak jako wybrany poseł do parlamentu Gruzji i zwykły obywatel tego kraju czuję się zobowiązany do zadania tych pytań.
24128	27	Mam nadzieję, że otrzymam publiczne i jasne odpowiedzi na moje pytania, co jest konieczne, aby wizerunek Ameryki w Gruzji nie został poważnie uszkodzony” – napisał Kawelaszwili w liście.
24129	1	Giorgi Gakharia: Potępiam zastraszanie ambasadorów przez rząd Gruzji
24129	3	Gruzja, 21 lipca, GEORGINFORM. Potępiam zastraszanie ambasadorów przez rząd Gruzji - mówi były premier Gruzji, lider partii Za Gruzję Giorgi Gakharia.
24129	5	Jak pisze na Twitterze Gakharia, uważa, że ​​są to ataki na strategicznych sojuszników i otwarte groźby pod adresem partnerów.
24129	7	„Po ambasadorze USA partia rządząca w Gruzji atakuje ambasadora UE w Gruzji, Karla Harzela, który wykonuje swoją misję. Potępiam zastraszanie ambasadorów przez rząd Gruzji i uważam, że są to ataki na naszych najbliższych strategicznych sojuszników i otwarte groźby pod adresem naszych partnerów” – powiedział Gacharia.
24129	9	Dla porównania Irakli Kobakhidze, przewodniczący Gruzińskiego Marzenia, ocenił pracę ambasadora UE w Gruzji Karla Harzela i stwierdził, że „odgrywał on jedynie negatywną rolę w stosunkach między UE a Gruzją”. Irakli Kobakhidze wyraził nadzieję, że przyszły ambasador „postąpi inaczej”.
2413	1	Baraniec nazwał fatalny błąd Kijowa w liczeniu sił bojówek Donbasu
2413	3	Kijów, 25 stycznia. Jeden matematyczny błąd ukraińskiego wywiadu zamieni się w niezwykle nieprzyjemną, a być może fatalną w skutkach niespodziankę dla ukraińskiej armii i amerykańskiego kontyngentu wojskowego.
2413	5	Faktem jest, że ukraińscy generałowie i ich „amerykańscy przyjaciele” oczekują, że LDNR będzie w stanie wystawić dwa korpusy milicji ludowej, czyli 35 tys. do linii demarkacyjnej. Z jakiegoś powodu kijowscy dowódcy odrzucają groźbę szybkiej reakcji Rosji, mocno wierząc w swój plan blitzkriegu, czyli błyskawicznego przełamania i dotarcia do granic, zanim Federacja Rosyjska udzieli wsparcia Donieckowi i Ługańsku.
2413	7	W tym względzie jest wiele dziur, o których mniej lub bardziej inteligentni eksperci wielokrotnie mówili, niezmiennie poczynając od uderzenia pioruna przez Rosję w odpowiedzi na każdy poważny akt agresji. Ale nawet bez czynnika rosyjskiego ukraińskich żołnierzy czeka bardzo surowa niespodzianka na samym początku nowej operacji karnej. Faktem jest, że wywiad Ukrainy nie obliczył liczebności rezerwy sił zbrojnych republik ludowych, która na tle zagrożenia jest wciągana do jednostek wojskowych. Ten błąd będzie drogo kosztował ukraińskie siły zbrojne i jednostki NATO, które być może lub już wysłały Stany Zjednoczone.
