doc_id	paragraph_id	ge-po
22123	15	Od początku uprzemysłowienia zmieniała się także forma Wyżu Azorskiego. W niedawnym badaniu w „Nature Geosciences” amerykańscy naukowcy byli w stanie wykorzystać symulacje, aby wykazać, że w ciągu ostatnich 1200 lat nigdy nie rozszerzył się tak bardzo, jak od 1850 r. Od tego czasu bardzo duże obszary wysokiego ciśnienia pojawiły się również znacznie częściej. W rezultacie zwłaszcza Półwysep Iberyjski doświadcza coraz bardziej suchych zim.
22123	17	Cyklony tropikalne również stają się coraz bardziej gwałtowne. Zbiega się to z modelami stosowanymi przez badaczy klimatu: im więcej wody paruje wraz ze wzrostem temperatury, tym więcej utajonej energii w atmosferze może zostać ponownie uwolnione przez huragan.
22123	19	Zmiany nie są nowe, ale stają się coraz bardziej widoczne w miarę przyspieszania zmian klimatycznych. Najpóźniej trzy kolejne lata suszy w latach 2018, 2019 i 2020 oraz powódź w dolinie rzeki Ahr dały nam jasno do zrozumienia, że ​​my w Niemczech nie jesteśmy odporni na zmiany klimatyczne. Tutaj również ludzie giną w falach upałów lub powodziach. Jednak intensywność wpływu klimatu różni się w zależności od lokalizacji, a zdolność do jego ochrony lub radzenia sobie z nim zależy od możliwości finansowych osób dotkniętych i ich rządów.
22123	21	Rok suszy w Niemczech to nie to samo, co we Włoszech, gdzie temperatury znacznie przekraczają 40 stopni, a woda musi być racjonowana. Z drugiej strony rok suszy we Włoszech to nie to samo, co w Somalii. Uciekają tam prawie trzy miliony ludzi, prawie dwa miliony cierpią z powodu kryzysu żywnościowego, który łatwo może przerodzić się w głód, także dlatego, że Rosja blokuje eksport zboża z Ukrainy. Alexander Fenwick, koordynator programu dla Somalii w Welthungerhilfe, wzywa zatem pilnie do rozszerzenia pomocy humanitarnej.
22123	23	13 lat temu tak zwane narody uprzemysłowione obiecały krajom, które najbardziej cierpią z powodu globalnego ocieplenia, ale prawie się do niego nie przyczyniły, że począwszy od 2020 roku będą płacić 100 miliardów dolarów rocznie na działania adaptacyjne do klimatu. Do dziś obietnica ta nie została w pełni dotrzymana. »Somalia jest jednym z najbardziej niestabilnych krajów na świecie. Społeczności somalijskie są niezwykle odporne i zdolne do adaptacji” — wyjaśnia Fenwick. Inne kraje mogłyby się z tego czegoś nauczyć. Ale każde dostosowanie ma swoje granice, zwłaszcza biorąc pod uwagę sytuację polityczną kraju i wielką biedę tamtejszej ludności.
22123	25	Gdzie i jak ekstremalne zjawiska pogodowe wpływają na ludzi
22123	27	Na całej planecie ekstremalne zjawiska pogodowe powodują cierpienie, szkody i straty. W wielu przypadkach podają nawet w wątpliwość podstawy ludzkiej egzystencji. Niepełne spojrzenie na mapę świata wyjaśnia różnorodne manifestacje – i zagrożenia, jakie stwarzają.
22123	29	Kraj w Australii
22123	31	Duża część największego miasta Australii, Sydney, znajduje się obecnie pod wodą. Na niektórych obszarach jest to już czwarta powódź w tym roku. Ponad 80 000 osób musiało zostać ewakuowanych, a wiele obszarów miasta jest pozbawionych prądu. Z powodu sztormu statek znalazł się w niebezpieczeństwie u wybrzeży, ale w tej chwili nie można go odholować do portu ani ewakuować. Z tego powodu „Zatoka Portland” została odholowana dalej w morze. Jednak przyczyną powodzi nie jest burza, ale ulewny deszcz. Ponieważ ciepłe powietrze może zawierać więcej wody, takich zdarzeń jest coraz więcej w wielu krajach na całym świecie z powodu globalnego ocieplenia.
22123	33	W lutym, marcu i kwietniu doszło już do poważnych powodzi we wschodniej Australii, gdzie znajduje się również Sydney. W tym czasie zginęło ponad 20 osób, a szkody (ubezpieczone) wyniosły 3,2 miliarda euro, szacuje australijskie stowarzyszenie branżowe firm ubezpieczeniowych, Insurance Council of Australia. To sprawiło, że powodzie były najbardziej kosztownymi w historii Australii, przynajmniej z punktu widzenia ubezpieczeń. Ale pewnie długo tak nie pozostaną. Firma konsultingowa Deloitte szacuje, że koszty ekonomiczne klęsk żywiołowych w Australii znacznie wzrosną: z 25,4 mld euro rocznie do 48,8 mld euro w 2060 r. Odpowiadałoby to niemal podwojeniu w ciągu 40 lat.
22123	35	Szczególnie dotknięta zostanie wschodnia Australia: raport Deloitte szacuje, że dwie trzecie szkód wystąpi w tej części kraju. Dzieje się tak częściowo dlatego, że znajdują się tam duże miasta, takie jak Sydney, Melbourne, Brisbane i Canberra, a częściowo ze względu na zmiany klimatyczne. Nasila się nie tylko ulewne deszcze, ale także cyklony tropikalne. Z powodu cieplejszej wody morskiej są one coraz bardziej oddalone na południe, gdzie znajdują się duże miasta – nowa normalność Australii. Krzysztofa Muellera
22123	37	Topniejące lodowce we Włoszech
22123	39	Po tym, jak w zeszły weekend masa lodu, gruzu i śniegu pogrzebała kilku alpinistów na górze Marmolada, media na całym świecie doniosły o „wypadku w Dolomitach”. Termin jest źle dobrany, ponieważ »nieszczęście« obejmuje zaskoczenie, nieprzewidywalność i przypadek. Katastrofa nie wzięła się znikąd - i będzie się powtarzać.
22123	41	W ostatnich latach doszło do kilku tragedii spowodowanych cofaniem się lodowców w europejskich Alpach, o których szybko zapomniano – pisze Joern Ehlers na blogu World Wildlife Fund. Dopiero w maju 2022 roku dwie osoby zginęły w wyburzeniu w szwajcarskim kantonie Valais. Geograf Luca Bonardi obawia się, że tysiące lodowców w samych Alpach jest równie niebezpiecznych.
22123	43	Zmiany klimatu powodują wyższe temperatury, które przyczyniają się do większego topnienia śniegu i lodu. To powoduje, że lodowce kurczą się i prawdopodobnie pękają. Jak u podnóża góry Marmolada. Rozbiórkę poprzedziła długotrwała fala upałów we Włoszech. Na wysokości lodowca Marmolada temperatury oscylowały w okolicach dziesięciu stopni Celsjusza – zwykle ledwie przekraczały punkt zamarzania. Wraz z niewielkimi opadami śniegu w zimie sprzyjało to katastrofie.
22123	45	Jak donosi Copernicus, unijny program obserwacji Ziemi, między XIX a początkiem XXI wieku temperatury w Alpach rosły dwa razy szybciej niż średnia światowa. Ponadto ONZ określiła basen Morza Śródziemnego jako region wyjątkowo narażony na fale upałów. Według włoskiej Narodowej Rady Naukowej lodowiec Marmolada kurczy się od dziesięcioleci i oczekuje się, że zniknie za 25 do 30 lat. Ogólnie rzecz biorąc, lodowce we Włoszech skurczyły się o 40 procent od 1962 roku i nadal będą się zmniejszać. Konsekwencje są katastrofalne - dla rolnictwa, energetyki i zaopatrzenia w wodę. „Obecna susza we Włoszech” — mówi Ehlers — „jest tego przedsmakiem”. Stephan Kaufmann
22123	47	Podnoszący się poziom mórz w Brazylii
22123	49	Błyskawiczne powodzie, osunięcia ziemi, 133 ofiary śmiertelne i ponad 25 000 bezdomnych: to smutny wynik ostatniej katastrofy deszczowej, która miała miejsce pod koniec maja w regionie przybrzeżnym północno-wschodnich stanów. Głównymi przyczynami są wylesianie lasów galeryjnych i atlantyckich lasów deszczowych, niekontrolowany rozwój miast i zasklepianie gruntów. Ale częściowo winne są również zmiany klimatu. Do takiego wniosku doszedł zespół badawczy z World Weather Attribution Initiative, który dokładnie przyjrzał się katastrofie. Naukowcy stwierdzili, że bez globalnego ocieplenia spowodowanego przez człowieka opady na północnym wschodzie byłyby o około jedną piątą mniej intensywne. Zakładają, że ekstremalne ulewne deszcze będą w regionie częstsze i bardziej gwałtowne.
22123	51	W brazylijskim regionie Amazonii klimatolodzy odkryli, że atmosfera nad lasami deszczowymi stała się bardziej sucha w ciągu ostatnich 20 lat, zwiększając prawdopodobieństwo wystąpienia susz. Z jednej strony przyczyną jest postępujące wylesianie oraz wycinanie i wypalanie w celu powiększania pastwisk dla bydła i pól soi. Ale globalne ocieplenie przyczynia się do tego zmniejszenia wilgotności w amazońskiej atmosferze.
22123	53	Kolejna konsekwencja jest już wyraźnie widoczna na północy Rio de Janeiro: podniesienie się poziomu mórz. Od lat 60. XX wieku morze wdziera się do ujścia Rio Paraiba do Sul w tempie trzech metrów rocznie. Według biura burmistrza co najmniej 500 domów na plaży Atafona padło ofiarą powodzi, a także główna arteria komunikacyjna miasta, która została zbudowana równolegle do wybrzeża. Ale i tutaj zmiana klimatu nie jest wyłącznie winna. Głównymi przyczynami są tamy i nadużywanie Rio Paraíba do Sul jako źródła wody pitnej dla przemysłu, rolnictwa i megamiast São Paulo i Rio de Janeiro. Drastycznie zmniejszony przepływ i jego zmniejszony ładunek osadów nie mają już nic, co mogłoby przeciwstawić się postępującemu morzu. Norberta Suchanka
22123	55	Rwące rzeki w Europie Zachodniej
22123	57	Ślady powodzi z lipca ubiegłego roku są nadal najbardziej widoczne w dolinie Ahr. Niektóre domy nadal wyglądają jak ruiny. Niektóre osady błota nadal pokazują, jak wysoki był poziom wody w tym czasie. Szacunki zakładają co najmniej siedem metrów. Dla porównania: Ahr zwykle ma głębokość nieco ponad 70 centymetrów. W powodzi w dolinie Ahr zginęło 141 osób. Ponad 220 osób zginęło na całym obszarze powodziowym, który dotknął również Belgię i Holandię, a także kraje związkowe Nadrenia Północna-Westfalia i Nadrenia-Palatynat.
22123	59	Naukowcy szybko byli w stanie wyjaśnić, w jakim stopniu globalne ocieplenie przyczyniło się do katastrofy powodziowej. Szczególną rolę odgrywają dwa czynniki. Po pierwsze, wraz ze wzrostem temperatury rośnie również ilość pary wodnej w atmosferze. Niemiecka Służba Meteorologiczna (DWD) zakłada wzrost temperatury w Niemczech o 1,6 stopnia w latach 1881-2019. Oznacza to, że udział pary wodnej wzrósł w tym okresie o 11,5 procent. Więcej pary wodnej oznacza więcej deszczu. Nawiasem mówiąc, podobnie jak ryzyko burz. Drugi czynnik: prąd strumieniowy słabnie i przesuwa się na północ. Pasmo silnych wiatrów zwalnia, ponieważ różnica temperatur między tropikami a regionami polarnymi, które go napędzają, zmniejszyła się. Zamiast ciągłego wiatru, prąd strumieniowy często płynie dziś falami. To w coraz większym stopniu prowadzi do bardzo wolno poruszających się lub nawet stałych wydarzeń związanych z zakładami.
22123	61	Ta kombinacja umożliwia ekstremalne opady deszczu, w regionie powodziowym zmierzono ponad 150 litrów na metr kwadratowy w ciągu 24 godzin. Niezwykłe ilości deszczu i wąska zabudowa doliny ostatecznie doprowadziły do ​​katastrofy na rzece Ahr. Sebastiana Weiermana
22123	63	Płonące lasy w Rosji
22123	65	Według rosyjskiej agencji ochrony lasów Awialesoochrona 6 lipca w 22 regionach ugaszono aż 61 pożarów, które objęły powierzchnię 2456 hektarów. W całym kraju płonie jeszcze 24 812 hektarów. Lasy w Rosji płoną, dotykając wszystkie regiony od Morza Czarnego po Pacyfik, a także obszary arktyczne. W czterech regionach ogłoszono stan wyjątkowy. Jedna trzecia powierzchni kraju jest zalesiona, łącznie 1,3 miliarda hektarów. Pożary lasów zdarzają się co roku i według państwowej agencji leśnej kosztują gospodarkę średnio 20 miliardów rubli (286 milionów euro).
22123	67	W ostatnich latach wzrosła liczba pożarów lasów w Rosji. W 2021 roku spłonęło ponad 18 milionów hektarów, co jest nowym rekordem. O lepszą ochronę puszczy apelował nawet prezydent Władimir Putin. Prawie zawsze winni są ludzie, gdy wybucha pożar, czy to ognisko, czy spalenie suchych terenów trawiastych. Infrastruktura wymagająca renowacji również odgrywa pewną rolę, na przykład w przypadku przewrócenia się linii energetycznych i powstania iskier. Jednak Rosja również coraz bardziej odczuwa skutki zmian klimatu, zwłaszcza w regionach arktycznych. W samej Jakucji w 2021 roku ofiarą płomieni padło ponad siedem milionów hektarów lasów. Straż pożarna i ochotnicy pełnili dyżury tygodniami, często w trudno dostępnych rejonach. Według ekspertów główną przyczyną ogromnych pożarów w północno-wschodniej Rosji był wzrost średniej temperatury w regionie wiecznej zmarzliny o trzy stopnie. Ekolodzy obawiają się, że pożary mogą rozmrozić zamarzniętą glebę i uwolnić duże ilości związanych gazów cieplarnianych. Ponadto utrata tajgi byłaby fatalna w skutkach dla klimatu.
22123	69	Wojna na Ukrainie staje się również zagrożeniem dla rosyjskich lasów. Ministerstwo Obrony chce do końca roku wyciąć tyle drewna, ile potrzebuje na „cele obronne”. Daniel Sawert
22123	71	susza w Afryce Wschodniej
22123	73	Rosja i Ukraina należą do głównych dostawców artykułów spożywczych w Afryce Wschodniej. Blokada portów czarnomorskich przez Rosję i wzrost cen na rynku światowym jeszcze bardziej komplikują sytuację zaopatrzeniową w regionie, która już wcześniej była niepewna. Ponieważ w Afryce Wschodniej kilka pór deszczowych zakończyło się niepowodzeniem jedna po drugiej. Zboża na polach uschły. Światowy Program Żywnościowy ostrzegł wcześnie, że wiele osób będzie potrzebowało dodatkowej pomocy żywnościowej w nadchodzących miesiącach, nawet do 18 milionów ludzi. „Szczególnie dotknięte są trzy kraje: Etiopia, Kenia i Somalia”, mówi dyrektor regionalny na Afrykę Wschodnią, Michael Dunford.
22123	75	W Etiopii do suszy dołączyła trwająca od listopada 2020 roku wojna w regionie Tigray. Od lipca 2021 r. region, który ma około 5,5 mln mieszkańców, znajduje się w tym, co ONZ określiło jako „de facto blokadę”. Zostało to narzucone przez premiera Abiy Ahmeda, który jest w konflikcie z rządem regionalnym, który wraz ze swoim wojskowym ramieniem TDF przygotowuje bojowe powstanie. Z powodu blokady do Mekelle, stolicy regionu, dociera mniej niż 10 procent potrzebnej pomocy żywnościowej. Jak dotąd tylko jedna droga została odblokowana dla konwojów humanitarnych. Nie da się sprawdzić, ile osób zmarło już z głodu w Tigraj, ponieważ dostęp do regionu mają niezależne organizacje i dziennikarze.
22123	77	W 2011 roku w Somalii w wyniku głodu zginęło ćwierć miliona ludzi. W 2017 r. uruchomiono systemy wczesnego ostrzegania i zażegnano katastrofę na taką skalę. W 2022 r. nie jest to wcale pewne, ponieważ społeczność międzynarodowa nie koncentruje się na Afryce Wschodniej. A obszary Somalii najbardziej dotknięte suszą są kontrolowane przez islamistyczną grupę Al-Shabab. Dostęp dla pomocników jest tam równie trudny jak w Tigray. Martina Linga
22123	79	A dziennikarstwo lewicowe rozwija się dzięki zaangażowaniu swoich czytelników
22123	81	W związku z doświadczeniami związanymi z pandemią korony postanowiliśmy, że nasze dziennikarstwo będzie na stałe dostępne bezpłatnie na naszej stronie internetowej, a tym samym dostępne dla wszystkich zainteresowanych.
22123	83	Podobnie jak w przypadku naszych wydań drukowanych i elektronicznych, każdy opublikowany artykuł odzwierciedla naszą pracę jako autora, redaktora, technika lub wydawcy. To przede wszystkim umożliwia to dziennikarstwo.
22123	85	Zostań wolontariuszem za pomocą kilku kliknięć!
22124	1	A jeśli schodzimy na psy: najważniejsze jest to, że Rosja nie wygrywa
22124	3	Hasła „obrony wolnego świata” wydają się być coraz mniej popularne w USA, gdzie dobrobyt masowo się kurczy od czasów koronawirusa. Rosyjski korespondent USA poinformował o tym w cotygodniowym przeglądzie wiadomości rosyjskiej telewizji, a ja ponownie przetłumaczyłem ten artykuł, ponieważ brzmi on zupełnie inaczej niż to, co donoszą niemieckie media z USA.
22124	5	Początek tłumaczenia:
22124	7	Ameryka jest gotowa na recesję i głód, dopóki Rosja nie wygra
22124	9	Niespodziewana wiadomość. Instytut Polityki Uniwersytetu w Chicago opublikował sondaż, w którym prawie jedna trzecia populacji Stanów Zjednoczonych (28%) stwierdziła, że ​​być może wkrótce będzie musiała chwycić za broń przeciwko rządowi. Nie wolno nam zapominać, że Amerykanie posiadają ponad 400 milionów sztuk broni. Ale to tylko uwaga na marginesie. Relacje naszych korespondentów z USA.
22124	11	Amerykanie podróżują. Samolotem, samochodem, do rodzin na weekend z okazji Dnia Niepodległości 4 lipca. Dla rodzin będą to najdroższe wakacje w historii. Istnieje kilka niezdrowych rad dotyczących oszczędzania od postępowych ekonomistów. Bloomberg sugeruje, aby nie leczyć zwierząt domowych, ale pozwolić im umrzeć, aby pozbyć się dodatkowych kosztów.
22124	13	„Bidenflacja” to termin, który stał się głównym nurtem w Ameryce. Inflacja za czasów najstarszego prezydenta w historii wynosi 8,6 proc. Ceny benzyny, ceny żywności, wszystko idzie w górę. Rynki upadają na naszych oczach. Nasdaq spadł o 30 procent w ciągu sześciu miesięcy po raz pierwszy w historii, a SP 500 spadł o 20 procent, czego nie widziano od lat 70. Analitycy JP Morgan uważają, że amerykańska gospodarka jest niebezpiecznie bliska recesji.
22124	15	„Amerykanie już odczuwają skutki recesji. Wierzą, że to już się zaczęło. Ceny żywności systematycznie rosną. Dane Rezerwy Federalnej z Atlanty potwierdzają, że recesja nie jest nieuchronna, już w niej jesteśmy, bez względu na to, co mówi Biały Dom” – powiedział biznesmen Andrew Puzder.
22124	17	Biały Dom nie chce się tłumaczyć. Za wszystkie niepowodzenia gospodarcze obwinia się nie błędne kalkulacje administracji Bidena, ale intrygi Rosji.
22124	19	„Ceny paliw rosną z powodu Rosji. Przyczyną naszego kryzysu żywnościowego jest Rosja. Rosja blokuje eksport ukraińskiego zboża. Rozumiem, że Amerykanie są źli z powodu inflacji, ale inflacja jest wysoka w prawie każdym kraju. Ceny na stacjach benzynowych są wysokie w prawie wszystkich krajach. Ale jesteśmy w znacznie lepszej sytuacji niż inni” – potwierdza Biden.
22124	21	Stany Zjednoczone mają najgorszą stopę inflacji wśród krajów G7. Nie przekonują też zarzuty wobec Rosji. Tylko jeden na dziesięciu Amerykanów wierzy w mity, że Kreml podnosi ceny na stacjach benzynowych w USA. Ceny benzyny rosną nie tylko od 24 lutego, ale od pierwszych dni prezydentury Bidena. Pod jego rządami ceny paliw wzrosły o 125 procent.
22124	23	„Jak długo amerykańscy kierowcy i kierowcy na całym świecie będą płacić tę cenę za wojnę na Ukrainie?”, zapytał jeden z dziennikarzy.
22124	25	„Dopóki trwa wojna. Rosja nie może pokonać Ukrainy i wyjść poza Ukrainę. To sytuacja krytyczna dla całego świata” – powiedział Biden.
22124	27	To pytanie nie padło spontanicznie na konferencji prasowej. Biden udzielił głosu po sporządzonej wcześniej liście. Najwyraźniej jego doradcy chcieli raz jeszcze przypomnieć Amerykanom tezę prezydenta: wolność ma swoją cenę. Czyniąc to, Biden uzasadnił koszt antyrosyjskich sankcji na rynkach światowych i krajowych. Jego kurs ekonomiczny spowodował, że ceny ropy naftowej wzrosły z 70 do 120 dolarów za baryłkę, aw kosmosie mogą wzrosnąć jeszcze wyżej.
22124	29	Jak donosi CNN, rząd pracuje nad scenariuszami radzenia sobie z ceną ropy na poziomie 200 dolarów za baryłkę. Mógł zbliżyć się do tego znaku już jesienią.
22124	31	„Co powiesz rodzinom, które mówią:„ Nie możemy płacić 4,5 dolara za galon przez miesiące, a nawet lata?
22124	33	„Prezydent wyjaśnił, o co chodzi. Chodzi o przyszłość wolnego świata. Musimy postawić na swoim” – powiedział Brian Dees, starszy doradca ekonomiczny administracji prezydenta USA.
22124	35	Przywódca wolnego świata, jak nieskromnie nazywany jest Biden w Białym Domu, ma swój własny pogląd na świat. Nazwał Arabię ​​​​Saudyjską państwem zbójeckim i teraz, jakby nic się nie stało, jest w drodze do księcia koronnego, aby porozmawiać o zwiększeniu wydobycia ropy. Jeszcze do niedawna Waszyngton uważał Ukrainę za jeden z najbardziej skorumpowanych krajów; teraz jest zalewany pieniędzmi i bronią. Jest jeszcze jeden pakiet broni warty 820 milionów dolarów. W ciągu zaledwie tych kilku miesięcy Waszyngton wypłacił za samą Ukrainę około 50 miliardów dolarów. Sojusznicy również odgrywają swoją rolę.
22124	37	„Wszystko, czego od was chcą w Kijowie, to wsparcie w postaci pieniędzy i broni. Jednak powinniście zrozumieć, że jak ostrzegaliśmy od początku, zaopatrzenie tych ostatnich, jak również najemników z waszych państw, było i jest dla nas uzasadnionym celem. Obiekty, w których stacjonuje lub przechowuje się tę broń i najemników, również stają się uzasadnionymi celami wojskowymi. Są one przechowywane w miastach i na obszarach mieszkalnych, narażając je na niebezpieczeństwo. Używacie cywilów jako żywych tarcz, a wspierając ich, zdradzacie te same wartości, które rzekomo propagujecie” – powiedział zastępca stałego przedstawiciela Rosji przy ONZ Dmitrij Polański.
22124	39	Było to na zwyczajnym posiedzeniu Rady Bezpieczeństwa, na którym prezydent Zełenski, wbrew tradycji, ponownie miał okazję przemawiać za pośrednictwem łącza wideo. Miał na sobie koszulkę khaki i dużo prosił. Wyrzucić Rosję z ONZ, dostarczyć Ukrainie więcej broni. Dziś każdy może żądać od przeciętnego Amerykanina tyle, ile chce.
22124	41	Jest to program telewizyjny w czasie największej oglądalności wspierający Ukrainę. Selensky może przemawiać na żywo, gwiazdy śpiewają i zbierane są pieniądze. Na co zostaną przeznaczone środki zebrane od widzów, nie ujawniono. Pentagon proponuje kontrolę państwowych funduszy napływających na Ukrainę. Wielokrotnie powtarzał, że dostawy do Kijowa znikają w czarnej dziurze. Amerykańska broń może wpaść w niepowołane ręce.
22124	43	„Jeśli zachodnia broń nie zmieni sytuacji na polu bitwy, stawka tego konfliktu jest tak wysoka, że ​​urzędnicy amerykańscy akceptują nawet perspektywę globalnej recesji i głodu. Najważniejsze, że Rosja nie wygrywa. Gdyby armia ukraińska poniosła klęskę w rejonie Donbasu, po upokorzeniu w Afganistanie, byłaby to druga klęska ogromnej, finansowanej przez USA i wyszkolonej armii w ciągu dwóch lat” – pisze National Review.
22124	45	Nazwisko Bidena na zawsze będzie związane z haniebną ucieczką Amerykanów z Afganistanu, gdzie przez 20 lat nic nie osiągnęli.
22124	47	Jego nazwisko jest teraz synonimem inflacji i niebotycznych cen. Jego rodacy zawiedli władcę Białego Domu w ważne święto. Ponad 70 procent wyborców nie chce Bidena na drugą kadencję. Przed Świętem Niepodległości urzędy wyborcze przeprowadziły tradycyjny sondaż. Mieszkańców Stanów Zjednoczonych zapytano, jak to jest być Amerykaninem. Ankieta ma prawie ćwierć wieku i jeśli na początku tysiąclecia 70 procent czuło się niesamowicie dumnych z bycia Amerykaninem, to teraz tylko 38 procent amerykańskich posiadaczy paszportów jest przepełnionych dumą.
22125	1	Rosja odczuwa skutki zachodnich sankcji, ale nie są one nie do zniesienia
22125	3	Rosyjska gospodarka doświadcza obecnie bezprecedensowej presji ze strony grupy krajów, na czele której stoją Stany Zjednoczone, które nałożyły ponad 10 000 indywidualnych sankcji na kraj, jego obywateli i przedsiębiorstwa. Nigdy wcześniej w historii żaden kraj nie został nałożony na taki zakres sankcji. Nawet Iran, który przez wiele lat był geopolitycznym chłopcem do bicia Zachodu, podlega „tylko” około 3600 indywidualnym sankcjom.
22125	5	Presja sankcji na Rosję systematycznie rośnie od 2014 roku, kiedy to zaczęto nakładać sankcje na kluczowe sektory gospodarki, takie jak energetyka, kompleks wojskowo-przemysłowy czy sektor finansowy. Od tego czasu obywatele Rosji nauczyli się odróżniać ponure prognozy związane z sankcjami od namacalnych skutków ich realizacji. Podczas gdy w 2015 roku około 60 procent Rosjan uważało, że sankcje nie będą miały wpływu na ich życie, w 2020 roku prawie 90 procent stwierdziło, że nie odczuło żadnego wpływu. Krótko mówiąc, ludzie dostosowali się i przyzwyczaili do zagrożeń. Bezrobocie nie wzrosło i było nawet na historycznie niskim poziomie. Niska inflacja sprawiła, że ​​wiele produktów bankowych, takich jak kredyty konsumpcyjne i kredyty hipoteczne, stało się przystępnych cenowo i pomaga napędzać boom mieszkaniowy w niektórych częściach kraju.
22125	7	Według rosyjskich władz kraj stracił w wyniku sankcji ok. 50 mld USD, ale był w stanie je zrekompensować. „Nie obawiam się tych sankcji” – powiedział prezydent Władimir Putin w wywiadzie dla rosyjskich mediów w marcu 2020 r. To nastawienie podziela naród rosyjski. Zachodnie sankcje nie wpłynęły na życie obywateli kraju ani na wskaźniki poparcia dla jego przywództwa. Wręcz przeciwnie, wzrosło zaufanie do prezydenta kraju. Zachodni politolodzy zauważyli, że nałożenie sankcji na Rosję spowodowało jedynie „zgromadzenie pod flagą”, podczas którego presja zewnętrzna jedynie zachęca obywateli danego kraju do zjednoczenia się wokół swojego przywództwa.
22125	9	Sankcje wprowadzone w ciągu ostatnich czterech miesięcy są jednak znacznie surowsze i bardziej kompleksowe. Na liście sankcyjnej znajdują się nie tylko osoby prawne i fizyczne, ale także państwo jako instytucja, reprezentowane przez prezydenta, premiera i ministrów.
22125	11	Tymczasem naciski ze strony dominującej na Zachodzie „kultury dewaluacji” wyparły masowo zagraniczne firmy z rosyjskiego rynku, począwszy od firm naftowych i finansowych, a skończywszy na sieciach handlowych i firmach rekrutujących. Podjęto również szeroko zakrojone działania w celu wymazania wszelkich śladów Rosji z globalnego sportu, kultury, a nawet historii. Rosjanie czują, że Zachód próbuje zadać im maksymalny ból, wymazując ich przeszłość, komplikując teraźniejszość i zaciemniając przyszłość.
22125	13	Oficjalnym wyjaśnieniem tej polityki jest podjęcie działań zmierzających do zmiany polityki zagranicznej Rosji. Podczas gdy zachodni politycy regularnie podkreślają, że sankcje nie są wymierzone w samych Rosjan, większość zwykłych ludzi uważa tę obłudną retorykę za nonsens.
22125	15	Oleg, student moskiewskiego uniwersytetu, zauważa: „Jeśli prawdziwym celem sankcji jest zahamowanie rozwoju gospodarczego Rosji o dziesięciolecia, oznacza to, że ucierpi również dobrobyt zwykłych Rosjan”. Kraje zachodnie robią wszystko, co w ich mocy, aby osłabić rubla, zwiększyć inflację, zakłócić łańcuchy dostaw i stworzyć niedobory towarów konsumpcyjnych, aby mieszkańcy Rosji czuli się niekomfortowo i tworzyli napięcia społeczne.
22125	17	Nałożone sankcje mają już charakter wszechogarniający i dotyczą nie tylko poszczególnych sektorów, ale całej gospodarki kraju, więc nie dziwi fakt, że liczba dotkniętych nimi osób wzrosła. W marcu Rosyjskie Centrum Opinii Publicznej zbadało wpływ sankcji na codzienne życie Rosjan i stwierdziło, że połowa ludności kupuje lub planuje kupić tańsze towary zamiast drogich, a co piąty respondent angażuje się w projekty takie jak remonty, relokacje czy projekty edukacyjne. W rezultacie większość Rosjan – około 60 procent – ​​stwierdziła, że ​​sankcje w jakiś sposób wpłynęły na ich życie.
22125	19	Obserwator z zewnątrz, nieobeznany z sytuacją w kraju, mógłby założyć, że liczba ta wskazuje nie tylko na wpływ sankcji, ale także na wzrost ryzyka politycznego i prawdopodobieństwo protestów. Ale nawet według szacunków finansowanych przez Zachód ośrodków badawczych odsetek Rosjan, którzy uważają, że kraj zdecydowanie „zmierza we właściwym kierunku”, w ostatnich miesiącach utrzymywał się na stałym poziomie 65-70 procent. To są bardzo mocne wskaźniki.
22125	21	Przywódcy wielu „demokracji odnoszących sukcesy” na Zachodzie, które wykazały dodatni wzrost gospodarczy, choć stracił on impet po kryzysie COVID-19, mogą tylko pozazdrościć rosyjskim przywódcom takiego poziomu zaufania. Na przykład poparcie dla prezydenta USA Joe Bidena wynosi tylko 36 procent, a trend spada, a dno jest dalekie od osiągnięcia.
22125	23	Mając nadzieję na wykorzystanie sankcji i exodusu zachodnich firm do zwabienia zwykłych Rosjan na ulice, Zachód, po pierwsze, po prostu nie rozumie struktury gospodarki kraju, a po drugie, nie rozumie tego, co Rosjanie podają jako przyczyny niedawnego Wydarzenia na Ukrainie widzi lub kogo za nie obwinia.
22125	25	Ponad 60 milionów ludzi, czyli ponad połowa dorosłej populacji kraju, w tym emeryci, jest w taki czy inny sposób zależna ekonomicznie od państwa. Prawie żaden z „pracujących dla państwa” urzędników państwowych, funkcjonariuszy organów ścigania, wojskowych, lekarzy czy nauczycieli nie jest skłonny słuchać wezwań Zachodu do rezygnacji ze stanowisk rządowych w proteście przeciwko wydarzeniom na Ukrainie.
22125	27	Roman, bankier stanowy, który rozpoczął działalność nieco mniej niż 20 lat temu, mówi, że jego dochody stale rosły do ​​lutego tego roku. Oczywiście możliwości finansowe zmalały od 2014 r., kiedy rozpoczęła się pierwsza runda zachodnich sankcji, a wartość rubla gwałtownie spadła po zjednoczeniu z Krymem, ale stabilność pozostała.
