id,line,text,labels
725498022,4,"This month has been quite a spectacle, even for this pontificate; an apparently unending stream of outrages and embarrassments, with the pope and his Vatican media support jumping from one scandal to the next. But among secular reporters the sex abuse issue trumps all others and the fallout continues to blaze down on the Bergoglian pontificate in response to his amazing accusation earlier this month that victims of sexual abuse by clergy were engaging in “calumny,” in their accusations against a Chilean bishop, Juan de la Cruz Barros Madrid.",Loaded_Language
725498022,5,"It seems the shine is coming off the papal penny among leftist secular journalists, his natural constituency. Writing for the Boston Globe, the paper that first broke the clerical sex abuse scandals all the way back in 2001, Kevin Cullen wrote, “Let the record show that the promise of Pope Francis died in Santiago, Chile, on Jan. 18, in the year of our Lord 2018… he has revealed himself like no one else could.”",Name_Calling-Labeling
725498022,6,"But it gets worse than this. When a “leftist” pope pressing a secularist agenda on the Church starts to lose the support of Michael Sean Winters and the National Catholic Reporter, he must know he’s in trouble. Though he’s “sticking with Francis” for now, Winters wrote, “I wish I knew what it was about Pope Francis that makes him fail to grasp the situation with Bishop Barros, the pain caused to the victims and the damage done to the church. I am gobsmacked that the pope twice declined to accept the bishop’s resignation.”","Loaded_Language,Name_Calling-Labeling"
725498022,9,"“The insistence with which Francis defends Barros is mystifying. Three separate journalists on the papal flight gave the pope opportunity to say why exactly he believed the bishop instead of the survivors accusing him. The second journalist to ask Francis about Barros on the flight was a Chilean woman. As she spoke to the pope, her voice cracked with nervousness at questioning the church’s top leader. She asked: ‘Why are not the victims’ testimonies proof for you? Why do you not believe them?’ The pope gave no satisfying answer, only repeating a claim of ‘no evidence’ against the bishop.”","Loaded_Language,Obfuscation-Vagueness-Confusion"
725498022,11,"All was going as planned. On Wednesday, January 17, the pope met as scheduled with selected survivors of sexual abuse by priests. He made all the right noises, talking about his “pain and shame,” and reportedly even crying, at what happened. “I know the pain of these cases of child abuse and I am following how much is needed to overcome this serious and painful evil,” he said.",Loaded_Language
725498022,14,"Although the issue came to the attention of a much broader audience during the most recent papal trip, the outcry has been ongoing since his appointment to the southern Chilean diocese of Osorno in 2015. Barros was a student protégée of the charismatic homosexual/pederast predator Fernando Karadima, and went on to be ordained in 1984, made bishop in 1995 and appointed as bishop of the armed forces.","Loaded_Language,Name_Calling-Labeling"
725498022,17,"The pope told the women, “The Church has lost its freedom, letting its head fill with politicians and accusing a bishop without having any proof, after twenty years of service, so think with your head.” He warned them not to allow themselves to be led by “leftists who have set up this thing.”","Conversation_Killer,Name_Calling-Labeling"
725498022,18,"“The only charge against this bishop has been discredited by the Court of Justice, so please do not lose your serenity, you suffer, but because you are foolish...I am the first to judge and punish those accused of similar crimes, but in this case there is not even a proof.”",Loaded_Language
725498022,19,"The insults were not forgotten. Among the signs held by protesters in Chile last week were those reading, “Ni zurdos, ni tontos,” (Neither lefties nor stupid). The jab certainly wasn’t lost on Francis, since the signs were being held by protesters the full length of his auto route to Santiago from the airport. One of the protesters told the BBC, “He doesn’t even know us, so how can he accuse us of being such things? He thinks we are politically motivated even though we come from different parishes in Osorno and are doing this because we are against priests being allowed to abuse children.”",Slogans
725498022,20,"Apparently His Holiness was informed that the “calumny” comment had caused some blow-back because a couple of days later we got something touted – though somewhat skeptically – as a “contrite” papal apology. This also followed an astonishing public rebuke of the pope by Sean Cardinal O’Malley – a member of the C9 council of cardinals and the former head of the pope’s sex abuse commission – who said, “It is understandable that Pope Francis’ statements yesterday in Santiago, Chile were a source of great pain for survivors of sexual abuse by clergy or any other perpetrator.”",Loaded_Language
725498022,21,"“Pope Francis fully recognizes the egregious failures of the Church and its clergy who abused children and the devastating impact those crimes have had on survivors and their loved ones,” O’Malley said.",Loaded_Language
725498022,22,"Of course, Francis being Francis the apology was banked around with assertions of how right he was. “I have to ask forgiveness because the word ‘proof’ wounded,” he said. “It wounded many people who were abused…I ask them for forgiveness because I wounded them without realizing it, but it was an unintended wound. And this horrified me a lot, because I had received them.”",Loaded_Language
725498022,24,"He doubled down, saying, “I have not heard any victim of Barros. They did not come, they did not show themselves, they did not give evidence in court. It’s all in the air. It is true that Barros was in Karadima’s group of young people. But let us be clear: if you accuse someone without evidence with pertinacity, that is calumny.”",Exaggeration-Minimisation
725498022,26,"This “contrite” papal apology didn’t fly well even with the regular news reporters. Philip Pullela, a reporter on the plane for Reuters, described it as “an extremely rare act of self-criticism,” for the “unusually contrite” Bergoglio, and noted that, “While the pope has vowed ‘zero tolerance’ for sexual abuse, his efforts have sputtered.”",Name_Calling-Labeling
725498022,30,"He is accused of having covered up sexual abuse, including destroying evidence, committed by Karadima in the ‘80s and ‘90s. In fact – and this point has tended to get glossed over in the press – Barros is accused by the victims of having been in the room, watching at the time, and of engaging in sexual activity with Karadima. This is not, therefore, merely a matter of a bishop or colleague discovering the abuse after the fact, but of being a voyeuristic participant.",Name_Calling-Labeling
725498022,32,"A Vatican investigation found Karadima guilty in 2011 and sentenced him to a life of seclusion in a monastery for “penitence and prayer.” Note that date; 2011 was when the processes for investigating and trying priest-abusers, put in place by the former Cardinal Ratzinger, were still in effect, and while he was still sitting on the Petrine throne. Things are a bit different now.",Name_Calling-Labeling
725498022,34,"The problem with getting the news out about Karadima, as in most of these cases, was the bishop, in this case Cardinal Francisco Javier Errázuriz of Santiago, who after the Conclave of 2013 was appointed a member of Pope Francis’s C9 inner council. It was certainly never a secret that Errázuriz was a close, like-minded friend and collaborator of then-Cardinal Bergoglio, the kingpin of South American Catholicism.",Name_Calling-Labeling
725498022,39,And the matter didn’t end in 2010. Emails published in Chile in 2015 showed that Cardinal Errázuriz also blocked the appointment of Juan Carlos Cruz from the new child protection commission – a group plagued by such scandals and eventually ignored to death by Francis.,Loaded_Language
725498022,44,"Since 2001, Cardinal Ratzinger and later as Pope Benedict installed effective procedural reforms on clerical sexual abuse; Francis in his short five years has all but completely dismantled or reversed those changes. Among the earliest indications Catholics had that the new pope had no intention of getting to the bottom of the priest-abuser problem was his appointment of the notorious homosexual, Monsignor Battista Ricca, as head of the Vatican Bank and the man in charge of his own residence, the Casa Santa Martha.",Name_Calling-Labeling
725498022,45,"It is often forgotten that Bergoglio’s notorious comment “who am I to judge” was in response to a question on a plane-presser about Ricca, and was followed with a similar claim from Francis about there having been no proof of his misbehaviour. As the pseudonymous Marcantonio Colonna wrote in the book, “The Dictator Pope,” “In fact his patronage of Monsignor Ricca fits the pattern which was well established when he was Archbishop of Buenos Aires, whereby he surrounds himself with morally weak people so as to have them under his thumb.”","Conversation_Killer,Loaded_Language"
725498022,46,"But even before this was the sinister appearance of Godfried Cardinal Danneels on the loggia on the night of Francis’s election to the papacy. Danneels’s prominence in the Bergoglian pontificate continues to be the most prominent indicator of the pope’s deprioritising of clerical sexual abuse. The former head of the Brussels archdiocese was a leading figure in the so-called St. Gallen Group, which he himself described as a “mafia,” who had worked against the election of Joseph Ratzinger in 2005 and to elect Bergoglio in 2013.","Loaded_Language,Name_Calling-Labeling"
725498022,48,"In the book, Colonna asks the question, “What happened to ‘Zero Tolerance’ for clerical sexual offenders?” He wrote that data presented by the Vatican the UN Human Rights Commission in January 2014 showed that Benedict XVI “had defrocked or suspended more than 800 priests for past sexual abuse between 2009 and 2012,” including the notorious Fr. Maciel Degollado, founder of the Legionaries of Christ. Crucially, it was Ratzinger who moved the competence for sex abuse cases from the Congregation for Bishops to Doctrine of the Faith, with powers to suspend and punish offenders.",Appeal_to_Hypocrisy
725498022,50,"These reforms – and removals – have ceased entirely under Francis. Despite his claims that he punishes the guilty, it was in fact Francis who reversed the previous, Benedict-era sentence against the notorious Italian priest-pederast Mario Inzoli at the request of the now-equally notorious Cardinal Coccopalmerio. Inzoli was found guilty in 2012 by an ecclesiastical court of abusing boys as young as twelve and suspended.",Name_Calling-Labeling
725498022,51,"Inzoli had even abused boys in the confessional, convincing them that the abuse was approved by God. Following an appeal by Coccopalmerio, Francis reduced the priest’s penalty to a “lifetime of prayer,” with permission to say Mass privately, and a promise to stay away from children. The uproar over this caused the Italian prosecutors to reopen the case against the priest, and eventually Inzoli went to prison and was laicized.",Loaded_Language
725498022,52,"As for Ratzinger/Benedict’s procedural reforms, rumours continue to circulate that the pope intends to reverse them as well, placing competence back into the hands of the same dicastery that held it when the scandals broke in 2001. This has been denied by Greg Burke, but given Francis’s usual methods, it’s anyone’s guess who in reality is actually dealing with these cases, if anyone. A tribunal of bishops, requested by his own sex abuse commission, was ignored and then Francis summarily removed two of the CDF staffers in charge of handling such cases, famously refusing to give any reasons to CDF prefect Cardinal Müller who was soon to be dismissed.",Doubt
725498022,53,"In fact, the chaos and lack of commitment on the issue has come under harsh criticism from at least one member of the pope’s now-defunct sex abuse commission, a loudly trumpeted part of Bergoglio’s early scheme of reform. Marie Collins, an Irish abuse survivor, was appointed in 2014 to the new Pontifical Commission for the Protection of Minors. She resigned in 2017, citing “Vatican officials’ reluctance to cooperate with its work to protect children.” Collins released a damning statement, indicating that the commission had never seriously intended to change or reform anything. She said none of the commission’s recommendations had been implemented.",Loaded_Language
725498022,54,"“The reluctance of some in the Vatican Curia to implement recommendations or cooperate with the work of a commission when the purpose is to improve the safety of children and vulnerable adults around the world is unacceptable,” Collins wrote. As of December last year, the commission has been allowed to lapse, and no longer functions, though it has not been definitively dissolved. The terms of office of its members expired December 17th.",Appeal_to_Fear-Prejudice
725731328,3,"The left-wing enemedia worked as furiously to cover up, censor and sanction Barack Hussein Obama’s jihad and violent left-wing connections as they do to manufacture and make up lies to destroy President Trump.","Exaggeration-Minimisation,Loaded_Language"
725731328,5,The media gave scant coverage to Obama’s close relationship with radical Reverend Jeremiah “God damn America) Wright who blamed the US for 9/11.,Slogans
725731328,6,"I detailed Obama’s nefarious connections and resulting worldview in my book, The Post-American Presidency: The Obama Administration’s War on America , which was ignored by the mainstream media.",Loaded_Language
725731328,7,"The Muslim photographer Askia Muhammad, who took this photo of candidate Barack Obama and vicious jihad-supporting racist Louis Farrakhan, knew this would impact the election: he said so.",Doubt
725731328,8,"And so he conspired with the terror group, the Nation of Islam, to keep it hidden for 10 years.","Doubt,Guilt_by_Association"
725731328,13,"“The Jews don’t like Farrakhan, so they call me Hitler. Well, that’s a good name. Hitler was a very great man.”",Exaggeration-Minimisation
725731328,14,“My god will wipe this country (America) from the face of the earth.”,Appeal_to_Fear-Prejudice
725731328,15,On on the Jewish people: “You are wicked deceivers of the American people. You have sucked their blood.”,"Conversation_Killer,Flag_Waving,Loaded_Language"
725731328,16,"“The Jews don’t like Farrakhan, so they call me Hitler. Well, that’s a good name. Hitler was a very great man.”","Exaggeration-Minimisation,Guilt_by_Association,Repetition"
725731328,18,"“America is in trouble, and I say God is about to wipe this nation from the face of the Earth. I’m not crazy, I’m not drunk, how long do you think a nation can do evil and not face the wrath of god?”","Appeal_to_Fear-Prejudice,Loaded_Language"
725731328,19,“You see everybody always talk about Hitler exterminating six million Jews. That’s right. But don’t nobody ever ask what did they do to Hitler.”,"Guilt_by_Association,Whataboutism"
725731328,21,"On Hezbollah: “They call them terrorists, I call them freedom fighters.”",Appeal_to_Fear-Prejudice
725731328,22,"“The Mother Wheel is a heavily armed spaceship the size of a city, which will rain destruction upon white America but save those who embrace the Nation of Islam.”","Appeal_to_Fear-Prejudice,Loaded_Language"
725731328,24,"Askia Muhammad A journalist announced last week that he will publish a photograph of then-Illinois Sen. Barack Obama (D) and Nation of Islam leader Louis Farrakhan that he took in 2005 at a Congressional Black Caucus meeting, but did not make public because he believed it would have “made a difference” to Obama’s political future. The photographer, Askia Muhammad, told the Trice Edney News Wire that he “gave the picture up at the time and basically swore secrecy.” “But after the nomination was secured and all the way up until the inauguration; then for eight years after he was President, it was kept under cover,” Muhammad said. Asked whether he thought the photo’s release would have affected Obama’s presidential campaign, Muhammad said, “I insist. It absolutely would have made a difference.” Reached by TPM on Thursday, Muhammad said a “staff member” for the CBC contacted him “sort of in a panic” after he took the photo at a caucus meeting in 2005. TPM has published the photo above with Muhammad’s permission. “I sort of understood what was going on,” Muhammad told TPM. “I promised and made arrangements to give the picture to Leonard Farrakhan,” the minister’s son-in-law and chief of staff. Muhammad said he gave away “the disk” from his camera but “copied the photograph from that day onto a file” on his computer.",Loaded_Language
725731328,27,Pamela Geller's commitment to freedom from jihad and Shariah shines forth in her books,Loaded_Language
725824328,4,"The Photo That Never Saw The Light of Day: Obama With Farrakhan In 2005 By Esme Cribb | January 25, 2018 2:16 pm A journalist announced last week that he will publish a photograph of then-Illinois Sen. Barack Obama (D) and Nation of Islam leader Louis Farrakhan that he took in 2005 at a Congressional Black Caucus meeting, but did not make public because he believed it would have “made a difference” to Obama’s political future. The photographer, Askia Muhammad, told the Trice Edney News Wire that he “gave the picture up at the time and basically swore secrecy.” “But after the nomination was secured and all the way up until the inauguration; then for eight years after he was President, it was kept under cover,” Muhammad said. Asked whether he thought the photo’s release would have affected Obama’s presidential campaign, Muhammad said, “I insist. It absolutely would have made a difference.” Reached by TPM on Thursday, Muhammad said a “staff member” for the CBC contacted him “sort of in a panic” after he took the photo at a caucus meeting in 2005. TPM has published the photo above with Muhammad’s permission. “I sort of understood what was going on,” Muhammad told TPM. “I promised and made arrangements to give the picture to Leonard Farrakhan,” the minister’s son-in-law and chief of staff. Muhammad said he gave away “the disk” from his camera but “copied the photograph from that day onto a file” on his computer. “Realizing that I had given it up, I mean, it was sort of like a promise to keep the photograph secret,” Muhammad said. Muhammad said he did not release his copy of the photograph because he thought it would be perceived as a betrayal of that promise: “I was really, I guess, afraid of them.”",Loaded_Language
725824328,7,"Muhammad said he thought the photograph would be “damaging politically” if it were released and was afraid that someone might “break into his apartment” looking for it, like “that Watergate crap.” He said he “felt a little bit more at ease” after Farrakhan in 2016 claimed that Obama visited his home in Chicago. Muhammad contacted Farrakhan in autumn 2017 with the “final manuscript” for a self-published book containing the photo. “I sent him a copy of the manuscript suggesting that, showing him the picture, and saying to him, if he did not object, I was going to publish it,” Muhammad said. “He had no objection.” … During Obama’s presidential campaign, conservatives pushed multiple apparently racially motivated conspiracy theories about Obama’s religion and supposed ties to Islam.","Appeal_to_Fear-Prejudice,Loaded_Language"
725824328,8,"For example, in Obama’s memoir subtitled A Story of Race and Inheritance, Obama recounts his being a regular reader of Minister Farrakhan’s Nation of Islam newspaper The Final Call. Obama recollects Farrakhan’s black nationalist capitalist campaign to get black people to use toothpaste manufactured by black-owned businesses. Farrakhan’s eventual failure suggests to Obama that’s there is more economic upside for blacks in shaking down white institutions than in building their own.","Loaded_Language,Repetition"
725824328,10,"Obama’s “spiritual advisor” Rev. Jeremiah Wright gave Farrakhan his church’s Lifetime Achievement award in a downtown Chicago Hyatt Regency in November 2007, but the story didn’t make the press until the following year.",Name_Calling-Labeling
725824328,12,"Reading Obama’s 1995 memoir, you might almost get the impression that after a prudent first term, during his second he might side with, I dunno, Black Lives Matter and encourage a wave of black rage and police retreat that drove up the death toll from murder by 20% in his last two years in office, an incremental death toll a little bigger than the U.S. combat death toll from the equally stupid Iraq War.","Doubt,Loaded_Language"
727128296,10,"Haig does not blame himself, but within weeks of the massacre, he still decided to shut down his business. ""I'm still racking my brain for what did I miss. Why didn't I pick this up?"" he said. Haig, represented by his Phoenix attorneys Marc Victor and Andrew Marcantel, has not been charged. His attorneys say he continues to cooperate with investigators. CBS News reached out to the FBI and other authorities involved, but none will comment on an active investigation.",Loaded_Language
727174208,3,"An Arizona man who sold ammunition to the gunman in the deadliest mass shooting in modern U.S. history was disturbed that he didn't spot any suspicious signs about his one-time customer, the man's lawyer said Wednesday.",Exaggeration-Minimisation
727174208,12,"""He is as connected (to Paddock) as the guy who sold him a hamburger for lunch,"" Victor said.",Exaggeration-Minimisation
727405181,3,"So far, no one has ever managed to land on the far side of the moon, or near its shadowy poles. India wants to tackle both those firsts in one fell swoop this year, with its Chandrayaan-2 mission, a trio of orbiter, lander and rover that would represent the country's second visit to the moon.",Loaded_Language
727493378,5,"Seriously, it's been four months already!",Loaded_Language
727493378,7,"The family finally got the remains in a box marked ""evidence"" over three months after the shooting and the autopsy report hasn't been finalized? Wait, were the same guys in the autopsy room that were there when the doctors and coroners examined John F Kennedy ?",Doubt
727493378,8,"“I don’t believe this is consistent with what the court ordered,” said Las Vegas attorney Maggie McLetchie, who represents the Las Vegas Review-Journal and The Associated Press in their November action demanding the release of the reports. “They (the coroner’s office) have delayed this for too long, and whatever stage the coroner’s report on Paddock is in, it should be provided to the Review-Journal and Associated Press without further delay. No more games. Release the records.”",Conversation_Killer
727493378,10,"“The shooter’s body was cremated Dec. 21,"" said Review-Journal Editor-in-Chief Keith Moyer added. ""How can the autopsy report not be ‘finalized’ when the body was cremated more than five weeks ago? The law is squarely on the side of the public’s right to open government.”",Doubt
727493378,11,"That's exactly right! Something is rotten in Denmark! On top of that, we have questions as to whether the body was even that of Stephen Paddock, given the fact that certain elements of the Paddock in the preliminary police report, which mentioned the autopsy, are apparently at odds with the Paddock of other documentation.","Doubt,Loaded_Language"
727493378,17,"By the way, the toxicology report was not mentioned in the preliminary report.",Doubt
727497152,1,"Las Vegas Massacre Coverup: Clark County Coroner Releases 58 Autopsy Reports With All Names Redacted, No Ballistics, And No Stephen Paddock Autopsy",Loaded_Language
727497152,5,"Not only did the coroner drag his feet and release the autopsy reports late Wednesday, but all of the names were redacted in the reports, with no mention of ballistic data, bullet caliber, or trajectories. This, despite the fact that the report does state that recovered bullet fragments were turned over to the police.","Doubt,Loaded_Language"
727569885,3,Yesterday’s State of the Union address issued by Donald Trump represented a refreshing break from the eight years of pusillanimous foreign policies pursued by past administration. Nowhere was this more evident than in the manner in which Trump described Iran’s repressive regime and attempts by the Iranian people to overthrow it through peaceful protest.,Loaded_Language
727569885,4,"When it comes to Iran’s governing authorities, the Trump administration is under no illusions about the nefarious nature of this fascist theocracy. “We are restoring clarity about our adversaries,” Trump stated in a not too subtle jibe at his predecessor who seemed to be in a perpetual state of confusion about who his friends and enemies were. Trump also referenced the recent widespread Iranian protests, crushed with extreme ruthlessness by the Iranian Revolutionary Guard Corps and its Basij auxiliary militia. “When the people of Iran rose up against the crimes of a corrupt dictatorship,” he stated, “I did not stay silent. America stands with the people of Iran in their courageous struggle for freedom.”","Flag_Waving,Guilt_by_Association,Loaded_Language"
727569885,5,"By contrast, Barack Obama and his obsequious acolytes were besotted by the prospect of forging détente with the despotic mullahs of the Islamic Republic. His administration remained largely silent when Iranians took to the streets in 2009 to protest a rigged election. Some have speculated that his administration missed out on a prime opportunity for regime change. It was only downhill from there.",Name_Calling-Labeling
727569885,6,"In a misguided effort to secure Iran’s willingness to sign the Joint Comprehensive Plan of Action, Obama sold everything including the kitchen sink. He tried selling the American people on the naïve notion that there were moderate elements of import in the Iranian government, ignoring the obvious fact that all authority in Iran is vested with the Supreme Leader, Ayatollah Khamenei, and his IRGC henchmen. The tried and true concept of peace through strength gave way to fecklessness through appeasement.",Loaded_Language
727569885,8,"Obama’s near messianic zealotry in his interactions with the mullahs severely compromised America’s national security and weakened its image on the international stage. Worse, it emboldened the mullahs (appeasement tends to do that) who seemed to revel in Obama’s groveling.","Loaded_Language,Name_Calling-Labeling"
727569885,9,"Iran’s mischief-making extends far and wide but it is in the Arabian Gulf where friction between the IRGC and the United States Navy remains constant. Iran regards the Arabian Gulf as its domain and but for the presence of the U.S. 5th Fleet, would have full reign over its waters, which include the strategic Strait of Hormuz. In addition to securing the Gulf, the 5th Fleet serves as a constant reminder to the Iranians of their impotence.",Loaded_Language
727569885,10,"But the deterrent effect of the Navy’s 5th Fleet, and for that matter America’s military might, is only as effective as the political leadership that commands it, and Barack Obama as Commander in Chief of the armed forces did little to instill fear or project deterrence. On the contrary, the Iranians correctly viewed him as weak, indecisive and ineffectual. On his watch, American warships patrolling the Gulf were harried by armed IRGC speed boats and larger navy frigates with near impunity. At times Iranian naval vessels closed to within 600 to 150 yards of American warships. The navy termed these near ritualistic, belligerent encounters, “unsafe and unprofessional.”",Loaded_Language
727569885,11,"Iranian arrogance and impudence reached its zenith with the January 12th 2016 seizure of two American riverine command boats and their crews near Farsi Island. The RCBs and crews manning them were returned some 16 hours later but not before the Iranians stole two satellite phone sim cards, likely containing classified information, as well as thousands of pages of information downloaded from laptops, GPS devices and maps used by the sailors. Ironically, the seizure occurred on the very day that Obama was to give his State of the Union address but predictably, he didn’t think that the seizure of Americans was important enough to note.",Flag_Waving
727569885,13,"Soon after taking office, Trump noted that “Iran [was] playing with fire” and added that he wouldn’t be as “kind” to the mullahs as Obama was. This wasn’t empty rhetoric. It was backed up by tangible action. Additional sanctions were imposed against Iran for acting in defiance of UNSCR 2231. Sanctions were also imposed against the IRGC for supporting terrorism. Trump’s DOJ revived and breathed new life into Project Cassandra, a promising anti-Hezbollah/IRGC law enforcement initiative shelved by Obama. Most importantly, Trump failed to certify the JCPOA noting material Iranian breaches, and has threatened to abrogate the deal in its entirety unless modifications are implemented. Those modifications would include an end to absurd sunset clauses in the JCPOA and tough restrictions on ballistic missile testing.",Loaded_Language
727569885,14,"The mullahs have become cognizant of the fact that there’s a new sheriff in town, one that backs up tough talk with action and doesn’t ask “how high” when they say “jump.” Clearly, the IRGC’s new docile posture in the Arabian Gulf is a direct consequence of this realization.",Loaded_Language
727634031,20,"Haig did not mention the incendiary rounds -- which are meant to ignite what they hit -- in Friday's news conference. Victor, his attorney, declined to comment about CNN's questions about the incendiary rounds.",Doubt
727634031,48,"""Revulsion,"" Haig said of his reaction. ""Sickness. Horror that this man would do something like that.""",Loaded_Language
727634031,53,"""One woman (was) screaming through my door that I should be killed and I should die,"" he told reporters at Friday's news conference. ""It's been not a lot of fun, quite frankly.""",Appeal_to_Fear-Prejudice
727634031,54,"Haig added, ""I had no contribution to what Paddock did. I had no way to see into his mind.""",Conversation_Killer
727658675,6,"“God decides the time, and the time will come when the Pope and the episcopacy again will proclaim, with all clarity, unambiguity and beauty, the sanctity of marriage, and of the family, and of the Eucharist,” Schneider told LifesiteNews in an exclusive Jan. 15 interview.",Loaded_Language
727658675,8,"In conversation with LifeSiteNews, Schneider said greater public support of the document from the world’s 5,000 bishops would be “a stronger voice for professing the constant truths of the Church, and it would be a beautiful common voice defending the sanctity and the indissolubility of marriage in the midst of a real neo-pagan society where divorce has become a plague and where sexual depravity is increasingly spreading.”","Appeal_to_Fear-Prejudice,Exaggeration-Minimisation,Loaded_Language"
727658675,10,"They presented their profession “before God who will judge us,” in response to certain pastoral norms issued by several bishops’ conferences aimed at implementing chapter 8 of Pope Francis’ apostolic exhortation on the family, Amoris Laetitia. Some of these norms, Schneider told LifeSiteNews, give “implicit approval” of divorce and of sexual activity outside a valid marriage.",Appeal_to_Authority
727658675,11,"Such a reading is causing “rampant confusion,” will spread “a plague of divorce” in the Church, and is “alien” to the Church’s entire faith and Tradition, the three bishops said in the profession.","Exaggeration-Minimisation,Loaded_Language"
727658675,12,"“This is contrary to Divine Revelation,” Schneider further told LifeSite, adding that the “beautiful explanations” that are being presented to clergy and faithful as “discernment” and “pastoral accompaniment,” or a “change of paradigm” and “discovery of the subjective part of the truth,” when translated into “common sense language,” are tantamount to an allowance to sin.","False_Dilemma-No_Choice,Obfuscation-Vagueness-Confusion"
727658675,14,"As Successors of the Apostles, Schneider said they “could not act in another way.”","Causal_Oversimplification,False_Dilemma-No_Choice"
727736557,3,"Thanks to crackpots online, a Mesa man has become embroiled in conspiracy theories after he sold ammunition to the Las Vegas mass shooter.",Name_Calling-Labeling
727736557,4,"Douglas Haig, a 55-year-old Honeywell engineer, sold more than 700 rounds of ammunition to Las Vegas mass murderer Stephen Paddock in September. Haig's name was inadvertently revealed this week when unredacted court documents were released to reporters. Search warrant records showed that Haig was a person of interest in the investigation of the mass shooting.",Name_Calling-Labeling
727736557,5,"As a result, Haig said that he has received death threats and people have pounded on his door to tell him that he deserves to die. ""It makes me feel horrible,"" he said at a news conference Friday morning. ""People need to do their research and think rather than just react viscerally.”",Loaded_Language
727736557,6,"It's not just people harassing Haig at his home: Conspiracy theorists online have seized on Haig's engineering background to lob wild claims about the Las Vegas shooting. Many of their theories lean heavily on Haig's LinkedIn profile, which says that Haig previously worked for Boeing and Northrop Grumman.",Loaded_Language
727736557,7,"Bonkers conspiracy site Intellihub posted an article this week that pointed to Haig's background in the aerospace industry as a sign of U.S. government involvement in the massacre. They noted Haig's LinkedIn page, which says he worked for Boeing in Mesa as a senior liaison engineer in their unmanned helicopter division from 2010 to 2013.",Causal_Oversimplification
727736557,8,"""Let’s not forget that it is a fact that helicopters were lurking behind the Mandalay Bay during the attack which were not shown on the radar,"" author Shepard Ambellas writes. Ambellas claims helicopters provided an ""air assault"" during the massacre, a ludicrous theory he's expounded upon on InfoWars with the internet's conspiracy-theorist-in-chief Alex Jones.","Loaded_Language,Name_Calling-Labeling"
727736557,10,"In public statements this week, Haig denied any connection to the massacre and said he merely sold Paddock the rounds. ""However, don’t be fooled,"" Intellihub writes. ""Haig is likely a CIA cut-out who is just upholding the public narrative in conjunction with the FBI Las Vegas and the LVMPD.""",Name_Calling-Labeling
727736557,11,"Laura Loomer, a noxious far-right personality who formerly worked for Project Veritas, also started making hay with Haig's background in Arizona aerospace. She wrote on Twitter that the massacre ""is starting to look more and more like a gun running operation gone wrong every day.""","Loaded_Language,Name_Calling-Labeling"
727736557,16,"This is starting to look more and more like a gun running operation gone wrong every day. pic.twitter.com/ifkkglZ4kw — Laura Loomer (@LauraLoomer) January 30, 2018",Repetition
727736557,20,"Haig said he's been legally selling ammunition as as a hobby since 1991, but after the massacre, he has stopped his side business. It wasn't unusual for a customer to buy over 700 rounds, he said. ""I've seen all kinds of people. There were no tells,"" Haig said of Paddock.",Conversation_Killer
727736557,23,"“I had no contribution to what Paddock did,” Haig said at the news conference. “I had no way to see into his mind. The product that I sold him had absolutely nothing to do with what he did.”","Conversation_Killer,Exaggeration-Minimisation"
727736557,25,"YouTube conspiracy theorist Jake Morphonios said that for all he knows, Doug Haig didn't play a role in Paddock's massacre. Even so, Morphonious still parlayed an innocent-until-proven-guilty stance into a 30-minute dissertation where he discussed a ""shadow government in the United States"" in the context of Haig's work for companies like Northrop Grumman.",Name_Calling-Labeling
727736557,26,"""Did he know something that Stephen Paddock was going to do? That I don't know — it's possible, but who knows."" Morphonious said. He added, ""I've got some questions of my own about Doug Haig that I'm going to continue seeking answers for.""",Doubt
727736595,4,An Arizona man who sold ammunition to the gunman in the deadliest mass shooting in modern U.S. history has been charged with manufacturing armor-piercing bullets.,Exaggeration-Minimisation
727869189,9,"Faggioli, meanwhile, outlined a genuinely surprising position. Rather than making a straightforward case for why Pope Francis has changed the Church for the better, Faggioli rejected the possibility of evaluating his papacy in terms of “continuity” with past popes, since doing so would assume that “Christianity at some point . . . was complete,” which Faggioli does not think is true.",Loaded_Language
727869189,10,"While I emphatically disagree with this argument, I have to hand it to Faggioli: From the outset, he made clear that he was not planning to debate Douthat on the implications of the Francis papacy. Instead, through a combination of rhetorical tricks and soft-peddled Hegelianism, he would completely redefine the role and nature of the Catholic Church.",Loaded_Language
727869189,11,"During the crux of the debate — the discussion of communion for the divorced and remarried — Faggioli raised his most theologically unsettling point. To defend his position that remarried persons should be able to receive communion, Faggioli invoked the case of Germany, where 50 percent of Catholic marriages end in divorce. For Faggioli, the implication is that at least 50 percent of German Catholic children never see their parents receive communion and lose their faith because of it. This, he says, is “bad for evangelization,” and in order to keep the pews full, the Church’s role should not be to deny communion to the divorced and remarried, but instead to ask, “What can the Catholic Church do to make the faithful able to receive sacraments?”","Appeal_to_Fear-Prejudice,Causal_Oversimplification"
