doc_id	paragraph_id	it-en
26129	12	Violation of the laws – The issue has caused a stir in Chinese social media, where many have pointed out the possible abuse of power by the authorities. “Health codes should only be used for pandemic prevention purposes,” said Hu Xijin, a popular Chinese commentator and former newspaper editor. Using health codes to restrict the free movement of people would clearly be a violation of pandemic prevention laws.
26130	1	Government of the Republic between legitimacy and legitimacy (lost)
26130	3	The 5 Star Movement, with its team of Ministers, is dissolving like snow in the sun despite constituting the relative majority party following the result of the political elections of 04 March 2018. Now, beyond the respect of the constitutional norms on the occasion of the formation of the Conte II (2019) and Draghi (2021) governments and, therefore, of their legitimacy (we remind you that, by Constitution, the Government of the Republic is not elected, but appointed), it is undeniable, after several electoral rounds (European, regional and administrative), that the Executive currently in office is supported by a delegitimized political movement within the electorate and, more generally, within public opinion.
26130	5	"Given this ""huge gap"" that separates political representation and representativeness, we wonder with what courage this government continues to operate. Of course: this is not a legal problem, but a political one and it seems to us that no one (voluntarily and with full conscience) intends to address it."
26130	7	Yet, on the basis of this delegitimization, all the measures we know about the health emergency of national importance were adopted (vaccination, Covid-19 green certification, etc.), it was decided to send arms to the Republic of Ukraine, effectively leading our country to be a co-belligerent when it could have played a role of mediation as Turkey is doing, etc.
26130	9	In the situation described, the President of the Republic (it is a school hypothesis) could also dissolve the Chambers in advance, having consulted their Presidents, pursuant to art. 88 of the current constitutional text, but certainly he will not opt ​​for this solution. This should make us reflect, despite the always open question of the electoral law, both on the possible modification of our form of government (we are supporters of the presidential model), and on the need to build a valid political alternative in the face of the overt failure of the five-year term ( 2018-2023).
26132	1	"Ius scholae? No. For Khaby Lame there is the ""ius Tik tok"""
26132	3	Not only ius soli, ius sanguinis and ius scholae, evolution of the ius culturae. It is always said that Italy is retrograde, that it has no vision of the future... And instead Italy seems to be the first country in the world to introduce the ius Tik tok. Curious, isn't it? During the pandemic, a 19-year-old boy named Khaby Lame is fired (like many) from the factory where he works as a worker and since he cannot look for another job, given that Italy is in lockdown, he decides to try this new social network that everyone was talking about a few months earlier: Tik tok. She has time to waste and it takes. In a few months he becomes popular, his followers grow dramatically and he becomes famous? The reason? Who knows. Lame simply makes fun of web video but the reasons many become known are inscrutable. Sure, he has a marked expressiveness but the virality of the contents often defies logic. And this is an example of that.
26132	5	"Khabi Lame was born in Dakar 22 years ago but has lived in Italy for 21 years. He spent most of his life in our country and attended school here. At 18 he could have applied for Italian citizenship which, after the necessary bureaucratic process, would not have been denied. He didn't do it and it was he himself who explained the reasons just a year ago: ""I'm Italian, I've always felt it. It's not just me saying it. I read: 'Khaby, the most followed Italian in the world'. So I say to myself: see, I'm Italian, I don't need a sheet of paper to know it"". Thus spoke the tiktoker in an interview with the Sette insert of the Corriere della Sera. And yet, the do-gooders didn't like those words. Khaby Lame has been criticized and pressured on social media to take a clearer position in favor of ius alone."
26132	7	"Everything went smoothly until a few days ago. The discussion on the ius scholae flared up and he simultaneously became the most followed tiktoker in the world. And at that moment, as if by magic, a tweet from Carlo Sibilia, Undersecretary of the Interior arrives: ""I wanted to reassure you that the decree granting Italian citizenship was already issued in early June by the Ministry of the Interior. You will soon be contacted by the local institutions for the notification and the oath. Good luck"". Leaving aside the fact that Khaby Lame didn't seem all that worried about not having Italian citizenship, how many other young people does the undersecretary himself write to communicate the granting of citizenship? that then on social networks it was all a ""Khaby Lame must be Italian"" or ""It's a shame that he's not Italian yet"", is another matter. Also because, in spite of the leftist solons who live in a parallel world, the tiktoker already considered himself Italian regardless of the passport."
26132	9	Thinking badly makes you sin, but you are rarely wrong. And the timing of the communication would seem to be on the side of those who suspect that an instrumental use has been made of Khaby Lame. The ius Tik tok has broken down the doors of Italian populism, let's see what other amazing tricks will be found in the coming days.
26133	1	Di Maio also changes his mind on Erdogan: what he said in 2019
26133	3	"There is no doubt that Foreign Minister Luigi Di Maio is facing a period of great confusion. After the split with the 5 Star Movement and the march of the ""dimaiani"", who with the new small party to date could probably only count on the vote of their families, for the former pentastellato it's all a run-up after the Premier. It is certainly not a secret or a crime that his positions are aligned with Mario Draghi but, rather, the pretext - probably - to give up that dying movement that has been dragging on for months now without a goal and the drive to create ""Together for the future ”, the new entity made up of 60 parliamentarians – who already want to change the name – even if, at the moment, it does not seem to have a horizon studded with successes ahead of it. But Di Maio seems skilled at mending relationships, breaking patterns, patching up old disagreements: in short, the Minister really seems to be ready for anything out of a lust for power, even denying his own principles by calling into question those decisions taken to protect the country."
26133	5	This happened for the negotiation between Turkey and NATO on the occasion of the decision on the annexation of Sweden and Finland. Critical points are the requests that Erdogan had vetoed the Scandinavian countries: the extradition from the northern countries of those who are considered terrorists and the end of the arms embargo. A very complex choice, if you look at history, but which for European states and for Italy seemed like a walk in the park.
26133	7	At the center of attention are the Kurds who, today, go unnoticed in the run-up to the spasmodic enlargement of a NATO which, blinded by hatred for Russia, always wants more, at any cost.
26133	9	In fact, it was 2019, when the Foreign Affairs Council on Syria and the Kurdish crisis took place in Luxembourg where it was decided to stop the sale of arms to Turkey after the Kurdish forces, in fact, had been involved in the fight against the Islamic State since 2014 , making themselves indispensable for the coalition's offensive against Daesh in Syria.
26133	11	"On that occasion, Di Maio in one piece reassured Italy by stating: ""A very important Council in which the position on Italy's request was a commitment by all European states to block the export of armaments to Turkey because we cannot accept what Turkey is doing. All states condemn what Turkey is doing and all member states have undertaken to block arms exports: this means that Italy will also sign in the next few hours""."
26133	13	It is clear how, at a European level, the Kurdish forces have been abandoned by all the former Western allies during the Turkish military operations in the Syrian Kurdistan region, but even more clear, looking at our home, is the shameful change of Luigi Di Maio.
26133	15	Indeed, just yesterday he issued a statement in support of Turkey, in line with the directives of the last NATO Summit in Madrid where Erdogan, together with his Finnish and Swedish counterparts, confirmed that there are no longer any national arms embargoes.
26133	17	"""Turkey is a key country - says Di Maio - We greatly appreciated the attempts at mediation between Russia and Ukraine and the Ankara summit will also be an important step to encourage dialogue between the parties and restore peace""."
26133	19	A man at the mercy of Draghi, bewildered by his lack of experience but with the cunning to juggle power games: this is how the Foreign Minister appears. And if the Ukrainian conflict arouses more concern every day, looking into our buildings is probably even less reassuring and to understand this, just think of the new friendship with Erdogan.
26133	20	The missiles, for now, remain at the front but the West is full of snipers: everyone shamelessly preparing their own future.
26135	1	The lies of the left on the anti-environment right
26135	3	Francesco Giubilei is the living demonstration of how much a recent joke by the secretary of the Pd, Enrico Letta, represents a dangerous prejudice against those who are not of the left. In a recent interview, Letta shamelessly stated that the left and the right do exist, precisely on environmental issues. And on this nothing to complain. But then he continued: the left makes concrete proposals, such as the cancellation of internal combustion engines by 2035 and has the planet at heart, the right only makes slogans and loves fossils. Nothing more false.
26135	5	Take precisely Francesco Giubilei and his new work, Energetic sovereignty (Giubilei Regnani editore), subtitle. «From the errors of the ecological transition to the war in Ukraine». There is a rich strand of the right, not only liberal but also conservative, who care about the environment, but hate climate change, who think about the future, but without throwing the past in the trash can. Energy sovereignty is a great book and manages to capture even the latest European follies, such as the directives that provide for the death of a piece of European industry, that of the automobile. Giubilei writes: «If Europe does not acquire the necessary awareness that the issue of energy has an impact in every sphere of society, tackling it with a pragmatic vision, it is destined to succumb to other powers, starting from the Asian nations.
26135	7	"In this sense, two concepts such as the ""geopolitics of energy"" and ""energy security"" will acquire an ever increasing weight in the coming years, also in light of the developments of the ecological transition. The choices made in this historical period will influence the following decades and the consequences of wrong political decisions will have an impact not only on citizens and businesses but on the internal Italian and European socio-economic system. This is why we are facing an opportunity from various historical points of view; the possibility of achieving energy sovereignty. If we fail today, we will pay the consequences for decades to come."
26135	9	Yet the political decisions of the European Union continue to go in a direction that condemns us to a loss of autonomy, as demonstrated by the vote of the European Parliament in favor of stopping the registration of cars with internal combustion engines (petrol, diesel and hybrids) starting from 2035. The stated objective is to reduce carbon dioxide emissions, but the consequences will be devastating from an economic point of view, especially for Italy where there is a strong automotive sector. Eliminating the endothermic engine means bringing hundreds of companies operating in the components and related industries to their knees with serious socio-economic consequences in a historical moment in which the sector is already suffering».
26136	1	The US is throwing its tentacles towards Russia and China through the uprisings in Central Asia
26136	3	“The Hand of the State Department”
26136	4	The influence of Americans in Central Asia is quite large, Boris Volkhonsky, an associate professor at the Asia and Africa Institute at Moscow State University, told PolitExpert. The United States has created a huge number of non-governmental organizations (NGOs) - this means that they have long been preparing to organize unrest in the region (color revolutions?).
26136	6	“The work of non-profit organizations was started from the very beginning of the separate existence of the countries, after the exit from the USSR. With his denunciation, Lukashenko did not say anything new. The fact that the conflict between Beijing and Washington can erupt anywhere in the world is a fact. All eyes are on Taiwan. But Central Asia also occupies a rather important place in the plans of the West. Especially after leaving Afghanistan. Because this is the closest place: under the belly of Russia and a region close to China. It supplies the People's Republic of China with energy carriers,” stressed the PE interlocutor.
26136	7	Long-term US plans
26136	8	"The United States has long been planning an operation to expand influence and ""set fire"" to the situation in Central Asia, Volkhonsky said. The riots are organized first in one country, then in another. In 2020 they were in Kyrgyzstan, in January 2022 in Kazakhstan, now in Uzbekistan."
26136	10	"“The region is not very stable because it is rather poor. There had never been much wealth there. But there is a great social stratification. The rich are very rich and the poor are practically very poor. The standard of living of the Central Asian elite causes extremely violent dissatisfaction among ordinary ""peasants""."
26136	11	Therefore, there is a social basis for the unrest there. And so – the region is the center of Eurasia. Anyone who has his bases and his influence there will be able to spread his tentacles. In China, Russia and the Middle East. Geostrategically, this is a core region,” the political scientist believes.
26136	12	Protests began in Uzbekistan over constitutional reform on 1 July. It is planned to remove the provisions on the sovereignty of the Republic of Karakalpakstan and the right to secede on the basis of a general referendum from the basic law of the state.
26136	14	Demonstrations in Kazakhstan began on January 2, 2022 after the country changed the calculation of the cost of liquefied gas according to the market. The price of fuel has risen sharply, causing a wave of discontent in Almaty, Aktau, Aktobe. The president made concessions and introduced state price regulation, and on January 5 he dissolved the cabinet of ministers, but this did not stop the demonstrations. Protesters began seizing government buildings, attacking security officials and calling for the resignations of President Kassym-Jomart Tokayev and former head of state Nursultan Nazarbayev. At the request of the head of state, the CSTO Collective Security Council decided to send a peacekeeping contingent to Kazakhstan.
26136	16	"The notorious Center for Corruption and Organized Crime Research (OCCRP) has released the first part of its investigation into Central Asian countries. Expert and independent journalist Sergei Yezhkov has previously spoken out about who is behind the new ""dumping of compromising evidence"" against local elites."
26136	18	The instigation of riots and riots in the country is increasingly evident. The hand of Washington's services seems equally clear.
26137	1	Young immigrants responsible for one out of two crimes. That's who they want to give the ius scholae to
26137	3	"Young immigrants and crime. While the glittering-eyed local left tries to dish out the law on the ius scholae, ""battle of civilization"", panacea for all social tensions - we have seen, in fact, how the French model has benefited the social tensions beyond the Alps - the Libero newspaper rattles off an exciting series of numbers on crime in Italy and how closely it is linked to the younger sections of foreigners who stay there. Spoiler: minorities bearing cultures of identity and at the same time difficult to assimilate to ours do not come out very well. And certainly giving Italian citizenship to these individuals - without having earned it through a path of ""good citizenship"" - will not mitigate this disconnect from our social fabric and the feeling of aversion towards our culture."
26137	5	Young immigrants and hatred towards Western society
26137	7	"Libero begins with a survey conducted by Ifop for the Montaigne Institute, in which it is estimated that 50% of French Muslims ""aged between 15 and 25 would like to replace the French constitution with sharia"". Numbers corroborated by a further 2018 report presented by the essayist Hakim el Karoui, in which 32% of the students of the Islamic faith interviewed profess an absolutist vision of religion. If you cross the Channel, the statistics do not improve: according to a survey carried out by state authorities in 2018 and cited by the CDDF Foundation, ""23% of English Muslim immigrants believe that sharia should be applied in their communities, while 32% ask for the penalty of death for anyone who offends Mohammed""."
26137	9	Italian numbers
26137	11	We finally arrive in Italy. Before starting, some numbers to circumscribe the phenomenon. According to an Istat survey, immigrant residents aged between 14 and 17 are just 9.6%. Well, in that 9.6% of the population lurks those who carry out 65% of the total muggings (committed in Italy by all residents of that age group), 50.2% of thefts, 48.1% of robberies, 47.7% of sexual violence, 40.4% of beatings.
26137	13	In the age group between 18 and 24 (of which foreigners represent 11.2%) the situation does not improve, on the contrary. 89.7% of crimes involving the exploitation of prostitution, 55.8% of sexual violence, 52.6% of robberies, 52.4% of thefts, 43.6% of intentional injuries age group is committed by immigrants. Not to mention the second generation Italians, who are not included in the research. From the subsequent brackets, the incidence of crime tends to decrease, and this is particularly true in the bracket of immigrants aged between 45 and 54 (11.8% of the population in that age bracket) and later. Perhaps due to greater integration due to a greater period of time spent in our country, the percentage of crimes is around 16.7%.
26138	1	The elections in France and the sensational flop of the parties that govern the EU
26138	3	"To record the sidereal distance between the dynamics of Brussels and real Europe, a macroscopic figure was provided by the French presidential elections. It is a ""lateral"" element, according to most of the information, with respect to the Macron-Le Pen challenge but in reality it says a lot far beyond who will lead the Elysée for the next five years."
26138	5	"We speak of the ruinous implosion of the Ppe and the Pse: represented in the French hexagon by the Republicans and the Socialists. Together, the two parties that ""govern the EU"" obtained 7%: a flop so sensational that only the hasty adhesion of its leaders to the Macronian cause - i.e. the constitutional arc against Le Pen in view of the second round – was partially able to screen."
26138	7	"Yet the evidence cannot be hidden: in the second European power, after Germany, the two ""system"" parties represent practically nobody. Undermined and drained by the technocratic populism of Emmanuel Macron – a bit of the right and a bit of the left: perfect GMO – and unable to reformulate, on the right as on the left, a minimum of political agenda in the face of the excellent performances of Marine Le Pen and of Meléchon or in the face of the arrival of an identity outsider like Zemmour and the first sign of life of the Greens."
26138	8	It will be said: it is an entirely French problem.
26138	10	"Absorbed within its borders and with Macron capable of providing a ""Europeanist"" levee in any case. To a small extent yes. But largely not. Starting from the fact that the Macron operation does not combine perfectly - far from it - with the unionist project and with the molasses of the grand coalition: it is, rather, the attempt of a French enarch - endowed with the right amount of Bonapartism - to occupy the void left by Angela Merkel at the helm of the EU. Leaving aside Macron's dreams of grandeur, the novelty determined by the presidential elections confirms an ongoing trend present in all the major EU and non-EU realities."
26138	12	"It will not have escaped, for example, that precisely in the natural homeland of the ""grand coalition"" - Germany - the Popular-Socialist pact has broken down: with the Populars who have dramatically lost the scepter after Merkel's very long season. Not only that: now the Social Democrats govern with the support of the Greens and the liberals. A very hard blow for the ""immovable engine"" of the EPP: the German CDU. Elsewhere, then, there is no room for scaled-up repropositions of the Brussels alliance: in Spain, for example, the logic of alternation is so deeply rooted that (unlike what happens here) we go back to voting every time that a majority in Parliament is not clear. In Poland and in all the Visegrad countries, then, the stability is ensured by ""conservative"" governments - the majority of which are represented precisely by the ECR plus the former EPP Orbàn - which have nothing to do with the ideological syncretism taking place between popular and socialists: let alone with broad understandings. The same goes – in reverse – in the Northern Nations, where social democracy governs without structural mediation."
26138	13	"So where is the scheme that governs Europe going wrong? As we have seen, in the three main nations: in Germany, with the collapse of the populars, in France, with the disappearance of Gaullists and socialists and in Italy. Already, in the Belpaese broad agreements - a technocratic attempt to borrow the Brussels model without going through the elections - the crisis of the ""Euro-opera"" parties is plastically represented by Forza Italia, inexorably slipping as the third leg of the centre-right, by a Pd that is unable to dictating a real agenda in the progressive camp and by the absolute lack of a structured offer from the centrist bushes."
26138	15	What emerges, however, is the fully bipolar proposal, planted in the field of the government right and recognized by all the most accredited observers as such: that of the Brothers of Italy. It is no coincidence that it is the political force – in the name of the ECR – that works the hardest in Europe to dismantle the EPP-PSE agreement which over the years has led the popular parties to de facto submission to the degrowth and liberal utopianism of the socialists and to the triumph of “woke” fanaticism. The result of this system can be seen in the disaffection, in the abandonment, round after round, of the electorate towards the families of the popular and socialists who claim to represent the European unionist project. The concrete and confederal alternative proposed by FdI on a continental scale, on the contrary, mounts, feeds on suggestions on which it can claim foresight and extensive literature - energy independence, food sovereignty, common foreign policy - and will have its litmus test in Italy .
26139	1	NO VAX OR PRO VAX?
26139	3	It is now a fact that the places available in intensive care in our province are saturated. Serious and alarming news that must raise the level of attention.
26139	4	But the data that makes you angry is that 90% of the seats are occupied by NOT VACCINATED.
26139	5	I know this post will trigger endless comments and discussions, but believe me, without any controversy, the numbers speak for themselves: the vaccine has significantly reduced the pressure on hospitals and intensive care units. No one has ever said that it immunizes us but it is saving the lives of many, which is a precious asset and one to be defended.
26139	6	Let's take our country for example: very high percentage of vaccinations 90 infected 0 hospitalizations.
2614	3	"Open and close. Accepting a few and rejecting many. Inside the Ukrainians (especially the Orthodox ones) and outside all the others (especially the Muslims). It is the Greek model wanted by the very conservative premier Kyriàkos Mitsotakis: the flagship is the migrant camp of Samos, the ""Multi purpose reception and identification centre"", a very selective, certainly very strict ""reception"" structure. Everywhere barbed wire, video surveillance systems, double doors, steel bars, reinforced concrete and scanners. Most of the irregulars (seven out of ten) from neighboring Turkey are concentrated on the small Aegean island. Here it is foreseen the identification, the assessment of the requirements of asylum seekers and the rejection of those who are not entitled. Without appeal."
2614	5	Obviously the NGOs of all latitudes and their reference politicians cry out to the scandal. In their opinion, the camp acts more as a springboard for rejections than as a gateway to the old continent and they accuse the Hellenic police of brutal methods or even of employing groups of migrants as auxiliaries in the hunt for illegal immigrants.
2614	7	"True, probable or false whether the Greek government cares. With the money of the European Union (about 276 million euros…), the government of Athens is now building another four structures (in Lesvos, Chios, Kos and Leros) and is continuing undeterred in its project. ""Our absolute priority is effective border protection"", reiterates the Minister of Migration Notis Mitarakis crunching the numbers: in one year, landings in the Aegean islands have decreased by 96%. In addition, the Mitsotakis government presents the undoubted improvement in the living conditions of the ""guests"" as a success: instead of the miserable slums of the past, today asylum seekers are housed in structures with controlled access equipped with running water, toilets, separate areas for families and greater safety. A way according to Mitarachi to restore ""lost dignity to people seeking international protection and meet the necessary conditions of containment for illegal migrants who must be repatriated"". At the same time, at least as long as the war lasts, doors are open to Ukrainian refugees."
2614	9	"In the background, however, the problem of Turkey remains, for the Greeks a terribly cumbersome and invasive neighbor. It is no coincidence that the border remains deliberately porous, resembling a shutter that lifts or closes according to the fluctuations and internal needs of the Ankara government and in the end everything boils down to a very profitable business. Step back. In 2016 Turkey had signed an agreement with the European Union promising to reduce irregular immigration to Greece (in exchange for money: 6 billion euros, officially to guarantee a welcome to millions of Syrian refugees on its territory). Then in 2020 a new crisis and President Erdogan declared that he was ""no longer available to maintain the closure of the borders with Europe"" given the growing pressure of the masses coming from Asia and Africa. Except then graciously ""accepting"" a refinancing of 485 million euros from the European Union."
2614	11	"In short, migrants cynically employed as a ""weapon of political pressure"" or, if you prefer, as a super ATM. To the point that Greece has repeatedly accused Turkey not only of ""not having done enough to stem the phenomenon"" and has repeatedly documented the bizarre complicity of the Anatolian Coast Guard in the trafficking of the desperate. In turn, Ankara has repeatedly accused Athens of having illegally rejected migrants in an ""inhumane way""."
26140	3	From Calderoli to Zaia, passing through many councilors: those who have a pulse of hospitalizations send the no vax to hell
26140	5	There is a League which, in Rome, is holding back on compulsory vaccination. There is Salvini who certainly cannot be defined as a champion in the awareness campaign in favor of anti-Covid immunization. And which, indeed, with more than a few ambiguous statements, seemed to wink at the vaccine skeptics. And then there is the other League. That of the territories, which every day has to face the bulletin of hospitalizations due to the virus. The one of those who have seen many of their fellow citizens die from the first wave of Covid and have no problem coming to confrontation even with their own party mates. And that of those who know how much the virus can hurt and for this reason try to 'convert' the no vax. Just broaden your gaze a little, go beyond the Council of Ministers and Salvini's statements, to see that this second League is gaining more and more ground. And, even if no one openly exposes himself, he looks at Salvini's line with some annoyance. Too wavering and ambiguous according to those who have understood that Covid must be fought primarily by protecting as many people as possible.
26140	7	In the front row, among the Northern League supporters in favor of the vaccine, is Roberto Calderoli. The vice president of the Senate told Corriere today that he spent the Christmas holidays between the fear of being infected and an attempt to convert non-vax relatives. Five times out of seven he succeeded. “Anyone who persists in not acknowledging reality – he says – I would force him to see what happens in the hospital wards”. A very clear line from him, which certainly clashes with that of those who - with his own card in his wallet - are instead ambiguous or even opposed to the vaccine and the green pass. The most recent example on this front concerns two brothers from Sassuolo, both councilors, both Northern League supporters. They have decided to resign because they are against the vaccine and, therefore, without a super green pass. The choice doesn't move Calderoli one millimeter, who replies: “The world will go on anyway. We will find two more responsible councilors”.
26140	9	To find Northern League supporters who have repeatedly exposed themselves in favor of vaccines - even at the cost of ending up in the crosshairs of no vax - just look at the Regions. Massimiliano Fedriga and Luca Zaia, both leading members of the Carroccio, were at the forefront of the vaccination campaign. “I have an obligation to tell the truth to citizens. I don't have it with no vax but getting vaccinated is the solution. We cannot continue to spread the alibi that this virus is cured at home. That's enough. 93% were treated at home, but without pneumology and intensive care many would have died,” the president of the Veneto region said in December. And this is just one of the many utterances of him that have gone in this direction. Massimiliano Fedriga was no less. The governor of Friuli Venezia Giulia was among the first to invoke a differentiated regime between vaccinated and non-vaccinated, in case the epidemiological situation worsened. As indeed it was then. His exposure cost him the threats of some no vax. And the stash.
26140	11	Understanding why those who administer the territories have a very clear line in favor of the vaccine is quite simple if you listen to the words of Pierpaolo Roberti. Councilor for local autonomy and the public function of Friuli Venezia Giulia, in November he was the protagonist of a question and answer on Twitter with Claudio Borghi, a member of parliament of the League who is very critical of the rules on the green pass. The reason for the clash was the increase in Covid cases in Friuli Venezia Giulia, due to the conjunction between no vax demonstrations and the low percentage of immunized people. Returning to that story, Roberti tells Huffpost: “As from Trieste I can say that the difference in sensitivity on the subject is not only the prerogative of the League. We who administer the territories, however, in addition to having a privileged observatory, have a different role. We are the ones who see the bulletin of infections and hospitalizations every day. And the percentage of vaccinated ”. If you touch things firsthand, if you see the numbers, that's the sense of his reasoning, one can only take one fact for granted: the vaccine reduces serious cases, cuts down on hospitalizations. And if someone is still skeptical on the subject, Roberti replies with the most recent data: “Right now in Friuli Venezia Giulia we have 40 people in intensive care. Thirty-five are unvaccinated”.
26140	13	"The commissioner has repeatedly exposed himself on social media against no vaxes, and does not hide that he has received more than a few attacks: “But I don't even pay attention to it. It's not even worth wasting your time. I am a minority. Very noisy, but still a minority."" In the same way, he is convinced that trying to change the mind of the no vax hard core is now ""a losing battle, fought in the name of what is now an ideology"". Could the extension of the vaccination obligation, which Salvini does not like at all, be a solution? “I can't imagine a real form of obligation - concludes Roberti - and I would like to remind you that the no vax have even accepted to lose their jobs, I don't think they would stop in front of the obligation."
26140	15	In the group of pro vax Northern League supporters there is also the deputy from Bergamo Cristian Invernizzi, the protagonist of a heavy bickering in the Chamber, with his colleague from the Carroccio Golinelli, on the rules on the super green pass. Heard in the following days, he toned down the tone, but reiterated - he who has seen many fellow citizens die and his father feel very ill due to the virus - the importance of vaccines.
26140	17	"That there is a double line, and some annoyance for the positions of the boss, is now evident. But those directly involved are careful not to make it manifest. Also because if you expose yourself too much, you risk disciplinary proceedings within the party. This could be the fate of Giantonio Da Re. Veneto Eurodeputy del Carroccio, on 6 January, in an interview with Corriere, launched a very harsh attack on Salvini: ""The ambiguity of my party and my secretary is putting me at discomfort for a long time. It has always been unjustifiable, now it has become untenable,” he said. And the thud of a stone would have made less noise. The next day Alberto Stefani, commissioner of the Venetian Liga said that he would like to bring Da Re's position before the regional executive. ""Da Re had already been warned - he said, according to what the via Solferino newspaper reports - one does not go out in the newspapers arguing against the federal secretariat"". Everything suggests that all the other dissatisfied with Salvini's line on vaccines will be careful not to use the same tones as the MEP. But the discontent is there. It is enough to line up facts and words to understand that the opposite cannot be said."
26141	1	But science is not a dogma
26141	3	"It's not just typical of No vax rhetoric, many Pro vax are also falling into error. People who accuse the government and science of lying for the simple fact that they have changed their approach as the context has changed. For example: «You said that the vaccine prevents contagion, but instead». True, it had been said. But it was said when the possible contagion concerned the Alfa variant, which in any case, and this was also said, had at least a 10% chance of ""piercing"" the vaccines. And, after the Alfa, it was said for the Delta variant. It wasn't fake, it was real. How true that Omicron is different from the Covid variants that preceded it: in fact, it also infects the vaccinated. It makes them less contagious than the unvaccinated, for less time and almost completely avoids hospitalizations. But it infects them. Is this a sign that governments are lying? Is it proof that science has nothing to do with truth? No, not everything is predictable. Things change, just as scientific evidence changes. The philosopher Karl Popper wrote important pages to clarify how the search for scientific truth consists in the progressive elimination of errors. The assumption is that the error is difficult to avoid from the outset. Therefore Popper argued that in the scientific world, as in everyday life, everything is true until its opposite is proved to be true. This is the liberal method. Why do we Italians struggle so much to accept it? Because we are naturally inclined to a dogmatic view. If we weren't, we wouldn't have been divided for fifty years between the strongest followers of the Communist Party and those of the Catholic Party in the West. Two Church-parties, consequently dogmatic. If we weren't, those compatriots of ours called ""cathocommunists"" would not have considered it natural to add two dogmas rather than eliminate them. There is, therefore, an anthropological fact that explains the reluctance of many to accept the complexity of life and the fallacy of the Word. A certain inclination to messianism, prejudice, conspiracy theory and blind faith follows. The same blindness of those faced with intensive care 80% full of that 15% of unvaccinated fellow citizens find it difficult to sum up. But in this case the harmful effects of a school system not inclined to transmit to the men of tomorrow the rudiments of logic and mathematics of all time are added to the anthropological data."
26144	1	Children safe if parents are vaccinated: new data on Covid
26144	3	The Omicron variant does not even discount children: in January alone, as many as one million newly infected (one in three) are under the age of 18. In addition to vaccinating them directly, it would be good if their parents were also pro vax, the situation would be totally different.
26144	5	What the numbers say
26144	7	"The latest numbers of the Istituto Superiore di Sanità photograph the situation without giving rise to misunderstandings: hospitalizations continue to increase in the 5-11 age group since only 32% were vaccinated with the first dose and 13% with the second. Very low numbers considering that the Pfizer anti-Covid vaccine, for the pediatric range, has now been administered for over a month and a half. In this case, however, there is a combination of faults: many parents who do not want to vaccinate their children are the first to be no vax. In fact, the Italian Association of Pediatric Hospitals (Aopi) observed that, among the very young in the unvaccinated ward (76%), 69% of them had both parents without the vaccine. ""It is very common for father and mother to agree in refusing the vaccine"" even if ""there is no shortage of disagreements in the family. In front of a hospitalized child, it happened that the vaccinated parent blamed the other "", Alfredo Guarino, professor of pediatrics at the Federico II University of Naples, head of the Covid treatment hub of the Naples hospital, told La Repubblica. University and member of the Italian Society of Pediatrics (Sip)."
26144	9	What is family immunity
26144	11	This is not surprising given that statistics have always shown that most infections occur within the home. An Israeli study published in the journal Science confirms the AOPI numbers: the risk of contagion between parents and children under the age of 5 is reduced by 71% if both parents are vaccinated. It's easy to understand: the more barriers the virus encounters (vaccines, vaccines, vaccines), the less it will be able to circulate. Conversely, it is almost impossible to escape Omicron given its rapid diffusion. And then, even in the presence of symptoms, vaccines prevent hospitalization, which has not happened for those children who are now in hospital. After the various herd immunities and innate immunity that we have often talked about on Giornale.it, there is a third type that is talked about too little and it is family immunity, i.e. vaccination coverage for all members of the nucleus familiar (3-4-5-6, etc.), essential to avoid bad surprises due to Covid-19.
26144	13	We treat children of no vax
26144	15	"For many months we have treated newborns of unvaccinated mothers, with very serious consequences. The phenomenon has only recently begun to decrease, underlines Guarino. ""During pregnancy, a woman's immune defenses decrease. Not protecting yourself is a very bad idea"". Not only that: as often happens in the best families, feelings of guilt arise in retrospect for not having been immunized or not having done so with one's children. ""I have seen parents repent once they arrive with the children in the hospital"" she adds, who has recounted sentences such as ""if I had known, if I could go back, I would not have imagined all this"". In short, everything has changed with Omicron and we have known it for two months now: children's hospitals are bursting, for a teenager who enters one leaves because, fortunately, in the vast majority of cases the disease passes thanks to hospital treatment and the less aggressiveness of the variant. ""We treat them in the best possible way, but it is clear that we need to find a different solution"", underlines the pediatrician. The solution to which he alludes is only one: to immunize children between 5 and 12 years of age, who often do not have the power to decide for them. ""The real choice is between getting the vaccine or catching the virus. On the one hand, we have yes and no 10 deaths, perhaps even fewer. On the other, in Italy alone, the victims of the virus are 145 thousand. More needs to be added. ?” he concludes."
26145	1	"Carola Rackete: ""I challenged and won Salvini"" / ""Ramming? Sea Watch was against it”"
26145	3	"Carola Rackete returns to the events of 2019 after the second filing against her: ""I challenged and won Salvini. On the ramming, my NGO Sea Watch did not agree"""
26145	5	"CAROLA RACKETE: ""I WON OVER MATTEO SALVINI"""
