doc_id	paragraph_id	it-ge
26121	7	Portugiesische Gelehrte vermuten, dass der Ursprung der neuen Affenpockenausbrüche ein oder mehrere Einträge aus einem Land sind, in dem das Affenpockenvirus hartnäckig zirkuliert, mit „Superverbreitern“ und internationalen Reisen, die möglicherweise eine weitere Eskalation der Ansteckung angeheizt haben. Die Autoren vermuten, dass Enzyme des menschlichen Immunsystems eine Rolle bei der Induktion dieser Veränderungen im viralen Genom gespielt haben könnten. Die Forscher weisen darauf hin, dass es derzeit keine Hinweise darauf gibt, dass die Mutationen die Ausbreitung des Monkeypox-Virus begünstigen, es aber auch nicht ausgeschlossen werden kann.
26123	3	Wie wir gestern geschrieben haben, fordern die Bischöfe, die sich ihrer jetzt offensichtlichen Bedeutungslosigkeit völlig nicht bewusst sind, die Genehmigung des ius scholae. Noch eine andere Version des ius allein.
26123	5	Über Ius Soli und Staatsbürgerschaft. Und wenn wir gerade von den rücksichtslosen Predigten der Bischöfe und ihrer Chefs sprechen, ist es interessant herauszufinden, welches Recht im Vatikan in Angelegenheiten der Staatsbürgerschaft angewandt wird.
26123	7	Die vatikanische Staatsbürgerschaft wird durch Art. 4 des Gesetzes über die vatikanischen Quellen von 2009 und der Lateranverträge von 1929. Daher wird die vatikanische Staatsbürgerschaft nicht durch ius soli erworben. Sie sind nicht dumm, sie. Wie bei der Frage „Brücken statt Mauern“ predigen sie es uns Normalsterblichen, setzen es ihnen nicht in die Tat um: Ich kenne mich, denkt Bergoglio, und du bist nicht scheiße.
26123	9	Insbesondere, abgesehen von den Kardinälen, die sich nicht fortpflanzen oder zumindest nicht fortpflanzen sollten, gilt für die Bürger des Vatikans eines der restriktivsten Ius Sanguinis der Welt, auch wenn sie es anders nennen.
26123	11	Bürger des Vatikans sind in der Tat der Ehepartner und die Kinder eines Bürgers des Vatikans, aber nur, wenn sie zusammenleben.
26123	12	Vorfahren und Geschwister eines Vatikanbürgers, aber nur, wenn sie in einer Lebensgemeinschaft leben.
26123	14	Am 31. Dezember 2021 waren etwas mehr als 600 Personen im Besitz der vatikanischen Staatsbürgerschaft – ein exklusiver Club. Sehr exklusiv.
26123	16	Nicht nur. Die Ehegatten verlieren ihre Staatsbürgerschaft, wenn die Ehe aufgehoben oder dispensiert wird, wenn die Trennung ausgesprochen wird oder wenn die Kinder oder Geschwister eines Vatikan-Bürgers im Alter von fünfundzwanzig Jahren arbeitsunfähig und auf den Vatikan-Bürger angewiesen sind.
26123	18	Nur der Papst, der ein Diktator ist, kann die vatikanische Staatsbürgerschaft aus anderen Gründen verleihen und wiederherstellen. Die Vatikanstadt erkennt keine politischen Rechte für ihre Bürger an, da sie eine absolute Monarchie mit lebenslangem Charakter ist.
26123	20	Vielleicht ist es an der Zeit, die Befreiung Roms zu vollenden.
26124	1	UN: 19 Millionen Jemeniten leiden Hunger. USA und Großbritannien schicken Waffen und Militärausbilder
26124	3	Wir entschuldigen uns bei den Lesern. Wir haben wiederholt geschrieben, dass der Krieg, den Saudi-Arabien mit Waffenunterstützung aus dem Westen, den USA und Großbritannien an der Spitze, gegen den Jemen führt, kein mediales und politisches Interesse hat. Es ist nicht so, es ist alles gezielt, es gibt das ganze Interesse, seit 2015, als die saudische Monarchie diese Aggression mit Barack Obama als US-Präsident begann, um einen Völkermord zu verursachen, mit Bombenanschlägen, Seeblockaden, Diebstahl von Ressourcen, insbesondere Öl, alle Spuren des jemenitischen Volkes zu verwischen und sich seine Ressourcen anzueignen.
26124	5	Das jemenitische Volk hat sich in den letzten Jahren trotz schrecklichen Leids heldenhaft gewehrt. Doch während die öffentliche Aufmerksamkeit auf den Krieg in der Ukraine gelenkt wurde, schlug die UNO einen erschreckenden Alarm.
26124	7	Laut dem jüngsten UN-Bericht sind derzeit 19 Millionen Jemeniten von Nahrungsmittelknappheit betroffen, die höchste Zahl seit Beginn der Invasion der von Saudi-Arabien geführten Koalition.
26124	9	"Das Büro der Vereinten Nationen für die Koordinierung humanitärer Angelegenheiten (OCHA) kommentierte: „Mehr als 19 Millionen Menschen leiden Hunger, mehr als 160.000 von ihnen am Rande einer Hungersnot … Mittelkürzungen behindern unsere Fähigkeit, Menschen in Not zu helfen ""."
26124	11	Das Büro fügte hinzu, dass das Welternährungsprogramm (WFP) im Dezember letzten Jahres aufgrund fehlender Mittel die Lebensmittelrationen für acht Millionen Menschen gekürzt und im vergangenen Monat eine weitere Kürzungsrunde eingeleitet habe.
26124	13	Fünf Millionen Menschen erhalten schätzungsweise weniger als die Hälfte ihres täglichen Nahrungsbedarfs, während acht Millionen weniger als ein Drittel ihres täglichen Bedarfs decken.
26124	15	Der Bericht hebt auch hervor, dass acht Millionen Frauen und Kinder Ernährungshilfe benötigen, wobei über 500.000 Kinder schwer unterernährt sind.
26124	17	Medienberichte deuten darauf hin, dass möglicherweise weitere Mittelkürzungen am 1. Juli beginnen werden.
26124	19	Der UN-Bericht kommt Tage, nachdem ein VAE-Tanker am 26. Juni den Hafen von Radhum in der südlichen Provinz Shabwa im Jemen verlassen hatte, nachdem er mehr als 400.000 Barrel Rohöl aus der ölreichen Region gestohlen hatte, diesen wertvollen Kohlenwasserstoff.
26124	21	Ein jemenitischer Beamter teilte der jemenitischen Nachrichtenagentur Saba mit, dass sich die geschätzten Kosten der gestohlenen Fracht laut internationalen Ölpreisen auf 43,64 Millionen US-Dollar belaufen hätten.
26124	23	Eine enorme, wichtige Zahl, die Millionen von Jemeniten durch den Kauf von Lebensmitteln und Medikamenten hätte retten können.
26124	25	"Der ""humanitäre"" Schachzug der USA und Großbritanniens"
26124	27	Während die jemenitische Bevölkerung am Ende ist, toben die USA und Großbritannien noch mehr auf das bereits vor dem Krieg ärmste Land der arabischen Welt.
26124	29	Die Waffen im Wert von Milliarden Dollar und Pfund, die an das Haus La Saud geliefert wurden, reichten nicht aus, wie Al-Qatabi Ali Husein al-Farayi, der Gouverneur der im Osten gelegenen Provinz Al-Mahra, der Agentur Saba berichtete Jemen, Waffenlieferungen an Bord von Militärschiffen sind im Hafen von Nishtun gelandet, und britische und amerikanische Militärausbilder sind am Qaydah International Airport stationiert.
26124	31	Er warnte vor den gefährlichen Plänen der saudisch-emiratischen Besatzungskoalition gegen Al-Mahra und sein Volk und wies darauf hin, dass die Angreifer und ihre verbündeten Milizen versuchen, die Provinz in Chaos und völlige Verwirrung zu stürzen, weil die Einheimischen die Präsenz ausländischer Streitkräfte ablehnen .
26124	33	"Die von Saudi-Arabien geführte Aggressionskoalition ist am Drogenschmuggel und -handel in der Region beteiligt, um die Unsicherheit aufrechtzuerhalten, ihre bösen Pläne voranzutreiben und die lokale Bevölkerung davon abzubringen, sich den Invasoren entgegenzustellen“, warnte der Gouverneur.
26124 35 Es gibt keinen Widerspruch zu dem, was in der Ukraine passiert. Um ihre Interessen zu wahren, sind sie, insbesondere die USA und Großbritannien, bereit, mit unterschiedlichen Fassadenmotivationen jeden letzten Ukrainer oder Jemeniten im Dienst zu opfern, was Kriege und Chaos verlängert.
26125 1 Hinter dem Blechvorhang: BRICS+ vs. NATO/G7
26125 3 Der Westen ist nostalgisch in überholte ""Eindämmungspolitiken"" verwickelt, diesmal gegen die Integration des globalen Südens. Unglücklicherweise bewegt sich der Rest der Welt gemeinsam vorwärts."
26125	5	Es war einmal ein Eiserner Vorhang, der den europäischen Kontinent teilte. Der vom ehemaligen britischen Premierminister Winston Churchill geprägte Begriff bezog sich auf die Bemühungen der damaligen Sowjetunion, eine physische und ideologische Grenze zum Westen zu schaffen. Letztere verfolgte ihrerseits eine Politik der Eindämmung gegen die Ausbreitung und den Einfluss des Kommunismus.
26125	7	Lassen Sie uns das Gaspedal drücken und in der heutigen Ära des Technofeudalismus landen, in der es jetzt gibt, was als Blechvorhang definiert werden sollte, der vom kollektiven, ängstlichen und naiven Westen durch die G7 und die NATO errichtet wurde: diesmal zur Eindämmung im Wesentlichen die Integration des globalen Südens.
26125	9	Die BRICS gegen die G7
26125	11	Das jüngste und bedeutendste Beispiel für diese Integration war die Entstehung von BRICS+ auf dem in Peking veranstalteten Online-Gipfel letzte Woche. Das ging weit über die Umrisse eines „neuen G8“, geschweige denn einer Alternative zum G7, hinaus.
26125	13	"Schauen Sie sich nur die Gesprächspartner der fünf historischen BRICS (Brasilien, Russland, Indien, China, Südafrika) an: Wir finden einen Mikrokosmos des globalen Südens vor, der Südostasien, Zentralasien, Westasien, Afrika und Südamerika umfasst - das ""Globale"" wirklich in den globalen Süden zu stellen."
26125	15	Bezeichnenderweise richteten sich die klaren Botschaften des russischen Präsidenten Wladimir Putin während des Pekinger Gipfels im krassen Gegensatz zur G7-Propaganda eigentlich an den gesamten globalen Süden:
26125	17	- Russland wird seine Lieferverpflichtungen für Energie und Düngemittel erfüllen.
26125	19	- Russland erwartet eine gute Getreideernte - und bis zu 50 Millionen Tonnen auf den Weltmarkt zu liefern.
26125	21	- Russland wird die Passage von Getreideschiffen in internationalen Gewässern garantieren, selbst wenn Kiew ukrainische Häfen vermint hat.
26125	23	- Die negative Situation auf ukrainischem Weizen wird künstlich aufgeblasen.
26125	25	- Der starke Anstieg der Inflation in der Welt ist das Ergebnis der Verantwortungslosigkeit der G7-Staaten, nicht der Operation Z in der Ukraine.
26125	27	- Das Ungleichgewicht in den Weltbeziehungen besteht seit langem und ist zu einer unvermeidlichen Folge der Erosion des Völkerrechts geworden.
26125	29	Ein alternatives System
26125	31	Putin sprach auch direkt eines der Schlüsselthemen an, die die BRICS seit den 2000er Jahren intensiv diskutiert haben: die Gestaltung und Einführung einer internationalen Reservewährung.
26125	33	Das Russian Financial Message Transmission System ist offen für die Verbindung mit den Banken der BRICS-Staaten.
26125	35	Das russische Zahlungssystem MIR baut seine Präsenz aus. Wir prüfen die Möglichkeit, eine internationale Reservewährung auf der Grundlage des BRICS-Währungskorbs zu schaffen, sagte der russische Führer.
26125	37	Dies ist unvermeidlich nach den hysterischen westlichen Sanktionen nach der Operation Z, der vollständigen De-Dollarisierung, die Moskau auferlegt wurde, und dem Anstieg des Handels zwischen den BRICS-Ländern. So wird beispielsweise bis 2030 ein Viertel des weltweiten Ölbedarfs aus China und Indien kommen, wobei Russland der Hauptlieferant sein wird.
26125	39	Die BRICS „RICs“ können nicht riskieren, von einem von den G7 dominierten Finanzsystem ausgeschlossen zu werden. Sogar das akrobatische Indien beginnt, den Ball zu fangen.
26125	41	Wer spricht für die „internationale Gemeinschaft“?
26125	43	Gegenwärtig stellen die BRICS 40 % der Weltbevölkerung, 25 % der Weltwirtschaft, 18 % des Welthandels und tragen mehr als 50 % zum Weltwirtschaftswachstum bei. Alle Indikatoren wachsen.
26125	45	"Sergey Storchak, CEO der russischen Bank VEG, formulierte die Angelegenheit eher diplomatisch: „Wenn die Stimmen der Schwellenländer in den kommenden Jahren nicht gehört werden, müssen wir sehr ernsthaft darüber nachdenken, ein paralleles regionales System oder vielleicht ein globales zu schaffen ""."
26125	47	"Ein ""paralleles regionales System"" wird bereits zwischen der Eurasischen Wirtschaftsunion (EAEU) und China diskutiert, koordiniert vom Minister für Integration und Makroökonomie Sergey Glazyev, der kürzlich ein schillerndes Manifest verfasst hat, in dem er seine Ideen zur wirtschaftlichen Souveränität der Welt verstärkt."
26125	49	Entwickeln Sie diese „Entwicklungswelt“
26125	51	Was an der transeurasischen Finanzfront geschieht, wird parallel zu einer bisher wenig bekannten chinesischen Entwicklungsstrategie verlaufen: der Global Development Initiative (GDI), die von Präsident Xi Jinping letztes Jahr auf der Generalversammlung der Vereinten Nationen angekündigt wurde.
26125	53	Die GDI kann als Unterstützungsmechanismus der Gesamtstrategie angesehen werden, die die Belt and Road Initiative (BRI) bleibt, die aus Wirtschaftskorridoren besteht, die Eurasien mit seiner westlichen Halbinsel, Europa, verbinden.
26125	55	Beim High-level Dialogue on Global Development, Teil des BRICS-Gipfels, erfuhr der Globale Süden mehr über die 2015 gegründete GDI.
26125	57	Einfach ausgedrückt, zielt die GDI darauf ab, der internationalen Entwicklungszusammenarbeit durch die Integration von Finanzmitteln in eine Vielzahl von Einrichtungen wie den Süd-Süd-Kooperationsfonds, die International Development Association (IDA), die Asian Fund Development Funds (ADF) und die Globaler Fonds für die Umwelt (GEF).
26125	59	Zu den Prioritäten gehören „Armutsbekämpfung, Ernährungssicherheit, Reaktion auf COVID-19 und Impfstoffe“, Industrialisierung und digitale Infrastruktur. Anschließend wurde Anfang 2022 ein Freundeskreis der GDI gegründet, der bereits über 50 Länder angezogen hat.
26125	61	Es wird erwartet, dass BRI und GDI Hand in Hand voranschreiten, obwohl Xi selbst während des BRICS-Gipfels klarstellte, dass „einige Länder die Entwicklungsagenda politisieren und an den Rand drängen, indem sie Mauern errichten und anderen lähmende Sanktionen auferlegen“.
26125	63	Andererseits ist nachhaltige Entwicklung nicht gerade das, worüber die G7 spricht, geschweige denn die NATO.
26125	65	Sieben gegen die Welt
26125	67	Das erklärte Ziel des G7-Gipfels auf Schloss Elmau in den bayerischen Alpen ist es, „Einheit zu projektieren“ – so wie die Säulen des kollektiven Westens (einschließlich Japans) in nachhaltiger und unbefristeter „Unterstützung“ für den hoffnungslos gescheiterten ukrainischen Staat vereint sind.
26125	69	Das sei Teil des „Kampfes gegen Putins Imperialismus“, aber es gebe auch „den Kampf gegen Hunger und Armut, die Gesundheitskrise und den Klimawandel“, wie Bundeskanzler Scholz im Bundestag sagte.
26125	71	In Bayern drängt Scholz auf einen Marshallplan für die Ukraine – eine groteske Vorstellung, wenn man bedenkt, dass Kiew und sein Umland bis Ende 2022 auf einen mageren Reststaat reduziert werden könnten. Die Vorstellung, die G7 könnten daran arbeiten, „eine katastrophale Hungersnot zu verhindern “, so Scholz, erreicht einen Anfall von Lächerlichkeit, da die drohende Hungersnot eine direkte Folge der Sanktionshysterie der G7 ist.
26125	73	Als weitere komische Erleichterung diente die Tatsache, dass Berlin Indien, Indonesien, Südafrika und Senegal als außerordentliche Mitglieder in die G7 einlud.
26125	75	Der Blechvorhang geht auf
26125	77	Es wäre vergeblich, von der erstaunlichen Sammlung mittelmäßiger „Versammelter“ in Bayern unter der faktischen Vorsitzenden der Europäischen Kommission (EK), Führerin Ursula von der Leyen, eine fundierte Analyse zum Zusammenbruch globaler Lieferketten und den Gründen zu erwarten das zwang Moskau, die Gaslieferungen nach Europa zu reduzieren. Stattdessen beschuldigten sie Putin und Xi.
26125	79	"Willkommen im Blechvorhang – eine Neuerfindung des Zwischenraums von der Ostsee bis zum Schwarzen Meer im 21. Jahrhundert, geleitet vom Imperium der Lügen, mit der Westukraine, die von Polen, den baltischen Drei Zwergen, Bulgarien, Rumänien, Slowenien, Tschechien und sogar Schweden und Finnland absorbiert wurde. NATO-Anwärter, die alle vor der ""russischen Bedrohung"" geschützt werden."
26125	81	Eine EU außer Kontrolle
26125	83	Besonders aufschlussreich ist die Rolle der EU, die Deutschland, Frankreich und Italien in der G7 dominiert, gerade jetzt, wo Großbritannien wieder zu einem unbedeutenden Inselstaat geworden ist.
26125	85	Bis zu 60 europäische „Richtlinien“ werden jedes Jahr erlassen. Sie müssen in das nationale Recht jedes EU-Mitgliedstaates umgesetzt werden. In den meisten Fällen gibt es keine Diskussion.
26125	87	"Dazu kommen mehr als 10.000 europäische „Urteile“, in denen die „Experten“ der Europäischen Kommission (EK) in Brüssel direkt aus dem neoliberalen Kanon „Empfehlungen“ für jede Regierung hinsichtlich ihrer Ausgaben, ihrer Einnahmen und der „Reformen“ herausgeben "" (über Gesundheitsversorgung, Bildung, Renten), die befolgt werden müssen."
26125	89	Daher sind Wahlen in jedem einzelnen EU-Mitgliedsland absolut bedeutungslos. Die Chefs der nationalen Regierungen – Macron, Scholz, Draghi – sind bloße Vollstrecker. Keine demokratische Debatte erlaubt: Sowohl „Demokratie“ als auch „EU-Werte“ sind nichts weiter als eine Nebelwand.
26125	91	Die wirkliche Regierung wird von einer Gruppe von Apparatcik ausgeübt, die durch einen Kompromiss zwischen den Exekutivgewalten ausgewählt wurden und auf äußerst undurchsichtige Weise agieren.
26125	93	Die EG entzieht sich jeglicher Kontrolle. So wurde eine erstaunliche Mittelmäßigkeit wie Ursula von der Leyen – ehemals die schlechteste Verteidigungsministerin im modernen Deutschland – zur heutigen Führerin der EG katapultiert, die deren Außen-, Energie- und sogar Wirtschaftspolitik diktiert.
26125	95	Was repräsentieren sie?
26125	97	Aus westlicher Sicht ist der Blechvorhang mit all seinen unheimlichen Untertönen des Kalten Krieges 2.0 nur eine Vorspeise vor dem Hauptgericht: die harte Konfrontation im asiatisch-pazifischen Raum – genannt „Indopazifik“ – eine Kopie des Krawalls der Ukraine Kohle zur Aufnahme von Chinas BRI und GDI.
26125	99	Im Gegenzug ist es aufschlussreich zu beobachten, wie das chinesische Außenministerium nun den Kontrast zwischen den BRICS – und BRICS+ – und der imperialen Kombination AUKUS/Quad/IPEF konkretisiert.
26125	101	Die BRICS repräsentieren de facto Multilateralismus, Aufmerksamkeit für globale Entwicklung, Zusammenarbeit für die wirtschaftliche Erholung und Verbesserung der globalen Governance.
26125	103	Der von den USA entwickelte Schläger hingegen verkörpert die Mentalität des Kalten Krieges, die Ausbeutung von Entwicklungsländern, eine Koalition zur Eindämmung Chinas und eine „Amerika-zuerst“-Politik, die die monopolistische „regelbasierte internationale Ordnung“ verankert.
26125	105	Es wäre irreführend zu erwarten, dass die G7-Koryphäen, die sich in Bayern treffen, die Absurdität einer Preisobergrenze beispielsweise für russische Öl- und Gasexporte verstehen würden. Sollte das wirklich passieren, hätte Moskau kein Problem damit, die Energielieferungen an die G7 komplett einzustellen. Und wenn andere Nationen ausgelassen würden, würden die Preise für das von ihnen importierte Öl und Gas dramatisch steigen.
26127	2	Wir stehen nicht unter dem Dach der NATO. Wir sind das Dach der NATO
26127	4	Ich entschuldige mich dafür, dass ich schlechte Nachrichten überbringe, aber all denen, die weiterhin sagen, dass sie sich „unter dem Schirm der NATO geschützt fühlen“, fürchte ich, dass es notwendig ist, eine bittere Wahrheit ans Licht zu bringen.
26127	6	Liebe Freunde, seid nicht beleidigt, aber ihr habt es nicht richtig verstanden.
26127	8	Wir sind nicht „unter dem Schirm der NATO“.
26127	10	Wir SIND der Schirm der NATO.
26127	12	Und falls Sie es nicht gewohnt sind, Regenschutzhüllen zu verwenden, muss ich Sie daran erinnern, dass der Regenschirm genau der Teil ist, der den ganzen Regen abfängt.
26127	14	Also, liebe Freunde, fühlen Sie sich wirklich „sicher“, dank der Tatsache, dass wir in Italien 60 amerikanische Militärbasen mit 70 Atomsprengköpfen haben, genug, um Europa vom Erdboden zu vernichten?
26127	16	Hier, nimm eine Karte. Wie Sie sehen können, ist Italien der NATO-Flugzeugträger in Europa, der sich nach Osten bis nach Russland und nach Süden bis nach Nordafrika und in den Nahen Osten erstreckt. Wir sind daher die erste Frontlinie in Bezug auf jeden Konflikt, in dem die NATO wirklich zum Handeln aufgerufen ist.
26127	18	"Wenn es wie üblich nur darum geht, ein paar ""Smart Bombs"" (und höflich) auf libysche oder irakische oder serbische Städte zu werfen, machen Sie sich keine Sorgen, außer dass wir uns einen Platz in der Gruppe der schamlosen Heuchler gesichert haben, z den Rest gehen wir andere Risiken ein."
26127	20	Aber an dem Tag, an dem ein echter Krieg ausbrechen würde, für den die NATO eingerichtet worden wäre, wäre das italienische Territorium und insbesondere die US-Militärbasen mit angeschlossenen Atombomben das ERSTE Ziel, das getroffen werden würde, weil sie stellen die erste Bedrohung gegen jeden Feind dar.
26127	22	"Sobald wir uns jedoch in eine nukleare Wüste verwandelt haben, werden wir die große Genugtuung haben, unseren amerikanischen ""Verbündeten"" am anderen Ende des Planeten als gültigen Regenschutz geschützt zu haben, der somit die Zeit und Muße haben wird, seine eigenen zu alarmieren territoriale Verteidigung."
26127	24	Und seien Sie froh, dass sich die amerikanische Dankbarkeit nicht verfehlen wird: In Hollywood werden sie jahrelang schöne Filme in unserer Erinnerung machen (und es gibt bereits diejenigen, die von Nicolas Cage in der Rolle von Draghi und Morgan Freeman in denen von Mattarella flüstern) .
26129	1	China, Covid-Tracking-App zur Verhinderung von Protesten
26129	3	Dutzende Menschen aus ganz China waren in die Stadt Zhengzhou gereist, um gegen das Einfrieren ihrer Ersparnisse in vier chinesischen ländlichen Banken zu protestieren. Diese Institute werden von der Geschäftsbank „Xuchangm“ kontrolliert, gegen die derzeit wegen angeblicher Korruption von Managern ermittelt wird. Als sie in Zhengzhou, der Hauptstadt der Region Henan, ankamen, um gegen die Sperrung ihrer Konten zu protestieren, sahen sie, dass der Gesundheitscode der chinesischen Covid-19-Kontaktverfolgungs-App rot wurde, obwohl sie keinen Kontakt zu einem Positiv hatten.
26129	5	Die Demonstranten wurden 14 Tage lang unter sofortige Isolation gestellt. Der Verdacht ist, dass die Behörden von Henan das Covid-Tracing-System missbraucht haben, um mögliche Unruhen zu vermeiden. Tatsächlich waren Hunderttausende von Menschen in den Skandal verwickelt: Es wird angenommen, dass mehr als 39 Milliarden Yuan, etwa sechs Milliarden Dollar, eingefroren wurden.
26129	7	Der Fall des Nicht-Demonstranten Tom Zhang – Tom Zhang, Inhaber einer Textilfirma in der östlichen Provinz Zhejiang, wurde von der Polizei von Zhengzhou angehalten und etwa 12 Stunden in einer örtlichen Bibliothek festgehalten. Er sah, wie sein App-Code in einem Zug aus einer Stadt, in der es keine positiven Fälle gab, rot wurde. „Code Red wurde definitiv verwendet, um uns Kontoinhaber einzuschränken“, sagte Herr Zhang in einem Interview. Er und Hunderte anderer Sparer hatten geplant, am Montag, dem 13. Juni, eine Beschwerde bei der Bankenaufsichtsbehörde der Provinz Henan einzureichen, nachdem sie ihr Geld monatelang nicht abheben konnten. Auf dem Weg zum Flughafen wurde sein Gesundheitscode plötzlich grün.
26129	8	Covid-Tracking-App sind auch die Angehörigen von Kontoinhabern Opfer
26129	10	– Es ist nicht bekannt, wie viele betroffen waren, aber chinesische Berichte weisen darauf hin, dass das Problem in mehreren Städten und Dörfern in derselben Region aufgetreten ist. Unter den Betroffenen scheinen viele Angehörige von Bankkunden zu sein. „Ich bin kein Kunde, es ist mein Vater, der Geld bei einer Bank eingezahlt hat und jetzt kann er es nicht mehr herausholen“, sagte eine Frau aus Zhumadian, einer Stadt 200 km von Zhengzhou entfernt, die zur obligatorischen Quarantäne ins Hotel gebracht wurde sobald sein Status rot wurde. „Derzeit können diejenigen, deren Code rot geworden ist, nur ihre Community-Manager kontaktieren, um ihren Status zu ändern. Nachdem innerhalb von drei Tagen zwei Covid-Tests durchgeführt wurden, kann ihr Status erneut geändert werden“, sagte der Beamte der chinesischen Gesundheitskommission.
26129	12	Verletzung der Gesetze – Das Problem hat in den chinesischen sozialen Medien für Aufsehen gesorgt, wo viele auf den möglichen Machtmissbrauch durch die Behörden hingewiesen haben. „Gesundheitscodes sollten nur zur Pandemieprävention verwendet werden“, sagte Hu Xijin, ein beliebter chinesischer Kommentator und ehemaliger Zeitungsredakteur. Die Verwendung von Gesundheitsvorschriften zur Einschränkung der Freizügigkeit von Personen wäre eindeutig ein Verstoß gegen Gesetze zur Pandemieprävention.
26130	1	Regierung der Republik zwischen Legitimität und Legitimität (verloren)
26130	3	Die 5-Sterne-Bewegung mit ihrem Ministerteam löst sich trotz Bildung der relativen Mehrheitspartei nach dem Ergebnis der politischen Wahlen vom 04. März 2018 wie Schnee in der Sonne auf. Nun, über die Einhaltung der Verfassungsnormen anlässlich des Bildung der Regierungen Conte II (2019) und Draghi (2021) und damit ihrer Legitimität (wir erinnern Sie daran, dass die Regierung der Republik laut Verfassung nicht gewählt, sondern ernannt wird), ist nach mehreren Wahlen unbestreitbar Wahlkreisen (europäisch, regional und administrativ), dass die derzeit amtierende Exekutive von einer delegitimierten politischen Bewegung innerhalb der Wählerschaft und allgemeiner der öffentlichen Meinung unterstützt wird.
26130	5	Angesichts dieser „riesigen Kluft“, die politische Repräsentation und Repräsentativität trennt, fragen wir uns, mit welchem ​​Mut diese Regierung weiterhin operiert. Natürlich: Das ist kein rechtliches Problem, sondern ein politisches und es scheint uns, dass sich niemand (freiwillig und mit vollem Gewissen) darum kümmern will.
26130	7	Auf der Grundlage dieser Delegitimierung wurden jedoch alle Maßnahmen ergriffen, die wir über den Gesundheitsnotstand von nationaler Bedeutung kennen (Impfung, Covid-19-Grünzertifizierung usw.), und es wurde beschlossen, Waffen in die Republik Ukraine zu schicken, die effektiv führend ist dass unser Land ein Mitkriegsführender ist, obwohl es eine vermittelnde Rolle hätte spielen können, wie es die Türkei tut usw.
26130	9	In der beschriebenen Situation könnte der Präsident der Republik (es ist eine Schulhypothese) die Kammern auch im Voraus auflösen, nachdem er ihre Präsidenten konsultiert hat, gemäß Art. 88 des aktuellen Verfassungstextes, er wird sich aber sicher nicht für diese Lösung entscheiden. Dies sollte uns trotz der immer offenen Frage des Wahlgesetzes zum Nachdenken bringen, sowohl über die mögliche Änderung unserer Regierungsform (wir sind Anhänger des Präsidialmodells) als auch über die Notwendigkeit, angesichts dessen eine gültige politische Alternative aufzubauen das offensichtliche Scheitern der fünfjährigen Amtszeit (2018-2023).
26132	1	Ius scholae? Nein. Für Khaby Lame gibt es das „ius Tik tok“
26132	3	Nicht nur ius soli, ius sanguinis und ius scholae, Evolution des ius culturae. Es wird immer gesagt, dass Italien rückständig ist, dass es keine Zukunftsvision hat ... Und stattdessen scheint Italien das erste Land der Welt zu sein, das das ius Tik Tok einführt. Neugierig, nicht wahr? Während der Pandemie wird ein 19-jähriger Junge namens Khaby Lame (wie viele andere) aus der Fabrik entlassen, in der er als Arbeiter arbeitet, und da er sich angesichts der Ausgangssperre in Italien keinen anderen Job suchen kann, beschließt er, dies zu versuchen neues soziales Netzwerk, über das noch vor ein paar Monaten alle sprachen: Tik Tok. Er hat Zeit zu verschwenden und er nimmt sie sich. Wird er in ein paar Monaten populär, wächst seine Anhängerschaft dramatisch und wird er berühmt? Der Grund? Wer weiß. Lame macht sich einfach über Webvideos lustig, aber die Gründe, warum viele bekannt werden, sind unergründlich. Sicher, er hat eine ausgeprägte Ausdruckskraft, aber die Viralität der Inhalte widerspricht oft der Logik. Und das ist ein Beispiel dafür.
26132	5	"Khabi Lame wurde vor 22 Jahren in Dakar geboren, lebt aber seit 21 Jahren in Italien. Er verbrachte die meiste Zeit seines Lebens in unserem Land und ging hier zur Schule. Mit 18 hätte er die italienische Staatsbürgerschaft beantragen können, die ihm nach dem notwendigen bürokratischen Verfahren nicht verweigert worden wäre. Er hat es nicht getan und er selbst hat vor einem Jahr die Gründe erklärt: ""Ich bin Italiener, ich habe es immer gespürt. Das sage nicht nur ich. Ich habe gelesen: 'Khaby, der Italiener mit den meisten Followern in der Welt"". Also sage ich mir: Sehen Sie, ich bin Italiener, ich brauche kein Blatt Papier, um es zu wissen"". So sprach der Tiktoker in einem Interview mit der Sette-Beilage des Corriere della Sera. Und doch mochten die Weltverbesserer diese Worte nicht. Khaby Lame wurde in den sozialen Medien kritisiert und unter Druck gesetzt, eine klarere Position zugunsten von ius allein einzunehmen."
