doc_id	paragraph_id	fr-ge
23121	5	Da wir in Gesellschaften leben, die stark von fossilen Brennstoffen abhängig sind, sind diese ständig anfällig für Konflikte. Der Krieg in der Ukraine lässt auch ahnen, wie eine Welt mit plus 2°C und mehr aussehen könnte, wenn wir diesen Übergang nicht jetzt beginnen. Sich von dieser Abhängigkeit von fossilen Ressourcen zu befreien bedeutet, sich auf eine stabilere und friedlichere Welt zuzubewegen.
23121	7	Gold in den Händen von Putin
23121	9	Im Fall des russisch-ukrainischen Konflikts könnte nichts eklatanter sein. Das Kapital, das Russlands militärischen Angriff finanziert, ist direkt an die Profite gebunden, die der Kreml und seine Öl- und Gasindustrie jahrelang erwirtschaftet haben. Tatsächlich basiert die russische Wirtschaft weitgehend auf dem Export von Öl und Gas, da 40 % des Bundeshaushalts aus dieser Industrie stammen. Direkt betroffen sind französische multinationale Konzerne wie TotalEnergies und Crédit Agricole: Diese Namen sind noch immer eng mit der russischen fossilen Industrie verbunden. Auf diese Weise haben diese Unternehmen Putin viel zu lange Gold (und damit Waffen) in die Hand gegeben.
23121	11	Die Europäische Union ist heute Russlands größter Kunde und gibt jährlich 100 Milliarden Euro für russisches Öl und Gas zusammen aus. Gas stellt ein Viertel der in Europa verbrauchten Energie dar, und 40 % dieses Gases werden aus Russland importiert. Unabhängig davon, ob Putin beschließt, die Schleusen zur Europäischen Union zu schließen, oder ob letztere kurzfristige Maßnahmen ergreift, um ihre Versorgung mit russischen Kohlenwasserstoffen zu begrenzen (wie es die Vereinigten Staaten getan haben), ist es mehr als wahrscheinlich, dass wir Zugang zu diesen haben Ressourcen werden beeinträchtigt. Die Auswirkungen sind bereits auf die Energiepreise für Haushalte zu spüren, in einer Phase, in der der Kraftstoffpreis an der Zapfsäule bereits 2 Euro pro Liter überschritten hat und in der Gas noch weiter steigen könnte (17 % des in Frankreich verbrauchten Gases stammen aus Russland). Es ist daher diese Abhängigkeit, die den Ausgang des Konflikts noch komplexer macht: Sie schwächt auch das Kräfteverhältnis und schürt die soziale Krise.
23121	13	Bedrohung durch Atomwaffen
23121	15	In einer solchen Konstellation ist es schwierig, sich ein Szenario eines dauerhaften Friedens in Europa vorzustellen, während sich die globale Erwärmung beschleunigt, die fossilen Ressourcen zur Neige gehen und der Verbrauch zunimmt. Um Krieg abzuwehren, müssen wir weg von fossilen Brennstoffen und falschen Lösungen wie Atomkraft. Darüber hinaus lehnen wir jeden Wunsch ab, die aktuelle Krise zu nutzen, um für diese äußerst kostspielige und gefährliche Energie zu argumentieren, obwohl die Bedrohung durch den Einsatz von Atomwaffen immer realer wird und die Manöver der russischen Truppen Anlass zur Sorge geben die Sicherheit von Kernkraftwerken, insbesondere in Tschernobyl und Saporischschja, den größten in Europa.
23121	17	Heute fordern wir in Solidarität mit dem ukrainischen Volk, den Friedensprotestierenden in Russland und allen Opfern dieses Krieges einen allgemeinen Waffenstillstand und eine friedliche Lösung des Konflikts. Ebenso fordern wir, dass Flüchtlinge ausnahmslos und ohne Diskriminierung in der Europäischen Union willkommen geheißen werden.
23121	19	Wir müssen mehr denn je den notwendigen Bruch in Richtung Nüchternheit und Energieautonomie für die europäischen Länder in den Händen der Gemeinschaften und Bürger vorbereiten.
23121	21	Lasst uns für das Klima und den Frieden am Samstag, den 12. März überall in Frankreich laufen.
23122	1	Donald Trump zu Eric Zemmour: „Macron ist ein netter Kerl“
23122	3	Donald Trump hat mit dem rechtsextremen Kandidaten Eric Zemmour telefoniert. Der ehemalige Präsident weigerte sich, ihn formell zu unterstützen.
23122	5	Am Montag, dem 14. Februar, sprach Donald Trump telefonisch mit Eric Zemmour. Wie von BFMTV berichtet, der rechtsextreme Kandidat der Reconquest-Partei! wird von einem Anruf profitiert haben, aber nicht von seiner Unterstützung. Der ehemalige Präsident der Vereinigten Staaten hat nicht offiziell aufgerufen, für ihn zu stimmen.
23122	7	Laut einem Zeugen des Telefoninterviews sagte D. Trump seinem Gesprächspartner, dass „Macron ein netter Kerl“ sei („Macron ist ein netter Kerl“), hieß es in Kommentaren der Zeitung Le Parisien, die der Sender am Dienstag bestätigte .
23122	9	Der Sprecher von Eric Zemmour, Guillaume Peltier, sprach über dieses Telefoninterview während seines Auftritts bei France 2 am Montag.
23122	11	"Ihm zufolge hätte der ehemalige amerikanische Präsident dem rechtsextremen Kandidaten während dieses etwa vierzigminütigen Austauschs Ratschläge gegeben. „Um zu gewinnen, ändern Sie niemals Ihre Linie. Geben Sie nicht auf“, sagte Trump zu ihm. Letzterer empfahl ihm auch, nie zu wechseln, wenn er gewinnen will. ""Die Medien werden dich brutal finden. Verändere dich nie, wenn du gewinnen willst. Behalte deine Authentizität und deinen Mut"", riet er."
23122	13	"Buitoni-Skandal: mea culpa des CEO von Nestlé France, Schaffung eines ""Opferunterstützungsfonds"""
23122	15	Bienen in Not: „Wir fordern ein Ende des Bienensterbens“
23122	17	Sri Lanka: Präsident Gotabaya Rajapaksa strandet am Flughafen Colombo
23122	19	Paar: Entdecken Sie die Anzeichen dafür, dass die Arbeit eine Liebeskillerwirkung auf das Liebesleben hat
23122	21	Neukaledonien: Nachweis eines ersten Falls von Affenpocken
23123	1	Überall Staatshand, nirgends Recht und Wirklichkeit
23123	3	Ich komme auf das zurück, was ich vor einigen Artikeln über die Inflation gesagt habe, die wir heute wieder kräftig ansteigen sehen: Wenn es nur ein rein zyklischer Rückschlag wäre, der allein aus den Engpässen resultiert, die sich in der Lieferkette als Würgegriff gebildet haben Aufgrund der plötzlichen Wiederaufnahme der Aktivitäten nach der Covid-Pandemie und jetzt aufgrund des russischen Krieges in der Ukraine und der Ausgangsbeschränkungen in China müssten sich die Zentralbanken keine Sorgen machen.
23123	5	Sie sind jedoch darüber besorgt (seit mehreren Monaten, lange vor Beginn des Krieges in der Ukraine) und einige haben sogar begonnen zu handeln, indem sie ihre Wertpapierkäufe – die berühmte quantitative Lockerung – eingestellt und ihre Leitzinsen ziemlich stark angehoben haben. Typisches Verhalten von Zentralbanken, die feststellen, dass das umlaufende Geldvolumen im Verhältnis zum Volumen der Realwirtschaft einen übermäßig gefährlichen Punkt erreicht hat, in dem Sinne, dass der Geldwert jetzt durch eine galoppierende Inflation erodiert. Es ist also an der Zeit, dem leichten Geld ein Ende zu bereiten.
23123	7	Das Problem, im Grunde das einzige Problem, besteht darin, dass dieses übermäßige Geldvolumen selbst das Ergebnis einer Geldpolitik ist, die zuvor von denselben Experten beschlossen wurde. Früher war es notwendig, das Wachstum zu unterstützen, sowohl durch Niedrighalten der Zinssätze, um Investitionen zu erleichtern, als auch durch den Rückkauf von Vermögenswerten, um die Bilanzen der Banken zu entlasten und es ihnen zu ermöglichen, Staaten und Unternehmen ungehindert Kredite zu gewähren.
23123	9	Hat das Wachstum dort Einzug gehalten? Ein Blick nach Frankreich genügt, um zu verstehen, dass eine solche ungezügelte Politik gegen Wohlstand und Beschäftigung spielt. Dies hinderte unsere von Bruno Le Maire hervorragend geführte Regierung nicht daran, die Staatsverschuldung im ersten Quartal 2022 um 89 Milliarden Euro auf 2.900 Milliarden oder 114,5 % des BIP zu erhöhen. Das „whatever it takes“ wird immer schöner. Das entlastet die Zeit und schürt gleichzeitig die Inflation, die wir ausmerzen wollen.
23123	11	Mit anderen Worten, unsere Exekutiv- und Währungsbehörden versuchen nicht mehr und nicht weniger, die Fehler ihrer früheren Entscheidungen zu korrigieren. Und es ist mehr als wahrscheinlich, dass sich die neuen Entscheidungen durch die Verschärfung der Investitionsbedingungen am Ende völlig negativ auf die Wirtschaftstätigkeit auswirken werden und dass es erneut erforderlich sein wird, die Situation zu korrigieren. Teufelskreis.
23123	13	Wirtschaftstätigkeit ist kein langer ruhiger Fluss. Auch ohne von Covid oder Krieg zu sprechen, stören tausend und ein kleiner oder großer äußerer Schock die Reisegeschwindigkeit teilweise heftig – technologische Entwicklungen, Frühlingsmode, mehr oder weniger günstiges Wetter, neue gesellschaftliche Situation, neue Vorschriften usw. Aber die historische Beobachtung zeigt tendenziell, dass der staatliche Interventionismus, der oft von den Bürgern gefordert und von den Behörden im Namen der sozialen Gerechtigkeit gewährt wird, um das zu korrigieren, was am freien Spiel des Marktes verkehrt ist, in Wirklichkeit die Wirkung hat, Krisen zu verlängern, wenn nicht verschlimmern sie.
23123	15	Typisches Beispiel von Jacques Rueff: Bei einem vorübergehenden Weizenüberschuss, der die Preise senkt und die Landwirte dazu anregen soll, ihre Weizenproduktion nach unten anzupassen („natürlicher“ Ausstieg aus der Krise durch den Preismechanismus), eilen die Behörden in der Regel herbei zu ihrer Rettung, indem sie einen Mindestpreis festsetzen, der zwar den Eindruck erwecken kann, dass ihre Einkommen gesichert sind, der aber im Gegenteil die Produktion auf ihrem Überschussniveau hält und das Ende der Krise hinausschiebt.
23123	17	Konkretes Beispiel Frankreich: Anfang 2020 trat es in die Covid-19-Pandemie ein, ohne sich vollständig von der Krise von 2008 zu erholen.Trotz öffentlicher Ausgaben und erstklassiger Umverteilung blieb seine Arbeitslosigkeit merkwürdig höher als bei seinen Nachbarn mit den besten Leistungen, seinem verschlechterten Staatskonten und sein immer noch schleppendes Wachstum.
23123	19	Die Unfähigkeit der staatlichen Hand, eine bessere Welt herbeizuführen, beschränkt sich nicht auf den wirtschaftlichen Bereich und die monetäre Inflation. Es gibt andere Inflationen, die genauso illusorisch, genauso ungerecht und genauso sehr von dem Wunsch des Staates getrieben sind, die beunruhigenden Realitäten der Welt zu korrigieren. Emblematisches Beispiel: die fast unaufhörliche Zunahme der Bac-Noten und die schwindelerregende Inflation von Erwähnungen.
23123	21	Wir kennen die Etappen des furchterregenden Abstiegs unseres Bildungssystems in die Hölle. Am Anfang wie so oft ein guter Vorsatz: 1985 gab Jean-Pierre Chevènement Frankreich das Ziel, „80 % einer Altersgruppe bis zum Jahr 2000 auf Abiturniveau zu bringen“ – eine Quote, die heute weit übertroffen wird.
23123	23	Nach Ansicht des Ministers ging es sicherlich darum, das System zu verbessern, nicht es zu töten. Aber ganz konkret stellte sich sehr schnell heraus, dass es unmöglich war, das Ziel von oben zu erreichen. Um der pädagogischen Ideologie zu helfen, war es im Gegenteil notwendig, die Anforderungen dauerhaft zu senken. Infolgedessen sinkt Frankreichs Platz in internationalen Rankings stetig, während die Bac-Pass-Quote weiter steigt und jetzt etwa 95% beträgt.
23123	25	Die schulische Diskontinuität der Covid-Zeit und die daraus resultierenden Versprechungen einer „wohlwollenden“ Benotung sind vorbei, aber die „Harmonisierung“ der Noten, die immer weiter zunimmt, ist seit langem eine der wirksamsten Zutaten, um die Illusion einer akademischen Exzellenz zu vermitteln die immer mehr verdunstet.
23123	27	Dieses System ist so institutionalisiert – um zu verstehen: hat sich so weit von der Realität entfernt –, dass die Lehrer, die die Kopien der Abitur-Fachprüfungen korrigierten, dieses Jahr, ein Jahr im Prinzip „normal“, ohne Covid, überrascht feststellen mussten, dass die Harmonisierung wurde direkt in der Notenübertragungssoftware auf rein statistische Weise durchgeführt, ohne dass sich jemand die Mühe gemacht hätte, die tatsächliche Arbeit der Kandidaten erneut zu lesen, um die Legitimität der Erhöhung des Durchschnitts der Stapel ganzzahliger Kopien von zwei Punkten oder mehr zu überprüfen.
23123	29	Mit anderen Worten, Frankreich hat einen Punkt erreicht, an dem die Noten des Bac in die ausschließliche Ermessenskompetenz des Staates fallen und die Ergebnisse des Bac zu einer Gegebenheit reiner politischer Propaganda ohne Bezug zur (ganz anderen) Realität des Staates geworden sind Niveau. lehrreich. Es ist schwierig, in diesem System das typische Verhalten eines gescheiterten sozialistischen Regimes nicht zu erkennen: die Gestaltung der Realität durch Herumspielen mit Zahlen und „Wohlwollen“ in der Sprache statt durch eine – sicherlich schwierige, aber radikale und wesentliche – Überschrift.
23123	31	Für Studenten könnte nichts irreführender sein. Denn über die High School hinaus wird die Hochschulbildung (zumindest einige von ihnen) und dann der Arbeitsmarkt dafür verantwortlich sein, junge Menschen auf der Grundlage ihrer tatsächlichen Kenntnisse und Fähigkeiten auszuwählen. Für einige dürfte die Rückkehr ins wirkliche Leben absolut schrecklich werden.
23123	33	"Nichts ist auch unfairer. Denn auch wenn der Einbruch des Bildungsniveaus alle betrifft, sind die guten und die exzellenten Schüler nicht ganz verschwunden. Aber die Freuden der ""Harmonisierung"" in Verbindung mit Kriterien für den Zugang zu weiterführenden Schulen, die den sozialen Koeffizienten des Schülers (Herkunftshochschule, Gelehrsamkeit usw.) begünstigen und die darauf abzielen, die Ergebnisse zu ""glätten"", erlauben es den Besten nicht mehr, sich zu profilieren."
23123	35	Die Lehrer der Lycées Louis-Le-Grand und Henri-IV wiederholten kürzlich ihr Mitleid mit diesem System, das das Bac und die Erwähnungen in Pik verteilt, das aber tatsächlich dazu bestimmt ist, wahre Exzellenz zu zerstören - ein trauriger Weg des kränklichen egalitären Geistes Frankreich sieht Gleichberechtigung vor. In der Affelnet-Software zur Zuordnung von Schülern zur zweiten Klasse, einer Software, der ihre Einrichtung zu Beginn des nächsten Schuljahres auf Kosten einer spezifischen Einstellung von Schüler zu Schüler ohne zu zucken beitreten muss:
23123	37	Die Noten der Schüler werden geändert, um eine „vereinfachte Note“ einzuführen. Zum Beispiel hat ein Schüler zwischen 15 und 20 eine vereinfachte Note von 16 (wir können daher keine außergewöhnlichen Eigenschaften feststellen).
23123	39	Nach mehr als 75 Jahren Wohlfahrtsstaat, nach mehr als 75 Jahren dogmatischer und zufriedener Reden über die moralische Überlegenheit der kollektiven und planvollen Verwaltung von allem sollte Frankreich in jeder Hinsicht ein Paradies auf Erden sein.
23123	41	Und doch ist da nichts. Frankreich hingegen ist zum Land aller auf Illusionen aufgebauten Erosionen geworden; die Erosionsillusionen ihrer Währung – sie ist nicht die einzige, die betroffen ist, aber sie ist die am schlechtesten vorbereitete und am wenigsten entschlossen, den Kurs zu ändern – die erzieherische und kulturelle Erosionsillusion, wie wir gerade gesehen haben, zu der wir können fügen Sie leicht die Erosionsillusion seiner Gesundheits- und Rentensysteme sowie die der Sicherheit von Gütern und Menschen hinzu.
23123	43	Ist es nicht an der Zeit, den berühmten Kick auf den Grund des Pools zu geben?
23124	1	Die Plage der Korruption: Diese grassierende Korruption ist hier, um wissenschaftliche Wahrheiten vor der Öffentlichkeit zu verbergen
23124	3	„Diese grassierende Korruption dient dazu, wissenschaftliche Wahrheiten vor der Öffentlichkeit zu verbergen“ (Pr. Luc Montagnier, Nobelpreisträger, über dieses Buch).
23124	5	Dr. Judy Mikovits, Virologin, Absolventin der Molekularbiologie (University of Virginia und George Washington University), kämpft seit Jahren gegen multinationale Pharmakonzerne. In diesem Buch, das in den Vereinigten Staaten ein sofortiger Erfolg wurde, prangert sie die Absprachen von Ärzten, Labors und Regierungen an, die sie des Betrugs beschuldigt, um ihre Impfstoffe und Medikamente so teuer wie möglich zu verkaufen, selbst wenn sie unwirksam sind. . Die Welt der großen Labore wandte sich gegen Judy Mikovits, als sie anfing, die Verwendung von tierischem Gewebe in der Arzneimittelforschung anzuprangern, die schließlich neue Wellen chronischer Krankheiten wie Autismus oder das chronische Erschöpfungssyndrom auslöste. Sie erzählt hier von all dem Betrug und der Korruption, die sie während ihrer 35-jährigen Karriere bei Dr. Ruscetti (einem der Begründer des Gebiets der Human-Retrovirologie) beobachtet hat, und was sie in privaten Labors und in der Öffentlichkeit gesehen hat. Dies ist eine verheerende Chronologie, die zum Beispiel durch den Krieg illustriert wird, den die Medien und die Ärzte (bezahlt von den großen Labors) gegen Professor Didier Raoult und seine Medizin führen, die nicht nur die große Mehrheit der Patienten mit Covid19 heilt, sondern vor allem für ein paar kleine euro. Was nicht nach dem Geschmack dieser großen Pharmaunternehmen ist. In Zeiten der Pandemie, die die Weltbevölkerung dazu zwingt, Masken für einen aus einem Labor stammenden Virus zu tragen, ist die Lektüre dieses Buches, wie von Professor Luc Montagnier empfohlen, von entscheidender Bedeutung, da es dem Leser ermöglicht, sich bewusst zu werden, was passiert hinter den Kulissen dieser großen Labors. „“Dieses Buch enthüllt die Korruption eines Teils der wissenschaftlichen Welt, die gegen die wirtschaftlichen Interessen multinationaler Konzerne verstößt““ Dr. Luc Montagnier, Nobelpreisträger „“Bill Gates, Big Pharma und der Gesundheitsminister wollen nicht, dass Sie das nicht wollen lies dieses Buch. Schnappen Sie es sich jetzt und finden Sie die Wahrheit über die öffentliche Gesundheit und alles heraus, was der Pharmakomplex über Impfungen versteckt hat.“ Michelle Malkin, Journalistin „„Mikovits & Heckenlively sind das neue Duo, das die Korruption in der Wissenschaft bekämpft“ Enthüllungen über die Welt der Retroviren und bestimmter Krankheiten wie Autismus » » Dr. Stephanie Seneff, Senior Research Scientist, MIT Computer Science and AI Laboratory « »Dieses Buch, das die Methoden enthüllt, hinterhältige Akteure, die die Wissenschaft korrumpieren, macht Sie sprachlos« J.B. Handley, Spezialist für Autismus „Dieses Buch ist ein Ausflug in die hinterlistige Welt von Big Money, Big Government & Big Pharma. Gott segne Dr. Mikovits für seinen Mut, diese Geschichte zu teilen.“ Max Swafford, Autor
23125	1	Trump/Clinton 2016, Le Pen/Macron 2022, Ähnlichkeiten, Unterschiede
23125	3	Auf den ersten Blick sind die Parallelen zwischen der amerikanischen Präsidentschaftswahl 2016 und der im April in Frankreich stattfindenden verblüffend:
23125	5	- In beiden Ländern steht die Präsidentschaftsfunktion im Mittelpunkt von Debatten und Institutionen.
23125	7	- Wenn die USA zu den großen Weltmächten gehören, ist Frankreich das Herzstück der EU, einer der sechs Gründungsstaaten, der in der Lage ist, sie positiv oder negativ zu entwickeln.
23125	9	- Die beiden Wahlen stellen daher große globale Herausforderungen dar.
23125	11	- In beiden Fällen stießen Kandidaten, die als Vertreter der „Elite“ der Hauptstadt wahrgenommen wurden (Hillary Clinton, Emmanuel Macron), mit Herausforderern zusammen, die sich als Sprecher der vom Fest der Reichen ausgeschlossenen Bevölkerungen präsentierten (Donald Trump, Marine Le Pen). .
23125	13	"- In beiden Fällen dachten die ersteren, sie würden gewinnen, weil sie die richtigen Gründe dafür hatten, und in beiden Fällen gelang es den Herausforderern, einen guten Teil der ""Ausgeschlossenen"" unter einem souveränen und vorzugsweise nationalen Banner zu vereinen."
23125	15	- In beiden Fällen machte Putins Russland seine Präferenzen deutlich und intervenierte direkt.
23125	17	„Vorher war es besser“
23125	19	"In beiden Fällen stellen wir schließlich nach Jahren des medialen Bombardements, insbesondere in den sogenannten sozialen Netzwerken, eine deutliche Verschiebung des Wahlcursors nach rechts fest. Der populistische Kandidat, der die Ängste der Arbeiterklasse zurückgewinnt, mit ärmeren Menschen in Konkurrenz zu stehen und ihr Land nicht mehr so ​​anzuerkennen, wie es ""vorher"" war (vor der Ankunft einer großen Zahl von Migranten, vor der Auflösung von Sitten und Unsicherheit in Nachbarschaften etc.), Ängste vor der Beschlagnahme der sozialen Leiter und Anzeichen von Vertrauensverlust in den „Fortschritt“. Der „Elite“-Kandidat steht damit auch eher rechts, vor allem in Wirtschaftsfragen. Und wenn Trump mit seinem „Make America Great Again“ die Menge aufhetzte, sagt die lepenistische Rede nichts anderes, indem sie das Bild des süßen Frankreichs der wohlhabenden Dörfer vergangener Zeiten wiederverwertet, die sich um die Schule, das Rathaus und den Glockenturm gruppieren – der Mitterand vor 40 Jahren wählen ließ."
23125	21	Das Risiko ? Dass Demagogie, Vielseitigkeit, Beleidigungen, Exzesse und permanente Rundgänge einen Verantwortungsdiskurs übernehmen, wie Trump, Salvini oder Orban in ihren Mandaten traurig illustriert haben. Vor allem aber, und das erklärt die ganze Sorge Putins um die europäische souveränistische extreme Rechte, die einer merklichen Schwächung der EU.
23125	23	Ein zentrales Thema: Konsolidierung oder Destabilisierung der EU?
23125	25	Der von Putin geführte Krieg gegen die Ukraine hat deutlich gemacht, wie lebenswichtig es für die Völker Europas ist, dass die EU solide und geeint ist, wenn sie ihre Souveränität und ihre Freiheit wertschätzen. Denn Souveränität kann nur noch gemeinsam ausgeübt werden, wenn wir die Welt beeinflussen wollen. Deshalb müssen wir uns in Europa aufeinander verlassen können, und wer auch immer der nächste amerikanische Präsident sein wird, er muss sich vor allem um den Pazifik kümmern, viel mehr als um den Atlantik. In der Tat wird China früher oder später gegen Taiwan vorgehen, das täglich demonstriert, was für Xi Jinping unerträglich ist, nämlich dass Demokratie perfekt mit der chinesischen Mentalität vereinbar ist – und dann wird es für Amerika die Stunde der Wahrheit sein.
23125	27	Die französischen Präsidentschaftswahlen haben daher – wie die von 2016 und 2020 in Amerika – eine geopolitische Dimension ersten Ranges. Daran messen wir, wie sehr Macron es versäumt hat, in seinem Selbstvertrauen und seiner Großartigkeit die Unterstützung der Franzosen zu gewinnen. Er nahm unbeirrt das schädliche Etikett des Präsidenten der Reichen an, beschränkte die Vermögenssteuer auf Grund und Boden und wollte das Rentenalter erhöhen, ignorierte den Zustand des sozialen Verfalls seines Landes, verschwieg die Tragödien der verödeten Gebiete und der Vororte – Fabriken Ausgrenzung und Extremismus sich selbst überlassen. Er konnte weder die Krise der Gelbwesten nutzen, um die Macht zu dezentralisieren und Elemente der direkten Demokratie einzuführen, noch die Vorschläge des Bürgerkonvents für das Klima und verriet nebenbei sein Versprechen, sie vollständig aufzugreifen.
23125	29	Die Vernachlässigung der Verbindung zur Bevölkerung ist kostspielig
23125	31	Damit hat er seine Position ernsthaft geschwächt. Aber jenseits aller Parallelen zwischen Trump und Marine Le Pen gibt es einen großen Unterschied zwischen den beiden Wahlmethoden: Die in Frankreich ist einfach und direkt; der Kandidat mit den meisten Stimmen ist gewählt. In den Vereinigten Staaten bedeutete das Wahlsystem, dass Hillary 3 Millionen mehr Stimmen als Trump hatte, aber trotzdem verlor. Biden brauchte eine Differenz von 8 Millionen Stimmen zu seinen Gunsten, um zu gewinnen. Wir wünschen Frankreich und Europa daher, dass Macron ein positives Ergebnis erzielt, und hoffen, dass die Erinnerung an die Kanonenkugel ihn an die Notwendigkeit erinnert, die ökologischen, sozialen und Governance-Dimensionen zu kultivieren, damit Frankreich endlich mit sich selbst im Reinen sein kann.
23126	1	Griechenland. Illegale Einwanderung: Athen wird seinen Zaun an der türkischen Grenze verdreifachen
23126	3	Während der Druck illegaler Ströme auf seine Grenzen erneut sehr stark ist, hat Griechenland beschlossen, die Länge seines Zauns entlang der türkischen Grenze zu verdreifachen. Zur Finanzierung des Projekts wird man aber wohl auf die Hilfe aus Brüssel verzichten müssen.
23126	5	Griechenland: 80 km zusätzlicher Zaun gegen die Türkei
23126	7	Angesichts des Drucks der illegalen Einwanderung aus dem außereuropäischen Ausland erscheint das Errichten von Mauern und Zäunen effektiver als lange Reden. Dies ist im Wesentlichen die Politik Griechenlands, das nun plant, die Länge des Zauns an seiner Grenze zur Türkei zu verdreifachen, da die Zahl der illegalen Einwanderer, die versuchen, in das Land einzureisen, plötzlich zunimmt.
23126	9	Auch wenn die Ankündigung dieser Konstruktionen am 29. Mai durch die griechischen Behörden erfolgt war, war das Projekt in den letzten Tagen noch aktueller, während der Zustrom von Migranten an den griechischen Grenzen immer besorgniserregender wird.
23126	11	So plant Athen laut dem griechischen Minister für Einwanderung und Asyl Notis Mitarachi, seinen 40 Kilometer langen Zaun um weitere 80 Kilometer Stacheldraht und Stahl zu erweitern, um 120 Kilometer zu erreichen. „Es gibt einen klaren Versuch der Türkei, Migranten zu instrumentalisieren, um eine Krise mit Griechenland herbeizuführen“, sagte Mitarachi. „Die Zahlen sprechen für sich“, fügte er hinzu.
23126	13	Es sollte daran erinnert werden, dass die Frage der Einwanderung eines der vielen heiklen Themen ist, die im Mittelpunkt der verschlechterten diplomatischen Beziehungen zwischen der Türkei und Griechenland stehen. Athen beschuldigt Ankara häufig, asylsuchende Migranten an seinen Grenzen zu Griechenland bewaffnet zu haben, und sagt, es sei verpflichtet, Migranten daran zu hindern, illegal nach Griechenland einzureisen, im Rahmen eines EU-Türkei-Abkommens in Milliardenhöhe.
23126	15	Im vergangenen Jahr hat die griechische Regierung eine 26 Kilometer lange Verlängerung einer stählernen Grenzmauer fertiggestellt, wodurch die Länge der Barriere auf 40 Kilometer erhöht wurde. Die Türkei ihrerseits wirft Griechenland vor, Migranten in der Ägäis zurückzudrängen.
23126	17	Personalaufstockung und Migrationsdruck
23126	19	Im Vergleich zu 2021 soll die Zahl der Migranten, die versuchen, die Grenze zwischen der Türkei und Griechenland illegal zu überqueren, in diesem Jahr um 20 % gestiegen sein. Nach Angaben des griechischen Einwanderungsministeriums haben seit Januar 2022 fast 3.000 Menschen versucht, illegal aus der Türkei nach Griechenland einzureisen, insgesamt 82 Versuche.
23126	21	In diesem Zusammenhang hat Griechenland in den letzten Wochen auch Hunderte zusätzlicher Grenzschutzbeamter eingesetzt, um die Patrouillen entlang der Grenze zur Türkei in der Region Evros zu verstärken. Insgesamt sorgen rund 1.000 griechische Soldaten für den Schutz von rund 500 km Flussgrenze.
23126	23	Im Rahmen des 2016 unterzeichneten Europa-Abkommens erklärte sich die Türkei bereit, den Zustrom von Migranten in die EU über Griechenland einzudämmen, im Austausch für 6 Milliarden Euro zur Unterstützung von Flüchtlingsdiensten.
23126	25	Darüber hinaus hat Athen Brüssel gebeten, finanzielle Unterstützung für diese Arbeiten zur Verlängerung des Zauns zu erhalten. Zur Höhe des Projekts wurden vorerst keine Details mitgeteilt, aber es ist davon auszugehen, dass die Europäische Union nicht zustimmen wird: Bereits im vergangenen Jahr wurde 12 Staaten (darunter Griechenland) die Finanzierung des Baus von Grenzmauern verweigert von der Europäischen Kommission.
23126	27	So erklärte Ursula von der Leyen am 22. Oktober 2021, dass die EU „Stacheldraht und Mauern“ an ihren Grenzen nicht finanzieren werde, um sich vor dem Zustrom illegaler Einwanderer zu schützen. Der Präsident der Kommission hat jedoch keine wirksamere Alternativlösung vorgeschlagen, die es Europa ermöglicht, kein Migrationshindernis mehr zu sein...
23128	1	Ecstasy und Atomwaffen: Der belgische Militärstützpunkt der NATO beherbergte ein Drogenlabor -
23128	3	Nach Angaben der belgischen Verteidigung und Berichten der Huffington Post war das Labor so nahe, dass die Verteidigung zunächst glaubte, es befinde sich in der Basis. Eine erste Pressemitteilung der Staatsanwaltschaft der belgischen Provinz Limburg (Nord) hatte am Nachmittag unterstrichen, dass sich das vergangene Woche entdeckte Geheimlabor „auf militärischem Gebiet“ befinde.
23128	5	"„Am Mittwoch, den 22. Juni 2022, entdeckte die örtliche Polizei in Campine ein Labor für synthetische Drogen, das sich auf dem Militärgelände (NATO) in Peer befindet“ und „zur Herstellung von MDMA“ (oder Ecstasy) verwendet wird, könnten wir darin lesen Pressemitteilung. Das Labor „wurde von den spezialisierten Diensten der Bundespolizei in Zusammenarbeit mit dem Nationalen Institut für Kriminologie (NICC) und Zivilschutz demontiert“, so der Text. Es scheint, dass ""ein Nachbarhaus"" an der Schaffung dieses geheimen Labors beteiligt war."
23128	7	Am Abend berichtigte die belgische Verteidigung die Informationen der Staatsanwaltschaft gegenüber AFP. Nach Angaben der belgischen Behörden befindet sich diese Infrastruktur „auf ehemaligem Militärgelände in der Nähe des Stützpunkts“, aber nicht auf dem Luftwaffenstützpunkt selbst.
23128	9	Kommentar: Ist dies wirklich der Fall oder sehen wir immer noch Schadensbegrenzung!
23128	11	Laut derselben Quelle wurden zwei Personen an Ort und Stelle festgenommen, als die Installation entdeckt wurde. Diese beiden Verdächtigen, die nach Befragungen durch Ermittler freigelassen wurden, seien „keine Verteidigungsangestellten“, sagte sie.
23128	13	Eine lange geheim gehaltene Basis
