doc_id	paragraph_id	ge-en
22124	45	Biden's name will forever be linked to the shameful American flight from Afghanistan, where they had been unable to achieve anything for 20 years.
22124	47	His name is now synonymous with inflation and sky-high prices. His compatriots disappointed the head of the White House on the important holiday. More than 70 percent of voters do not want Biden for a second term. Before Independence Day, the polling institutes conducted a traditional poll. Residents of the United States were asked what it was like for them to be American. The poll is almost a quarter century old, and if at the beginning of the millennium 70 percent felt incredibly proud to be an American, now only 38 percent of American passport holders are brimming with pride.
22125	1	Russia is feeling the effects of Western sanctions, but they are far from unbearable
22125	3	"The Russian economy is currently experiencing unprecedented pressure from a group of countries led by the United States, which has imposed more than 10,000 individual sanctions on the country, its citizens and its companies. Never before in history has such a range of sanctions been imposed on a country. Even Iran, which has been the West's geopolitical whipping boy for many years, is ""only"" subject to about 3,600 individual sanctions."
22125	5	The sanctions pressure on Russia has steadily increased since 2014, when sanctions began to be imposed on key sectors of the economy, such as energy, the military-industrial complex and the financial sector. Since then, the citizens of Russia have learned to distinguish between the gloomy predictions associated with sanctions and the tangible results of their implementation. While in 2015 about 60 percent of Russians believed the sanctions would have no impact on their lives, in 2020 almost 90 percent said they felt no impact. In short, people adapted and became accustomed to the threats. Unemployment did not increase and was even at historically low levels. Low inflation has made many banking products, such as consumer credit and mortgages, affordable and is helping fuel a housing boom in some parts of the country.
22125	7	"According to the Russian authorities, the country lost about 50 billion US dollars as a result of the sanctions, but was able to compensate for them. ""I am not concerned about these sanctions,"" President Vladimir Putin said in an interview with Russian media in March 2020. This sentiment is shared by the Russian people. Western sanctions have not affected the lives of the country's citizens, nor the approval ratings for its leadership. On the contrary, confidence in the country's president has increased. Western political scientists have observed that the imposition of sanctions on Russia only resulted in a ""gathering under the flag,"" in which external pressure only encourages the determination of a country's citizens to rally around their leadership."
22125	9	However, the sanctions introduced over the past four months are much stricter and more comprehensive. The sanctions list includes not only legal and natural persons, but also the state as an institution itself, represented by its president, the prime minister and the ministers.
22125	11	"Meanwhile, pressures from the West's dominant ""culture of devaluation"" have driven foreign companies out of the Russian market in droves, ranging from oil and financial firms to chain retailers and recruiters. Sweeping measures have also been taken to erase every trace of Russia from global sport, culture and even history. Russians feel that the West is trying to inflict maximum pain on them by erasing their past, complicating the present and obscuring the future."
22125	13	The official explanation for this policy is that the measures were taken to change Russia's foreign policy. While Western politicians regularly stress that the sanctions are not aimed at the Russian people themselves, most ordinary people consider this hypocritical rhetoric to be nonsense.
22125	15	"Oleg, a student at a Moscow university, observes: ""If the real purpose of the sanctions is to set back Russia's economic development by decades, it means that the well-being of ordinary Russians will also suffer."" Western countries are doing everything to weaken the ruble, increase inflation, disrupt supply chains and create shortages of consumer goods to make Russian residents uncomfortable and create social tension."
22125	17	The sanctions imposed are already all-encompassing and affect not only individual sectors but the entire economy of the country, so it is not surprising that the number of those affected has increased. In March, the Russian Center for Public Opinion examined the impact of sanctions on Russians' daily lives and concluded that half of the population buys or plans to buy cheaper goods instead of expensive ones, while one in five respondents is involved in projects such as home renovations , relocations or educational projects. As a result, the majority of Russians — about 60 percent — said the sanctions affected their lives in some way.
22125	19	"An outside observer unfamiliar with how things work here in the country might assume that this figure not only indicates the impact of sanctions, but also indicates an increase in political risk and the likelihood of protests. But even according to estimates by Western-funded research centers, the proportion of Russians who believe the country is definitely ""going in the right direction"" has remained steady at 65 to 70 percent in recent months. These are very strong indicators."
22125	21	"The leaders of many ""successful democracies"" in the West, which have shown positive economic growth, although this has lost momentum after the COVID-19 crisis, can only envy the Russian leadership for such a level of confidence. US President Joe Biden's approval rating, for example, is only 36 percent, and the trend is falling and the bottom is far from being reached."
22125	23	Hoping to use sanctions and the exodus of Western companies to lure ordinary Russians onto the streets, the West, firstly, simply doesn't understand the structure of the country's economy, and secondly, neither does what the Russian people cite as reasons for the recent Events in Ukraine sees or who it blames for them.
22125	25	"More than 60 million people, more than half of the country's adult population, including pensioners, are economically dependent on the state in one way or another. Almost none of the civil servants, law enforcement officials, military personnel, doctors or teachers who ""work for the state"" are willing to heed calls from the West to resign their government posts in protest at the events in Ukraine."
22125	27	Roman, a state banker who entered the field a little less than 20 years ago, says his income had been steadily increasing through February this year. Of course, financial opportunities have diminished since 2014, when the first round of Western sanctions was launched and the value of the ruble plummeted after reunification with Crimea, but stability remained.
22125	29	No one would argue that the situation is easy as the bank I work at has been sanctioned. But there is no question of laying off newly hired employees or those who have been with the company for many years. The same applies to salaries. There's probably little hope of a pay rise in the near future, but don't expect cuts in monthly wages and bonuses just yet, Roman says.
22125	31	In such a situation, it is obvious that working in state-affiliated companies offers much greater stability than employment in European or US companies, many of which leave employees completely in the dark about their future.
22125	33	The last time I went to the office was on March 4th. I've now been working from home for almost three months, although it's hard to call work, says Anna, an employee of a major European housewares manufacturer.
22125	35	Well, my salary continues to be paid, albeit not in full, and there is almost no work to do other than post documents, hold Zoom meetings with co-workers, and so on. But most of all I fear the unknown. Everyone knows that one day the staff may be fired once and for all and everyone will lose their jobs. It's a shame to build a career over so many years, working your way up from a simple salesperson to a department manager, only to understand that you'll probably either have to start from scratch or face stiff competition once you're kicked out of the job market .
22125	37	According to analysts, even the largest companies cannot afford to keep staff for much longer than three months. Many companies have already started selling their branches in Russia, realizing that they can no longer afford to remain in limbo. Some large Western financial sector companies offered their employees a three-month retraining course with further job opportunities abroad. But given the attitude towards Russians in the western labor market, many do not see this as a viable option.
22125	39	"They promised to pay my salary in full for the next six months and sent us to Dubai for an unpaid internship. In the end, those with the best scores will be recommended for transfer to the company's offices around the world, explained another woman named Anna, an employee of a US financial services firm that has shut down operations in Russia. ""But what should I do? I have to try. It's difficult to find a new job in the financial sector in Russia. Banks don't lay people off, but they don't hire them either. They have, as my recruiter friends say, a hiring freeze introduced. My husband had to quit his job so he could accompany me to Dubai. I was always the main breadwinner in our marriage. Now it's 'take it or leave it', as they say. Either I continue to work abroad or we return both will return to Russia and will both be unemployed."""
22125	41	"In fact, the sanctions against Russia inflicted the most pain on the country's most educated and wealthy sections of the population: residents of big cities, whose lives depended far more on imported goods, foreign travel, and so on. As such, these are the people who most felt the loss of Visa or Mastercard and the departure of well-known retail brands. But these ""losses"" are not critical, and the government is doing everything it can to offset the inconvenience caused by parallel imports."
22125	43	The less affluent segment of the population, which according to some unofficial estimates accounts for almost a quarter of the country's population, is less dependent on imports and suffers far less from these sanctions.
22125	45	"Many people understand that the reasons for the current economic difficulties - as in 2020 - are primarily external in nature and secondly have nothing to do with negative economic or market forces. That said, the difficulties are not due to a failure in the country's financial markets or the fallout from domestic economic cycles. In 2020, Russia faced a forced shutdown of business and public life due to the COVID-19 pandemic. Today, the country is being sanctioned by the world's leading economic centers for its handling of what experts call ""geopolitical risks."""
22125	47	"Support for the government's policies is not prompted by economic factors, but rather by an understanding that the conflict that is currently taking place is less between Russia and Ukraine and more between Russia and the so-called ""collective West"". Many believe sanctions would have been imposed on Russia regardless of its behavior because the West ""wants to weaken Russia"". This strong belief, expressed more than once by President Putin, is largely based on distrust of US foreign policy. Sociologists have noted such distrust since the late 1990s, when NATO began expanding eastward."
22125	49	In the early 1990s, after the collapse of the USSR, there was great enthusiasm in Russia for strengthening ties with the United States. Many Russians believed that both countries and their peoples would become strategic partners and reliable friends after the Iron Curtain was a thing of the past.
22125	51	Unfortunately, this partnership and friendship never came about. Hopes gave way to disappointment and suspicion, particularly after NATO illegally bombed Yugoslavia and the US launched wars in the Middle East and withdrew from all arms control treaties. Negative attitudes towards US foreign policy intensified after 2014, when a government coup took place in Ukraine with clear US support. The tougher the confrontation between Russia and the US has become since then, the higher Putin's approval ratings have risen.
22125	53	However, Russian society is convinced that the President's foreign policy is not aimed at domestic political support, but at the security of the Russian state. In this sense, economic difficulties can be overcome.
22125	55	"The government understands that the Russians are ready to ""tighten their belts"" and is not afraid to admit that difficulties lie ahead. Prime Minister Mikhail Mishustin said Russia's economy was in the ""most difficult situation in the last 30 years"". According to the central bank, the 2022 crisis is one of the biggest challenges that the Russian economy has faced since the 1990s."
22125	57	The country expects GDP to fall by up to 10 percent in 2022, and economists estimate it will take five to six years, with annual growth of 2 percent, for the economy to return to 2021 levels. And this growth is by no means guaranteed. Economists fear inflation could reach 15 to 20 percent by the end of this year, while unemployment will peak at 8 percent. The public sector, however, will be the most protected from downsizing. Russians' real disposable income will fall by 7 to 8 percent before returning to current levels.
22125	59	"Pjotr, a 35-year-old employee of an IT company, has not lost his optimism and is trying to assess the situation comprehensively: ""Russia is conducting a special military operation to ensure its physical security. Sanctions are a good reason, economic security ""Now Russia has a unique historical opportunity to further develop its own industry and agriculture. The country can already provide itself with grain, vegetable oil, fish, meat and potatoes. The sanctions will only make the country even stronger in the future."""
22125	61	In fact, today's sanctions, including those against the transport and logistics sector, have a greater impact on Russian imports than on exports. Imports are declining in both physical and monetary terms. Taking into account the current exchange control measures in place, including the obligation for exporters to sell part of their foreign exchange earnings, the prevailing market situation in which exports exceed imports directly contributes to the strengthening of the ruble.
22125	63	The exchange rate of the ruble against the dollar hit a low of more than 136 rubles per dollar on March 9. Since then, the national currency has appreciated by more than 100 percent. A ban on the export of dollar and euro banknotes to Russia created a discrepancy between cashless and cash exchange rates. A cash dollar or euro is traded at a premium of 15 to 17 percent over the cashless rate. However, it is important to note that both exchange rates have been showing the same uptrend since March.
22125	65	The introduction of exchange controls played an important role in reducing panic in the markets and among the population, which increased confidence in the safety margin of the Russian economy and even lowered the prices of some imported goods and services. The President's decision to require European countries to pay for gas in rubles was also an important factor in bolstering demand for the ruble.
22125	67	"There is one group of people who will benefit directly from this strengthening of the Russian currency, and that is tourists. Ilja, a 42-year-old employee of a construction company, is happy about the reduced prices at his favorite holiday destination abroad: ""Our family consists of four people. We looked at the prices for a trip to Turkey in March, but it was very expensive, and we didn't go there. But the strengthening of the ruble made a seaside holiday affordable for our family this summer."""
22125	69	"Of course, the country still has a lot of work to do to adapt to the new conditions, but there is an understanding in society as to why this situation has arisen. And in a world of high uncertainty, consensus on fundamental issues is already a good starting point for launching new initiatives."""
22127	1	Ambivalence towards the Putin regime and the Ukrainian resistance
22127	3	The Russian war of occupation against the Ukrainian population is leaving deep scars on the left spectrum, especially in the German-speaking countries. Parts of the old peace movement as well as left-wing organizations and magazines are guided by geopolitical camp thinking and show understanding for the security interests of Russian imperialism. Others derive from an abstract understanding of the imperialist world system that the Russian aggressors and the attacked Ukraine, which is ultimately waging a proxy war for NATO, should be equally weakened. Those who, based on a comprehensive anti-imperialist understanding of the Russian regime, not only regard Ukrainian resistance to the occupation as legitimate, but also support it, are in the minority.
22127	5	The positions reproduced in this contribution to the debate belong to the author and do not necessarily have to correspond to those of the Freiheitsliebe editorial team.
22127	7	The confusion is great. The Sozialistische Zeitung (SoZ) is one of those who celebrate this confusion with deliberate ambivalence. Its pages feature graphic interviews with Ukrainian leftists and excellent analysis of Russian imperialism, but also manipulative and distorted propaganda in support of Putin and neocolonial arguments to delegitimize the Ukrainian resistance. The SoZ editorial team thus gives the impression that all these positions contribute equally to finding a left position. To a certain extent, it is part of the identity of neo-Stalinist journals, which are rooted in geopolitical camp thinking, to adopt uncritically manipulative and reactionary propaganda. Unfortunately, the disorientation in the course of the Russian war in the Ukraine also tempted left-wing magazines such as the SoZ to adopt such a practice. Using the example of the SoZ, I show in this article that a fundamental political and strategic problem arises from the cultivation of such a pluralism.[1]
22127	9	Between camp thinking and socialist discussion
22127	11	"In March 2022, the Sozialistische Zeitung enclosed the 50th issue of the “Zeitung gegen den Krieg” (Newspaper Against War). It was headlined ""Why Russia Doesn't Want War"". Why the West is warmongering. Why the peace movement must mobilize"".[2] With that, the SoZ editors exposed themselves to ridicule. Now, until the start of the war on February 24, many observers were wrong about the long-term preparations for a war of aggression by Russian imperialism. But the SoZ editors were not only wrong, they also supported a publication with the supplement of the ""Zeitung gegen den Krieg"" (Newspaper against the War), which breathes the spirit of geopolitical camp thinking through every single article. Almost all articles downplay the character of Russian imperialism in one way or another. The authors are concerned about Russian security interests and not about the well-being of the Ukrainian population. One article even defends the Syrian dictator Assad against allegedly unjustified criticism. Anyone who expected a justification or even an apology from the editors for this supplement in the next issue of the SoZ hoped in vain. The editors covered up the embarrassment with a politically meaningless phrase. The SoZ continues to support the ""Zeitung gegen den Krieg"" with its entry in the imprint of the following issue 51. Despite the condemnation of the Russian war of aggression, this issue once again wants to make the Russian position understandable. At the same time, she portrays the Ukrainian resistance as irresponsible."
22127	13	In the April issue, the SoZ editors reflect on their political roots and published an excellent article by Christoph Wälz about socialist organizations in Russia and an interesting conversation with the two Ukrainian socialists Denys Gorbatsch and Denis Pilasch. The interview with an Operation Solidarity comrade about the Ukrainian resistance in the May issue[3] and the excellent article by Bernd Gehrke on Russian imperialism in June[4] help the reader to gain new insights. The detailed interview with Volodymyr Ishchenko from New Left Review in the online edition is also an enrichment.[5]
22127	15	Putin propagandist
22127	17	At the same time, in the May issue, the SoZ editors let authors have their say who either openly support Putin's position or cast doubt on the legitimacy of the Ukrainian defense. The SoZ publishes three articles on a full double-page spread, all of which take up elements of the official Russian argument to justify the war against the Ukrainian population.
22127	19	What prompted the editors to print a long article by former Swiss secret service officer Jacques Baud?[6] The SoZ adopted this article from the Overton Magazine website,[7] which regularly publishes publications defending the Putin regime. Baud's original French paper was published by the Center Français de recherche sur le renseignement (CF2R), a think tank on intelligence.[8] Its director and founder Éric Denécé has supported Putin and the dictators Assad in Syria and Al-Sisi in Egypt for many years. In another article, Baud justifies the Russian warfare and presents it - in line with Putin's propaganda - as an obvious protective operation for the population in the Donbass region.[9]
22127	21	In the article published by the SoZ, Jacques Baud largely adopts the Russian pretexts for the war of aggression. The author's intention to delegitimize the Ukrainian will to resist is hidden behind a wealth of detailed descriptions that are difficult to verify. “Since February 16, Joe Biden knew that the Ukrainians had started shelling the civilian population in Donbass, which presented Vladimir Putin with a difficult choice: either to help Donbass militarily and create an international problem, or to stand idly by and see how Russian-speaking people from the Donbass are being rolled over.” Baud's message is unmistakably clear: Ukraine deliberately provoked the Russian attack. The responsibility for the war lies with the government in Kyiv and with the western governments. Baud barely excuses the Russian attacks on the Ukrainian civilian population, because after all they are partially armed. “Our media propagate a romantic image of popular resistance. This image has prompted the EU to fund the distribution of arms to civilians. This is a criminal act. In my capacity as chief of doctrine for peacekeeping operations at the UN, I have dealt with the issue of protecting civilians. We have found that violence against civilians takes place in very specific contexts. Especially when weapons are plentiful and there are no command structures.” The fact that a socialist newspaper prints such statements unquestioningly, even tending to agree, is a scandal in itself.
22127	23	In other parts of the article, which were not adopted by the SCO, Baud discusses the Russian military strategy and judges it to be largely successful. He even thinks that the demilitarization of Ukraine desired by Putin has almost been achieved and that the Ukrainian army in the east of the country is almost encircled. Fortunately, the SoZ did not accept the embarrassment of this Putin-friendly misjudgment, which, however, reveals the instrumental selection of the text fragments by the SoZ editors all the more clearly.
22127	25	Jacques Baud otherwise publishes on websites in the orbit of those who downplay the pandemic and in conservative to reactionary magazines with a clear inclination to defend the Russian regime. Jacques Baud has also made a name for himself as a supporter of Bashar al-Assad's Syrian regime. He denies Assad's crimes and denies the high death toll in Darfur. Critics accuse him of spreading conspiracy stories.[10]
22127	27	Jacques Baud works manipulatively and does not shy away from falsifying the statements of the cited sources.[11] An example: Baud writes in the SoZ: “However, let us remember that before February 23-24, 2022, there were never Russian troops in Donbass. OSCE observers have never seen even the slightest trace of Russian units in Donbass.” Baud also denies that Donbass rebels received Russian weapons in 2014. Baud relies on OSCE representative Alexander Hug in another article. In the quoted interview, however, he said the opposite of Baud's assertions.[12] The shooting down of the Malaysia Airlines passenger plane in July 2014 is also worth remembering. The Dutch investigations unequivocally established the presence of Russian war material on the territory of Ukraine.
22127	29	Second example, Baud writes: “On March 24, 2021, Volodymyr Zelenskyi issued a decree to recapture Crimea and began moving his forces to the south of the country.” Zelenskyi did indeed issue a decree on March 24, 2021 to “ Deoccupation” and restoration of Ukrainian sovereignty over Crimea. The decision complains about the systematic violation of human rights, especially of the traditional Tatar population. It emphasizes a range of diplomatic, political, economic, legal, cultural and humanitarian measures to achieve this goal, prioritizing them over military means. To interpret this decree as a preparation for the military expulsion of the Russian occupying forces is a plain falsification.[13]
22127	31	"A short research should have made the SoZ editors cautious. On the contrary, the editors justify their choice in the introduction to Baud's article as follows: ""We are unable to verify the accuracy of the facts presented there. However, we consider his description to be conclusive in itself. Nor do we adopt every one of his judgments as our own. But when he writes: 'In reality we are not trying to help Ukraine, we are trying to fight Russia', this also corresponds to our impression. The text may therefore be read as a piece of necessary counter-enlightenment.” So the SoZ names simple manipulations and falsifications as counter-enlightenment. Actually, this only allows one conclusion: the SoZ editors say that the Ukrainian resistance to Russia is reprehensible."
22127	33	This justification, in full awareness of the author's political position and in the context of the long-term planned Russian war of aggression, is nothing less than an editorial declaration of bankruptcy. At the same time, it is a political justification for Putin-friendly propaganda and places it on an equal footing with socialist criticism of Russian imperialism in other articles of the SoZ. Ultimately, with the publication of this article, the SoZ editorial team decided to spread clumsy and most perfidious propaganda for the Putin regime. Incidentally, in the introduction to Baud's article, the SoZ editorial team also says that the fake environmental foundation set up by SPD leaders in Mecklenburg-Western Pomerania to organize gas trade with Russia was closed in the course of the anti-Russian propaganda wave that was unleashed. Instead of taking up the climate movement's justified criticism of this gas trade and its environmental camouflage, the SoZ editorial team presents the closure of the foundation as an act hostile to Russia lies than many left.
22127	35	Steinmeier panegyric
22127	37	"On the same double page, the SoZ publishes an article by Roland Czada, Professor of Politics and Public Administration[14]. The editorial rounds off the obvious political message. The author complains that the Ukrainian government did not invite President Steinmeier and attributes this diplomatic affront to Steinmeier's role in the negotiations for the implementation of the two Minsk agreements. The author draws incomprehensible and questionable historical comparisons, for example with the Peace of Westphalia and its criticism by the Nazis. Apart from that, he knows for sure that Steinmeier's recipes would have been good for Ukraine. ""The goal of a neutral, federally structured Ukraine would have corresponded better to its history and conflict situation than a unitary state, especially since the vast majority of the population living in the east and south long rejected the country's western orientation."" Ukraine and conceals the fact that since 2014 Russia has openly questioned Ukraine's sovereignty, borders and even its very existence. In blunt neocolonial manner, the author writes: “In my opinion, the Minsk agreements and the Steinmeier formula could have solved the conflict and restored the eastern border of Ukraine. The Minsk agreements have been openly undermined by Ukrainian nationalists. The West should have put pressure on Ukraine to implement the agreement.” This article also aims to portray the Ukrainian government as hostage to right-wing extremists, portraying it as partly responsible for the Russian war of aggression and thus making the Ukrainian resistance appear illegitimate to let."
22127	39	Actually, the publication of these articles and their editorial accompaniment does not allow any other conclusion than that the SoZ editorial team designed this double page of their newspaper not out of carelessness, but with political awareness in order to make the arguments of the Russian regime understandable to the readers and to delegitimize the Ukrainian resistance. There is a wealth of rich and critical analysis of the developments in Donetsk and Luhansk (e.g. Simon Pirani's article on the pseudo-republics[15] and his analysis on the risk of escalation.[16] Socialists from Russia and Ukraine assess the history of the war and take a look at the diplomatic stage. There are many articles on this. The newspaper ak – analyse & kritik has meritoriously made a small selection of this rich material available to German-speaking readers. The Ukrainian socialists, feminists and anarchists Inside, they all scathingly criticize the Zelenskyi government, which makes its opposition to Russian imperialism all the more credible.
22127	41	However, the SoZ editorial team chose a different path. Instead, she prefers to let a Swiss Putin apologist and a German Steinmeier eulogist have their say in order to make the Ukrainian resistance appear false, Nazi-influenced and illegitimate.
22127	43	Conscious ambivalence
22127	45	In response to repeated criticism, the SoZ editors justify their publication policy on the war in an editorial note in the June issue, without, however, responding to the content of the criticism expressed, above all to the publication of Jacques Baud's contribution. She thinks it is appropriate for the newspaper to show different positions on the left on the war. However, the SoZ has not yet organized a debate. The SoZ editorial team presents the published apology for Putin as a legitimate contribution to clarifying a socialist position. It reaffirms its lurching course and asks in the June issue “what other means beyond the firepower of weapons are there to counter a highly militarized attacker To offer resistance?” She answers this question with an interview with Stephan Brües, the co-chair of the Federation for Social Defense. His proposals boil down to the Ukrainian people accepting the Russian occupation and then engaging in civil resistance. The German pacifist gives well-meaning and unrealistic, but ultimately neo-colonial advice on how the Ukrainian population can escape the hail of bombs and artillery shells.
22127	47	"In the June issue, Leo Gabriel is also allowed to share his view of a discussion at the World Social Forum. In May 2019, he paid tribute to the anti-Semitic and anti-union leadership of the pseudo People's Republic of Donetsk as part of a neo-Stalinist delegation.[17] The geopolitical world view of the occasional SoZ author Leo Gabriel shines through in his report. Casually, Gabriel weaves in the statement of Andrei Kochetov, an internationally networked Stalinist trade unionist from Luhansk who is well-disposed towards Putin and Assad.[18] He was happy that the Ukrainian troops had now been pushed back 100 kilometers. Manipulatory, he contrasts this with the angry and war-weary statement of the Ukrainian Nina Potorska and praises the ""interesting peace policy proposals"" of the Ukrainian pacifist Yuri Scheliashenko, courted in the German peace movement, who advocates conscientious objection in Ukraine. This Yuri Scheliashenko, to whom Stephan Brües also refers in his above-mentioned interview, only represents himself and moves outside of the Ukrainian left. He does not hesitate to work with political partners at home and abroad who argue in anti-Semitic and conspiracy-theoretical terms.[19] Here, too, the question arises as to why the SoZ does not even check which people and currents its author is promoting, apparently on the side, but in a targeted manner. This reminds me that in February 2019 the SoZ published an understanding conversation between Leo Gabriel and Nicaraguan dictator Ortega shortly after he had several hundred demonstrators shot."
22127	49	The course of the SoZ is deliberately ambivalent and open to geopolitical camp thinking. “We also see a lot of confusion on the left. But when positions are widespread within the left, we think it's better to want to grapple with them and understand them. The fact that articles sometimes appear that do not elicit approval from everyone is in the nature of newspaper production.” With such nonchalance, the SoZ justifies the publication of reactionary Putin propaganda and a paternalistic eulogy of the former foreign minister and current federal president.
22127	51	Now, of course, a socialist newspaper can pursue a pluralistic editorial concept. That usually makes sense too. However, there seems to have been a political decision here to deliberately open up lines of argument for the newspaper that can be classified as “campist” – i.e. rooted in geopolitical camp thinking. This camp thinking is widespread in the German left, but far removed from an emancipatory socialist perspective from below. It leads to reactionary conclusions and strange alliances.
22127	53	However, part of this ambivalence is also that the Sozialistische Zeitung is a member of the European network for solidarity with Ukraine[20]. However, that does not prevent the editors from contradicting this political statement with their journalistic orientation. The editorial justification of the newspaper's hitherto practiced orientation in the June issue and Angela Klein's non-binding editorial on the war in the same issue[21] suggests that the editorial team intends to continue its lurching course. In doing so, she devalues ​​her newspaper.
22127	55	However, it is just too tragic that the SoZ will not have a chance to gain a foothold in the climate movement with this course. Politically, this is already further along. She calls for Russia to phase out fossil fuels and sees this as an important step in order to get out of the fossil fuel economy at all.
22128	1	Fossil industry, armaments, intelligence
22128	2	On Russian Neo-Imperialism*
22128	4	Such embarrassment of left-wing positions was rare: With Russia's war of aggression against independent Ukraine, the assessment made a short time before by many prominent leftists that, despite the military saber-rattling on Ukraine's borders, Russia posed no threat of war, was reduced to absurdity .
22128	6	The most important actors in the German peace movement have publicly admitted their mistake, so a fair discussion with them is possible. But the reasons for this fundamental misjudgment have hardly been discussed to date.
22128	8	One of the most important reasons for the misjudgment is the lack of preoccupation with the aggressive character of contemporary Russian capitalism. However, this activity is not only necessary because of the current war against Ukraine and the danger of a nuclear war that has become apparent again. Because the previous smashing of the political opposition in Russia and the increasing repression of the Putin regime during the war harbors the danger that the regime will develop from the previous authoritarian presidential rule to an openly totalitarian fascist regime, as the Russian sociologist Greg Yudin recently determined .2 In the flood of war reports, for example, the fact that security forces occupied the premises of the human rights organization Memorial in Moscow, which was banned at the end of 2021, for hours shortly after the start of the war and confiscated numerous documents and computers was almost completely lost. In view of the war in Ukraine and the numerous crimes against Russian civil society, this process seems almost harmless. But this process, like the ban on Memorial itself, makes it clear that here an attack is taking place on every prerequisite for social self-organization: on the discussion of independent historical and social narratives in favor of a totalitarian ideology of domination.
22128	10	At the same time, however, the almost hopeless economic situation in which the attack on Ukraine has brought Russian capitalism represents a considerable danger, not only for the Russian opposition. Radicalization and increasing violence by the Putin regime internally and externally are to be feared. At the same time, Russia's previously announced foreign policy goals are threatening enough for its neighbors and for Europe as a whole.
22128	12	Miniatures of Russian Wild East Capitalism
22128	14	Today, the Putin regime not only openly embodies the arch-reactionary ideology of the global New Right in cultural and domestic politics, today the brutal reality of an authoritarian-repressive and neoliberal Wild East capitalism with all its ugliness is clearly before everyone's eyes. The internal composition of Russia should make it impossible to deceive about the nature of Russian foreign policy. If it weren't for the fact that many leftists are looking the other way.
22128	16	The German left hardly discusses the character of Russian Wild East capitalism, whose brutality differs little from that of Wild West capitalism, for example in the emerging countries of the South. The standard of living of wage workers is far lower than in the West and shows that Russia is still a Second World country. It is also a country with an extreme contrast between poverty and wealth, with that small stratum of one percent of the super-rich contrasting with a vast world of the poor. The so-called middle class, on the other hand, comprises a maximum of ten percent of the population. One of the first measures after Putin took office as president was the introduction of a neoliberal flat tax of just 13 percent on incomes and the implementation of various deregulation and privatization measures.
22128	18	"The pressure on militant trade unions from the phalanx of state and capital is part of the daily struggle for existence in the big cities with their masses of precarious jobs, which, like the construction sites of the country, are filled by migrant cheap labourers: inside from the Russian backyard in Central Asia. So far, leftists have shown little interest in this dramatic situation of the working classes in Russia, which is similar to the situation in other emerging countries; just as little for land grabbing and the overexploitation of nature on a huge scale, which is accompanied by acts of violence and death threats against eco-activists and resisting small farmers. With the ""Alternative"" there is even a small trade union whose goal is the liberation of people from private slavery."
22128	20	The corruption swamp of political power, police, judiciary and capital in the exploitation of people and the overexploitation of nature not only makes clear the kleptocratic character of the connection between the authoritarian state apparatus and real Wild East capitalism. He also explains the many murders of investigative journalists. State protective laws for people and nature, if they exist, are usually only cheap accessories for the often directly violent enforcement of capital interests.
22128	22	The example of VW and the class struggle from above
22128	24	"Western multinationals such as Coca Cola and VW behave no differently in Russia than they do in Mexico, for example. In 2019, for example, VW management presented a wage agreement below the inflation rate in negotiations with two company unions. When one of the two unions, the MPRA, which is part of the Independent Confederation of Labor (KTR)3 and represented 38 percent of the workforce on the collective bargaining committee, began collecting signatures from the workforce to collect their opinions, this was approved by VW management on the factory premises forbidden. As the collection of signatures continued in front of the factory gate, VW accused the unionists of ""terrorism"" and called the police. The regional Ministry of Labor then, in consultation with the governor, banned the signature campaign against existing legal rights of the trade unions.4 We have known this practice of the German flagship company's cronyism with authoritarian regimes for a long time; Brazil and apartheid South Africa are examples."
22128	26	"This incident became something of a prelude to a full-scale attack by the Russian state and the capital behind it on the self-determination rights of employees and trade unions in the following year. On May 23, 2020, the State Duma decided to abolish the previous Labor Code. This anchored the autonomous negotiation of industrial relations by companies and trade unions. In its place came a ""law that is unique in the world"", as Oleg Shein, Vice-President of the KTR, wrote. In this revision, labor relations are now ""governed by government regulations"" and in the event of ""conflict between the Labor Code and government decisions"" the ""government decision now prevails"".5"
22128	28	Militant trade unionists active in internationalist solidarity are also increasingly threatened by the “foreign agent” law, which has also been used against Memorial and other human rights groups.6
22128	30	Nomenklatura capitalism
22128	32	"In order to understand the actions of the Putin regime, it is important to visualize the genesis of today's Russian capitalism and to remember its emergence from the despotic formerly ruling ""communist"" nomenklatura. After the failed putsch by the Soviet security apparatus in August 1991, President Boris Yeltsin initiated a shock strategy of liberalizing and rush privatizing Soviet state property. The stated goal was the rapid creation of a private ""property class"" to ensure the irreversibility of the capitalist path in Russia. The consequence of this policy was a dramatic deepening of the already existing social and economic crisis with catastrophic consequences for the lives of most citizens of Russia. The average life expectancy for men fell to 63.7 years, in Moscow pensioners rummaged through the garbage cans for food, people made homeless in the course of privatization camped in Red Square, wages were not paid for months and miners went on strike for a bar of soap ."
