doc_id	paragraph_id	fr-po
23140	7	Od kryzysu z 2008 r. PKB strefy euro znajduje się w stagnacji, podczas gdy jej podaż pieniądza podwoiła się. Załóżmy szkolne podwórko, na którym uczniowie kupują cukierki za kupony Monopoly. Każde dziecko rozumie, że im więcej kuponów można wymienić na tę samą ilość cukierków, tym więcej będzie kosztować cukierek. Nie ma znaczenia, skąd pochodzą bilety. Dopóki ktoś nie zdecyduje się spalić nadwyżki biletów Monopoly, cena cukierków nie wróci do poprzedniego poziomu.
23140	9	Rozsądni czytelnicy będą sprzeciwiać się, że „yaka” robi więcej cukierków. Tak, ale jest to trudniejsze niż bilety Monopoly. Talenty Yellen, Powell, Draghi, Lagarde et Cie ograniczają się do kreacji monetarnej i nigdy nie dotykały słodyczy ani, bardziej ogólnie, szlamu realnej gospodarki.
23140	11	Tak więc przez dziesięciolecia banki centralne tworzyły zbyt dużo pieniędzy lub kredytów (to to samo). Ten mechanizm został wprowadzony dawno temu, kiedy dolar odciął się od złota w 1971 roku i wszystkie waluty stały się płynne.
23140	13	Twórczość dawała się ponieść każdemu kryzysowi: szokom naftowym lat 70., bańce internetowej, bańce kredytowej subprime, kryzysowi zadłużeniowemu w euro, ożywieniu post-covidowemu, a w Europie walce ze zmianami klimatycznymi. Za każdym razem, gdy myślisz, że osiągnąłeś szczyt głupoty, mylisz się.
23140	15	Magiczny kran z pieniędzmi banków centralnych
23140	17	Banki centralne przyspieszają kreację pieniądza, obniżając tak zwane kluczowe stopy procentowe: ta stopa ustala cenę pieniądza nowo tworzonego przez banki komercyjne. Im tańszy, tym łatwiej bankom udzielić kredytu i odwrotnie.
23140	19	Dla przypomnienia, żyjemy w systemie monetarno-bankowym, w którym kredyty tworzą depozyty, a nie odwrotnie, jak za czasów dziadka. Taka jest zasada rezerwy cząstkowej: banki mają przywilej pożyczania pieniędzy, które nie istnieją.
23140	21	Droższa kreacja monetarna nie oznacza, że ​​magiczny kran z pieniędzmi się zamyka. Kredyt wciąż się tworzy, ale już wolniej. Dlatego banki centralne nie mogą walczyć z inflacją. Wyobraź sobie, że możesz otworzyć kran, ale nigdy całkowicie go zakręcić... Płynność zawsze płynie, tylko przepływ jest modyfikowany.
23140	23	Banki centralne od 2008 r. manipulują również długoterminowymi stopami procentowymi. Znacjonalizowali rynek obligacji, wykupując emisje długu od swoich państw macierzystych i niektórych dużych korporacji. W ten sposób ułatwiły deficyty i zadłużenie publiczne.
23140	25	Kto spali bilety na Monopoly?
23140	27	Aby naprawdę walczyć z inflacją, banki centralne powinny:
23140	29	- Podnieś kluczowe stopy procentowe do monstrualnych poziomów (znacznie powyżej oficjalnych wskaźników inflacji)
23140	31	- Odsprzedają to, co kupili (aby wyglądało to na fałszywe żądanie), więc w przypadku EBC zadłużenie Grecji, Włoch, Portugalii, Hiszpanii, Francji...
23140	33	Jeśli to zrobią, wywołają potworną recesję. Wiele firm podtrzymujących życie, utrzymujących się z refinansowania po stawkach bliskich zeru, zbankrutuje. W tym banki, te same instytucje, które stworzyły potrzebę istnienia banku centralnego. W tym także wiele dużych państw, które nie będą w stanie spłacać swoich długów.
23140	35	Nadwyżkowe banknoty Monopoly nigdy nie są dobrowolnie niszczone przez tych, którzy wprowadzili je do obiegu (banki centralne) lub tych, którzy pierwsi na nich zarobili (system bankowy i finansowy). Jak pokazuje historia, zawsze są niszczone przez bankructwa.
23140	37	Bank centralny to przede wszystkim bank obsługujący banki, a nie społeczeństwo
23140	39	Aby uniknąć klęski, banki centralne zrobią to, co zawsze: ponownie odkręcą kurek kreacji pieniądza. Może więc dojść do kilku bankructw lub krachów w wyniku nieśmiałej podwyżki, a potem powiedzą nam, że musimy ratować gospodarkę, ożywić, a co za tym idzie… obniżyć stopy! W tym momencie kapitał zaufania do tego nieudolnego systemu finansowego może zostać zachwiany.
23140	41	Być może opinia publiczna zrozumie, że „bank centralny to nic innego jak szef kartelu bankowego, którego celem jest manipulowanie rynkami poprzez kontrolowanie stóp procentowych”.
23140	43	Banki centralne mogą do woli dopuszczać się legalnego fałszerstwa, pod warunkiem, że uratują banki i ich państwa nadzorujące. Nazywa się to polityką pieniężną. Ten kumoterski kapitalizm nazywany jest przez naiwnych Nupes ultraliberalizmem. Jednak w praktyce inflacja jest podatkiem, którego nie musi uchwalać żaden parlament.
23140	45	Antyfragmentacja strefy euro: nowy wąż, którego Lagarde każe nam przełknąć
23140	47	Pomimo wszystkich trwających defraudacji monetarnych, oprocentowanie pożyczek w krajach strefy euro znów zaczyna się różnić. Nagle Europejski Bank Centralny musi ubrać nową kartę kreacji monetarnej. Oto, co mówi nam Reuters:
23140	49	Europejski Bank Centralny (EBC) będzie kupować obligacje wyemitowane przez Włochy, Hiszpanię, Portugalię i Grecję, korzystając z iloczynu terminów zapadalności długu Niemiec, Francji i Holandii, które posiada w swoim portfelu, aby ograniczyć powiększanie się różnic rentowności między państwami.
23140	51	"Nadmiernie zadłużona Francja przeznaczy więc pieniądze, których nie musi, na pomoc krajom jeszcze bardziej zadłużonym i słabszym gospodarczo niż ona. Jak mówią młodzi ""będzie dobrze""..."
23140	53	Konkretnie, euro powinno nadal słabnąć w stosunku do dolara; podwójny ból dla naszego importu energii: niekorzystny efekt kursowy zostanie dodany do wzrostu cen paliw kopalnych. Co doprowadzi do większej kreacji pieniądza, aby przyspieszyć nieefektywną i marnotrawną transformację energetyczną.
23140	55	Opinia publiczna w końcu odkryje własnym kosztem, że bank centralny nie walczy z inflacją, ale wykorzystuje ją na swoją korzyść. Będzie to jednak wymagało kryzysu monetarnego, którego mechanizmy wyjaśniam tutaj.
23141	1	Turbina czy nie turbina? Niemcy w zastoju
23141	3	Artykuł z Konflikty
23141	5	Być albo nie być, oto jest pytanie: w kilku słowach Szekspir kazał swojemu księciu Hamletowi odpowiedzieć na egzystencjalne pytanie o bycie, nawet jeśli oznacza to cierpienie lub niebycie, buntując się i ryzykując śmierć. Niemcy żyją w tych dniach z tym uniwersalnym refrenem wątpliwości: żyć z rosyjskim gazem lub umrzeć ekonomicznie bez rosyjskiego gazu, oto jest pytanie.
23141	7	Elektrownie nie mogą wiele zrobić
23141	9	Wydaje się, że wiatr paniki wieje teraz nad Niemcami. W miarę upływu miesięcy, gdy wojna pokazuje coraz więcej oznak impasu, władze obawiają się, że będą zmuszone do odcięcia dostaw gazu dla przemysłu (zanim zostanie to zmuszone do zrobienia tego dla obywateli), pomimo odpowiednich wysiłków rządu w celu złagodzenia sytuacji.
23141	11	Kontynuacja – a nawet zwiększenie – produkcji energii elektrycznej poprzez spalanie krajowego węgla brunatnego, a nawet utrzymanie kilku elektrowni jądrowych, które nie zostały jeszcze zamknięte, nie wystarczy, by wydobyć Niemcy z kłopotów z jednego prostego powodu, który jest często ignorowany lub nawet ukrywany . Gaz ziemny wykorzystywany jest głównie do celów termicznych, tj. do produkcji ciepła przemysłowego lub do ogrzewania domów i usług. 70% gazu ziemnego w UE jest wykorzystywane do ogrzewania, a elektrownie nic na to nie poradzą.
23141	13	Panika w Ludwigshafen
23141	15	Niemiecki przemysł chemiczny bił na alarm. Martin Brudermüller, szef gigantycznej firmy chemicznej BASF, wyraźnie sprzeciwiał się możliwemu embargu na rosyjski gaz:
23141	17	„Zaprzestanie importu rosyjskiego gazu spowodowałoby nieodwracalne szkody dla gospodarki narodowej […] mogłoby pogrążyć niemiecką gospodarkę w największym kryzysie od zakończenia drugiej wojny światowej”.
23141	19	Gaz ziemny jest nie tylko surowcem dla przemysłu chemicznego i petrochemicznego – w tym do produkcji wodoru, nowej gwiazdy świata politycznego, ale także do dostarczania ciepła do wszystkich procesów przemysłowych. Co sprawia, że ​​Martin Brudermüller mówi, że jest to „egzystencjalne zagrożenie dla niemieckich MŚP” obok wielkiego przemysłu chemicznego. Jednak bez rezygnacji BASF z jednostronnego, samokarającego celu osiągnięcia zerowej emisji CO2 netto do 2050 r.
23141	21	Czy śmiać się, czy płakać, gdy czytamy, że rzekomo geopolityczni stratedzy energetyczni z MAN Energy Solution myślą o ogrzewaniu piekarników i krakersów elektrycznością? W panice na myśl, że Władimir Putin mógłby zamknąć zawór gazowy, wielkie kompleksy przemysłowe mówią bzdury.
23141	23	Ale obywatele niemieccy też nie mogą przetrwać zimy bez ogrzewania. Dlatego rząd słusznie stara się gromadzić jak najwięcej gazu w swoich podziemnych magazynach. Ale uwolnienie Niemiec od zależności od Rosji zajmie co najmniej pięć lat. Błędy w geopolityce energetycznej są kosztowne i długotrwałe. Moskwa o tym wie, dlatego odważyła się rozpocząć wojnę na Ukrainie.
23141	25	Mniej gazu w Nord Stream 1
23141	27	Stwierdzono, że od 14 czerwca przepływ gazu w słynnym gazociągu Nord Stream 1 zmniejszył się. Podczas gdy maksymalna przepustowość to 150-170 mln m3/d, Gazprom zapowiada stopniowe ograniczanie przerobu do 67 mln m3/d.
23141	29	Jako powód podano decyzję Rostekhnadzora, rosyjskiej agencji bezpieczeństwa technicznego, o wyłączeniu turbin w tłoczni Portowaja nad Zatoką Fińską w pobliżu Wyborga. Nie jest to turbina gazowa jak w elektrowni, ale maszyna wirowa (sprężarka odśrodkowa), bo gaz musi być na tyle sprężony – jak pompka rowerowa – aby przebyć 1200 km gazociągu pod Bałtykiem.
23141	31	Turbina czy nie?
23141	33	Są to maszyny wirowe Rolls-Royce zainstalowane w 2011 roku. W 2014 roku dział sprężarek odśrodkowych Rolls-Royce został przejęty przez niemieckiego Siemensa, a zakład produkcyjny, a co za tym idzie remontowy, znajduje się w Dorval (Montreal). Jak wszystkie wirujące maszyny, maszyny Nord Stream 1 wymagają remontu — kwestia, czy można to opóźnić, pozostaje otwarta. Maszyna o mocy 52 MW została wysłana do Kanady w celu gruntownego remontu. Zazwyczaj sprzęt zastępczy jest dostępny tam, gdzie jest używany. Czy są jakieś w Portowaja? to kolejne otwarte pytanie. Kuszące jest oskarżanie Rosji o używanie argumentu bezpieczeństwa, by nie wysyłać do Niemiec wystarczającej ilości gazu. Co więcej, ponieważ Włochy – drugi co do wielkości importer rosyjskiego gazu – są zaniepokojone tą redukcją, podczas wizyty w Kijowie włoski premier Mario Draghi oświadczył: technicznych, ale Niemcy, my i inni wierzymy, że to kłamstwa. »
23141	35	Czy naprawdę jest to broń energetyczna w odwecie za sankcje, na które została nałożona? Trzeba przyznać, że Moskwa jest ostrożna, ponieważ istnieją kontrakty typu „bierz lub płać”, które zobowiązują Gazprom do dostarczania gazu (a unijne firmy do jego odbierania). Za kilka lat będzie wiele negocjacji przed sądami arbitrażowymi między rosyjskimi i europejskimi firmami.
23141	37	Ale wzajemne oskarżenia powinny pozwolić na wyjaśnienie sprawy. Moskwa zarzuca Ottawie, że nie zezwoliła na zwrot sprawnej turbiny odśrodkowej, bo Kanada umieściła Gazprom na liście firm objętych sankcjami. Sprężarka nie może opuścić Kanady, Gazprom nie może wystarczająco sprężyć gazu, a niemieckie zbiorniki nie napełniają się wystarczająco szybko.
23141	39	Gazprom twierdzi, że inne maszyny wirnikowe będą wymagały remontu i że ze „względów bezpieczeństwa” rurociąg może zostać zamknięty, zwłaszcza że planowana konserwacja odbywa się w dniach 11-21 lipca. Podobnie jak Hamlet nikt nie wie, co robić… włącznie z usunięciem gazu zmagazynowanego na zimę w środku lata… Podobnie jak w przypadku podlewanego zraszacza, sankcje uderzyły w Rosję, ale i UE.
23141	41	Kanada się poddaje
23141	43	Podczas G7 w Bawarii Olafowi Scholzowi i Mario Draghiemu prawdopodobnie udało się przekonać Justina Trudeau do wykonania ruchu, aby Europejczykom tej zimy nie było zimno.
23141	45	Podczas gdy Ukraina naciskała na Kanadę, aby nie dostarczała sprężarki do Rosji, 8 lipca dowiedzieliśmy się, że Ottawa zgodziła się na przekazanie turbiny do Niemiec, które następnie dostarczą ją Gazpromowi, nie łamiąc tym samym własnych zasad. Ktoś musiał połknąć węża, tym bardziej, że według Witalija Jermakowa (eksperta Klubu Wałdajskiego) Gazprom przekonywał, że jedna z dwóch zablokowanych przez Olafa Scholza rur gazociągu Nord Stream 2 była pełna i wystarczyło otworzyć zawór po stronie niemieckiej. Upokorzenie jest słodsze dla Ottawy niż dla Berlina.
23141	47	Na wojnie jak na wojnie
23141	49	W tym samym duchu argumentu środowiskowego, 6 lipca rosyjski sąd okręgowy nakazał tymczasowe wstrzymanie przepływu ropy rurociągiem CPC, który łączy pole naftowe Tengiz w Kazachstanie z rosyjskim portem Noworosyjsk nad Morzem Czarnym wzdłuż Morze Kaspijskie od północy. Problem środowiskowy został nagłośniony zaledwie dwa dni po tym, jak prezydent Kazachstanu powiedział, że jego kraj jest gotowy wysłać do Unii Europejskiej ponad 67 milionów ton ropy obecnie eksportowanej. Chyba łatwo zauważyć, że kilka miesięcy temu inspekcja rurociągu ujawniła stosunkowo niewielkie przecieki. Ta decyzja sądu okręgowego pogorszyła sytuację, zawieszając tranzyt. Jak często można się zastanawiać, czy jest to przesłanie skierowane do Kazachstanu, aby się zgadzało.
23141	51	Wszystko wskazuje na to, że Moskwa zagra teraz kartą energetyczną w wojnie zastępczej ze Stanami Zjednoczonymi i Unią Europejską. Od teraz do zimy możemy spodziewać się coraz bardziej bolesnych niespodzianek dla przemysłu i obywateli Europy. Boimy się nawet pomyśleć, co stanie się tej zimy na Ukrainie, jeśli Rosja odetnie jej dopływ gazu, skoro kraj jest w 90% uzależniony od gazu z Donbasu – który stał się rosyjski – i importuje 30% z Rosji… Ukraińcy są umrzeć z zimna — w przenośni i, niestety, dla niektórych dosłownie.
23141	53	„Turbina czy nie turbina” wydaje się być rozwiązana. „Rosyjski gaz czy nie rosyjski gaz, oto jest pytanie” – pytają współcześni Hamletowie.
23142	1	Stany Zjednoczone: Demokraci przygotowują własne powstanie
23142	3	Od kilku tygodni Demokraci i ich medialni sługusy robią show dymne na temat „powstania” z 6 stycznia 2020 r. Celem jest zatem „zrozumienie”, co doprowadziło do tego „bezprecedensowego ataku” na demokrację, i zidentyfikowanie sprawców. .
23142	5	Nie mogę powstrzymać uśmiechu, kiedy widzę, jak Demokraci hiperwentylują się w związku z zamieszkami z 6 stycznia. Tak, osoby odpowiedzialne muszą zostać zidentyfikowane i uwięzione. Ale kiedy przychodzi czas na złość się na porażkę, Demokraci nie mają nikogo do nauczenia.
23142	7	Wystarczy spojrzeć na całą prezydenturę Trumpa. Z pogłosek sfabrykowanych przez obóz Clintona wielokrotnie podejmowano próby skazania złego pomarańczowego człowieka za haniebną zbrodnię pokonania Demokraty, który był zbyt głupi, by prowadzić kampanię w kluczowych stanach.
23142	9	Ale nawet będąc u władzy, partia Joe Bidena wszelkimi sposobami próbuje ustanowić swoją władzę w bardziej niż wątpliwy sposób – „powstanie”, jeśli przestudiujemy jego logikę.
23142	11	Rzeczywiście, po kilku decyzjach Sądu Najwyższego, które poszły „w złym kierunku”, kilku polityków i wpływowych zwolenników Demokratów nie zadało sobie trudu, by zaatakować Trybunał.
23142	13	Najpierw jest odrzucenie decyzji Roe vs Wade, która wyciekła prawie dwa miesiące temu. Tak więc Demokraci mieli mnóstwo czasu na skodyfikowanie federalnego prawa aborcyjnego. Ale od przełomu wieków wielu zwolenników aborcji zajmowało tak skrajne stanowiska i odrażające praktyki – nie odrzucane przez demokratyczny establishment – ​​że nie mogli.
23142	15	Dlatego z dachów twierdzą, że Sąd Najwyższy właśnie zakazał aborcji, co jest nieprawdą. Z pewnością kilka stanów już zakazało tej praktyki lub zamierza to zrobić. Ale inne nic nie zmieniły, a nawet reklamują się jako „sanktuaria” dla aborcji. Kilku pracodawców oferuje nawet opłacenie procedury dla swoich „pracowników z macicą”. (wstaw łatwy żart na temat racjonowania kosztów ubezpieczenia)
23142	17	Równi, nie podporządkowani
23142	19	Szumowiny wokół Sądu Najwyższego trwały w innych orzeczeniach dotyczących posiadania broni, talonów szkolnych i przyznania Federalnej Agencji Środowiska (EPA) uprawnień do regulowania emisji CO2. W każdym przypadku „właściwą” liberalną decyzją było albo ograniczenie ograniczeń rządowych, albo pamiętanie, że tylko Kongres uchwala prawa, chyba że wyraźnie deleguje je do agencji, która ma to robić w ich imieniu.
23142	21	W przeciwieństwie do Republikanów, którzy zachowali stosunkowo spokój w obliczu niekorzystnej decyzji w sprawie imigracji, Demokraci szybko zakwestionowali legitymację Sądu Najwyższego, wzywając do włączenia większej liczby sędziów, aby osłabić wpływy najbardziej konserwatywnych w tej kwestii. lub nawet całkowicie go rozpuścić. Protestujący próbowali nawet brutalnie zaatakować legislaturę w Arizonie bez wzdrygnięcia się mediów. Wielu miało nawet czelność wykorzystać je do sfinansowania kolejnej kampanii.
23142	23	Czy możesz sobie wyobrazić reakcję demokratów i ich lokajów, gdyby republikanie byli tak wściekli, gdyby decyzja poszła w drugą stronę? Posunęlibyśmy się dalej z oskarżeniami o zagrożenie dla demokracji. Ale z immunitetem Demokratów dostaniesz złoty bilet do wszystkiego.
23142	25	W ten sposób mogą sobie pozwolić na bezwstydny atak na równorzędną gałąź rządu, którą chcą nagiąć do swojej woli. To żarliwe pragnienie istniało co najmniej od czasu Franklina Roosevelta, który nie pochwalał anulowania jego niekonstytucyjnego Nowego Ładu, który wprost kopiował politykę gospodarczą Mussoliniego.
23142	27	Krótko mówiąc, Demokraci przypominają nam, że jeśli chodzi o atakowanie instytucji demokratycznych, są co najmniej tak samo żałośni jak Republikanie. Jak każda dobra partia w republice bananowej, nie spoczną, dopóki wszystkie gałęzie rządu nie staną po ich stronie.
23142	29	Wolność, która oświeca świat, nie ma niestety mocy większej niż 15 watów...
23143	1	Koniec zielonej biurokracji w USA, ale nie w UE
23143	3	Artykuł z Konflikty
23143	5	Sąd Najwyższy Stanów Zjednoczonych kończy biurokrację, która zamierza kontrolować życie Amerykanów. Ochrona życia obywateli Europy przed bezużyteczną i wolnościową biurokracją Brukseli i Strasburga byłaby pilną sprawą.
23143	7	W ciągu dwóch tygodni Sąd Najwyższy Stanów Zjednoczonych wydał w czerwcu 2022 r. historyczne decyzje, które będą miały znaczące konsekwencje na nadchodzące dziesięciolecia. Rozpoczęła od potwierdzenia, że ​​prawo do noszenia broni jest prawem konstytucyjnym, że nauczyciel wychowania fizycznego ma prawo do cichej modlitwy na boisku sportowym, a następnie w sprawie Dobbsa Trybunał orzekł, że amerykańska konstytucja nie opowiada się po żadnej ze stron kwestię aborcji i że w związku z tym państwo federalne nie musi się nią zajmować, a decyzja należy do narodu i jego wybranych przedstawicieli (zob. bardzo obszerny artykuł autorstwa Drieu Godefridi). Decyzje te zszokowały poprawny politycznie świat Europy, który od razu je skrytykował, nawet nie zadając sobie trudu przeczytania tekstów prawnych. Prezydent Macron i inni pozwolili sobie nawet na krytykę decyzji suwerennego sądu w państwie trzecim.
23143	9	Na zakończenie serii orzeczeń z czerwca 2022 roku Sąd Najwyższy Stanów Zjednoczonych stwierdził, że o ograniczeniu emisji CO₂ z elektrowni powinni decydować ustawodawcy, a nie urzędnicy Agencji Ochrony Środowiska (EPA).
23143	11	Afront dla Joe Bidena aka Baracka Obamy
23143	13	Podobnie jak decyzja Dobbs, West Virginia v. EPA wyciekła do prasy 14 czerwca – co jest bardzo niezwykłe – aby spróbować, jeśli to możliwe, zmodyfikować głosowanie, zanim stanie się ono ostateczne (trwa dochodzenie administracyjne). Nie mogąc stanowić prawa w sprawie dekarbonizacji elektrowni, ponieważ Ameryka, a co za tym idzie także władza ustawodawcza, jest podzielona, ​​prezydent Barack Obama upoważnił agencję federalną do uchwalenia ustaw przeciwko elektrowniom węglowym. Sędziowie orzekli sześć do trzech, że EPA nie ma prawa przejmować władzy ustawodawczej. Tak jak nie wypowiadali się na temat zalet aborcji, nie wypowiadali się na temat klimatu, ale zasugerowali, że duet Obama-Biden musi przejść przez decyzję Kongresu, jeśli chce ograniczyć emisje CO₂. Trybunał uważa, że ​​Kongres nie może abdykować, przekazywać swojej odpowiedzialności za najważniejsze kwestie, które mają wpływ na życie obywateli amerykańskich, takie jak emisje CO₂. Ponieważ główne zasady muszą zostać zatwierdzone przez przedstawicieli, administracja próbuje legalnie narzucić swoją politykę Kapitolowi.
23143	15	Ta decyzja wywołała wiele reakcji, a aktywiści po obu stronach Atlantyku nie odpuszczają. Nathaniel Keohane, prezes Center for Climate and Energy Solutions, manipulując informacjami jak wszyscy aktywiści, powiedział, że „decyzja grozi spadkiem Stanów Zjednoczonych daleko w tyle za naszymi międzynarodowymi partnerami, którzy przyspieszają wysiłki na rzecz wypełnienia zobowiązań klimatycznych”.
23143	17	Na końcu tego artykułu przekonamy się, że jeśli jest jakieś przyspieszenie, to dotyczy ono globalnej emisji CO₂.
23143	19	The Wall Street Journal pisze, że trzej „sędziowie sprzeciwu ubolewają, że Kongresowi brakuje wiedzy fachowej, aby regulować kwestie techniczne, takie jak zmiany klimatu. W przypisie sędzia Gorsuch zauważa „zły” [sic] charakter Woodrowa Wilsona, postępowego krytyka konstytucji i założyciela państwa administracyjnego, który wierzy w rządy ekspertów, ponieważ ludzie są głupi. Prawdziwym problemem dla dysydentów jest to, że Konstytucja celowo utrudnia uchwalanie ustaw”.
23143	21	Można argumentować, że w UE to prawodawca decyduje o tych bardzo złożonych kwestiach, ale należy również uznać, że europejski prawodawca stworzył chaos, jak zobaczymy później.
23143	23	Pozew został wszczęty na wniosek stanu Wirginia Zachodnia, który poprowadził koalicję 20 innych stanów republikańskich i spółek węglowych do zakwestionowania nadużycia władzy przez urzędników zajmujących się ochroną środowiska, co zmusiło producentów węgla i gazu do subsydiowania energii odnawialnej. Ministerstwa lub agencje zajmujące się środowiskiem są bastionami ochrony środowiska, które są po to, aby „orędować w sprawie”. Doświadczyłem tego w życiu zawodowym (przeczytaj znakomitą analizę Philippe'a Silberzahna „Kiedy eksperci stają się aktywistami”).
23143	25	Eksperci aktywistów ekologicznych
23143	27	30 czerwca 2022 r. Europejski Trybunał Obrachunkowy opublikował raport, z którego wynika, że ​​Komisja Europejska wydawała około miliarda euro rocznie na konsultantów zewnętrznych w latach 2017-2020, czyli okresie, w którym opracowywano politykę dekarbonizacji Fit55. W odniesieniu do korzystania z konsultantów zewnętrznych Trybunał Obrachunkowy zauważył, że „korzystanie z tych usług ma jednak istotne niedociągnięcia, które stwarzają ryzyko nadmiernej zależności i konfliktu interesów. Komisja nie zarządzała w wystarczającym stopniu tym ryzykiem i przekazała jedynie ograniczone informacje na temat korzystania z usług konsultantów”. Jasne, nie wszyscy z tych konsultantów są koniecznie ekologami, ale gdyby nie odważyli się tańczyć jak politycznie poprawny gwizdek, po prostu nie dostaliby więcej kontraktów.
23143	29	W przeszłości ekspertyzy kontrolowały służby Komisji Europejskiej. „Reforma Kinock” (około 2000 r.) usunęła umiejętności techniczne z usług i od tego czasu ekspertyza jest dostarczana przez konsultantów i lobby. Zjawisko to jest sublimowane w Parlamencie Europejskim. Skutkuje to coraz bardziej złożonymi decyzjami, które, gdy przechodzimy do kwestii technicznych, niekoniecznie są racjonalne lub wyważone. Dyrektywa z 2018 r. zmieniająca dyrektywę w sprawie efektywności energetycznej z 2012 r. zawiera 20 stron (małym drukiem) zmian w stosunku do dyrektywy z 2012 r., która miała 54 strony, 15 załączników, a nawet skomplikowany wzór matematyczny, który trudno zapisać w tekście. Tak więc obecnie w Dzienniku Urzędowym UE znajdują się 74 strony przepisów wyjaśniających, jak osiągnąć efektywność energetyczną…
23143	31	Powrót do pragmatycznego realizmu jest pilny i niezbędny, ponieważ skala i biurokratyczny koszt naszych wysiłków na rzecz redukcji emisji są dla nas coraz bardziej niekorzystne. W dziedzinie dekarbonizacji (jak zauważyliście, coraz mniej mówimy o zrównoważonym rozwoju) największe wpływy mają organizacje pozarządowe zajmujące się ochroną środowiska. Wystarczy spojrzeć na nieprawdopodobną decyzję o zakazie stosowania pojazdów termicznych do 2035 roku. Chociaż uważa się, że lobby producentów samochodów jest wszechpotężne, w rzeczywistości to zielone lobby narzuciło swoją wolę w sektorze, w którym Europa jest liderem. Ta porażka jest tak wielka, że ​​grupa Stellantis – 12 marek samochodów – postanowiła opuścić lobby ACEA, nie mogąc obronić swojego przetrwania. Nie będziemy rozwodzić się nad drażliwą kwestią subsydiów w Strasburgu i Brukseli, gdzie tysiące zielonych lobbystów otrzymuje wynagrodzenie za pośrednictwem „projektów”.
23143	33	Kontrolowanie węgla to kontrolowanie życia
23143	35	Co powinniśmy stwierdzić?
23143	37	Weszliśmy w niezwykle złożony świat, którego nie można już opanować, ponieważ implikacje są liczne i zróżnicowane, z równie złożonymi skalami czasowymi i pętlami sprzężenia zwrotnego. Weźmy przykład energii odnawialnej: na pierwszy rzut oka genialny i zdroworozsądkowy pomysł, ale po 49 latach promocji technologicznej i 22 latach manipulacji na rynku stajemy w obliczu kryzysu energetycznego, który mocno uderza w obywateli i przemysł. . Niemieckie turbiny wiatrowe nie będą w stanie nic zrobić, by uratować niemiecki przemysł chemiczny, jeśli Władimir Putin zdecyduje się zaprzestać dostaw do Niemiec gazu ziemnego, którego tak bardzo potrzebują fabryki.
23143	39	Trzeba pilnie zatrzymać ten szalony wyścig, który prowadzi do rozczarowania obywateli tym, co pozwoliło nam żyć w pokoju przez 70 lat. Zamiast pokoju mamy teraz strach, biedę i brak wolności. Ponieważ, jak powiedział klimatolog Richard Lindzen: „Jeśli kontrolujesz węgiel, kontrolujesz życie”, jeśli obywatele nie zareagują, UE nie tylko będzie kontrolować każdy szczegół naszego życia, ale jeszcze bardziej pogrąży nas w niepewności, reszta świata nie przejmuje się emisją CO₂. Dane z rocznego przeglądu statystycznego BP opublikowanego w tym tygodniu pokazują, że globalne emisje CO₂ wzrosły o 59% od roku bazowego 1990, emisje w UE spadły o 27%, a emisje spoza OECD wzrosły o 135%. Naszej biurokracji nigdy nie uda się zredukować globalnej emisji CO₂. Zużycie węgla w Chinach i Indiach stanowi dwie trzecie światowego zużycia. Stan Wirginia Zachodnia będzie nadal, dzięki Sądowi Najwyższemu Stanów Zjednoczonych, palić węglem jak reszta świata… tak jak my, jeśli Władimir Putin zemści się na europejskich sankcjach wobec Rosji odcinając rosyjski gaz.
23144	1	Pap Ndiaye w Edukacji Narodowej: dekonstrukcja i hipokryzja
23144	3	Claude Meunier-Berthelot, nauczyciel, eseista ♦ Nominacja Papa Ndiaye na szefa Ministerstwa Edukacji Narodowej wywołała ciekawe komentarze!
23144	5	Tak więc ta nominacja byłaby w całkowitej sprzeczności z polityką edukacyjną Blanquera, który miał być zagorzałym republikaninem! To nie jest trywialne! To nie pierwszy raz, gdy bzdury rozpowszechniane są na temat edukacji narodowej w ogóle, a ministrów w szczególności, ale jest powód nie tylko do śmiechu, ale także do smucenia się z powodu prostackiej ignorancji tych, którzy widzą w Blanquerze zagorzałego republikanina podczas trąbienia obowiązek poszanowania i ożywiania wartości Rzeczypospolitej - tylko dla naszych dzieci - uczynił morderczą priorytetową politykę edukacyjną, wzmacniając w sposób spektakularny politykę doskonałości na rzecz populacji pochodzenia imigranckiego, którym, jest bezpiecznym zakładem, że wartości Republiki nie są bardziej nauczane, niż proszone o ich przestrzeganie, kiedy rewolucja szkolna, którą zapisuje Pap Ndiaye dla naszych dzieci, niszczy wszystkie fundamenty instytucji publicznej i prywatnej szkoły objętej umową , od szkół podstawowych po uniwersytety, rujnując w ten sposób ich przyszłość na rzecz imigrantów.
23144	7	Co planuje Pap Ndiaye?
23144	9	Strzeżmy się też myślenia, że ​​zmiana ministra oznacza zmianę polityki.
23144	11	Pierwsze deklaracje Papa Ndiaye są jednoznaczne: twierdzi on, że zachowuje pewną kontynuację z poprzednikiem: nie tknie Parcoursup ani reformy matury bardziej niż reformy szkoły średniej.
