doc_id	paragraph_id	po-ge
25120	25	Er fügte hinzu, dass die Entscheidung, angesichts des Scheiterns den Kampf um Kiew aufzugeben, den Norden der Ukraine zu verlassen und sich auf den Südosten zu konzentrieren, aus militärischer Sicht richtig gewesen sei und beweise, dass Putin seinen Fehler verstanden habe und trotz einiger Isolation von der Welt, in der er sich seit der COVID-19-Pandemie befindet – bleibt ein rationaler Akteur.
25120	27	Ein britischer Journalist zitierte die Meinung von Semyon Gluzman, einem ukrainischen Psychiater, der sich als erster öffentlich gegen den Einsatz der Psychiatrie zur Verfolgung von Dissidenten während der Sowjetzeit ausgesprochen hatte, Putin sei „böse, nicht verrückt“. „Das ist eine gute Nachricht, denn er wird keine Atomwaffen einsetzen. Er weiß, dass es das Ende Russlands bedeuten würde, wenn er es täte“, sagte Sweeney.
25120	29	Russland nach Putin aufzubauen, wird sehr schwierig sein
25120	31	"Als er über die Zukunft Russlands sprach, betonte er, dass man sie nicht nur durch Putins Prisma betrachten könne. „Ich stimme nicht zu, dass es kein anderes Russland als Putin gibt. Es gibt das Russland von Natalia (Estemirova), Boris (Nemzow), Alexei (Nawalny). Das Problem ist, dass dieses andere Russland vergiftet, beschossen, eingesperrt wird. was Wir können hoffen, dass der Druck auf Wladimir Putin so groß wird, dass er überwältigend wird und dann ein neues Russland geschaffen wird. Und die Bitte an meine russischen Freunde lautet: Vermasseln Sie es nicht"", forderte Sweeney. Er räumte jedoch ein, dass der Aufbau dieses neuen Russlands eine sehr schwierige Herausforderung sein wird."
25122	3	Die russische Invasion in der Ukraine hat den russischen Unterhaltungssektor gespalten. Einige Künstler unterstützten das Vorgehen des Kreml, andere kritisierten mehr oder weniger offen. Die ukrainischen Medien verweisen jedoch vor allem auf das Schweigen der Satire- und Kabarettindustrie, die Präsident Selenskyj nahesteht.
25122	5	Eines der meistkommentierten Themen im russischen Showbusiness der letzten Monate war die Auswanderung der berühmten Alla Pugacheva. Der große Star der russischen Bühne steht heute dem herrschenden Regime kritisch gegenüber, doch wurde ihre Entscheidung, das Land zu verlassen, laut Medien vor allem von der Angst vor den Folgen der regierungsfeindlichen Äußerungen ihres Mannes, des Komikers Maksim Galkin, 27, bestimmt Jahre jünger. Das Paar entschied sich zusammen mit seinen beiden Kindern, fast zehnjährigen Zwillingen, zur Flucht nach Israel.
25122	7	"Galkin ist nicht der einzige russische Satiriker, der sich offen gegen den Krieg ausspricht. In einem vom unabhängigen russischen Portal Meduza veröffentlichten Brief appellierten 260 russische oder russische Comedians an Wladimir Putin, ""die Militäroperationen auf ukrainischem Territorium einzustellen und Meinungsverschiedenheiten durch Verhandlungen beizulegen""."
25122	9	"Die ""Zelensky-Industrie"" schweigt"
25122	11	Allerdings sind die Beispiele von Galkin oder den Unterzeichnern des Briefes an Putin in der Satirebranche noch immer eine Minderheit. Die meisten Satiriker vermeiden es, über Krieg zu sprechen. Selbst aus den Kreisen der ehemals sowjetischen und heute in fast allen Ländern populären ehemaligen UdSSR-Kabarettliga „KVN“ (russische Abkürzung für „Klub der Fröhlichen und Erfinderischen“), dem heutigen Präsidenten, sind keine unterstützenden Stimmen zu hören Ukraine Volodymyr Zelensky begann seine Karriere und wo bis 2014 Kabarettteams aus der Ukraine zahlreich auftraten und sogar erfolgreich waren.
25122	13	Im April kritisierte ein Mitarbeiter von Alexei Nawalny, Lyubov Sobol, in einer auf YouTube veröffentlichten Aufzeichnung Komiker des beliebtesten russischen Unterhaltungssenders TNT, von denen die meisten, wie Selenskyj, von KVN stammen.
25122	15	Zum „schwarzen Schaf“ der Ukrainer ist vor allem der kasachische Komiker Nurlan Saburov geworden, der vor allem in Russland auftritt und mit TNT zusammenarbeitet. Als er bei Frühjahrsaufführungen in den USA gebeten wurde, sich zum andauernden Krieg in der Ukraine zu äußern, weigerte er sich, eine eindeutige Position einzunehmen. „Ich habe auch meine Ängste. Ich habe eine Familie und Kinder, das sollten Sie verstehen“, sagte er von der Bühne.
25122	17	Der Strohhalm, der den Becher zerbrach, war jedoch ein ungeschickter Scherz, den er sich bei einem der Auftritte erlaubte. Als ein Aktivist in einem mit roter Farbe befleckten Kleid, das das Blut der Ukrainer symbolisierte, auf die Bühne rannte, fragte Saburov, um die Situation zu beruhigen, ob es Menstruation sei. Die ukrainischen Medien warfen ihm daraufhin nicht nur Unhöflichkeit und Ignoranz, sondern vor allem Feigheit vor.
25122	19	Auch eine eindeutige Kritik am Putin-Regime ist in den meisten Satiresendungen kaum zu finden. Odnazhdy w Rossii (russisch: „Es war einmal in Russland“), produziert von TNT, macht sich über Russlands Mängel lustig und enthält Ironie über die jüngsten Ereignisse (zum Beispiel ein Lied darüber, wie Russland mit dem Mangel an westlichen Produkten umgeht, der durch verursacht wird Sanktionen), aber niemals bestimmte Grenzen überschreiten.
25122	21	Ukrainischer Komiker: Russische Künstler „Geisel“ des FSB
25122	23	Viele ukrainische Künstler waren zutiefst empört über das Schweigen russischer Satiriker. Der ukrainische Komiker Igor Łastochkin verwies auf das Verhalten seiner Kollegen mit größerem Verständnis, wenn auch immer noch kritisch.
25122	25	Ein guter Freund von Wolodymyr Zelensky startete wie er seine Karriere bei KWN. Er trat ziemlich lange in Russland auf – auch in dem oben genannten Programm – und kennt die lokale Satire- und Kabarettumgebung daher „in- und auswendig“.
25122	27	Lastotchkin enthüllte in einer Online-Show, dass er nach dem 24. Februar mit seinen alten Freunden, russischen Komikern von TNT, über den Krieg gesprochen habe. Nach seinen Worten sind die meisten von ihnen mit Putins Vorgehen nicht einverstanden. „Am Ende konnte ich sie jedoch nicht überzeugen (öffentlich zu diesem Thema zu sprechen – Anm. d. Red.)“, gab der Komiker zu.
25122	29	"Der Grund für das Schweigen russischer Künstler sei gerade die Angst vor den Folgen von Ehrlichkeit, glaubt er. Seiner Meinung nach behandelt der Bundessicherheitsdienst (FSB) Künstler gewissermaßen als ""Geiseln"", die bei Widerstand sofort festgenommen und dann vielleicht sogar inhaftiert werden."
25122	31	„Nur sie hatten eine Wahl: Russland zu verlassen. Dann könnten sie normal sprechen und damit ihr Gesicht wahren“, sagte Lastochkin mit deutlichem Bedauern.
25122	33	Warum sprechen russische Satiriker nicht über den Krieg?
25122	35	Der einzige Ort, an dem sich einige der Satiriker, die es vermeiden, über die russische Invasion zu sprechen, erlauben, sie zu kritisieren, sind die sozialen Medien. Meistens handelt es sich jedoch um vorsichtige und recht allgemeine Erklärungen zur „Friedensförderung“.
25122	37	„Menschen sind das Wichtigste. (…) In der Ukraine habe ich Freunde, mit denen ich viele Beziehungen habe. Ich möchte nicht, dass sie oder ihre Familien oder irgendjemand leiden. Ich bin für den Frieden“, schrieb zum Beispiel der russisch-kasachische Komiker Azamat Musagaliyev von TNT – wahrscheinlich bezog sich unter anderem Lastochkin auf Komiker, die sich weigerten, sich entschieden über die Ukraine zu äußern.
25122	39	"""Es ist kaum verwunderlich, dass sich russische Künstler im heutigen Russland, das sich zu einem totalitären Staat entwickelt, nicht (über den Krieg in der Ukraine - Anm. d. Red.) äußern"", glaubt Dr. hab. Agnieszka Legucka vom Polnischen Institut für Internationale Angelegenheiten."
25122	41	Der EURACTIV.pl-Gesprächspartner weist darauf hin, dass die sozialen Medien immer noch einen gewissen Raum für die Meinungsfreiheit von Regimekritikern bieten. „Russische Behörden kontrollieren noch nicht alles zu 100 %, obwohl sie dies versuchen, z. B. durch Blockieren von Instagram oder Twitter“, betont er.
25122	43	"„Russische Behörden haben eher die Taktik der gesetzlichen Regelungen übernommen. Sie ändern das Gesetz, um die Justiz effektiver einzusetzen, um bestimmte Personen strafrechtlich zu verfolgen“, erklärt er. Wie er sagt, ist es gewissermaßen eine ""Rückkehr in die Vergangenheit"", in die Sowjetzeit, wo es - wenn nötig - für jede ungünstige Person einen Paragraphen geben wird. Derzeit fehlt den Behörden jedoch das Instrumentarium, um alle Kremlkritiker strafrechtlich zu verfolgen, glaubt der Experte."
25122	45	Comedians erkennen also, dass sie sich in den sozialen Medien vorerst eine gewisse Freiheit leisten können, aber innerhalb gewisser Grenzen, betont er.
25122	47	"""Meinungsfreiheit in Russland wird zunehmend eingeschränkt"""
25122	49	Agnieszka Legucka weist auch auf eine gewisse Denknaivität vieler russischer Satiriker hin, was auch der Grund für ihre Zurückhaltung sein dürfte, sich zum andauernden Krieg im Nachbarland zu äußern.
25122	51	"Ihrer Meinung nach ""haben diejenigen Künstler, die die Situation verstehen, Russland bereits verlassen."" Wer hingegen in den sozialen Medien immer noch über die Ukraine redet, es aber vermeidet, „offline“ darüber zu sprechen, „hoffe immer noch, dass das alles aufhört, dass dieser „Sondereinsatz“ endet und vielleicht wieder Normalität einkehrt“."
25122	53	"Nach Ansicht von Legucka ist dies ein ""etwas zu optimistisches"" Denken. „Die Meinungsfreiheit in Russland wird zunehmend eingeschränkt. Putin hat zunehmend Angst vor einem Machtverlust, und da die Formel des ""äußeren Feindes"" erschöpft ist, wird es notwendig sein, nach einem ""inneren Feind"" zu suchen - wie zum Beispiel heute als ""ausländische Agenten"" (russisch ""inoagenty"" - Hrsg. )"", erklären."
25122	55	„Am Ende werden Intellektuelle, einschließlich Comedians, zu einem solchen Feind“, erwartet der PISM-Analyst.
25123	2	Die militärische Lage der Ukraine nach neun Wochen Krieg
25123	4	Trotz des formellen Beginns der zweiten Phase der Offensive gegen die Ukraine - 19. April dieses Jahres. – Russland ist es nicht gelungen, die ukrainische Verteidigung im Osten des Landes zu durchbrechen. Dort finden intensive Kämpfe statt, aber in naher Zukunft ist keine wesentliche Änderung der militärischen Lage zu erwarten. Gleichzeitig wächst die Bedeutung der Versorgung der Ukraine nicht nur mit Verteidigungswaffen, sondern auch mit anderen Waffensystemen: Panzern, Artillerie und Schützenpanzern, die es ihr ermöglichen könnten, Verteidigungslinien und mögliche Gegenangriffe aufrechtzuerhalten. Auf der Rammstein-Konferenz am 26. April einigten sich die westlichen Staaten darauf, diese Unterstützung zu verstärken und zu koordinieren.
25123	6	Wo finden die intensivsten militärischen Operationen statt?
25123	8	Die Russen führen eine Offensive gegen die Städte Severodonetsk und Popasna im Gebiet Luhansk sowie gegen Slavyansk, Kurakhov, Avdiivka und Lyman im Gebiet Donezk. In der Region Charkiw laufen Operationen in Richtung der Stadt Izium, Charkiw wird beschossen. Russland verstärkte auch den Beschuss in den Regionen Odessa und Cherson. In der Ostukraine kämpfen Einheiten der 1. Panzer-Armee und der 20. All-Military Army des Wehrkreises West sowie der 35. All-Military Army und des 68. Army Corps des Wehrkreises Ost.
25123	10	Russland hat seine Offensivoperationen in den letzten Tagen intensiviert, aber sie reichen immer noch nicht aus, um in kurzer Zeit die Kontrolle über die Oblaste Luhansk und Donezk zu übernehmen. Obwohl der russische Verteidigungsminister Sergej Schoigu am 21. April erklärte, dass Mariupol unter vollständiger russischer Kontrolle stehe, gingen die Kämpfe in der Stadt weiter, hauptsächlich auf dem Gelände des Azovstal-Werks. In Mariupol setzen die Russen konventionelle Bomben ein, die die zivile Opferzahl erhöhen. Darüber hinaus hat Russland seine Taktik geändert und unter anderem den Beschuss der Eisenbahninfrastruktur und anderer kritischer Infrastruktureinrichtungen, einschließlich des Militärs, in der gesamten Ukraine begonnen die Lieferung von Waffen an die kämpfenden ukrainischen Einheiten blockieren.
25123	12	Wie ist die Situation der Verteidiger und wie sieht die militärische Unterstützung der westlichen Länder aus?
25123	14	Der ukrainische Generalstab berichtet, dass die im Donbass operierenden Streitkräfte täglich mehrere bedeutende russische Angriffe stoppen. In der Ost- und Südukraine operieren mehrere Brigaden, hauptsächlich mechanisierte, gepanzerte und motorisierte Infanterie. Die Ukrainer stützen ihre Verteidigung auf m.in. an den Grenzen des Geländes (natürliche geografische Hindernisse), was seine Wirksamkeit erhöht. Eine sehr wichtige Rolle spielen auch geheimdienstliche Informationen, die NATO-Staaten der Ukraine zur Verfügung stellen.
25123	16	Die ukrainische Seite gibt keine eigenen Verluste bekannt, aber unter Berücksichtigung der russischen Daten ist davon auszugehen, dass sie gezwungen sein wird, das Personal der Kampfeinheiten aufzufüllen, und das Potenzial der Ausrüstung, die sie vor dem Krieg hatte, erheblich ausgeschöpft hat . Damit wächst die Bedeutung schneller Waffenlieferungen aus westlichen Ländern, der Ausbildung von Soldaten und der Versorgung von Verwundeten. Am 26. April debattierten 40 Länder bei einer Konferenz in der amerikanischen Rammstein-Basis in Deutschland über die Möglichkeiten, der Ukraine zu helfen. Nach der Konferenz gab es zahlreiche Zusicherungen – vor allem aus Nato-Staaten, aber beispielsweise auch aus Australien – über den Transfer fortschrittlicher Waffensysteme in die Ukraine. Deutschland erklärte, die Gepard-Flugabwehrkanonen mit Eigenantrieb zu liefern, und Großbritannien - u.a. Starstreak-Flugabwehrsysteme. Die Ukraine ist bereits erreicht Amerikanische 155-mm-Haubitzen oder polnische T-72-Panzer. Darüber hinaus schulen die NATO-Staaten ukrainische Bediener für die gelieferten Waffensysteme.
25123	18	Welche Maßnahmen kann Russland wählen?
25123	20	In den kommenden Tagen ist mit einer Intensivierung der russischen Kampfhandlungen vor allem in der Ostukraine zu rechnen. Ein wichtiges Ziel wird die tatsächliche Übernahme von Mariupol sein, was eine Erhöhung der Zahl der Beschießungen des Werksgeländes Azovstal bedeutet. Erst nach der Eroberung der gesamten Stadt wird Russland in der Lage sein, einige Einheiten für den Kampf in den Oblasten Luhansk, Donezk und Saporischschja neu einzusetzen. Für die Russen wird es auch wichtig sein, ihre Positionen in den Regionen Mikołajów, Zaporizhzhia und KrzywoIR zu stärken. Sie werden ihre im Südosten und Osten der Ukraine operierenden Truppen weiter verstärken. Der ukrainische Generalstab gibt an, dass die Russen zwei taktische Bataillonsgruppen der 76. Luftangriffsdivision in das an die Ukraine grenzende Gebiet Belgorod entsandt haben. Unter Berücksichtigung der verstärkten Aktivitäten der Schwarzmeerflotte können wir auch mit weiteren Angriffen auf die Städte an der Schwarzmeerküste, aber auch auf kritische Infrastruktur im Westen der Ukraine rechnen. Die Aktivität der russischen Luftwaffe wird ebenfalls zunehmen.
25123	22	Was erwartet Sie in den kommenden Tagen?
25123	24	Angesichts der Bedeutung des 9. Mai, wenn in Russland der Tag des Sieges gefeiert wird, ist mit einer Intensivierung der russischen Propagandaaktivitäten gegen die eigene Gesellschaft zu rechnen, die die Legitimität der Kämpfe in der Ukraine aufzeigt und auf die „verbrecherischen Pläne“ der ukrainischen Seite hinweist von NATO-Staaten unterstützt. Möglich ist auch, dass die russischen Geheimdienste in Russland tätig werden, wie etwa Brandstiftung oder das Anbringen von Sprengstoff, unabhängig von den Aktivitäten der ukrainischen Seite in den an die Ukraine grenzenden russischen Regionen. Ukrainische Subversive werden dafür angeklagt, was das Hassgefühl gegenüber Ukrainern verstärken wird.
25123	26	Weitere Provokationen, ähnlich der Sprengung zweier Funktürme am 26. April, könnten auch in Transnistrien stattfinden. Da Russland ohne zusätzliche Unterstützung seiner in der Region stationierten Streitkräfte nicht in der Lage sein wird, von dort aus eine Offensive gegen die Ukraine zu starten, werden diese Provokationen darauf abzielen, die sogenannte Separatistische Behörden Transnistriens. Russland will, dass sie ihre bisherigen Neutralitätserklärungen gegenüber dem Krieg in der Ukraine aufgeben, und es will auch einen psychologischen Effekt erzeugen, indem es die Ukraine als einen aggressiven Staat darstellt, der nicht nur in Russland Sabotageakte betreibt.
25124	1	PUTIN SUCHT NACH ZWEI
25124	3	Senfgeschmack am Boden des Glases.
25124	5	Wenn irgendwo ein Glasfest gefeiert werden kann, dann natürlich in Russland. Es geht jedoch nicht um den Inhalt des Schiffes, sondern um ein bestimmtes Modell, das die Bürger der Russischen Föderation mit Stolz erfüllt. Dies sind die beliebten eckigen Brillen, die in IKEA Einrichtungshäusern erhältlich sind. Viele von Ihnen haben wahrscheinlich einen zu Hause. Die Russen könnten damit ein Problem haben, weil sich IKEA aus ihrem Land zurückgezogen hat. Vielleicht tun sie das, aber nicht in einem IKEA Einrichtungshaus. Zumindest wissen sie, wie man sie macht, und das ist etwas. Es ist vielleicht keine Technik, die mit dem iPhone oder anderen Waren aus dem verrotteten Westen vergleichbar ist, aber sie befriedigt die grundlegenderen Bedürfnisse des durchschnittlichen Russen als die Kommunikation mit Tiktok-Perversionen.
25124	7	Es gibt keinen besseren Zeitpunkt, um die Geschichte dieses Glases zu erzählen, als jetzt, nach dem Sieg über Schweden und während der russischen Aggression in der Ukraine.
25124	9	vierseitig
25124	11	Brillen sind beliebt, weil sie günstig und praktisch sind. Ein großer Teil davon wird in russischen Fabriken hergestellt, und lokale Forscher von Kuriositäten und dem Einfluss des russischen Alkohols und des technischen Denkens auf die Weltgeschichte behaupten, dass er in Russland erfunden wurde. Seinen Geburtstag feiert er am 11. September, aber (wahrscheinlich, weil in letzter Zeit nichts darüber bekannt ist) hat das nichts mit einem Terroranschlag zu tun. Es besteht kein Zweifel, dass manch ein russischer Muzyk, nachdem er ein paar Gläser getrunken hat, manchmal auf seine Frau einschlägt...
25124	13	"""Granija stakan"", oder ""ein eckiges Glas"", sollte im 17. Jahrhundert während der Regierungszeit von Zar Peter I. auf der Welt erscheinen. Er wollte, dass die Offiziere der Flotte Wein nach westlicher Art aus Glas tranken, und nicht aus hölzernen Gefäßen wie eine Wildnis. Damals war Glas noch kein so verbreitetes und billiges Material wie heute, also musste man sich Gedanken machen, wie man Verluste vermeidet. Einer, dass es teuer ist, und zwei, dass zerbrochenes Glas ein Verletzungsrisiko darstellt. Dieselben Probleme, aber der Drang zur westlichen Zivilisation war stärker."
25124	15	"Die spezielle Form des Glases sollte das Trinken an Bord des Schiffes erleichtern, denn wenn es herunterfiel, rollte es nicht wie seine runden Gegenstücke auf Tischen und dem Boden. Es lag auch besser in der Hand, wenn das Boot von den Wellen geworfen wurde, und das Unternehmen behielt nicht unbedingt die volle psychomotorische Leistungsfähigkeit. Eine historische Anekdote besagt, dass der Glasmacher Efrem Smolin aus Wladimir, der diese unzerbrechliche Alternative zum Lineal präsentieren sollte, der erste Hersteller des Glases war. Peter I. sollte beim Anblick der Erfindung „Stakanu-Wesen“ werfen und damit seine Zustimmung signalisieren. Das Gefolge des Zaren hörte jedoch den ""Schlag"" und zerbrach die Gläser als Glücksbringer. So begann der Prototyp des unzerbrechlichen Glases zerschmettert seine Karriere."
25124	17	Sie hat uns kaputt gemacht
25124	19	Die eigentliche und dokumentierte Karriere des quadratischen Glases begann in der Zeit der Union der Sozialistischen Sowjetrepubliken. Aber auch hier mangelt es nicht an Legenden und Vermutungen. Nach allgemeiner Meinung war die Autorin des Glasdesigns in der bis heute bekannten Form Wiera Muchina - eine Bildhauerin mit vielen sozialistisch-realistischen Werken. Am bekanntesten ist „Arbeiter und Kolchosfrau“ – eine monumentale Skulptur, die ein Paar Sowjets mit Hammer und Sichel in den Händen darstellt – ein Symbol des Filmstudios Mosfilm. Der Künstler, der das Glas entwarf, wurde angeblich – neben dem Geist der Zweckmäßigkeit – von antiken griechischen Säulen inspiriert. Am Entstehungsprozess sollte auch der Maler Kazimierz Malewicz beteiligt sein, der Autor des berühmten „Schwarzes Quadrat auf weißem Grund“.
25124	21	Tatsächlich ist wenig über die wahren Schöpfer des Projekts bekannt. Große Namen zu werfen, verleiht dem Glas Glamour, hat aber wahrscheinlich einen ziemlich losen Bezug zur Realität. Obwohl nichts ausgeschlossen werden kann: Viele Künstler arbeiten aus dem Rahmen, um etwas zu essen zu haben, und wenn die Heimat ruft und zahlt… Vor allem, wenn es eine sowjetische Heimat ist. Muchina hat einen Bierkrug entworfen, warum also sollte sie sich weigern, an der Arbeit an einem für Wodka nützlichen Glas teilzunehmen? Es ist besser, ein Glas zu entwerfen, als auf ein sibirisches Glas zu gleiten ...
25125	1	MIZERY AUS WOLODIEN
25125	3	Gurke, Gurke, Gurke, Weiß-Rot-Marineblau hat einen Anzug.
25125	5	Nach Kriegsausbruch beschloss die erwachte polnische Gesellschaft, klemlintreue Kaufleute zu bestrafen und einen Verbraucherboykott durchzuführen. Basierend auf der Überwachung von Kartenzahlungen in den Geschäften dieser Marken und Unternehmen, die in Russland geblieben sind, gab PKO BP an, dass die Verkäufe in ihnen zurückgegangen seien. Ein massenhafter Verbraucherboykott kann tatsächlich funktionieren. Dies zeigt den Rückzug aufeinanderfolgender Unternehmen, die Angst vor der Vision haben, zu viel Einkommen großer Unternehmen aus Russland zu verlieren. Zumindest für eine Weile oder teilweise, so wie Nestlé – ein Unternehmen mit bis zu 2.000 im Angebot. verschiedene Produkte, die boykottiert werden können, darunter die legendäre Winiary-Mayonnaise.
25125	7	Globales Dorf
25125	9	Im Zeitalter der Globalisierung mag es den Anschein haben, dass nur das, was Sie anbauen, wirklich ethisch und über jeden Verdacht erhaben ist. Aber selbst diese Aussage kann sich, wenn man sich damit beschäftigt, als falsch erweisen. Der Verbraucher von heute ist in ein verworrenes Netzwerk von Marktverbindungen verstrickt. In der Regel kann er die Herkunft des Produkts nicht unabhängig überprüfen, muss also den Etiketten oder den Worten des Verkäufers vertrauen. Was bewusstere Käufer von lokalen Produzenten kaufen, z.B. auf Märkten. Sie zahlen lieber mehr, lassen sich aber nicht auf unethische Praktiken, Umweltzerstörung, Klimaerwärmung oder – was jetzt an der Zeit ist – Kriegsverbrechen ein.
25125	11	Aber das Böse schläft nicht. Während sich alle darauf konzentrierten, Auchan und Nestle zu boykottieren, nahm Putins fünfte Kolonne eine machiavellistischere Form an – die Gurke.
25125	13	Russisches Feld
25125	15	Laut den Besitzern des Gewächshauses läuft die Praxis schon lange und hat nicht einmal Angst vor Krieg. Russische Gurken werden mit Lastwagen zu polnischen Großunternehmen gebracht, die sie verpacken, etikettieren und als ihre eigenen und vor allem für den Verbraucher - unsere - weitergeben. Polonisierte russische Gurken werden an große Supermärkte, aber auch an kleine Gemüsehändler und Unternehmer auf Marktplätzen verkauft. So viele werden importiert, dass für einheimisches Gemüse kein Platz ist. Die Situation ist so ernst, dass es praktisch unmöglich ist, eine polnische Gurke in Polen zu kaufen. Denn der ganze Spaß ist illegal
25125	17	Putins Gurken kommen auf Umwegen vor allem aus Mazedonien mit gefälschten Papieren zu uns.
25125	19	Früher kamen sie aus Litauen und Lettland, aber wie sich herausstellte, sind diese Länder zivilisierter als die Vierte Republik - nachdem sie von dem Fall erfahren hatten, begannen sie mit Inspektionen und das Verfahren wurde eingestellt.
25125	21	Wie empörte Bauern, die aus Angst vor der Gurkenmafia lieber anonym bleiben, etwa ein gewisser schlesischer Betrieb, der nur wenige Gurken selbst produziert, die Hälfte des Landes damit beliefern. Ukrainer werden zum Verpacken des Gemüses angestellt, es wird von polnischen Lieferanten geliefert und in Kühlhäusern gelagert, die mit EU-Mitteln für die Entwicklung der polnischen Landwirtschaft gebaut wurden. Der Schnitt für russische Gurken ist so groß, dass Sie mit einem Transport 80 bis 100 Tausend verdienen können. Zloty. Interessanterweise informierte Agrounia das Landwirtschaftsministerium über die Situation, das wahrscheinlich sagte, dass es auf magische Weise verschwinden wird, wenn es so tut, als gäbe es kein Problem. Ich wage nicht einmal zu sagen, dass die Regierung aus Imagegründen vorsätzlich die Augen vor der illegalen, äußerst unmoralischen und anstrengenden Gurkenpraxis für polnische Landwirte verschließt, nur um die Preise niedrig zu halten.
25126	1	DAS REFLEXION DES HERZENS, DER GLANZ DES VERSTANDES
25126	3	Damit die Ukraine gewinnt, sollte Putin verdammt sein. Die Polen tun alles, um ihn zum Lachen zu bringen.
25126	5	„Ich bin ermutigt, dass die Initiative, die ihren Ursprung in Sandomierz hatte, in Städten wie Warschau, Krakau, Rzeszów, Białystok und Płock positiv aufgenommen wurde. Ich glaube, dass die Hymne der Ukraine anstelle von Hornrufen in anderen polnischen Städten erklingen wird“, appellierte der Bürgermeister von Sandomierz, Marcin Marzec, an die Bürger der freien Welt.
25126	7	"Um Putin den Rücken zu kehren und ""als Teil der Solidarität mit der Ukraine"" wurde am Rathaus in Jarocin eine ukrainische Fahne aufgehängt."
25126	9	„Ich ermutige Bibliotheken, sich der Kampagne „Herz für die Ukraine“ anzuschließen. Es reicht aus, die Herzen an einer sichtbaren Stelle aufzuhängen (Fenster, Türen, Bücherregale, an der Theke, in Lesesälen) und Fotos der blauen und gelben Herzen auf Facebook mit dem Hashtag #SolidarnizUkrainą zu posten. Lasst uns gemeinsam eine Fotogalerie „Herzen für die Ukraine“ erstellen“ – die Bibliothek in Międzychód fügte dem Sieg über den Angreifer einen Stein hinzu.
25126	11	Auch das Warschauer Bierfest widersetzte sich dem russischen Militär. „In dieser schwierigen Zeit brauchen vor allem Ukrainer Hilfe. Ich habe keine Worte, aber keine Hoffnung. Die Craft Beer Community hat schnell auf die aktuelle Situation reagiert und Spezialbiere kreiert.
25126	13	Da die gesamte polnische Nation gegen den russischen Imperialismus kämpft, dürfen Tätowierer bei diesem Kampf nicht fehlen. Chimera Tattoo aus Wrocław spendete das gesamte Geld, das durch das Tätowieren jeder ukrainischen Flagge verdient wurde, um der Ukraine zu helfen. Jack Galan Art Studio aus Szczecin - das Gleiche: Einnahmen aus Tattoos mit einem gelb-blauen Herzsymbol wurden einer Sammlung gespendet. Die Mindestkosten für ein Tattoo betragen 100 PLN. Die Bescheidenheit der Tätowierer erlaubte ihnen nicht zu sagen, wie viele ukrainische Tätowierungen während der mehrtägigen Aktion gemacht wurden.
25126	15	"Im Internet ist der Kampf gegen Putin in vollem Gange. ""Russlands illegale und unprovozierte Militäraktionen in der Ukraine"" zwingen Internetnutzer, russische Produkte zu boykottieren. Soziale Netzwerke fordern Sie dazu auf, die Zahlen auf dem Barcode zu lesen. Wenn die ersten 3 Ziffern im Bereich 460-469 liegen, bedeutet dies, dass der Artikel in der Russischen Föderation hergestellt wurde und nicht gekauft werden kann. Es sei denn, das russische Unternehmen ist in einem anderen Land tätig. Dann hat es ganz andere Nummern, kaufen kann man es aber auch nicht. Benzin aus Orlen, hergestellt aus russischem Öl, ist natürlich ein durch und durch polnisches Produkt."
25126	17	"Fortgeschrittenere Internetnutzer beeilten sich, antirussischen Hacker-Cyberterrorismus zu verbreiten. Die Angriffe, Datenlecks und die Sicherheitslücken selbst schadeten jedoch nicht den russischen Unternehmen, sondern den Geheimdiensten verschiedener Länder, die diese Datenbanken seit langem ausspionieren. Deshalb gibt es Appelle an wohlmeinende Hacker, sich nicht verarschen zu lassen, denn die Hacks bringen die gesamte CIA- und Mossad-Geheimdienstarbeit zum Teufel. So erschienen auf Webseiten polnischer Netzwerk-Hacker folgende Aufrufe: „Indem Sie kritische Systeme durchsuchen, können Sie jemanden stören, der bereits dort lebt, und eine viel größere Wirkung erzielen, als Sie geplant haben. Die Ukraine erhält zweifellos wertvolle Informationen von NATO-Staaten, und ein Großteil davon stammt wahrscheinlich aus der Cyberwelt. Vermassele es nicht."""
25126	19	Andere polnische Internet-Scrambler, die keine Hacker sind, dachten, sie würden Putin einen Bärendienst erweisen, indem sie russische Netzwerke verlangsamen. Sie verlangsamten sich, aber nicht diejenigen, die offiziell vom Kreml zensiert wurden, sondern diejenigen, die von russischen Internetnutzern verwendet wurden, die mehr wissen wollten, als dass das russische Militär die Nazis aus der Ukraine tapfer schlägt, die ihre eigenen Zivilisten töten.
25129	1	Spannungen an der kosovo-serbischen Grenze. Protest der ethnischen Serben. Zwei Grenzübergänge wurden geschlossen
25129	3	Am Sonntag, dem 31. Juli, schlossen die kosovarischen Behörden zwei Grenzübergänge zu Serbien. Die Entscheidung fiel, nachdem im Norden des Kosovo lebende ethnische Serben Straßen blockiert und Schüsse auf die Polizei abgegeben hatten. Sie protestierten gegen die Anordnung, serbische Autokennzeichen durch kosovarische zu ersetzen.
25129	5	Kosovo hat vor 14 Jahren seine Unabhängigkeit erklärt. Etwa 50.000 Serben, die im Norden des Kosovo leben, verwenden immer noch Nummernschilder und Dokumente, die von den serbischen Behörden ausgestellt wurden. Sie wollen die Staatsdokumente des Kosovo auf diese Weise nicht anerkennen.
