doc_id	paragraph_id	it-fr
26145	3	"Carola Rackete revient sur les événements de 2019 après la deuxième plainte contre elle : ""J'ai défié et gagné Salvini. Sur le pilonnage, mon ONG Sea Watch n'était pas d'accord"""
26145	5	"CAROLA RACKETE : ""J'AI GAGNÉ SUR MATTEO SALVINI"""
26145	7	"Il l'a ouvertement défié, il s'est opposé à lui, en fait il l'a ""gagné"" mais tout le monde dans son ONG n'était pas d'accord avec ses actions : les mots de Carola Rackete - l'ancienne capitaine du navire Sea Watch 3 qui à l'été 2019 a amené des centaines de migrants secourus en mer à Lampedusa – ils restent valables contre Matteo Salvini pour deux raisons principales. Le caractère politique du bras de fer tenu avec le ministère de l'Intérieur il y a 3 ans ; ou encore la division interne de l'ONG allemande Sea Watch concernant le fameux ""éperonnage"" du navire italien de la Guardia di Finanza."
26145	9	"Après le deuxième non-lieu des charges retenues contre lui - précisément pour être entré dans le port de Lampedusa avec 40 migrants à bord - Carola Rackete dit à ""La Repubblica"" toute la satisfaction pour la bataille politique achevée : ""à la fin Salvini a perdu"". Nous savions au départ que le décret avait été approuvé, mais nous ne nous attendions pas à un conflit avec l'État italien. Après la récupération des naufragés en mer, il était clair qu'il n'y aurait pas de solution politique : tout le monde nous refusait le port de débarquement. C'est là que je me suis convaincu que je devais avoir le courage de défier votre gouvernement précisément sur le terrain préparé par Salvini avec son décret"". Le tout petit langage ""gentil"" tenu contre lui par le ministre de l'Intérieur de l'époque (""Monnaie allemande"", ""terroriste"") est aujourd'hui accueilli par Carola par des accusations politiques très précises, ""Ce langage du ministre montre avec quelle facilité on glisse de populisme vers l'autoritarisme. Le discours public est toxique contre les femmes, contre les migrants, contre les jeunes, contre l'environnement. S'il y avait eu un homme à la barre de Sea Watch 3, Salvini ne se serait pas comporté de la sorte. Et j'ai été réconforté de savoir qu'après mon arrestation, des dizaines de personnes ont protesté contre le sexisme."
26145	11	CONTEXTE SUR L'ÉPERONNAGE DU NAVIRE ITALIEN
26145	13	"Contre le gouvernement italien et en particulier contre Matteo Salvini, mais en réalité aussi contre ses propres dirigeants d'ONG : dans la même interview avec ""Rep"" en effet Carola Rackete raconte ce qui s'est passé dans l'échange dense de messages avec Berlin dans le ""très chaud"" jours de l'arrivée en Sicile après la récupération des migrants en pleine mer. « Je me souviens des nombreux conflits internes à Sea Watch. D'un côté il y avait moi, le chef de mission Philipp et le médecin-chef à bord, de l'autre le back office à Berlin » ; pour l'ancienne capitaine, le choix d'entrer dans les eaux territoriales italiennes mais aussi le blocus forcé de la marine à Lampedusa l'ont vue aller ""à l'encontre des recommandations du back office"". Nous n'avions pas d'accord établi ni de stratégie commune. J'ai pris une décision qui s'est heurtée à l'opposition d'une partie de l'ONG». Mais pourquoi n'a-t-on découvert qu'aujourd'hui que Sea Watch n'avait pas donné son feu vert au « pilonnage » du navire italien ? Pour Rackete, la raison est très simple : « En public, Sea Watch était à mes côtés et m'a aidé à mener l'enquête, mais j'aurais aimé aussi l'accord de Lampedusa. Il y avait une pression incroyable sur moi et j'étais le seul à pouvoir prendre la décision. Les conflits internes ont été plus difficiles à gérer que le conflit avec le gouvernement italien»."
26146	1	Terni, la gauche radicale dans la rue contre Poutine, contre l'OTAN et contre le gouvernement Draghi. Non aux livraisons d'armes vers l'Ukraine
26146	3	Les acronymes de la gauche dite radicale, le Parti communiste, la Refondation communiste, Potere al Popolo, les Cobas, sont descendus dans la rue à Terni pour protester contre l'invasion russe de l'Ukraine mais aussi contre l'interventionnisme de l'Otan à l'Est et contre la décision du gouvernement Draghi d'envoyer des armes en Ukraine. Une manifestation a eu lieu cet après-midi sous le Palazzo Spada.
26146	5	« Une garnison contre la guerre qui ensanglante l'Ukraine mais aussi contre l'OTAN parce que – dit Valerio Tobia de Potere al Popolo de Terni – son expansion vers l'est a été l'une des principales causes de cette guerre et l'OTAN reste un instrument militaire entre les mains de les États-Unis pour asseoir leur domination dans le monde. Les États-Unis qui ont joué un rôle décisif dans le coup d'État qui a renversé le gouvernement ukrainien légitime en 2014, qui avait le défaut d'être pro-russe. Pour mener à bien ce coup d'Etat, les USA n'ont pas hésité à financer ouvertement des gangs nazis. Nous sommes également sur la place - ajoute Tobia - pour dire non à l'envoi de 3 400 soldats italiens à la frontière russe décidé par le gouvernement Draghi et pour dire non à l'envoi d'armes, voté par l'ensemble du Parlement, à l'Ukraine.
26146	7	"Des faits - selon Tobias - qui témoignent de ""la subordination de tous les partis politiques à la volonté des États-Unis et de l'Union européenne""."
26146	9	"""Pour nous - ajoute le représentant de Potere al Popolo - Poutine et l'OTAN représentent les deux faces d'une même médaille, ils représentent le système capitaliste qui ne peut que nous conduire à la guerre""."
26146	11	"Tobias lui-même a qualifié la guerre de la Russie contre l'Ukraine ""d'agression criminelle"". ""Nous pouvons le dire - a-t-il ajouté - pas ces forces politiques qui remplissent leur bouche avec le mot paix mais votent ensuite pour envoyer des soldats et des armes en Ukraine, jetant de l'huile sur le feu pour une éventuelle troisième guerre mondiale""."
26147	1	"L'énième avant-dernier de Conte à Draghi : « Des armes à l'Ukraine ? Nous avons déjà donné"""
26147	3	"Giuseppe Conte demande au gouvernement de cesser d'envoyer des armes à l'Ukraine : ""L'Italie a déjà donné et maintenant elle doit être à la pointe de la paix"". Draghi sera dans l'hémicycle le 19 mai pour un reportage"
26147	5	"En écoutant les dernières déclarations de Giuseppe Conte dans les talk-shows, il semble que le Mouvement 5 Etoiles pourrait donner un répit au gouvernement à tout moment. Et même si le président Grillo a clairement indiqué hier soir à Porta a Porta qu'il « ne veut pas renverser » l'exécutif, mais que sa bataille sur la position de l'Italie dans le conflit en Ukraine vise à s'assurer que « la contribution du Le Mouvement 5 Etoiles est respecté et écouté et peut orienter les solutions de Palazzo Chigi », la formation d'un front toujours plus large parmi les opposants à l'envoi d'armes à l'Ukraine agite de plus en plus la majorité. « Après un troisième décret, voulons-nous faire une réflexion ? Après une troisième cargaison d'armes - qui pour nous ne doit être ni plus lourde ni plus meurtrière -, allons-nous discuter ? Après le troisième envoi, je crois que l'Italie a apporté sa contribution. L'Italie a déjà donné et doit maintenant être à l'avant-garde de la paix », a-t-il déclaré à PiazzaPulita. En fait, même la Ligue a commencé à battre sur ce point, ce qui fait que Conte se sent moins isolé. ""Je ne me permettrais pas de piquer Draghi - a ajouté l'ancien Premier ministre, précisant qu'il n'avait pas ""fait la paix"" avec le propriétaire du Palazzo Chigi - mais j'ai soulevé de graves questions politiques sur lesquelles je discute avec le parti de la majorité relative . À mon avis, après deux mois et demi, un gouvernement d'union nationale confronté à une urgence de guerre a le devoir de continuer à parler avec le Parlement. Nous avons besoin d'une direction politique, nous devons la clarifier »."
26147	6	L'énième avant-dernier de Conte à Draghi sur les armes à l'Ukraine
26147	8	"L'exécutif a jusqu'à présent continué d'agir sur la base de la résolution votée par la majorité du Parlement peu après l'invasion par la Russie. ""Aujourd'hui - se demande cependant Conte - il me semble que tout le monde en Italie commence à réfléchir à la possibilité que les intérêts stratégiques de l'Union européenne ne puissent pas être parfaitement superposés à ceux des États-Unis"". Un ""processus de réflexion"" est également en cours au sein du Parti démocrate : pas plus tard qu'hier, Letta a rencontré le leader 5 étoiles pour tenter d'assouplir ses positions sur le gouvernement. Gouvernement qui, selon ce que le Conte lui-même a déclaré sur la Piazza Pulita, ""va de l'avant par lui-même, décidant de temps en temps quoi faire et comment se positionner"". Pour répondre aux nouveaux besoins du Parlement, Draghi sera dans l'hémicycle le 19 mai pour un rapport, qui ne sera donc pas suivi d'un vote. La maison mère pentastellée au Sénat Mariolina Castellone avait demandé au premier ministre de s'exprimer par des ""communications"", à l'issue desquelles - contrairement aux informations - une résolution est attendue. La demande n'a pas été acceptée car les autres parties, dont la Ligue, n'ont pas rejoint la file d'attente. Un passage à une voix, selon Conte, aurait été ""un élément de clarification aussi pour les forces politiques""."
26148	1	Toute l'humanité attaquée
26148	3	ÉDITORIAL
26148	5	"Autre que «Pas de guerre, pas d'Otan», comme j'ai dû le lire sur une banderole circulant dans les rues de Parme ces derniers jours. Ici, le seul slogan à crier à tue-tête est ""Pas de guerre, pas de Poutine !"". Les images effrayantes des gigantesques explosions dans la capitale Kiev et dans d'autres villes avec lesquelles l'invasion à grande échelle de l'Ukraine a commencé, soumise à une attaque terrestre, aérienne et maritime concentrique lancée depuis le sud, l'est et le nord, elles parlent déjà d'elles-mêmes. Ainsi que les chiffres des premières victimes qui se comptent déjà par centaines. Dans son discours nocturne hallucinant, Poutine l'a qualifié d'""opération militaire spéciale"". Mais la particularité de cette tragédie aux conséquences inimaginables n'est que la préméditation de fer avec laquelle le dictateur russe a mis en œuvre ce qu'il avait décidé de faire depuis un certain temps. Le simple fait de le voir il y a quelques nuits assis de côté derrière le bureau avec un air à mi-chemin entre le mépris et l'ennui donnant ""sa"" leçon au monde entier, était effrayant. Les dictateurs, comme les patrons, ont toujours communiqué de la même manière. Donner l'impression de raconter quelque chose de tellement évident et banal qu'il n'autorise ni doutes ni réponses d'aucune sorte."
26148	7	"«L'Ukraine est à nous, de l'Empire russe!», avait sifflé l'ancien haut responsable du KGB au moment où le mur de Berlin était encore debout et «la plus grande catastrophe géopolitique du 20e siècle» (c'est-à-dire l'effondrement de l'URSS, toujours selon pour lui) n'était pas encore terminée. En scannant ce visage rendu encore plus glacial par les fortes injections de botox, les frissons avaient vite fait place aux souvenirs et je me suis retrouvée replongée au milieu de la Géorgie à l'été 2008. Parmi des dizaines de villages incendiés et rasés et des rivières de civils fuyant les armées envoyées par le tsar Vladimir pour « protéger » les républiques pro-russes autoproclamées d'Ossétie et d'Abkhazie. Il est difficile d'oublier cette paysanne âgée qui me regardait en silence, tenant la clé de sa maison à jamais perdue dans ses mains comme une relique. Ou les yeux vides de l'enfant destiné à devenir le symbole de la campagne « La Géorgie appelle Parme » que je lancerai à mon retour en Italie. Tout aussi indélébile est le souvenir de l'interminable odyssée vécue avec le directeur de la Caritas géorgienne, le père Witold, pour rejoindre Gori, la ville natale de Staline. Avec le coffre du véhicule tout-terrain rempli de paniers de pain pour les habitants qui n'avaient pas touché à la nourriture depuis des jours et la dizaine de checkpoints russes passés (bon Dieu) uniquement grâce à ce ""pass"" spécial. Jusqu'à arriver sur la place centrale de Gori sous l'énorme statue de Josif Vissarionovič Džugašvili : le seul à observer satisfait le carrousel de chars de l'Armée rouge surchargé de soldats triomphants pour la victoire fulgurante sur les défenses géorgiennes lilliputiennes balayées en une poignée de jours."
26148	9	"Maintenant, cependant, le stratagème de gangster utilisé il y a 14 ans en Géorgie par le dictateur russe et reproduit avec du papier carbone en Ukraine (il suffit de remplacer l'Ossétie et l'Abkhazie par les deux ""républiques"" également autoproclamées de Donetsk et de Lungansk et armées comme les précédentes toujours de Moscou) s'est transformé en invasion du deuxième plus grand pays d'Europe ! Et l'histoire - celle dure, sale et diabolique des bombes et des civils désarmés utilisés comme pions, non celle aseptique et nébuleuse des analystes qui ont promptement pris la place des virologues - s'est répétée mais cette fois dans des proportions énormément plus importantes. Mettant ainsi l'Occident - il est inutile de nous le cacher - dramatiquement dos au mur. En effet, personne, de Washington à Bruxelles, de Paris à Berlin en passant par Rome, Madrid et Londres, n'est ou ne voudra ""mourir pour Kiev"". Quant aux sanctions, il aurait suffi d'écouter les propos récents de l'ambassadeur de Russie en Suède - «Nous nous foutons des sanctions!» - de comprendre que dans ce satané jeu le gourdin - c'est-à-dire le gaz et pas seulement - est possédé par le tsar depuis le début. Sans parler de la sympathie mal dissimulée de secteurs importants de la politique et de l'opinion publique occidentales pour Poutine en tant que dictateur aussi longtemps que vous le souhaitez. Mais pour cette raison même, capable d'être respecté et, par conséquent, même digne d'être admiré (il y a à peine 48 heures, Trump l'a même qualifié de génie). Preuve que la sinistre fascination exercée historiquement par de tels personnages ne meurt jamais. Pas même pour expliquer et réexpliquer mille fois ce qui est arrivé à l'Europe après que le Premier ministre britannique Neville Chamberlain se soit laissé duper par Hitler en 1938 à Munich."
26148	11	Malgré ce précédent ruineux, en fait l'idée qu'il valait mieux ne pas trop tirer avec le tsar est passée. Alors que la catastrophe qui vient de commencer nous dit qu'elle n'était que l'éternelle illusion de ceux qui continuent à vivre dans un monde - le monde de l'après-guerre froide embrassé par le rêve d'un avenir sans limites de paix, de démocratie et de progrès - qui n'existe plus. Remplacé par un monde où les régimes autoritaires modernes armés jusqu'aux dents qui ont décidé de le diviser mènent la danse.
26148	13	Comme ils ont déjà commencé à le faire scientifiquement : Poutine avec l'Europe de l'Est, le Moyen-Orient et l'Afrique du Nord et même la Méditerranée désormais sillonnée en permanence par les cuirassés russes les plus modernes ; le dragon chinois avec le reste de l'Asie et de l'Afrique et même avec l'Amérique latine, attendant (tout au plus quelques années) de planter ses griffes dans le dos de Taiwan.
26148	15	"Plus encore, les commentaires de ceux qui, même face au terrible spectacle de l'Ukraine en flammes, s'obstinent à dépeindre une Chine opposée à l'invasion russe sont tout simplement pitoyables. Pékin n'a rien condamné, juste invité toutes les parties concernées à ""garder le calme"": difficile de le maintenir pour le malheureux peuple ukrainien soumis à une pluie ininterrompue de missiles et avec 200 000 soldats de l'Armée rouge postés sur le pas de sa porte avec l'ordre y rester jusqu'à ce qu'ils aient fini de « dénazifier » tout le pays."
26148	17	"Dans sa démonstration effrénée d'omnipotence, Poutine a également menacé de frapper ""quiconque tenterait d'interférer dans les opérations"". Une menace directe pour l'Amérique, l'Europe et l'OTAN. Je veux dire, nous tous. Comme dans le film de la saga Star Wars donc, l'empire a encore frappé. Et maintenant, il devrait également être clair pour les sourds et les aveugles qu'il pourrait le faire à nouveau : demain avec les États baltes également frontaliers de la Russie et déjà membres de l'OTAN, ou en mettant le feu aux Balkans, comme cela a déjà été suggéré."
26148	19	"Toute l'humanité et pas seulement l'Ukraine est attaquée. L'ONU l'a dit, l'Europe et l'OTAN l'ont dit, le Pape l'a dit aussi à sa manière avec sa prière inouïe pour préserver le monde de la folie de la guerre. A l'heure la plus sombre depuis la fin de la Seconde Guerre mondiale, il ne reste plus qu'à préparer (si tout se passe bien) un autre Afghanistan combattu cette fois au cœur de l'Europe puisque la seule chance qui reste aux Ukrainiens est de se rabattre sur un résistance longue et sanglante. Les dégâts sont à certains égards mineurs, comparés au risque imminent d'une troisième guerre mondiale et d'un holocauste nucléaire. Ce ""génie"" Poutine nous a amenés à cela. Un génie oui. Mais mauvais."
26149	1	Poutine n'a plus de missiles. Maintenant, Kiev peut gagner
26149	3	Un gros bluff qui peut encore faire mal. Selon Pavel Luzin, la menace verbale de Poutine d'une « riposte éclair » avec « des armes jamais vues auparavant » couvrirait en fait une situation désastreuse sur le terrain : des réserves de missiles dépouillées, de graves lacunes stratégiques et des troupes fatiguées et mal entraînées, qui piétinent à la merci d'une contre-offensive ukrainienne de plus en plus équipée et confiante. Mais attention, prévient l'analyste des forces armées russes de Perm : Moscou, si elle est épuisée et acculé, pourrait recourir à des solutions extrêmes.
26149	5	Les menaces de Poutine ne sont donc qu'un bluff ?
26149	7	« La possibilité d'utiliser des armes nucléaires ne peut être exclue, mais elle ne doit pas être surestimée. Même si Poutine devait donner l'ordre, il n'y a aucune garantie que l'ordre sera exécuté (donc dans ce cas cela signifierait qu'il perdrait le commandement). De plus, l'utilisation de bombes atomiques signifierait certainement la fin de sa vie personnelle, de la vie de son entourage et de leurs familles, ainsi que la fin de la Russie elle-même.
26149	9	Vous avez dit que la Russie a déjà utilisé entre « 80 et 90 % des missiles à moyenne et longue portée disponibles ». Qu'est-ce que cela signifie militairement?
26149	11	« Cela signifie que la Russie n'est plus capable de causer des dommages stratégiques à l'Ukraine par des frappes de missiles conventionnels. Cependant, un autre pont ou dépôt de carburant touché par une autre paire de missiles de croisière russes ne peut guère changer la situation difficile sur le terrain.
26149	13	Est-ce pour cela que Moscou se débat dans le Donbass ?
26149	15	"« Les troupes russes sont fatiguées, démoralisées et démotivées. En plus d'être mal formés, la vérité est qu'ils sont tout simplement incapables d'agir plus rapidement et plus efficacement. En pratique, ils se limitent à éviter/prévenir la menace de la contre-offensive ukrainienne. Cependant, ils ne doivent pas être sous-estimés, car ils peuvent continuer à faire mal""."
26149	17	Alors l'Ukraine, de plus en plus approvisionnée en armes offensives de l'Occident, pourrait-elle avoir une chance ?
26149	19	"""Certainement, l'Ukraine peut le faire. Il peut éliminer la menace de la Russie à long terme, voire pour toujours, et restaurer son intégrité territoriale, s'il est approvisionné en armes par des alliés occidentaux. Bien sûr, cela dépend des développements sur le champ de bataille et de la situation politique interne en Russie. Mais Kiev peut gagner »."
26149	21	A Marioupol, cependant, les Russes continuent de bombarder Azovstal. Exaspérés par la résistance ukrainienne, pourraient-ils utiliser des armes chimiques ?
26149	23	"""Malheureusement, je ne peux pas exclure ce scénario criminel. Cependant, le prix à payer serait si élevé que je doute que la Russie puisse survivre aux conséquences de ce choix extrême."""
26149	25	Incendies, explosions, déraillements de trains, morts suspectes d'hommes d'affaires. Des choses étranges se sont produites en Russie ces derniers jours. Qu'y a-t-il derrière ?
26149	27	« Il pourrait s'agir d'activités de sabotage ukrainiennes, mais aussi de formes de protestation des Russes eux-mêmes. Beaucoup de gens sont contre la guerre, mais la Russie, issue d'un siècle de totalitarisme, n'a pas de tradition de protestations politiques de masse. Cependant, il a une ancienne tradition de résistance et de sabotage par le bas. De nombreux Russes ont leurs parents et leurs racines familiales en Ukraine, de sorte que certains d'entre eux ont peut-être même agi isolément pour semer le trouble au Kremlin. Quant à la mort des oligarques, difficile à dire : il pourrait s'agir autant des suicides de représentants démoralisés de l'élite russe que des mesures extrêmes prises par Moscou contre les traîtres pour montrer aux autres quel est le prix à payer.
26149	29	Et, au contraire, comment expliquez-vous les attentats en Transnistrie ?
26149	31	« Je ne sais pas comment la Russie peut attaquer la Moldavie et je pense qu'elle peut s'en tirer. Cependant, nous ne pouvons pas exclure que Moscou tente d'aggraver le conflit en impliquant d'autres pays. Je crois que les incidents en Transnistrie font davantage partie d'une guerre psychologique avec laquelle Moscou vise à distraire une partie des forces ukrainiennes concentrées sur les fronts sud et est, où les troupes russes tentent d'avancer ».
26149	33	Quand Poutine s'arrêtera-t-il ?
26149	35	« Les objectifs de Poutine n'ont pas changé depuis 2014 : a) détruire l'État ukrainien et la culture nationale ; b) désintégrer l'unité transatlantique ; c) créer un nouvel ordre mondial et des règles bénéfiques pour le Kremlin ».
26149	37	Pour y parvenir, pourrait-il frapper les lignes d'approvisionnement de Kiev au sein des pays de l'OTAN ?
26149	39	« Une escalade est possible même dans les circonstances actuelles. La Russie pourrait impliquer les membres de l'OTAN dans une confrontation directe afin de tester la capacité et la compacité défensive des alliés. Et, n'ayant pas beaucoup d'occasions de s'imposer sur le terrain, il pourrait relever encore plus la barre ».
26149	41	Alors, Poutine, acculé, utilisera des armes nucléaires tactiques ?
26149	43	"« Il pourrait, mais sans aucune garantie que son ordre sera exécuté (la chaîne de commandement et de contrôle dans ce cas est très complexe). Ce faisant, il mettrait également sa propre vie en danger. Avant de passer aux armes nucléaires, je pense qu'il peut attaquer les États baltes, la Pologne et la Roumanie."""
26149	45	Poutine n'a plus de missiles. Maintenant, Kiev peut gagner 5 mai 2022 - 10:36
26149	47	"L'analyste russe Pavel Luzin s'abstient d'utiliser la bombe atomique : ""Poutine donnerait l'ordre, mais cela ne veut pas dire qu'il sera exécuté"". Mais il prévient : ""S'il est acculé, il attaquera les pays de l'Otan"""
26149	49	Un gros bluff qui peut encore faire mal. Selon Pavel Luzin, la menace verbale de Poutine d'une « riposte éclair » avec « des armes jamais vues auparavant » couvrirait en fait une situation désastreuse sur le terrain : des réserves de missiles dépouillées, de graves lacunes stratégiques et des troupes fatiguées et mal entraînées, qui piétinent à la merci d'une contre-offensive ukrainienne de plus en plus équipée et confiante. Mais attention, prévient l'analyste des forces armées russes de Perm : Moscou, si elle est épuisée et acculé, pourrait recourir à des solutions extrêmes.
2615	1	"Salvini-Berlusconi contre ""l'Américain"" Mario Draghi : contexte, pour que la guerre puisse faire exploser le premier ministre"
2615	3	On s'étonne que la Ligue, avec beaucoup de prudence, et même Forza Italia prennent leurs distances avec l'adhésion plate et indéfinie de Draghi aux stratégies de Biden. Pourquoi se demander? Ils sont pressés par le sentiment profond de leurs électeurs. Draghi est pour eux un heureux accident de l'histoire. Mais voir notre premier ministre marié au président démocrate américain comme un allié parfait, au point de le choisir comme premier dirigeant européen appelé avec tous les honneurs à la Maison Blanche occupée par les Obama et les Clintoniens (10 mai), c'est un peu trop. Cela sent l'acquiescement servile au je-pouvoir-commander d'un Pacte atlantique dont les choix sont décidés par un sommet anglo-saxon qui ne se soucie pas de notre intérêt national. En fait, plus nous sommes faibles, mieux nous nous portons.
2615	5	"Évidemment : la Ligue bouge comme si elle marchait sur des œufs. L'accusation d'avoir des complots cachés avec Moscou saute immédiatement aux yeux dès que l'un de ses représentants ose plaider la politique du ""plus d'armes, plus de sanctions"" qui est le mantra du ""sincère antifasciste"". C'est pourquoi il ne peut satisfaire les sentiments de son peuple qu'à faible volume. Cela vaut aussi pour les berlusconiens, et écoutez, entendez - pour les militants et sympathisants des Frères d'Italie. Ces derniers ne discutent certes pas de la ligne de Meloni, ils comprennent l'intérêt politique en termes de futur gouvernement de la position pro-atlantique même exagérée décidée par Giorgia, mais au fond ils n'y croient pas du tout. C'est un triste prix payé au dédouanement. Non pas que les larmes de Meloni pour les enfants tués soient fausses. C'en est une autre de se confondre avec la seule pensée belliqueuse."
2615	7	"Quiconque, comme cela m'arrive, reçoit ou explore une conversation fréquentée par la population diversifiée de centre-droit ne peut qu'en témoigner : la population de centre-droit ne fait pas du tout confiance à Biden, n'a aucune intention d'être impliquée dans une guerre sans fin avec L'objectif est de déclencher la longue ""lutte des démocraties contre les autocraties"", comme l'a affirmé le président américain lors des obsèques de Margareth Albright. Ces gens qui ne sont pas de gauche sont avec les Ukrainiens, ils veulent soutenir ces pauvres gens, ils sont en première ligne pour accueillir les réfugiés chez eux et pour soutenir les mères et les enfants ukrainiens qui arrivent exsangues et effrayés parmi nous, mais je suis contre la guerre où désormais les habitants de Kiev et d'Odessa sont impliqués avec désinvolture comme chair à canon. Et si ça continue comme ça, à l'avenir, nous craignons que nous le fassions aussi."
2615	9	Cependant, il existe un chantage dominant pour lequel ce sentiment populaire ne trouve pas de dirigeants politiques qui sachent, voire puissent lui donner une dignité politique : ils seraient évincés de l'assemblée civile dont l'enceinte a été idéologiquement construite par les soi-disant grands journaux et les nouvelles . Peur de l'anathème. En fait, la pensée de n'importe quel député ou cadre de centre-droit ne se retrouve pas dans les conversations susmentionnées : peur d'être associé à ceux qui expriment leurs doutes, et donc d'être crucifié en complices lâches et indifférents à la brutalité de Poutine. Balles. Ceux qui lancent des accusations farfelues de pointillisme le savent très bien. Les gens n'acceptent tout simplement pas l'idée d'une escalade militaire qu'ont l'Amérique et avec elle la Grande-Bretagne : une guerre géopolitique et une suprématie de l'Anglosphère dont la menace à l'intégrité territoriale de l'Ukraine n'est finalement qu'un simple prétexte.
2615	11	"Cette ""lutte entre démocraties et autocraties"" ressemble trop à celle qui a produit au moins six guerres avec massacres de civils, comme les très malheureuses en Afghanistan, en Irak, en Syrie, en Somalie, au Yémen et en Libye. D'abord avec Bush, qui avait au moins ses justifications, puis avec Obama, qui n'avait pour projet de déstabiliser la Méditerranée et le Moyen-Orient que d'y planter son drapeau idéologique. Ces guerres ont également fait des victimes et causé d'énormes dégâts à l'Italie, et eh bien, ce qui s'est passé. Mais celui contre « l'autocratie russe » est une tout autre histoire en termes de risques, voire de survie économique et existentielle de notre pays. Même un enfant le comprend : c'est une chose de bombarder un État islamique, c'en est une autre de donner mandat aux Ukrainiens de tirer nos missiles contre un État atomique."
26150	1	Devenez un zombie avec de la propagande : l'attaque du journaliste de non-guerre contre la Russie
26150	3	Marina Ovsyannikova est la journaliste russe anti-guerre qui s'est présentée devant les caméras du journal télévisé du soir de la chaîne de télévision publique russe Channel One il y a quelques jours avec une pancarte contre la guerre en Ukraine. Pour ce geste qu'elle a fait, elle a été arrêtée mais son cas a soulevé une énorme affaire internationale, à tel point que la journaliste a été libérée après le procès et condamnée à payer une amende de 30 000 roubles, soit environ 220 euros. Ce soir, elle s'est présentée devant les caméras de Che tempo che fa pour une interview en lien avec Fabio Fazio, au cours de laquelle elle ne s'est pas ménagée et a fait part de ses inquiétudes sur ce qui se passe en Russie.
26150	5	"Bien sûr que j'ai peur, je suis une personne normale, j'habite à Moscou et j'ai deux enfants que j'élève seule et j'ai plus peur pour eux que pour moi. J'ai peur qu'ils soient agressés à l'école, ou dans la rue, il y a des gens qui pensent différemment et j'ai peur, a-t-elle révélé sur Rai 3, soulignant qu'après ce qui s'est passé elle s'est isolée et maintenant elle est complètement seule. ""Après cet incident à la télévision, personne ne m'a appelé, une seule personne m'a écrit et m'a envoyé un mot de soutien, mais parmi les personnes les plus proches de moi, personne ne m'a appelé"", a déclaré Marina Ovsyannikova. La peur est grande en Russie, la dissidence est punie de peines très sévères et rares sont ceux qui ont le courage de s'exposer."
26150	7	"En effet, la situation en Russie est très complexe. Le pays vit l'un de ses moments les plus sombres depuis 30 ans maintenant et l'isolement du reste du monde contribue à plagier l'esprit des habitants qui n'ont pas accès à d'autres sources de communication. Les résultats sont ceux exposés par Marina Ovsyannikova : ""Selon les dernières enquêtes sociologiques, 50% de la population russe soutient cette guerre et 50% est contre, et ce sont des enquêtes indépendantes. Mais si l'on regarde les enquêtes menées par les centres, le tableau est différent et on parle de 70% favorables à cette intervention, mais il faut rappeler que ce sont des gens qui ont subi un lavage de cerveau par la propagande nationale ». Le journaliste a ensuite ajouté : ""Maintenant, du matin au soir, nous avons des émissions politiques où l'on dit du mal de l'Ukraine et où l'on dit que ce pays doit disparaître. Les gens sont 'zombisés' par cette propagande"""
26150	9	"Ces derniers jours, Marina Ovsyannikova a annoncé qu'elle avait quitté son emploi mais a déclaré publiquement qu'elle ne voulait pas quitter la Russie, à tel point qu'elle a décliné l'offre d'asile de la France. Inévitable machine à boue contre elle par la désinformation russe, qui l'accuse désormais d'être une ""espionne"" à la solde des Britanniques. Une affaire que le gouvernement londonien rejette fermement."
26151	1	Zelensky : « Poutine comme Hitler, veut la solution finale. Sans accord, c'est la troisième guerre mondiale »
26151	3	"Le président ukrainien hausse le ton lorsqu'il s'adresse au Parlement israélien, mais Israël n'aime pas la comparaison avec la Shoah : ""Scandaleux"""
26151	5	"La Russie comme l'Allemagne nazie. Vladimir Poutine dans le rôle d'Adolf Hitler qui voulait la ""solution finale"" pour exterminer le peuple juif."
26151	7	Volodymyr Zelensky frappe fort dans son énième discours en ligne aux Parlements : les propos du président ukrainien résonnent - sans surprise - aux oreilles des députés de la Knesset israélienne et rebondissent sur la place de Tel-Aviv où un écran géant a été installé pour permettre citoyens à écouter Zelensky, de confession juive.
26151	9	"Les Russes ""utilisent à nouveau ces mots, 'la solution finale', par rapport à nous, la nation ukrainienne"", a-t-il préfacé. Et il ajoute que l'invasion de la Russie ""vise à détruire le peuple ukrainien et c'est pourquoi elle ressemble à ce que les nazis ont fait au peuple juif pendant l'Holocauste""."
26151	11	"Zelensky augmente la dose : les Russes ""utilisent la terminologie du parti nazi, ils veulent tout détruire. Les nazis appelaient cela la 'solution finale' de la question juive"". D'où l'exhortation à ""faire un choix"", rappelant qu'Israël n'a pas encore imposé de sanctions à Moscou ni fourni d'armes à l'Ukraine."
26151	13	Le président ukrainien continue alors de demander une rencontre avec Vladimir Poutine et hausse le ton, craignant une prolongation du conflit : « Nous devons saisir toute opportunité pour pouvoir parler avec Poutine. Si ces tentatives échouent, ce sera la troisième guerre mondiale. . Je suis prêt à négocier, sans négociations on ne pourra pas mettre fin à cette guerre ».
26151	15	"Un signe d'espoir en ce sens vient d'Ankara, avec le ministre turc des affaires étrangères Mevlut Cavusoglu qui a fait savoir que ""les parties sont proches d'un accord"" et ""la dynamique de négociation progresse""."
