doc_id	paragraph_id	fr-ru
2316	15	Проблема в том, что индекс потребительских цен в еврозоне в апреле достиг рекордного уровня в 7,4% в годовом исчислении; даже без учета продуктов питания и энергии инфляция намного превышает целевой показатель в 2%, установленный ЕЦБ. На самом деле Кристин Лагард в полной растерянности, выражается в непонятной высокопарной тарабарщине, говоря о постепенности, необязательности, гибкости и корректировке монетарной политики в соответствии с непредвиденными событиями. Кристин Лагард на самом деле осознает, что ситуация все больше и больше выходит из-под контроля, и что она не знает, куда идет! Кажется, что это к катастрофе и взрыву еврозоны!
2316	17	Вишенкой на торте, усугубляющей ситуацию, является дурацкая политика экономических и финансовых санкций против России! В случае нефтяного эмбарго Россия могла бы очень легко заменить европейский спрос спросом Индии и Китая. С другой стороны, эмбарго приведет к недопустимому росту цен на заправку желтых жилетов! Потенциальные поставщики нефти, такие как Саудовская Аравия, Бразилия, США, не хотят, потому что, если они увеличат добычу, Россия снизит цены, как уже сделала с Индией, до 25 долларов за баррель, и они проиграют! Кроме того, транспортные расходы будут намного выше, чем для российской нефти. Наконец, российская нефть имеет превосходное качество для производства средних дистиллятов (дизельного топлива) на европейских НПЗ.
2316	19	Что касается газа, то такая крупная страна-производитель, как Катар, не хочет продавать весь свой газ в Германию, потому что, если Берлин решит прекратить свои заказы, он попадет в ловушку. Канцлер Олаф Шольц очень наивно ездил обедать в Африку (Сенегал и ЮАР), чтобы отвыкнуть от российского газа и найти новых поставщиков, но не справился со случайными, слишком дорогими футуристическими проектами.
2316	21	За пределами Европы ситуация в Соединенных Штатах не радужна (высокая инфляция, слабый рост, повышение процентных ставок и небольшие последовательные обвалы фондового рынка), но она также вызывает беспокойство, что является новым, на стороне Китая! В мае Поднебесная обнародовала свои худшие экономические показатели за два года: потребление было самым низким, а безработица близка к рекордно высокому уровню. По данным банка UBS, рост Китая в этом году может быть ограничен 3%, в то время как Пекин придерживается своей цели в 5,5%. Стратегия «Ноль Covid» оказывается катастрофической для многих секторов, включая сектор предметов роскоши, с падением продаж на 47% по сравнению с 2021 годом. Мы наблюдаем резкое падение количества новостроек и продаж жилья. Кредитное производство было вдвое ниже ожидаемого; розничные продажи упали на 11%, а индекс потребительских цен оказался выше ожиданий. Если сдерживание в Шанхае, кажется, ослабевает, город Пекин усиливает свои антиковидные меры, многие магазины и туристические объекты закрыты или простаивают. Из Давоса директор МВФ говорит о «встречных ветрах» в Китае.
2316	23	Что касается «крипты», то Кристин Лагард считает, что «она ничего не стоит и ни на чем не основана». Банк Франции вспоминает знаменитый спекулятивный пузырь тюльпанов в Голландии 17 века и сравнивает феномен биткойнов с «тюльпаноманией». Американский центральный банк также хочет свистнуть об окончании перерыва. Криптовалютный рынок уже потерял более половины своей стоимости, упав с $3 трлн до $1,4 трлн всего за шесть месяцев. Для биткойна с рекордной ценой в 66 000 долларов и текущей ценой в 29 000 долларов падение сегодня составляет 57%! Некоторые инвесторы считают, что она может упасть даже до 8000 долларов, точно так же, как лопнул пузырь доткомов в 2000 году. Когда акции и облигации развернутся, если процентные ставки взлетят?
2316	25	Джейн Фрейзер, генеральный директор крупного американского банка Citi, в Давосе убеждена, что Европа войдет в рецессию! Виктор Орбан ввел в Венгрии комендантский час и считает, что нам предстоит столкнуться с серьезным экономическим кризисом. Существует даже риск глобальной рецессии с ростом безработицы, цен на продукты питания, государственного и частного долга, который и без того слишком высок в мире.
23162	3	Макрон — враг Франции и французов в заколдованной вселенной налогов и пошлин.
23162	5	Его мир мелкого банкира — это мир медийного спектакля, где каждый ведет себя как безответственный манипулятор общественными деньгами, другими словами, деньгами других людей. Именно налоговая борьба является сильным наркотиком Макрона в виде галлюциногенного гриба, которого хватило для бунта «желтых жилетов».
23162	7	Тяжелый наркотик налогов Макрона — опасный продукт. Следовательно, с распространением налогов и пошлин, но не для всех, бедность для всех французов должна быть наложена на всех.
23162	9	Макрон сегодня — могильщик Франции на дачах, хоть в морге.
23162	11	Ясно, что когда фискальный терроризм, просвещенный Макроном, становится En Marche, индивидуальная свобода угасает.
23162	13	Благодаря Макрону Франция и французы не заставили себя долго ждать конфискации французских денег для ускорения налогообложения, чтобы увеличить увеличение обязательных сборов.
23162	15	Вот почему Макрон даже не выразил желания узнать, была ли заколдованная вселенная налогов и сборов подходящей политической мерой для сохранения покупательной способности французов. Ясно, что он грозит французам со стороны бюрократов Берси прямым налоговым рэкетом и подавлением сбережений беднейших французов. Мы можем знать, что ложь о волшебной вселенной налогов и пошлин, бесхозяйственности Макрона не может оправдать налоговый рэкет, организованный Макроном, маленьким инвестиционным банкиром. Президент Макрон будет держать деньги, размещенные в налоговой гавани? Журналисты L'Huma, Жан-Батист Ривуар и Готье Мернье подозревают, что часть его вознаграждения банком Ротшильдов в 2012 году была переведена в траст за границей! Вот почему расследование L'Huma ставит под сомнение официально заявленное кандидатом Макрона на президентских выборах 2022 года наследие Эммануэля Макрона.
23162	17	Никто не может забыть расстояние, отделяющее Макрона, маленького политического инвестиционного банкира, от реального мира и потребностей настоящих французов, усугубляющих налогообложение, безработицу и исламизм.
23162	19	Макрон, мелкий инвестиционный банкир банка Ротшильдов, пришел на землю со звезды, далекой от конкретной жизни французов, захваченных мигрантами и которым трудно выжить и найти жилье в реальной стране. Вот почему фобия французов жить вместе будет развиваться без надежды на улучшение.
23162	21	Случай с Макроном, пришедшим на землю со звезды, далекой от реальности и жизни французов, ничем не отличается от случая с Маленьким принцем Антуана де Сент-Экзюпери. Франкофобские мечты о Макроне, мелком политическом инвестиционном банкире, должны быть в детских книжках. Макрону следует попросить прощения за то, что он забыл, что обращается к бедным взрослым, а не к невежественным детям.
23162	23	Макрон в подростковом возрасте, маленький инвестиционный банкир, должен быть взрослым, живущим во Франции, где он играет роль президента всего французского народа. Вот почему Францию ​​действительно нужно утешать.
23162	25	Но всех оправданий Макрона-подростка будет недостаточно, чтобы успокоить души, потому что его политика в форме ребячества не может заставить нас забыть, что Макрон остается ребенком, который играет Макрона-президента.
23162	27	Макрон в детстве увидел изображение в книге о девственном лесу под названием «Живые истории».
23162	29	На ней был изображен удав, проглатывающий зверя. «Удавы (En Marche) проглатывают свою добычу целиком, не пережевывая ее. Потом они уже не могут двигаться и спят шесть месяцев своего пищеварения» («Маленький принц»). С тех пор Макрон жил в воображаемом мире своих налоговых помешательств. Это выше низости простых людей, вдали от трудностей настоящих французов.
23162	31	Вот почему он хочет проглотить сбережения бедных французов, как свою добычу, целиком, не разжевывая ее. Потом он не хочет двигаться, ничего не делает и спит пять лет своего пищеварения.
23162	33	Макрон не может никого успокоить, беспокоя всех и преследуя всех.
23162	35	Его одержимость налогами для всех бедняков и среднего класса одновременно настойчива и неуклюжа. Это еще один сильный удар Макрона по рабочей Франции.
23162	37	И нулевого риска для Макрона на выборах 2022 года не существует даже в его мечтах!
23162	39	Макрон хочет навязать более целомудренное энергетическое поведение, что является чистой воды пуританством!
23162	41	Отопление — это терпимость, которая вскоре будет сопровождаться советским обязательством отказаться от отопления. С Макроном путаница между налогами и ценой на энергию стала полной.
23162	43	С Макроном энергетический терроризм обещает худшее из пандемии Covid-19.
23162	45	Сколько новых ограничений потребуется, чтобы обратить вспять естественную тенденцию спекуляций в сфере энергетики? Макрон может мечтать об обществе без отопления для других. Он один из тех людей, которые по закону уполномочены беспокоить трудящуюся Францию ​​и «разозлить» французов (Pompidou dixit). Со всех сторон Макрон атакует и финансово преследует работающую Францию ​​и бедных пенсионеров с помощью CSG позора. С Макроном в подростковом возрасте, маленьким инвестиционным банкиром, вы осуждены, вы обложены налогами и лишены всех форм нормальной жизни и необходимости считать малейшие евро.
23162	47	#RothschildGate: Макрон, мелкий инвестиционный банкир банка Ротшильдов, спрятал свое вознаграждение через счет, расположенный в налоговой гавани. Источник WikiStrike.
23162	49	После уже колоссального первого скандала с #McKinseyGate журналисты из L'Humanité затевают очередную денежную аферу, касающуюся реального наследия Эммануэля Макрона, которая составит не 500 тысяч, как он заявил HATVP, и которая удивила французов, а скорее несколько миллионов евро спрятано в надежном месте. Действительно, тревожные элементы предполагают, что во время его пребывания в банке Ротшильдов Макрону платили через счет, расположенный в налоговой гавани, это то, что обычно показывает расследование L'Huma (источник: WikiStrike).
23162	51	Макрон в подростковом возрасте, маленький инвестиционный банкир, не считается с тем, что думают настоящие французы. Мужество и бунт на их стороне. Мало того, что Макрон не работает на примирение французов с властью, так он еще и не боится травить людей всякими неадекватными решениями. Как назло, Макрона избрала предвыборная команда McKinsey, что освобождает его от всех обязательств. Как хорошо выразился Эрик Земмур: Макрон в подростковом возрасте, лучший враг Франции...
23162	53	Макрону Гиньолю ЛГБТ нечего делать в Елисейском дворце. Его больше нет дома. Его дом PS.
23162	55	Мораль с Земмуром: мы должны восстановить контроль над нашей страной!
23163	1	Макрон — это тот человек, который говорит нам о Европе с таким же пылом, как если бы он говорил нам о Рейхе, который должен просуществовать 1000 лет.
23163	3	Некоторые выдержки:
23163	5	Я начну с этой таблицы, составленной 1 из 5 в отношении защиты детей. Потому что я считаю, что это не обсуждалось на этих президентских выборах.
23163	7	Эммануэль Макрон — один из немногих кандидатов, не ответивших на эти вопросы, и единственный, кто проигнорировал просьбу. Среди опрошенных кандидатов Марин Ле Пен и Жан-Люк Меланшон — единственная, кто положительно ответил по всем пунктам. Это означает, что единственным кандидатом во втором туре, имеющим конкретную программу защиты детей, является Марин Ле Пен. Это мог быть Жан-Люк Меланшон, но голосование означало, что Марин Ле Пен прошла во второй тур.
23163	9	[…] Признание травматической амнезии — это признание того, что у жертвы может развиться амнезия того, что они пережили, как механизма устойчивости и выживания. На самом деле вне рамок защиты детей травматическая амнезия — это именно то, что происходит прямо сейчас. Пятилетний срок Эммануэля Макрона был чрезвычайно жестоким, и некоторые механизмы устойчивости иногда работают против нас: например, тетанизация или травматическая амнезия. Проблема травматической амнезии в том, что она конкурирует со сроками давности и играет против жертв в пользу палачей.
23163	11	[…] В этой анкете 1 из 5 рассматриваемая поправка о Ромео и Джульетте, согласно Huffington Post, является «положением, предоставленным Хранителем Печатей Эриком Дюпон-Моретти, [направленным] на сохранение любви подростки». За этим выражением «юношеская любовь» скрывается тот факт, что совершеннолетнему не считается преступлением половая связь с несовершеннолетним, разница в возрасте которого составляет до 5 лет. И это выражение «юношеской любви» довольно проблематично, поскольку оно поддерживает идею подростковой инициации, необходимой для коммерциализации секса на благо взрослых.
23163	13	Кто-то ответил на анкету, кто-то отказался, Эммануэль Макрон — единственный, кто проигнорировал.
23163	15	В своей статье 2017 года я писал, что 24-летние отношения между Эммануэлем и Брижит Макрон начались, когда ему было всего 15 лет. Я беспокоился о последствиях этого дисбаланса, особенно о его способности лгать, и мы видели, как он говорил все и наоборот своим знаменитым «одновременно». Я также написал, что Эммануэль Макрон «не способен отличить добро от несправедливости», и я написал, что он «умеет отличать выгоду, но не добро». И его пятилетний срок подтвердил это.
23163	17	В этом отсутствии ответа Эммануэля Макрона на вопросник каждого пятого мы находим эту неспособность позиционировать себя, мы находим это печально известное «в то же время». […]
23163	19	«В то же время» видно во всех аспектах жизни Эммануэля Макрона, и «в то же время» есть рогоносец. Согласно официальным биографиям Эммануэля и Брижит Макрон, измена Брижит настолько опустошила ее мужа Андре-Луи, что он даже не пошел на похороны собственной матери.
23163	21	Я писал в 2017 году, что Эммануэль Макрон — человек, который не может сказать «нет» женщине, которая хочет разрушить свою семью и уничтожить своего мужа. И Эммануэль Макрон, безусловно, тот, кто не может отказать Европе, которая хочет уничтожить Францию. А рогоносец - это мы.
23163	23	И прежде чем вернуться к пугалам, агитируемым Эммануэлем Макроном и его апостолами, остановлюсь на вопросе инвалидности. В то время как второй тур противостоит Эммануэлю Макрону и Марин Ле Пен во втором туре, восставшие избиратели разделились. В эти дни просочилась запись «пространства», места для вокальной дискуссии, где мы можем услышать некоторых преданных своему делу личностей, таких как известный обозреватель Mediapart, который выражает свое «настоящее беспокойство», что люди не голосуют за Макрона, беззастенчиво подпитывая довольно невероятные форму бреда, поставив галочку во всех пунктах расистского дискурса, в то время как другой человек начинает бояться за инвалида.
23163	25	[…] Так что если мы находим там обычные пугала, которые обычно списываются то перед Народным фронтом, то перед Народным собранием, то когнитивный диссонанс становится смешным, когда мы думаем о тысячах заключенных желтых жилетов, желтых жилетах, от которых это было лишено гражданских прав и, следовательно, права голоса у журналистов, которых брали как преступников, когда их не расстреливали. Но прежде всего я был очень удивлен, услышав от этой женщины, что она обеспокоена последствиями возможного избрания Марин Ле Пен для инвалидов.
23163	27	[…] Если вечеринка Марин Ле Пен — сложная вечеринка, мне трудно понять опасения, которые можно испытывать по поводу этой части программы для людей с ограниченными возможностями. Я говорю о различных течениях в партии «Национальное объединение», но если и есть одно течение, которое сегодня очень сильно в этой партии, так это осознание инвалидности, связанных с этим потребностей и это желание улучшить текущую ситуацию.
23163	29	[…] Люди, которые непосредственно затронуты инвалидностью, естественно, будут защищать свою семью, поэтому они не будут подчеркивать свою личную причастность, но я понял, что в ближайшем окружении Марин Ле Пен, среди ее советников, поближе, есть люди, которые переживают инвалидность на ежедневно, кто знает, что значит приветствовать новости о ребенке, чья инвалидность отмечает все тело ребенка. В предвыборной команде Марин Ле Пен есть люди, принявшие и приветствовавшие ребенка-инвалида, и некоторые пункты этой брошюры на 100% соответствуют личному опыту, пережитому в ближайшем окружении кандидата от Национального объединения.
23163	31	Откровенно говоря, мне будет труднее судить о других обещаниях этой партии, но по этим конкретным пунктам, касающимся инвалидности, я знаю, что человек, написавший эту брошюру, испытывает эти вещи лично, и эти пункты, по крайней мере, эти пункты не блеф.
23163	33	Самый большой риск невыполнения этих обещаний, очевидно, заключается в том, что эта партия не выиграет во втором туре, но если бы она выиграла второй тур, то самым большим риском невыполнения этих обещаний был бы тот факт, что депутаты La République En Марке выступает против выполнения этих обещаний.
23163	35	[…] Вы обратили внимание, что пропуск прививки был приостановлен и не изъят во время выборов. Этот пропуск вакцины все еще действует, он временно приостановлен только для части населения, и если вы не подпадаете под действие пропуска вакцины сегодня, вы имеете привилегию, и это временно. Сегодня во Франции все еще есть люди, которым необходимо пройти вакцинацию, которые лишены возможности выполнять свою работу и не получают своего вознаграждения. Жан-Люк Меланшон обещал вернуться в это прошлое, Марин Ле Пен обещала вернуться в это прошлое, Эммануэль Макрон настаивает на этом.
23163	37	14 апреля The New York Times сообщила, что европейские страны временно откладывают введение новых эмбарго на нефтепродукты, опасаясь, что это приведет к поражению Эммануэля Макрона на выборах. Они знают, что рост цен на топливо будет фатальным для Эммануэля Макрона, поэтому врут по недомолвке, ждут, когда Эммануэля Макрона изберут для этого. Все с фасада.
23163	39	Возможно, вы видели, как Эммануэль Макрон обещает кучу подарков, таких как «продовольственный чек», но Эммануэль Макрон просит вас избрать его, чтобы он сделал вам подарок на ваши собственные деньги. Тогда как, напротив, Марин Ле Пен предлагает снижение НДС на некоторые потребительские товары и, следовательно, экономию у источника.
23163	41	Опять же, никто не знает, что будет с этими обещаниями, но мы видим, у кого дымная речь.
23163	43	[…]
23163	45	Если вы голосовали за Жан-Люка Меланшона в первом туре и лично выступали против Эмманель Макрон, вы, возможно, были удивлены тем, что Жан-Люк Меланшон так поспешно сказал, что вам не следует голосовать за кандидата, который выступает против Макрона в голосовании. второй раунд. Однако у программы Жан-Люка Меланшона было много общего с программой Марин Ле Пен, например, референдум гражданской инициативы или отзыв пропуска о вакцинации. Если Жан-Люк Меланшон не соглашался с некоторыми пунктами, у него были огромные рычаги, чтобы вырвать уступки от Марин Ле Пен, и он ими не воспользовался.
23163	47	Во втором раунде 2017 года правительственное соглашение, заключенное между Марин Ле Пен и Николя Дюпон-Эньяном, содержало «много отказов со стороны Национального фронта», и здесь я снова цитирую свои слова из 2017 года, поэтому я написал, что Николя Дюпон-Эньян получил «некоторые из этих отказов, которые прямо затрагивают бесчеловечность, в которой часто упрекают Национальный фронт, например, отказ от платы за обучение иностранных детей. Николя Дюпон-Эньян добился от Национального фронта поставить благо ребенка превыше всего». Точно так же Национальный фронт, я снова цитирую себя, «взял на себя меры по оказанию помощи инвалидам в рамках программы Debout La France». Посмотрите, как эти уступки были искренне приняты, и как внимание к людям с ограниченными возможностями стало неотъемлемой частью программы Марин Ле Пен пять лет спустя. Жан-Люк Меланшон мог вести переговоры таким же образом, но вместо этого он сразу же призвал не голосовать за кандидата, который может уволить Эммануэля Макрона, чтобы затем раскрыть свое истинное намерение: стать премьер-министром.
23163	49	В группах желтых жилетов и конвейеров люди говорят, что они «уничтожены, опустошены, ошеломлены» 28% Макрона, но они также называют Меланшона «гнилью и предателем». Многие проголосовали за Меланшона... а тот, кто заигрывал с желтыми жилетами и антипассами, оказывается сабмиссивом триммеру, и он не проходит.
23163	51	Итак, видеть, как он сейчас стремится стать премьер-министром Макрона... Все это ради этого, действительно ли в этом заключалась сделка?
23163	53	Правда, даже на своей первой тарелке Жан-Люк Меланшон не увидел себя во втором раунде. Вы можете проверить.
23163	55	[…] Я считаю, что единственный, кто может пойти дальше этого в цинизме, это Эммануэль Макрон, который не побоялся заявить о своем желании отсрочить пенсионный возраст до 65 лет, потому что мы прекрасно знаем, что все те, кто умер до этого возраста из 65 человек не могут проголосовать против Эммануэля Макрона. Это точное определение, в буквальном смысле слова, предвзятости выживания.
23163	57	[…]
23163	59	В 2017 году я писал, что «Эммануэль Макрон является кандидатом [от] 49.3 и кандидатом правительства по постановлению». Я написал, что «Эммануэль Макрон является кандидатом той политической касты, которая игнорирует сотни тысяч демонстрантов и выбрасывает петиции с сотнями тысяч подписей». Я написал это в 2017 году перед его избранием, а пятилетний срок Эммануэля Макрона был пятилетним сроком великих выдуманных дебатов и забытых тетрадей обид, пятилетним сроком непрерывных демонстраций, подавляемых увечьями.
23163	61	Я писал, что «Эммануэль Макрон извлекает выгоду из моральной гарантии левых, той самой морали, которая закрывает глаза на массовые убийства во имя социализма, ослепленного обаянием диктаторов», и мы действительно видим, что некоторые левые фигуры выражают их тоска, что некоторые люди не голосуют за Макрона.
23163	63	Я писал, что «точно так же, как нацизм заменил немецкую культуру суррогатной культурой (нацистским мифом), система Макрона отрицает французскую культуру». Он заменяет его собственным европейским мифом.
23163	65	Я написал, «что Эммануэль Макрон является кандидатом от партии, которая защищает GPA, PMA и другую коммодификацию и эксплуатацию чужого тела, заботясь о женщинах только для того, чтобы лучше их эксплуатировать». В 2017 году я писал, что «Эммануэль Макрон является кандидатом от партии эвтаназии и евгеники, которая устраняет слабых, когда они слишком дорого обходятся финансовой системе, и которая устраняет инвалидов и других нежелательных людей еще до рождения, чтобы очистить расу.
23163	67	А что привнес Эммануэль Макрон за свой пятилетний срок? Продление периода аборта, ликвидация больничных коек в разгар пандемии и более легкое введение Ривотрила пожилым людям. Поэтому я не вижу, какой интерес Эммануэль Макрон может сегодня иметь к детям, инвалидам, родителям и старикам. Если Макрон говорит о здоровых как о людях, которые ничто, каково его мнение о стариках, маленьких детях, инвалидах и больных?
23163	69	В 2017 году я писал, что «Эммануэль Макрон — кандидат финансовых спекуляций, которые обогащаются [за счет] перемещения населения, населения, припаркованного в лагерях. […] Эммануэль Макрон является кандидатом от партии, которая разжигает войны в зарубежных странах, а затем открывает границы, чтобы принять этих сборных беженцев. Эммануэль Макрон — кандидат от MED EF […], который в восторге от этих волн рабочих, уязвимых из-за того, что они были уничтожены». Он был не в состоянии предотвратить войну в Украине, и вы знаете, как, благодаря своему участию в скандале с Alstom, он был архитектором нашей потери суверенитета, которая сделала Францию ​​неспособной быть заслуживающим доверия собеседником для предотвращения войны в Украине. А теперь он говорит о гражданской войне.
23163	71	Во время этих выборов в 2022 году я не видел ни одного обещания кандидата отменить закон Эль-Хомри, я не видел ни одного обещания кандидата отменить приказы Макрона. Но из всех кандидатов, баллотировавшихся на этих выборах, именно Эммануэль Макрон способствовал увольнениям, уменьшил выходное пособие и сократил срок давности до одного года для производственных трибуналов.
23163	73	А потом весь этот скандал вокруг консалтинговых фирм, имея в виду Mc Kinsey. Когда Джоанн Шапуто говорит о нацистских истоках современного менеджмента, он обращается к вопросу о фабрикации согласия, а также о том, как государство заменяется агентствами, что в точности соответствует описанию политики Макрона, основанной на McKinsey. То есть на организационном уровне «управление» Макрона гораздо ближе к нацистскому методу управления, чем к 5-й республике.
23163	75	Послушайте Джоанн Шапуто:
23163	77	И что очень интересно, так это то, что Рейнхард Хён — один из тех людей, которые, по сути, думают на сорок лет вперед, что в 1970-х годах мы назовем Новым государственным управлением, то есть заменой государства специальными агентствами, агентства, у которых есть: проект, бюджет, миссия, и которые существуют только для этой миссии. В то время как государство создает проблему, [...] вы видите, это структура, которая является устойчивой, которая остается и которая стоит денег. Что ж, агентства, это прекрасно: это институт, который существует только до тех пор, пока его миссия должна быть выполнена, когда все кончено, все кончено. Так что на самом деле так не бывает, потому что у агентств есть форма долговечности, форма настойчивости в бытии, которая заставляет их существовать самостоятельно [...] это скорее план на четыре года, это план на девять лет. план ведь. Но в любом случае есть идея, что государство должно быть распылено. И это то, что сделали нацисты в 1933 году, они уничтожили государство. Они делают это, и они говорят это больше. До Гитлера Гитлер в своих речах говорил, что государство должно исчезнуть.
