doc_id	paragraph_id	it-ru
2614	9	На заднем плане, однако, остается проблема Турции, для греков ужасно громоздкого и агрессивного соседа. Неслучайно граница остается нарочито прозрачной, напоминающей ставни, которые поднимаются или закрываются в зависимости от колебаний и внутренних потребностей правительства Анкары и в итоге все сводится к очень прибыльному бизнесу. Шаг назад. В 2016 году Турция подписала соглашение с Европейским союзом, обещая сократить нелегальную иммиграцию в Грецию (в обмен на деньги: 6 миллиардов евро, официально гарантирующие прием миллионов сирийских беженцев на ее территории). Затем в 2020 году разразился новый кризис, и президент Эрдоган заявил, что он «больше не может поддерживать закрытие границ с Европой», учитывая растущее давление масс, прибывающих из Азии и Африки. За исключением того, что он любезно «принял» рефинансирование в размере 485 миллионов евро от Европейского Союза.
2614	11	Словом, мигрантов цинично использовали как «орудие политического давления» или, если угодно, как супербанкомат. Вплоть до того, что Греция неоднократно обвиняла Турцию не только в том, что она «не сделала достаточно, чтобы остановить это явление», но и неоднократно документировала странное соучастие Анатолийской береговой охраны в торговле отчаявшимися. В свою очередь, Анкара неоднократно обвиняла Афины в том, что они «негуманным образом» незаконно отказывают мигрантам.
26140	3	От Кальдероли до Зайи, пройдя через многих советников: те, у кого пульс госпитализаций, отправляют к чертям без прививки
26140	5	Есть Лига, которая в Риме воздерживается от обязательной вакцинации. Есть Сальвини, которого, безусловно, нельзя назвать защитником информационной кампании в пользу иммунизации против Covid. И что, действительно, с более чем несколькими двусмысленными заявлениями, казалось, подмигнуло скептикам вакцины. А есть другая лига. Это территория, которая каждый день сталкивается с бюллетенем госпитализаций из-за вируса. Один из тех, кто видел, как многие его сограждане умирают от первой волны Ковида, и без проблем идет на конфронтацию даже с собственными однопартийцами. И тех, кто знает, как сильно может навредить вирус, и по этой причине пытаются «конвертировать» новаксу. Просто немного расширьте свой взор, выйдите за рамки Совета министров и заявлений Сальвини, чтобы увидеть, что эта вторая лига все больше и больше завоевывает себе место. И, пусть никто открыто себя не разоблачает, он смотрит на линию Сальвини с некоторой досадой. Слишком шатко и неоднозначно, по мнению тех, кто понял, что с Covid нужно бороться в первую очередь, защищая как можно больше людей.
26140	7	В первом ряду среди сторонников Лиги Севера, выступающих за вакцину, находится Роберто Кальдероли. Вице-президент Сената сообщил сегодня Corriere, что провел рождественские каникулы между страхом заразиться и попыткой обратить в свою веру невакцинированных родственников. Пять раз из семи ему это удалось. «Того, кто упорно не признает реальность, — говорит он, — я заставлю посмотреть, что происходит в больничных палатах». Его линия очень четкая, что, безусловно, противоречит позиции тех, кто - с его собственной картой в кошельке - вместо этого двусмысленен или даже выступает против вакцины и зеленого пропуска. Самый свежий пример на этом фронте касается двух братьев из Сассуоло, оба советники, оба сторонники Северной Лиги. Они решили уйти в отставку, потому что они против вакцины и, следовательно, без суперзеленого пропуска. Выбор не двигает Кальдероли ни на миллиметр, и он отвечает: «Мир все равно будет существовать. Найдем еще двух ответственных советников».
26140	9	Чтобы найти сторонников Лиги Севера, которые неоднократно выступали за вакцины — даже ценой того, что оказались под прицелом отсутствия прививки — просто посмотрите на регионы. Массимилиано Федрига и Лука Дзайя, ведущие члены Carroccio, были в авангарде кампании по вакцинации. «Я обязан говорить правду гражданам. У меня нет этого без прививки, но вакцинация - это решение. Мы не можем продолжать распространять алиби о том, что этот вирус лечится в домашних условиях. Достаточно. 93% лечились дома, но без пульмонологии и интенсивной терапии многие бы умерли», — заявил в декабре президент региона Венето. И это только одно из многих его высказываний, направленных в этом направлении. Массимилиано Федрига был не меньше. Губернатор Фриули-Венеция-Джулия одним из первых применил дифференцированный режим между привитыми и непривитыми на случай ухудшения эпидемиологической ситуации. Как, собственно, и было тогда. Его разоблачение стоило ему угроз какой-то ерунды. И тайник.
26140	11	Понять, почему у тех, кто управляет территориями, очень четкая линия в пользу вакцины, достаточно просто, если прислушаться к словам Пьерпаоло Роберти. Советник по местной автономии и общественной функции Фриули-Венеция-Джулия, в ноябре он был главным героем вопроса и ответа в Твиттере с Клаудио Борги, членом парламента Лиги, который очень критически относится к правилам зеленого прохода. Причиной столкновения стал рост числа случаев Covid во Фриули-Венеция-Джулия из-за сочетания демонстраций без прививок и низкого процента иммунизированных людей. Возвращаясь к этой истории, Роберти рассказывает Huffpost: «Что касается Триеста, я могу сказать, что разница в чувствительности по этому вопросу — не только прерогатива Лиги. Однако мы, управляющие территориями, помимо того, что имеем привилегированную обсерваторию, играем другую роль. Мы те, кто каждый день видит бюллетень инфекций и госпитализаций. И процент привитых». Если вы прикасаетесь к вещам воочию, если вы видите цифры, в этом смысл его рассуждений, можно принять только один факт как должное: вакцина снижает количество тяжелых случаев, сокращает госпитализации. И если кто-то все еще скептически относится к этому вопросу, Роберти отвечает самыми последними данными: «Сейчас во Фриули-Венеция-Джулия у нас 40 человек в реанимации. 35 непривитых».
26140	13	Комиссар не раз выставлял себя в соцсетях против ваксов, и не скрывает, что на него нападали не раз: «А я даже не обращаю на это внимания. Даже не стоит тратить время. Я меньшинство. Очень шумно, но все же меньшинство». Точно так же он убежден, что попытка изменить мнение хардкора no vax теперь является «проигрышной битвой, проводимой во имя того, что сейчас является идеологией». Может ли быть решением продление обязательства по вакцинации, которое Сальвини совсем не нравится? «Я не могу себе представить реальную форму обязательства, — заключает Роберти, — и я хотел бы напомнить вам, что no vax даже согласились потерять работу, я не думаю, что они остановятся перед обязательством.
26140	15	В группе pro vax сторонников Северной лиги есть также депутат из Бергамо Кристиан Инверницци, главный герой тяжелого спора в Палате, со своим коллегой из Карроччо Голинелли о правилах супер-зеленого прохода. Услышанный в последующие дни, он смягчил тон, но повторил — тот, кто видел, как многие сограждане умирают, а его отец чувствует себя очень плохо из-за вируса, — важность вакцин.
26140	17	"То, что там двойная линия, и некоторая досада на должности начальника, теперь очевидно. Но те, кто непосредственно причастен к этому, стараются не выставлять это напоказ. Еще и потому, что если вы слишком разоблачаете себя, вы рискуете получить дисциплинарное взыскание внутри партии. Это может стать судьбой Джантонио Да Ре. Депутат-евродепутат Венето дель Карроччо 6 января в интервью Corriere выступил с очень резкой критикой Сальвини: «Двусмысленность моей партии и моей время. Это всегда было неоправданно, а теперь стало невыносимо», — сказал он. И удар камня произвел бы меньше шума. На следующий день Альберто Стефани, комиссар Венецианской лиги, заявил, что хотел бы довести позицию Да Ре до региональной исполнительной власти. ""Да Рэ уже был предупрежден, - сказал он, согласно сообщению газеты via Solferino, - никто не выходит в газетах, выступая против федерального секретариата"". Все указывает на то, что все остальные, недовольные линией Сальвини в отношении вакцин, будут осторожны и не будут использовать те же тона, что и депутат Европарламента. Но недовольство есть. Достаточно сопоставить факты и слова, чтобы понять, что обратного сказать нельзя."
26141	1	Но наука не догма
26141	3	"Это не просто типичная риторика No vax, многие Pro vax также впадают в заблуждение. Люди, которые обвиняют правительство и науку во лжи по той простой причине, что они изменили свой подход по мере изменения контекста. Например: «Вы сказали, что вакцина предотвращает заражение, но вместо этого». Верно, было сказано. Но было сказано, когда возможная зараза касалась варианта Альфа, который в любом случае, и это тоже было сказано, имел не менее 10% шанс ""пробить"" вакцины. И, после Альфы, было сказано для варианта Дельты. Это не было подделкой, это было по-настоящему. Как верно то, что Омикрон отличается от предшествовавших ему вариантов Ковида: на самом деле он заражает и привитых. Это делает их менее заразными, чем непривитых, за меньшее время и почти полностью позволяет избежать госпитализаций. Но заражает их. Является ли это признаком того, что правительства лгут? Является ли это доказательством того, что наука не имеет ничего общего с истиной? Нет, не все предсказуемо. Вещи меняются, как меняются научные данные. Философ Карл Поппер написал важные страницы, чтобы разъяснить, как поиск научной истины состоит в постепенном устранении ошибок. Предполагается, что ошибки трудно избежать с самого начала. Поэтому Поппер утверждал, что в научном мире, как и в повседневной жизни, все истинно, пока не доказано обратное. Это либеральный метод. Почему мы, итальянцы, так боремся за то, чтобы принять это? Потому что мы от природы склонны к догматическому взгляду. Если бы это было не так, мы не были бы в течение пятидесяти лет разделены между самыми сильными сторонниками коммунистической партии и сторонниками католической партии на Западе. Две церковные партии, следовательно, догматические. Если бы не мы, те наши соотечественники, называемые «катокоммунистами», не сочли бы естественным добавить две догмы, а не устранить их. Таким образом, существует антропологический факт, который объясняет нежелание многих принять сложность жизни и ошибочность Слова. Далее следует некоторая склонность к мессианству, предрассудкам, конспирологии и слепой вере. Та же слепота столкнувшихся с реанимацией 80% полна, что 15% непривитых сограждан затрудняются подвести итоги. Но в этом случае к антропологическим данным добавляются вредные последствия школьной системы, не склонной передавать людям завтрашнего дня зачатки логики и математики всех времен."
26144	1	Дети в безопасности, если родители привиты: новые данные о Covid
26144	3	В варианте «Омикрон» не учитываются даже дети: только за январь миллион новых зараженных (каждый третий) моложе 18 лет. Кроме непосредственной вакцинации, было бы хорошо, если бы их родители тоже были провакцинированы, ситуация была бы совсем другой.
26144	5	Что говорят цифры
26144	7	Последние данные Istituto Superiore di Sanità отражают ситуацию, не вызывая недоразумений: число госпитализаций продолжает расти в возрастной группе от 5 до 11 лет, поскольку только 32% были вакцинированы первой дозой и 13% - второй. Очень низкие цифры, учитывая, что вакцина Pfizer против Covid для детей применяется уже более полутора месяцев. В данном случае, однако, имеет место совокупность недостатков: многие родители, не желающие прививать своих детей, первыми становятся непривитыми. Фактически, Итальянская ассоциация детских больниц (Aopi) заметила, что среди очень маленьких детей в непривитом отделении (76%) 69% из них имели обоих родителей без вакцины. «Очень часто отец и мать соглашаются отказаться от прививки», даже если «в семье нет недостатка в разногласиях. Перед госпитализированным ребенком случилось так, что вакцинированный родитель обвинил другого », — сказал La Repubblica Альфредо Гуарино, профессор педиатрии в Неаполитанском университете имени Федерико II, глава центра лечения Covid в больнице Неаполя. Университет и член Итальянского педиатрического общества (Sip).
26144	9	Что такое семейный иммунитет
26144	11	Это неудивительно, учитывая, что статистика всегда показывала, что большинство инфекций происходит в домашних условиях. Израильское исследование, опубликованное в журнале Science, подтверждает цифры AOPI: риск заражения между родителями и детьми в возрасте до 5 лет снижается на 71%, если оба родителя вакцинированы. Это легко понять: чем больше барьеров встречает вирус (вакцины, вакцины, вакцины), тем меньше он сможет циркулировать. И наоборот, почти невозможно избежать Омикрона, учитывая его быстрое распространение. И тогда, даже при наличии симптомов, вакцины предотвращают госпитализацию, чего не произошло с теми детьми, которые сейчас находятся в больнице. После различных стадных иммунитетов и врожденного иммунитета, о которых мы часто говорили на Giornale.it, есть третий тип, о котором говорят слишком мало, и это семейный иммунитет, т.е. охват вакцинацией всех членов ядра семьи (3-4 -5-6 и т. д.), что необходимо, чтобы избежать неприятных сюрпризов из-за Covid-19.
26144	13	Мы лечим детей без прививок
26144	15	В течение многих месяцев мы лечили новорожденных от непривитых матерей с очень тяжелыми последствиями. Это явление только недавно начало уменьшаться, подчеркивает Гуарино. «Во время беременности иммунная защита женщины снижается. Не защищать себя — очень плохая идея». И не только это: как это часто бывает в лучших семьях, в ретроспективе возникает чувство вины за то, что вы не были привиты или не сделали этого своим детям. «Я видел, как родители раскаиваются, когда приходят с детьми в больницу», — добавляет он, рассказывая такие фразы, как «если бы я знал, если бы я мог вернуться, я бы не додумался до всего этого». Словом, с Омикроном все изменилось, и мы это знаем уже два месяца: детские больницы ломятся, для подростка, который поступает в одну, уходит, потому что, к счастью, в подавляющем большинстве случаев болезнь проходит благодаря стационарному лечению и меньшему агрессивность варианта. «Мы лечим их наилучшим образом, но понятно, что нужно искать другое решение», — подчеркивает педиатр. Решение, на которое он намекает, только одно: иммунизировать детей в возрасте от 5 до 12 лет, которые часто не имеют права решать за них. «Реальный выбор — между получением вакцины или заражением вирусом. С одной стороны, у нас есть и да, и нет — 10 смертей, возможно, даже меньше. С другой — только в Италии жертв вируса 145 тысяч. будет добавлено?» — заключает он.
26145	1	Карола Ракете: «Я бросила вызов и победила Сальвини» / «Таран? Sea Watch был против».
26145	3	"Карола Ракете возвращается к событиям 2019 года после второй подачи против нее: «Я бросила вызов и победила Сальвини. На таран моя НКО ""Морской дозор"" не согласилась"""
26145	5	КАРОЛА РАКЕТ: «Я ПОБЕДИЛА МАТТЕО САЛЬВИНИ»
26145	7	Он открыто бросал ему вызов, выступал против него, фактически «побеждал» его, но не все в его НПО были согласны с его действиями: слова Каролы Ракете — бывшего капитана корабля Sea Watch 3, который летом 2019 года привез сотни мигрантов, спасенных в море на Лампедузе, – они остаются в силе против Маттео Сальвини по двум основным причинам. Политический характер перетягивания каната с МВД 3 года назад; а также внутреннее подразделение немецкой неправительственной организации Sea Watch по поводу знаменитого «тарана» итальянского корабля Guardia di Finanza.
26145	9	После второго снятия с него обвинений — именно за заход в порт Лампедуза с 40 мигрантами на борту — Карола Ракете рассказывает «La Repubblica» о полном удовлетворении завершенной политической битвы: «В конце концов Сальвини проиграл. Когда мы отплыли, мы знали, что указ был одобрен, но мы не ожидали, что закончим конфликт с итальянским государством. После подъема потерпевшего кораблекрушение в море стало ясно, что политического решения не будет: все отказывали нам в порту высадки. Вот тут-то я и убедился, что должен иметь мужество бросить вызов вашему правительству именно на поле, подготовленном Сальвини своим указом». Очень немного «милые» выражения, использованные против него тогдашним министром внутренних дел («немецкий монетный двор», «террорист»), сегодня встречает Карола с очень конкретными политическими обвинениями: популизм к авторитаризму. Публичный дискурс ядовит по отношению к женщинам, мигрантам, молодежи, окружающей среде. Если бы у руля Sea Watch 3 был мужчина, Сальвини не вел бы себя так. И мне было приятно узнать, что после моего ареста десятки людей протестовали против сексизма.
26145	11	ПРЕДЫСТОРИЯ ТАРАНА ИТАЛЬЯНСКОГО КОРАБЛЯ
26145	13	Против итальянского правительства и, в частности, против Маттео Сальвини, но на самом деле также и против лидеров его собственных НПО: в том же интервью «Респ» Карола Ракете рассказывает о том, что произошло в ходе плотного обмена сообщениями с Берлином в «очень горячем» дни прибытия на Сицилию после подъема мигрантов в открытом море. «Я помню множество внутренних конфликтов в Sea Watch. С одной стороны были я, глава миссии Филипп и главный врач на борту, с другой бэк-офис в Берлине»; для бывшего капитана выбор войти в территориальные воды Италии, а также вынужденная блокада военно-морского флота на Лампедузе привели к тому, что она пошла «вопреки рекомендациям бэк-офиса». У нас не было установленного соглашения или общей стратегии. Я принял решение, против которого выступила часть НПО». Но почему только сегодня стало известно, что Sea Watch не дали добро на «таран» итальянского корабля? Для Rackete причина очень проста: «На людях Sea Watch был на моей стороне и помогал вести расследование, но мне бы хотелось и согласия Лампедузы. На меня оказывалось невероятное давление, и я был единственным, кто мог принять решение. Внутренние конфликты было сложнее урегулировать, чем конфликт с итальянским правительством».
26146	1	Терни, радикальные левые вышли на улицы против Путина, против НАТО и против правительства Драги. Нет поставкам оружия в Украину
26146	3	Аббревиатуры так называемых левых радикалов, Коммунистической партии, Коммунистического возрождения, Potere al Popolo, Cobas вышли на улицы Терни в знак протеста против российского вторжения в Украину, а также против вмешательства НАТО на Востоке и против решение правительства Драги об отправке оружия в Украину. Сегодня днем ​​под Палаццо Спада прошла демонстрация.
26146	5	«Гарнизон против кровавой войны в Украине, но также и против НАТО, потому что, — говорит Валерио Тобиа из Potere al Popolo of Terni, — его расширение на восток было одной из главных причин этой войны, а НАТО остается военным инструментом в руках США для установления своего господства в мире. Соединенные Штаты, сыгравшие решающую роль в перевороте, в результате которого в 2014 году было свергнуто законное украинское правительство, имевшее недостаток пророссийской направленности. Для осуществления этого переворота США не побоялись финансировать откровенно нацистские банды. Мы также на площади, — добавляет Тобиа, — чтобы сказать «нет» отправке 3400 итальянских солдат к границе с Россией, принятому правительством Драги, и сказать «нет» отправке оружия, за которое проголосовал весь парламент, в Украину.
26146	7	Факты, по словам Тобиаса, свидетельствуют о «подчинении всех политических партий воле Соединенных Штатов и Европейского Союза».
26146	9	«Для нас, — добавляет представитель Potere al Popolo, — Путин и НАТО представляют собой две стороны одной медали, они представляют собой капиталистическую систему, которая может привести нас только к войне».
26146	11	"Сам Тобиас назвал войну России против Украины «преступной агрессией». ""Это можно сказать, - добавил он, - не те политические силы, которые набивают себе рот словом ""мир"", а потом голосуют за отправку солдат и оружия в Украину, подливая масла в огонь возможной третьей мировой войны""."
26147	1	Сотый предпоследний от Конте Драги: «Оружие Украине? Мы уже дали»
26147	3	Джузеппе Конте просит правительство прекратить поставки оружия в Украину: «Италия уже дала и теперь она должна быть в авангарде мира». Драги будет в Палате 19 мая для доклада
26147	5	Слушая последние заявления Джузеппе Конте на ток-шоу, кажется, что Движение 5 звезд может дать правительству передышку в любой момент. И даже если президент Грилло ясно дал понять прошлой ночью в Порта-а-Порта, что он «не хочет свергнуть» исполнительную власть, но что его борьба за позицию Италии в конфликте на Украине направлена ​​на обеспечение того, чтобы «вклад «Движение 5 звезд» уважают, к нему прислушиваются и могут направлять решения Палаццо Киджи», формирование все более широкого фронта среди противников отправки оружия в Украину все больше волнует большинство. «После третьего декрета, хотим ли мы задуматься? После третьей партии оружия, которое для нас не должно быть ни тяжелее, ни смертоноснее, у нас будет дискуссия? После третьей отправки я считаю, что Италия внесла свой вклад. Италия уже дала и теперь должна быть в авангарде мира», — сказал он PiazzaPulita. На самом деле, даже Лига начала обыгрывать этот момент, заставляя Конте чувствовать себя менее изолированным. «Я бы не позволил себе острить Драги, — добавил бывший премьер, уточнив, что он не «помирился» с владельцем Палаццо Киджи, — но я поднял серьезные политические вопросы, которые обсуждаю с партией относительного большинства. . По моему мнению, по прошествии двух с половиной месяцев правительство национального единства, столкнувшееся с военной ситуацией, обязано продолжать переговоры с парламентом. Нам нужна политическая направленность, мы должны ее уточнить».
26147	6	Сотый предпоследний от Конте до Драги по вооружению в Украину
26147	8	Исполнительная власть до сих пор продолжала действовать на основе резолюции, принятой большинством парламента вскоре после вторжения России. «Сегодня, — задается вопросом Конте, — мне кажется, что все в Италии начинают задумываться о возможности того, что стратегические интересы Европейского Союза не могут идеально накладываться на интересы США». В Демократической партии также идет «процесс размышлений»: буквально вчера Летта встречалась с 5-звездочным лидером, чтобы попытаться смягчить его позицию по отношению к правительству. Правительство, которое, согласно заявлению самого Конте на Пьяцца Пулита, «идет вперед само по себе, время от времени решая, что делать и как себя позиционировать». Чтобы удовлетворить новые потребности парламента, Драги будет в палате 19 мая для доклада, за которым, следовательно, не последует голосование. Пятизвездная материнская компания в Сенате Мариолина Кастельоне попросила премьера высказаться через «сообщения», в конце которых, вопреки информации, ожидается резолюция. Запрос не прошел, потому что другие стороны, включая Лигу, не встали в очередь. Прохождение одним голосом, по словам Конте, было бы «элементом разъяснения и для политических сил».
26148	1	Все человечество под ударом
26148	3	ОТ РЕДАКЦИИ
26148	5	Кроме «Нет войны, нет НАТО», как мне довелось прочесть на плакате, развешанном по улицам Пармы в последние дни. Здесь единственный лозунг, который можно кричать во все горло, это «Нет войны, нет Путина!». Пугающие образы гигантских взрывов в столице Киеве и других городах, с которых началось полномасштабное вторжение в Украину, подвергнутую концентрической наземной, воздушной и морской атаке с юга, востока и севера, уже говорят сами за себя. Как и цифры первых жертв, которые уже исчисляются сотнями. В своем галлюцинаторном ночном выступлении Путин назвал это «специальной военной операцией». Но что особенного в этой трагедии с невообразимыми последствиями, так это лишь железная предусмотрительность, с которой российский диктатор реализовал то, что давно решил сделать. Просто видеть его несколько ночей назад, сидящего боком за столом и преподающего «свой» урок всему миру с видом нечто среднее между презрением и скукой, было жутковато. Диктаторы, как и боссы, всегда общались одинаково. Создавать впечатление, что рассказывают что-то настолько очевидное и банальное, что не допускают никаких сомнений или ответов.
26148	7	«Украина наша, из Российской империи!», — шипел бывший высокопоставленный сотрудник КГБ в то время, когда еще стояла Берлинская стена и «величайшая геополитическая катастрофа 20 века» (т.е. распад СССР, опять же по к нему) еще не был завершен. Глядя на это лицо, ставшее еще более ледяным из-за мощных инъекций ботокса, мурашки вскоре сменились воспоминаниями, и я обнаружил себя отброшенным в середину Грузии летом 2008 года. Среди десятков сожженных и разрушенных деревень и рек бегущих мирных жителей. войска, посланные царем Владимиром для «защиты» самопровозглашенных пророссийских республик Осетии и Абхазии. Трудно забыть ту пожилую крестьянку, которая молча смотрела на меня, держа в руках, как реликвию, ключ от своего навсегда потерянного дома. Или пустые глаза ребенка, которому суждено стать символом кампании «Грузия зовет Парму», которую я начну, когда вернусь в Италию. Столь же неизгладимой остается память о бесконечной одиссее, проделанной с директором грузинской Каритас отцом Витольдом, чтобы добраться до Гори, места рождения Сталина. С багажником внедорожника, набитым корзинами хлеба для жителей, которые сутками не прикасались к еде, и десятком российских блокпостов, пройденных (боже их) только благодаря этому специальному «пропуску». Вплоть до прибытия на центральную площадь Гори под огромный памятник Иосифу Виссарионовичу Джугашвили: единственный наблюдавший удовлетворённую карусель танков Красной Армии, перегруженных бойцами, торжествовала молниеносную победу над лилипутской грузинской обороной, сметенной за несколько дней.
