doc_id	paragraph_id	po-ru
25112	33	Действительно ли приток мусульман в Европу является проблемой? По Фаллачи, если количество переходит в качество, то да! Мы все также согласны с тем, что проблема, безусловно, заключается в исламском терроризме. С другой стороны, обвинять всех мусульман в исламском терроризме — это такая же умственная конструкция, как и обвинять всех католиков в деятельности инквизиции. Представить, что все арабы, иранцы или турки являются фанатичными последователями Мухаммеда и буквально следуют Корану, так же упрощенно, как представить, что все католики просыпаются с именем Христа на устах и ​​живут в соответствии с указаниями, содержащимися в Библии. Итак, вопрос в том, действительно ли ислам представляет угрозу для Европы, или это только кажется некоторым людям, таким как Ориана Фаллачи? И действительно ли мы сами против мечети в центре города, действительно ли мы имеем что-то против ислама, и если да, то почему? Нас убедил Фаллачи, или мы предпочли продолжить чтение «Тысячи и одной ночи»?
25112	35	P.S.
25112	37	Интересно, что бы сейчас сказала Ориана Фаллачи? многие предпочли бы этого не слышать!
25112	39	"* «Ярость и гордость», «Сила разума» и «Интервью с самим собой. Апокалипсис"""
25113	1	«ЛГБТ-консерватизм», или как сторонники компромисса сделали возможной гендерную революцию
25113	3	Может ли «гей» быть консерватором? Номинально да. Об этом свидетельствуют фракции так называемых сексуальных меньшинств, действующие внутри партий, считающихся консервативными. Именно «консервативные геи» способствовали — например, в Великобритании и США — либерализации закона и распространению анти-ЛГБТ-культуры. Почему это стало возможным и как это произошло?
25113	5	Как правило, термин «ЛГБТ-консерватизм» используется по отношению к так называемым лесбиянки, геи, бисексуалы и трансгендеры с консервативными политическими взглядами. В первый период до Стоунволла (беспорядки в нью-йоркском гей-баре, возникшие в 1969 году после полицейских рейдов) так называемые ЛГБТ-консерваторы перенимали и продвигали консервативные идеи, в том числе критически настроенные по отношению к гомосексуальной субкультуре. Они выступали против возмутительных однополых влечений в публичном пространстве, против развратности молодых поколений, против усыновления детей однополыми парами, не говоря уже о приравнивании таких отношений к сакраментальным бракам. Было подчеркнуто, что гомосексуальность справедливо трактуется как извращение, но безобидное, и аморальное поведение.
25113	7	После беспорядков упор был сделан на самораскрытие и стремление утвердить беспорядочный образ жизни в различных конфигурациях. «Консерватизм» гомосексуалистов выражался в поддержке ими идеи правительства с ограниченными полномочиями или низких налогов. Однако содомляне выступали за приравнивание однополых отношений к институту брака, признание «гомосексуальной семьи», равенство всех меньшинств и позитивное представление - даже подтверждение - конфессий гомосексуального образа жизни. Более радикальные «консерваторы-геи» требовали права однополых пар усыновлять детей.
25113	9	Поддержите нас сейчас!
25113	11	Во-первых, декриминализовать гомосексуальность
25113	13	"Если посмотреть глубже, то можно увидеть, что изменение взглядов среди консерваторов шло с распространением ересей Просвещения. Во-первых, в центре внимания была декриминализация гомосексуальных актов. Например, во Франции в 1791 году Луи Мишель ле Пелетье де Сен-Фаржо предложил новый уголовный кодекс, в котором указывалось, что должны быть запрещены только «истинные преступления», а не «ложные преступления, порожденные суевериями, феодализмом, налоговой системой и [королевской] деспотизм """"."
25113	15	Поэтому в предложенном им новом уголовном кодексе исключены преступления, «вызванные суевериями». Не было и речи о богохульстве, ереси, кощунстве, колдовстве, инцесте или гомосексуализме. Уголовный кодекс Наполеона, изданный в 1810 году, не содержал положений о религиозных преступлениях, инцесте или гомосексуализме.
25113	17	Однако именно Португалия оказалась еще более «прогрессивной» и в 1852 г. узаконила содомитские отношения. Канцлеру Отто фон Бисмарку помешал одобрить гомосексуальность в 1870 году только страх перед «общественным мнением», которое в то время все еще считало гомосексуальные отношения не «пороком», а преступлением. Следовательно, 15 мая 1871 года по всей Германской империи был принят параграф 175, криминализирующий гомосексуальность.
25113	19	То же самое было сделано в Великобритании в августе 1885 года при премьер-министре-консерваторе Роберте Гаскойне-Сесиле, когда была принята поправка Лабушера.
25113	21	Однако в далекой Аргентине спустя два года, во времена Консервативной республики, были узаконены однополые отношения.
25113	23	Великобритания
25113	25	В феврале 1954 года премьер-министр Великобритании Уинстон Черчилль заявил, что Консервативная партия не намерена смягчать закон против «геев». Он предложил ограничить освещение в СМИ обвинений в гомосексуализме и предложить полицию лечение любому мужчине, уличенному в преступных действиях.
25113	27	В 2007 году Брайан Коулман, бывший депутат-консерватор-гей и бывший мэр Барнета, написал в New Statesman, что в середине 1950-х лондонской полиции стало известно, что будущий премьер-министр Эдвард Хит совершал гомосексуальные действия в общественных туалетах. Она предупредила его, чтобы он остановился, иначе это повредит его карьере. Коулман утверждал, что гомосексуалы много лет «руководили» Консервативной партией и поэтому находились под особой защитой.
25113	29	Основные изменения в мировоззрении тори произошли после публикации в 1957 г. Вольфенденского доклада о правовом положении гомосексуалистов и проституток. Отчет в конечном итоге призвал правительство декриминализовать гомосексуальные отношения между взрослыми мужчинами по обоюдному согласию. Он предусматривал ужесточение наказания в отношении содомитов и проституток, совершающих половые акты на публике (достаточно было одного человека, ставшего свидетелем непристойных действий).
25113	31	В мае 1965 года лидер Консервативной партии Артур Гор внес в Палату лордов законопроект о декриминализации однополых сексуальных отношений между мужчинами одного пола в Англии и Уэльсе, который был принят Палатой лордов в июле 1965 года. и был доставлен в Палату общин депутатом-консерватором Хамфри Беркли, известным гомосексуалистом. После того, как лейбористы выиграли выборы 1966 года и Беркли потерял свое место, Лео Абс из победившей лейбористской партии занял его место в качестве автора законопроекта.
25113	33	В 1967 году, когда был принят закон об отмене наказаний за гомосексуальные действия, почти все депутаты от Консервативной партии, включая будущего премьер-министра Маргарет Тэтчер, проголосовали за новые правила. Восемь лет спустя Питер Уолтер Кэмпбелл основал первую в истории так называемую консервативную ЛГБТ-организацию — Консервативную группу по вопросам равенства геев (CGHE).
25113	35	Если верить Коулману, «гею» и бывшему члену Консервативной партии, многие содомиты должны были вступить в Британскую консервативную партию и активно работать на так называемую права геев при Маргарет Тэтчер. Почему?
25113	37	Говорят, что Железная леди привлекала геев «чистой элегантностью, женским совершенством, идеальным стилем одежды и решимостью изменить общество, хотя ее правительство, возможно, даже имело ауру против геев». По словам Коулмана, в личном отношении Тэтчер не было ничего, что указывало бы на «предубеждение любого рода». У премьер-министра не было проблем с назначением министров-геев, таких как граф Эйвон (сын бывшего премьер-министра Энтони Идена). Именно ее правительство во главе с Норманом Фаулером в качестве министра здравоохранения занялось проблемой СПИДа.
25113	39	Коулман дошел до того, что написал, что «есть много тори-геев, которые хотели бы переспать с Дэвидом Кэмероном, но над их кроватью висит портрет леди Тэтчер!»
25113	41	При Железной леди в 1980 году был принят закон о легализации однополых сексуальных отношений в Шотландии.
25113	43	В 1991 году первая в мире «консервативная организация» сексуальных меньшинств, CGHE, была преобразована в Кампанию тори за равенство геев (TORCHE). Она действовала до 2004 года. Через несколько лет была образована группа ЛГБТори, которая активно участвовала в парадах содомитов по всей Великобритании. Со временем LGBTory переименовали в LGBT+ Conservatives, которые теперь работают над продвижением брачного «равенства» для представителей всех «сексуальных ориентаций».
25113	45	Помимо партии тори, конечно, есть официальная группа, работающая на претензии ЛГБТК-лобби, — Партия независимости Соединенного Королевства (UKIP), которую принято считать консервативной. Его заместителем был содомит Питер Уиттл.
25113	47	В Великобритании именно «консерваторы» де-факто привели к декриминализации гомосексуальных актов. Утверждалось, что речь шла только о «здравом смысле» регулирования правового положения содомитов, которые до сих пор находились в заключении за сексуальные отношения с людьми того же пола. Со временем отношение консерваторов изменилось в пользу утверждения беспорядочного образа жизни. Традиционный брак и семья подверглись нападкам, и поэтому сущность консерватизма была отвергнута.
25113	49	5 октября 2011 года премьер-министр Дэвид Кэмерон заявил на партийной конференции, что поддерживает «однополые браки» не «несмотря на свой консерватизм», а «потому что он консерватор». Кэмерон изменил значение этого термина, переосмыслив традиционные ценности.
25113	51	Феномен изменения нормативности британских консерваторов (тори) заметил Мартин Монахан, автор научной статьи «Тори-нормативность» и защита прав геев в Британской консервативной партии с 1950-х гг. 50-е гг.». Текст был опубликован в «Британском журнале политики и международных отношений» в 2019 году. Он заявил, что открытость для «геев» стала результатом принятия «прагматичного» отношения и осторожного подхода, которые со временем уступили место празднованию и утверждению.
25113	53	Вскоре после Второй мировой войны гомосексуалы, связанные с Консервативной партией, подняли вопрос о защите так называемого права геев «в форме, приемлемой для партии». Они не были навязчивы и поначалу не требовали подтверждения беспорядочного образа жизни. Они первыми предложили декриминализацию гомосексуальных актов, сославшись на аргументы «здравого смысла».
25113	55	Не Либеральная лейбористская партия, а консерваторы предложили законопроект о декриминализации гомосексуальных актов в 1966 году, и в конечном итоге именно правительство тори приняло законопроект, легализующий так называемые гомосексуальные акты в 2013 году. однополые браки.
25113	57	Монахан, член Ноттингемского Трентского университета, подчеркивает, что содомиты внутри партии не подвергали сомнению консервативные идеи, а расширяли и искажали их понимание.
25113	59	Хотя формально правила оставались прежними, они интерпретировались по-разному и служили новым целям. Как объяснил член парламента от консерваторов и мыслитель Джесси Норман (2010), «в этике [консерватизм] не морализирует, он практичен».
25113	61	В 1950-х годах, когда более 1000 преступников-содомитов находились в британских тюрьмах за содомию, «консервативные» сторонники декриминализации гомосексуализма указывали, что то, что взрослые мужчины делают наедине — с их согласия, — с моральной точки зрения может считаться «их личным делом», если они не совершать своих действий публично. Если бы они нарушили «общественную порядочность, то юридическое вмешательство могло бы быть оправдано».
25113	63	Была принята концепция, согласно которой основы общественного порядка вытекают не из закона, а из индивидуальной ответственности, а общество служит нравственно дисциплинирующей силой.
25113	65	«Геи», связанные с тори, указывали, что моральный закон должен оставаться незыблемым и осуждающим, хотя принятый закон может измениться, чтобы устранить «непрактичность» в том или ином вопросе.
25113	67	Были сделаны призывы к христианскому состраданию и чувству справедливости по отношению к меньшинствам. Во время второго чтения законопроекта о декриминализации гомосексуализма бывший министр-консерватор Ричард Вуд утверждал, что чем больше поведение пытаются регулировать, тем меньше остается места для индивидуальной моральной ответственности.
25113	69	Еще одним аргументом было то, что главной угрозой для семьи является не гомосексуальность, а супружеская измена. Между тем неверные супруги не наказываются так строго, как содомиты. Поэтому постулировалась декриминализация мужского гомосексуализма.
25113	71	В последующие годы утверждалось, что геи «консервативны по своей природе». Многие из них работают не по найму или сделали успешную карьеру в бизнесе. Многие люди берут на себя бремя выплат по ипотеке, потому что хотят иметь дом, и все гомосексуалы «кровно заинтересованы в благополучии страны».
25113	73	Британские номинальные консерваторы, отстаивающие интересы гомосексуалистов, были ближе к либертарианцам и неолиберализму, чем к консерватизму. Так или иначе, в последующие годы, требуя «новых прав» для сексуальных меньшинств и в конечном итоге не только принятия, но и утверждения беспорядочного образа жизни, они утверждали, что таким образом борются с вмешательством государства в личную свободу.
25113	75	Хотя Коулман говорил о многих «геях», стекавшихся в Консервативную партию при Тэтчер, группа внутри партии также критиковала ее за то, что она недостаточно либеральна в социальной сфере, а не в экономической.
25113	77	В 1988 году правительство «железной леди» даже внесло в Закон о местном самоуправлении положения, запрещающие местным органам власти «преднамеренно пропагандировать гомосексуальность или публиковать материалы с намерением пропагандировать гомосексуальность», продвигать учения, изображающие так называемые однополая семья в положительном свете и т. д.
25113	79	Затем, однако, стал создаваться образ «геев» как образцовых граждан, которые способствуют успеху государства, не представляют угрозы для семьи, но даже могут быть «источником ее поддержки».
25113	81	С 2004 года, когда Майкл Ховард разрешил депутатам голосовать в гражданских союзах по совести, внутри Консервативной партии началась перестройка: с одной стороны, сохранить неолиберальное наследие тэтчеризма, а с другой — отделиться от социального консерватизма. Именно в это время появились так называемые модернизаторы, подтолкнувшие тори на путь прогрессивной повестки дня. Главным реформатором оказался Дэвид Кэмерон, продвигающий «инклюзивный подход к этническим меньшинствам, женщинам и гомосексуалистам».
25113	83	В конце концов, именно через Консервативную партию был внесен и принят законопроект об однополых браках. А в брошюре партии 2021 года говорится, что отрицание «геевских» браков и их преимуществ можно рассматривать как «неконсервативные».
25113	85	В настоящее время фракция ЛГБТ + консерваторы была усилена более свежими требованиями в отношении меньшинств.
25113	87	Таким образом, исходя из «практичности» и «тактичности», британские консерваторы инициировали социальную революцию и внесли далеко идущие социальные изменения. Все стало возможным благодаря тому, что позволили развратным диверсантам работать внутри партии, сначала инициировав внутрипартийные дебаты, а затем придумав законопроекты, коренным образом меняющие положение сексуальных меньшинств в государстве.
25113	89	Стефан Порион в анализе под названием: «Осуществление однополых браков в 2013 году: модернизация социальной программы Кэмерона в Консервативной партии с 2005 года». писал, что «прорыв, инициированный Дэвидом Кэмероном», стал возможен благодаря поддержке других групп и решимости самого Кэмерона, считавшего вопрос легализации так называемых однополых браков решающим для превращения тори в современную партию «либеральный консерватизм».
25113	91	Чтобы преобразовать партию, новый босс изолировал противников ЛГБТ-повестки, ввел строгую партийную дисциплину, а некоторых привлек к работе на видных должностях, связав их дисциплиной коллективной ответственности. Некоторые были изолированы до конца, как баронесса Янг, которая умерла в сентябре 2002 года. С тех пор оппозиция тори требованиям ЛГБТ-лобби в Палате лордов снижается.
25113	93	По словам Филипа Линча, «стратегия Кэмерона по обновлению консерваторов была в значительной степени основана на стратегии, использованной Тони Блэром, когда он стал лидером Лейбористской партии в 1994 году.
25113	95	В свою очередь, Блэр писал в своих мемуарах, что на тори оказала влияние Новая лейбористская партия, и его поколение определило новую парадигму: то, что вы делаете в своей личной жизни, — это ваш выбор, а то, что вы делаете с другими, — нет. Таким образом, проводилось различие между отношением к людям (недискриминационным по признаку расы, пола или сексуальности) и отношением к общественному устройству. Фактически в британском консерватизме доминировала либеральная идеология.
25113	97	Над океаном
25113	99	В Соединенных Штатах так называемый ЛГБТ-консерватизм характеризуется прежде всего либертарианством в социальных вопросах и акцентом на фискальном консерватизме, ограниченной роли правительства.
25113	101	Американцы чуть дольше сопротивлялись правовым изменениям. Сразу после Второй мировой войны из-за опасений проникновения коммунистов в органы национальной безопасности как консервативные, так и либеральные политики стремились убрать гомосексуалистов с административных и военных должностей. В то время Дж. Эдгар Гувер, директор Федерального бюро расследований, руководил программой «Сексуальные девианты», вытесняя содомитов с занимаемых ими высоких постов.
25113	103	До беспорядков в Stonewall Inn атмосфера не располагала к изменению отношения к гомосексуализму, хотя требования ассимиляции сексуальных меньшинств, конечно, были. Вопрос об их так называемых правах был представлен как вопрос гражданских прав.
25113	105	Смена парадигмы произошла в конце 1960-х после беспорядков в Stonewall Inn, когда внутри ЛГБТ-движения обострилось соперничество между сторонниками идеологии ассимиляции и освобождения.
25113	107	В 1972 году организация Лига геев-избирателей была образована в результате роспуска Альянса гей-активистов Сан-Франциско, который стал участвовать в кампании по переизбранию президента-республиканца Ричарда Никсона. Наконец, в 1978 году в рамках Республиканской партии была создана фракция «Республиканцы из бревенчатых домиков» (LCR), целью которой была борьба с калифорнийской инициативой Бриггса, запрещавшей гомосексуалистам преподавать в государственных школах. Его поддержал тогдашний губернатор Рональд Рейган.
25113	109	Правда, при Рейгане не было введено никаких правил для продвижения так называемого вперед за права геев, а сам президент критиковал «движение геев», потому что он не просто требовал гражданских прав; но он хотел признания и принятия альтернативного образа жизни, который ни он, ни американское общество не могли терпеть.
25113	111	Изменения в этом вопросе стали происходить при президентстве другого республиканца — Джорджа Буша-старшего. Буша, подписавшего Закон о статистике преступлений на почве ненависти 23 апреля 1990 г. Это был первый федеральный закон, который «признавал и определял геев, лесбиянок и бисексуалов».
25113	113	Опять же, как и в Великобритании, в США правовые изменения в отношении признания требований сексуальных меньшинств произошли не в результате их введения либеральной партией, а номинально консервативной.
25113	115	29 ноября 1990 года Буш подписал Закон об иммиграции, который удалил фразу «сексуальное отклонение» из INA, чтобы содомитам больше нельзя было запрещать въезд в США.
25113	117	Буш изменил свою риторику и сказал в телеинтервью, что, если он узнает, что его внук гей, он «полюбит своего ребенка», но скажет ему, что гомосексуальность не является нормальным, и будет препятствовать гей-активизму.
25113	119	Только когда он проиграл президентские праймериз в 1992 году более правому оппоненту Пэту Бьюкенену, Буш сделал правильный поворот и публично осудил однополые «браки».
25113	121	В 1994 году Джордж Буш-младший, кандидат на пост губернатора Техаса, пообещал наложить вето на любую попытку отменить техасские законы о гомосексуализме, а в 1997 году, будучи губернатором, подписал закон, ограничивающий притязания содомитов.
25113	123	В ходе кампании 2000 года президент-республиканец не поддержал ни одного законопроекта, касающегося так называемого права геев. Однако во время президентских дебатов он сказал, что выступает против однополых «браков», но поддерживает права штатов в этом вопросе. Губернатор Буш стал первым кандидатом в президенты от республиканцев, когда-либо публично встретившимся с республиканцами-геями в Остине, штат Техас. 4 августа 2000 года он получил одобрение республиканцев из бревенчатой ​​​​хижины, крупнейшей радужной группы Республиканской партии.
25113	125	27 июня 2002 года 43-й президент США подписал закон, разрешающий выплату пособий в случае смерти партнерам пожарных и полицейских, погибших при исполнении служебных обязанностей, и впервые распространил федеральные пособия на смерть на однополые пары.
25113	127	В 2013 году бывший президент Джордж Х.У. Буш был свидетелем на однополой «свадьбе» Бонни Клемент и Хелен Торгалсен.
25113	129	Президент Дональд Трамп был первым кандидатом от Республиканской партии, который открыто восхвалял сексуальные меньшинства и пообещал «сделать все, что в его силах, чтобы защитить ЛГБТК-граждан от насилия и притеснений ненавистной иностранной идеологии». Так он назвал стрельбу в ночном клубе в Орландо в 2016 году.
25113	131	Трамп назначил двух геев в систему правосудия страны, хотя и отменил некоторые привилегии эпохи Обамы и дал указание посольствам не поднимать «радужные» флаги. Он также назначил несколько содомитов на видные должности. Среди прочих, Ричард Гренелл на место посла США в Германии. Позже он повысил его до должности директора национальной разведки. Трамп стал первым президентом-республиканцем, объявившим июнь 2019 года Месяцем гордости ЛГБТ. Он также объявил, что целью его администрации является декриминализация гомосексуализма во всем мире. При Трампе FDA разрешало гомосексуалистам сдавать кровь и т. д. Однако 45-й президент объявил войну «трансам».
25113	133	В настоящее время в США идет борьба между «хорошими консервативными геями» и либертарианцами, требующими де-факто сексуализации детей. Энн Коултер, бывший член консультативного совета GOProud и давний сторонник «консерватизма ЛГБТ», утверждает, что «геи должны выступать за жизнь». Поэтому некоторые гомосексуалы в Республиканской партии выступают против абортов.
25113	135	Более радикальные лидеры геев жалуются на содомитов, связанных с Республиканской партией, что они продали и капитулировали перед программой против геев, сформулированной и реализованной религиозными правыми. Простая вера в ограниченную роль правительства и низкие налоги, по их мнению, не может оправдать отказ от программ радикального меньшинства.
25113	137	Оказывается, республиканские «геи» поддержали закон «Не говори о геях», который губернатор Флориды Рон ДеСантис подписал 28 марта.
25113	139	Радикалы из субкультуры ЛГБТК+ сожалеют, что т.н. консервативные гомосексуалы способствуют распространению «слегка завуалированной гомофобии», проповедуя борьбу с грумингом, который является своеобразным «прикрытием» гомофобии, подобно QAnon антисемитизму. В США усиливается борьба между «радикальными» и «консервативными» гомосексуалистами, и, как выразился Лезервуд, есть «нормальные, здоровые геи» и те, кто проповедует «левые программы сексуализации детей».
25113	141	«ЛГБТ-консерватизм» в Европе как противовес исламу
25113	143	Конкретные изменения произошли и в консервативных партиях других стран мира. В Европе, например в Нидерландах или Бельгии, включение гендерной идеологии в программу партий, носящих название консервативных, связывают с борьбой против ислама. Признание гомосексуализма означает принадлежность к «либеральной нации». Джасбир Паур назвал сочетание либеральных ценностей и «внедрения» гей-идентичности «гомонационализмом». Все те, кто не приемлет сексуальные отклонения (это не заканчивается гомосексуализмом), не являются «современными, цивилизованными европейцами».
25113	145	В Швеции «правые» Шведские демократы (SD) ясно дают понять, что детей, воспитанных однополыми парами, не следует осуждать, и что реальная угроза исходит от иммигрантов и мусульман, которые не принимают «либеральные ценности», такие как терпимость к гомосексуализму.
25113	147	Национальный фронт во Франции также изменил свой подход к гендерной идеологии. В Германии эволюция позиции «консервативной партии» произошла в 1990-е годы, когда и ХДС/ХСС, и левая СДПГ (Социал-демократическая партия) сместились к идеологическому центру, что повлекло за собой ослабление подхода Меркель к моральным ценностям. вопросы. С другой стороны, появилось место для более отчетливых группировок как справа, так и слева на политической сцене.
25113	149	Бундестаг одобрил т.н. однополые браки 30 июня 2017 года, и хотя около 75% депутатов-консерваторов проголосовали против этого, депутаты-консерваторы, работающие в оспариваемых округах, вероятно, привлекли левых избирателей, выступая за «однополые браки».
